item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_refs	source_item_codes	merged_count	governance_note	updated_at
ELEC-000247	电缆连接管	电缆连接管 150平方	材质：铜；适配线径：150平方		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	只			铜接头150平方；铜接头	ELEC-000247 电缆连接管 150平方 电缆连接管 接线端子/线鼻子 电气电料 材质：铜 适配线径：150平方 只 铜接头150平方 铜接头			active	standard	auto_select_allowed	canonical=ELEC-000247；source_item_codes=ELEC-000247；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000247	1	来源单位一致	2026-07-04
ELEC-000250	电缆连接管	电缆连接管 70平方	材质：铜；适配线径：70平方		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	只			铜接头70平方；铜接头	ELEC-000250 电缆连接管 70平方 电缆连接管 接线端子/线鼻子 电气电料 材质：铜 适配线径：70平方 只 铜接头70平方 铜接头			active	standard	auto_select_allowed	canonical=ELEC-000250；source_item_codes=ELEC-000250；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000250	1	来源单位一致	2026-07-04
ELEC-000249	电缆连接管	电缆连接管 95平方	材质：铜；适配线径：95平方		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	只			铜接头95平方；铜接头	ELEC-000249 电缆连接管 95平方 电缆连接管 接线端子/线鼻子 电气电料 材质：铜 适配线径：95平方 只 铜接头95平方 铜接头			active	standard	auto_select_allowed	canonical=ELEC-000249；source_item_codes=ELEC-000249；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000249	1	来源单位一致	2026-07-04
ELEC-000140	端子排	端子排 50mm	规格：50mm		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个			50mm端子排;端子排	ELEC-000140 端子排 50mm 端子排 接线端子/线鼻子 电气电料 规格：50mm 个 50mm端子排			active	standard	auto_select_allowed	canonical=ELEC-000140；source_item_codes=ELEC-000140；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000140	1	来源单位一致；补齐依据：原始只提供了规格50mm，未提供电流和位数，生成常用SKU时保留该规格作为关键区分字段	2026-07-04
ELEC-000205	管型端子	管型端子 2.5平方	适配线径：2.5平方		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	包			管型接线端子2.5平方；管型接线端子	ELEC-000205 管型端子 2.5平方 管型端子 接线端子/线鼻子 电气电料 适配线径：2.5平方 包 管型接线端子2.5平方 管型接线端子			active	standard	auto_select_allowed	canonical=ELEC-000205；source_item_codes=ELEC-000205；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000205	1	来源单位一致；补齐依据：原始每包数量、颜色、绝缘类型缺失，仅保留适配线径作为最小关键规格；单位沿用库存单位“包”	2026-07-04
ELEC-000207	管型端子	管型端子 4平方	适配线径：4平方		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	包			管型接线端子4平方；管型接线端子	ELEC-000207 管型端子 4平方 管型端子 接线端子/线鼻子 电气电料 适配线径：4平方 包 管型接线端子4平方 管型接线端子			active	standard	auto_select_allowed	canonical=ELEC-000207；source_item_codes=ELEC-000207；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000207	1	来源单位一致；补齐依据：原始每包数量、颜色、绝缘类型缺失，仅保留适配线径作为最小关键规格；单位沿用库存单位“包”	2026-07-04
ELEC-000031	线鼻子	铜鼻子 100A	材质：铜；额定电流：100A		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个			100A铜鼻子；铜鼻子；铜接线端子	ELEC-000031 铜鼻子 100A 线鼻子 接线端子/线鼻子 电气电料 材质：铜 额定电流：100A 个 100A铜鼻子 铜鼻子 铜接线端子 ELEC-000174			active	standard	auto_select_allowed	canonical=ELEC-000031；source_item_codes=ELEC-000031；ELEC-000174；merged_count=2；sku_governance=batch_all_sku_governance_20260703	ELEC-000031；ELEC-000174	2	来源单位一致；合并依据：与ELEC-000174同为100A铜鼻子，minimal_required_specs一致；与ELEC-000031同为100A铜鼻子	2026-07-04
ELEC-000032	线鼻子	铜鼻子 200A	材质：铜；额定电流：200A		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个			200A铜鼻子；铜鼻子	ELEC-000032 铜鼻子 200A 线鼻子 接线端子/线鼻子 电气电料 材质：铜 额定电流：200A 个 200A铜鼻子 铜鼻子 ELEC-000092			active	standard	auto_select_allowed	canonical=ELEC-000032；source_item_codes=ELEC-000032；ELEC-000092；merged_count=2；sku_governance=batch_all_sku_governance_20260703	ELEC-000032；ELEC-000092	2	来源单位一致；合并依据：与ELEC-000092同为200A铜鼻子，minimal_required_specs一致；与ELEC-000032同为200A铜鼻子	2026-07-04
ELEC-000091	线鼻子	铜鼻子 300A	材质：铜；额定电流：300A		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个			300A铜鼻子；铜鼻子	ELEC-000091 铜鼻子 300A 线鼻子 接线端子/线鼻子 电气电料 材质：铜 额定电流：300A 个 300A铜鼻子 铜鼻子			active	standard	auto_select_allowed	canonical=ELEC-000091；source_item_codes=ELEC-000091；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000091	1	来源单位一致	2026-07-04
ELEC-000115	线鼻子	铜鼻子 DT 120mm²	材质：铜；型号：DT；适配线径：120mm²		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个			DT120平方铜鼻子；DT铜鼻子	ELEC-000115 铜鼻子 DT 120mm² 线鼻子 接线端子/线鼻子 电气电料 材质：铜 型号：DT 适配线径：120mm² 个 DT120平方铜鼻子 DT铜鼻子			active	standard	auto_select_allowed	canonical=ELEC-000115；source_item_codes=ELEC-000115；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000115	1	来源单位一致	2026-07-04
ELEC-000114	线鼻子	铜鼻子 DT 150mm²	材质：铜；型号：DT；适配线径：150mm²		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个			DT150平方铜鼻子；DT铜鼻子	ELEC-000114 铜鼻子 DT 150mm² 线鼻子 接线端子/线鼻子 电气电料 材质：铜 型号：DT 适配线径：150mm² 个 DT150平方铜鼻子 DT铜鼻子			active	standard	auto_select_allowed	canonical=ELEC-000114；source_item_codes=ELEC-000114；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000114	1	来源单位一致	2026-07-04
ELEC-000117	线鼻子	铜鼻子 DT 70mm²	材质：铜；型号：DT；适配线径：70mm²		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个			DT70平方铜鼻子；DT铜鼻子	ELEC-000117 铜鼻子 DT 70mm² 线鼻子 接线端子/线鼻子 电气电料 材质：铜 型号：DT 适配线径：70mm² 个 DT70平方铜鼻子 DT铜鼻子			active	standard	auto_select_allowed	canonical=ELEC-000117；source_item_codes=ELEC-000117；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000117	1	来源单位一致	2026-07-04
ELEC-000116	线鼻子	铜鼻子 DT 95mm²	材质：铜；型号：DT；适配线径：95mm²		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个			DT95平方铜鼻子；DT铜鼻子	ELEC-000116 铜鼻子 DT 95mm² 线鼻子 接线端子/线鼻子 电气电料 材质：铜 型号：DT 适配线径：95mm² 个 DT95平方铜鼻子 DT铜鼻子			active	standard	auto_select_allowed	canonical=ELEC-000116；source_item_codes=ELEC-000116；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000116	1	来源单位一致	2026-07-04
ELEC-000025	启辉器	启辉器 4-40W	规格/功率范围：4-40W		电气电料/照明光源	电气电料	照明光源	照明光源	个				ELEC-000025 启辉器 4-40W 启辉器 照明光源 电气电料 规格/功率范围：4-40W 个			active	standard	auto_select_allowed	canonical=ELEC-000025；source_item_codes=ELEC-000025；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000025	1	来源单位一致；补齐依据：原始规格缺失，根据市面常见启辉器（如FS-2）常用功率范围4-40W作为初始SKU	2026-07-04
ELEC-000171	塔灯	塔灯 LED 380V 1KW	类型：LED；电压：380V；功率：1KW		电气电料/照明光源	电气电料	照明光源	照明光源	台			欧普LED380V-1KW塔灯；LED塔灯	ELEC-000171 塔灯 LED 380V 1KW 塔灯 照明光源 电气电料 类型：LED 电压：380V 功率：1KW 台 欧普 欧普LED380V-1KW塔灯 LED塔灯	欧普		active	standard	auto_select_allowed	canonical=ELEC-000171；source_item_codes=ELEC-000171；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000171	1	来源单位一致	2026-07-04
ELEC-000084	头灯	头灯 充电式 LED	供电方式：充电；光源类型：LED		电气电料/照明光源	电气电料	照明光源	照明光源	个			LED充电头灯	ELEC-000084 头灯 充电式 LED 头灯 照明光源 电气电料 供电方式：充电 光源类型：LED 个 LED充电头灯			active	standard	auto_select_allowed	canonical=ELEC-000084；source_item_codes=ELEC-000084；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000084	1	来源单位一致；补齐依据：原始缺失电池容量，未作推断，仅保留已有关键规格	2026-07-04
TOOL-000269	手电筒	手电筒 强光 LED 充电式	供电方式：充电式；光源：LED；亮度等级：强光		电气电料/照明光源	电气电料	照明光源	照明光源	只			强光手电筒；充电式LED强光手电筒；LED强光手电筒	TOOL-000269 手电筒 强光 LED 充电式 手电筒 照明光源 电气电料 供电方式：充电式 光源：LED 亮度等级：强光 只 强光手电筒 充电式LED强光手电筒 LED强光手电筒 TOOL-000339			active	standard	auto_select_allowed	canonical=TOOL-000269；source_item_codes=TOOL-000269；TOOL-000339；merged_count=2；sku_governance=batch_all_sku_governance_20260703	TOOL-000269；TOOL-000339	2	来源单位一致；补齐依据：原始仅描述'强光'，按最常见强光手电筒规格推断供电方式为充电式、光源为LED；合并依据：与TOOL-000339的standard_sku_name和minimal_required_specs完全相同，疑似同一物料；与TOOL-000269的standard_sku_name和minimal_required_specs完全相同，疑似同一物料	2026-07-04
TOOL-000342	探照灯	探照灯 100W 手提式 LED	结构：手提式；光源：LED；功率：100W		电气电料/照明光源	电气电料	照明光源	照明光源	个			手提式探照灯LED；LED探照灯	TOOL-000342 探照灯 100W 手提式 LED 探照灯 照明光源 电气电料 结构：手提式 光源：LED 功率：100W 个 手提式探照灯LED LED探照灯			active	standard	auto_select_allowed	canonical=TOOL-000342；source_item_codes=TOOL-000342；merged_count=1；sku_governance=batch_all_sku_governance_20260703	TOOL-000342	1	来源单位一致；补齐依据：功率未提供，根据常见手提LED探照灯参考，取100W作为初始库SKU。	2026-07-04
ELEC-000040	机床灯	机床灯 1220mm LED防爆	长度：1220mm；类型：LED；功能：防爆；形状：方形		电气电料/照明光源	电气电料	照明光源	照明光源	套			1220MMLED防爆机床方形灯；LED防爆机床方形灯	ELEC-000040 机床灯 1220mm LED防爆 机床灯 照明光源 电气电料 长度：1220mm 类型：LED 功能：防爆 形状：方形 套 1220MMLED防爆机床方形灯 LED防爆机床方形灯			active	standard	auto_select_allowed	canonical=ELEC-000040；source_item_codes=ELEC-000040；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000040	1	来源单位一致；补齐依据：原始未提供功率，未进行补充，仅保留现有规格	2026-07-04
ELEC-000078	灯带	灯带 36V 120珠	电压：36V；灯珠：120珠		电气电料/照明光源	电气电料	照明光源	照明光源	米			LED灯带	ELEC-000078 灯带 36V 120珠 灯带 照明光源 电气电料 电压：36V 灯珠：120珠 米 雷士 LED灯带	雷士		active	standard	auto_select_allowed	canonical=ELEC-000078；source_item_codes=ELEC-000078；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000078	1	来源单位一致	2026-07-04
ELEC-000026	灯座	灯座 E27	接口：E27		电气电料/照明光源	电气电料	照明光源	照明光源	个			螺口灯头；灯头；吊灯头；螺纹灯座；灯座；E27灯座	ELEC-000026 灯座 E27 灯座 照明光源 电气电料 接口：E27 个 螺口灯头 灯头 吊灯头 螺纹灯座 E27灯座 ELEC-000131 ELEC-000161 ELEC-000170 ELEC-000233			active	standard	auto_select_allowed	canonical=ELEC-000026；source_item_codes=ELEC-000026；ELEC-000131；ELEC-000161；ELEC-000170；ELEC-000233；merged_count=5；sku_governance=batch_all_sku_governance_20260703	ELEC-000026；ELEC-000131；ELEC-000161；ELEC-000170；ELEC-000233	5	来源单位一致；补齐依据：接口尺寸缺失，按常见灯座规格推断为E27；合并依据：所有SKU在最小规格上均为接口E27，可合并为单一灯座SKU	2026-07-04
ELEC-000044	灯泡	灯泡 20W 螺口	功率：20W；接口：螺口		电气电料/照明光源	电气电料	照明光源	照明光源	个			公牛20WLED灯泡；LED灯泡	ELEC-000044 灯泡 20W 螺口 灯泡 照明光源 电气电料 功率：20W 接口：螺口 个 公牛 公牛20WLED灯泡 LED灯泡	公牛		active	standard	auto_select_allowed	canonical=ELEC-000044；source_item_codes=ELEC-000044；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000044	1	来源单位一致；补齐依据：接口：常见家用LED灯泡为螺口（E27），补充	2026-07-04
ELEC-000236	灯泡	灯泡 30W 螺口	功率：30W；接口：螺口		电气电料/照明光源	电气电料	照明光源	照明光源	个			LED30W螺口灯泡；LED灯泡	ELEC-000236 灯泡 30W 螺口 灯泡 照明光源 电气电料 功率：30W 接口：螺口 个 LED30W螺口灯泡 LED灯泡			active	standard	auto_select_allowed	canonical=ELEC-000236；source_item_codes=ELEC-000236；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000236	1	来源单位一致	2026-07-04
ELEC-000014	灯泡	灯泡 40W 螺口	功率：40W；接口：螺口		电气电料/照明光源	电气电料	照明光源	照明光源	个			40WLED公牛灯泡；LED灯泡；LED40W灯泡；飞利浦led灯泡40W	ELEC-000014 灯泡 40W 螺口 灯泡 照明光源 电气电料 功率：40W 接口：螺口 个 公牛 飞利浦 40WLED公牛灯泡 LED灯泡 LED40W灯泡 飞利浦led灯泡40W ELEC-000130 ELEC-000168	公牛；飞利浦		active	standard	auto_select_allowed	canonical=ELEC-000014；source_item_codes=ELEC-000014；ELEC-000130；ELEC-000168；merged_count=3；sku_governance=batch_all_sku_governance_20260703	ELEC-000014；ELEC-000130；ELEC-000168	3	来源单位一致；补齐依据：接口：常见家用LED灯泡为螺口（E27），补充；合并依据：同功率40W、接口螺口，品牌不同；同功率40W、接口螺口，品牌不同（无品牌与公牛、飞利浦）	2026-07-04
ELEC-000138	灯泡	灯泡 50W 螺口	功率：50W；接口：螺口		电气电料/照明光源	电气电料	照明光源	照明光源	个			50WLED灯泡；LED灯泡；飞利浦led灯泡50W	ELEC-000138 灯泡 50W 螺口 灯泡 照明光源 电气电料 功率：50W 接口：螺口 个 飞利浦 50WLED灯泡 LED灯泡 飞利浦led灯泡50W ELEC-000169	飞利浦		active	standard	auto_select_allowed	canonical=ELEC-000138；source_item_codes=ELEC-000138；ELEC-000169；merged_count=2；sku_governance=batch_all_sku_governance_20260703	ELEC-000138；ELEC-000169	2	来源单位一致；补齐依据：接口：常见家用LED灯泡为螺口（E27），补充；合并依据：同功率50W、接口螺口，品牌不同（无品牌与飞利浦）；同功率50W、接口螺口，品牌不同	2026-07-04
ELEC-000067	灯管	LED灯管 38W	功率：38W；类型：LED灯管		电气电料/照明光源	电气电料	照明光源	照明光源	支			38WLED灯管；LED灯管	ELEC-000067 LED灯管 38W 灯管 照明光源 电气电料 功率：38W 类型：LED灯管 支 38WLED灯管 LED灯管			active	standard	auto_select_allowed	canonical=ELEC-000067；source_item_codes=ELEC-000067；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000067	1	来源单位一致；补齐依据：常见规格：T8，长度1200mm，接口G13	2026-07-04
ELEC-000006	灯管	荧光灯管 36W	功率：36W；类型：荧光灯管		电气电料/照明光源	电气电料	照明光源	照明光源	支			36W灯管；灯管	ELEC-000006 荧光灯管 36W 灯管 照明光源 电气电料 功率：36W 类型：荧光灯管 支 36W灯管			active	standard	auto_select_allowed	canonical=ELEC-000006；source_item_codes=ELEC-000006；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000006	1	来源单位一致；补齐依据：常见规格：T8，长度1200mm，接口G13	2026-07-04
ELEC-000128	照明灯	照明灯 200W 室外	功率：200W；用途：室外		电气电料/照明光源	电气电料	照明光源	照明光源	个			200W室外照明灯；室外照明灯	ELEC-000128 照明灯 200W 室外 照明灯 照明光源 电气电料 功率：200W 用途：室外 个 200W室外照明灯 室外照明灯			active	standard	auto_select_allowed	canonical=ELEC-000128；source_item_codes=ELEC-000128；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000128	1	来源单位一致；补齐依据：缺失光源、电压等，常见室外灯可为LED或金卤灯，未作推断。	2026-07-04
ELEC-000075	照明灯	照明灯 50W LED	功率：50W；光源：LED		电气电料/照明光源	电气电料	照明光源	照明光源	个			50WLED浴室灯；LED浴室灯	ELEC-000075 照明灯 50W LED 照明灯 照明光源 电气电料 功率：50W 光源：LED 个 50WLED浴室灯 LED浴室灯			active	standard	auto_select_allowed	canonical=ELEC-000075；source_item_codes=ELEC-000075；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000075	1	来源单位一致	2026-07-04
ELEC-000077	照明灯	照明灯 80W 太阳能LED	功率：80W；供电：太阳能；光源：LED		电气电料/照明光源	电气电料	照明光源	照明光源	套			公牛80w太阳能LED灯；太阳能LED灯	ELEC-000077 照明灯 80W 太阳能LED 照明灯 照明光源 电气电料 功率：80W 供电：太阳能 光源：LED 套 公牛 公牛80w太阳能LED灯 太阳能LED灯	公牛		active	standard	auto_select_allowed	canonical=ELEC-000077；source_item_codes=ELEC-000077；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000077	1	来源单位一致	2026-07-04
ELEC-000213	扎丝	扎丝 镀锌铁丝 0.7mm*300mm	材质：镀锌铁丝；长度：300mm；线径：0.7mm		电气电料/电工辅材	电气电料	电工辅材	电工辅材	卷			电线扎丝	ELEC-000213 扎丝 镀锌铁丝 0.7mm*300mm 扎丝 电工辅材 电气电料 材质：镀锌铁丝 长度：300mm 线径：0.7mm 卷 电线扎丝			active	standard	auto_select_allowed	canonical=ELEC-000213；source_item_codes=ELEC-000213；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000213	1	来源单位一致；补齐依据：根据常见电线扎丝规格，默认材质为镀锌铁丝，长度300mm，线径0.7mm。	2026-07-04
ELEC-TIE-000007	扎带	扎带 10*300mm	规格：10*300mm；材质：尼龙		电气电料/电工辅材	电气电料	电工辅材	电工辅材	包			10*300mm尼龙扎带；尼龙扎带	ELEC-TIE-000007 扎带 10*300mm 扎带 电工辅材 电气电料 规格：10*300mm 材质：尼龙 包 10*300mm尼龙扎带 尼龙扎带			active	standard	auto_select_allowed	canonical=ELEC-TIE-000007；source_item_codes=ELEC-TIE-000007；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-TIE-000007	1	来源单位一致；补齐依据：原始规格10*30cm转换为10*300mm，材质尼龙，包装数量缺失	2026-07-04
ELEC-TIE-000001	扎带	扎带 10*400mm	规格：10*400mm；材质：尼龙		电气电料/电工辅材	电气电料	电工辅材	电工辅材	包			10*400mm扎带；尼龙扎带；10*400mm尼龙扎带	ELEC-TIE-000001 扎带 10*400mm 扎带 电工辅材 电气电料 规格：10*400mm 材质：尼龙 包 10*400mm扎带 尼龙扎带 10*400mm尼龙扎带 ELEC-TIE-000006 ELEC-TIE-000010 ELEC-TIE-000013			active	standard	auto_select_allowed	canonical=ELEC-TIE-000001；source_item_codes=ELEC-TIE-000001；ELEC-TIE-000006；ELEC-TIE-000010；ELEC-TIE-000013；merged_count=4；sku_governance=batch_all_sku_governance_20260703	ELEC-TIE-000001；ELEC-TIE-000006；ELEC-TIE-000010；ELEC-TIE-000013	4	来源单位一致；补齐依据：材质默认尼龙；长度单位统一为mm；包装数量缺失，按常见规格建库；原始规格10*40cm转换为10*400mm，材质尼龙，包装数量缺失；材质尼龙，包装数量缺失；合并依据：相同规格和材质，包装数量未知可合并	2026-07-04
ELEC-TIE-000002	扎带	扎带 10*500mm	规格：10*500mm；材质：尼龙		电气电料/电工辅材	电气电料	电工辅材	电工辅材	包			10*500mm扎带；尼龙扎带；10*500mm大包扎带；10*500mm尼龙扎带；尼龙扎带10*500mm	ELEC-TIE-000002 扎带 10*500mm 扎带 电工辅材 电气电料 规格：10*500mm 材质：尼龙 包 10*500mm扎带 尼龙扎带 10*500mm大包扎带 10*500mm尼龙扎带 尼龙扎带10*500mm ELEC-TIE-000004 ELEC-TIE-000005 ELEC-TIE-000009 ELEC-TIE-000012			active	standard	auto_select_allowed	canonical=ELEC-TIE-000002；source_item_codes=ELEC-TIE-000002；ELEC-TIE-000004；ELEC-TIE-000005；ELEC-TIE-000009；ELEC-TIE-000012；merged_count=5；sku_governance=batch_all_sku_governance_20260703	ELEC-TIE-000002；ELEC-TIE-000004；ELEC-TIE-000005；ELEC-TIE-000009；ELEC-TIE-000012	5	来源单位一致；补齐依据：材质默认尼龙；长度单位统一为mm；包装数量缺失，按常见规格建库；材质尼龙，长度单位统一为mm，包装数量缺失（大包描述不精确）；原始规格10*50cm转换为10*500mm，材质尼龙，包装数量缺失；材质尼龙，包装数量缺失；合并依据：相同规格和材质，包装数量未知可合并	2026-07-04
ELEC-TIE-000003	扎带	扎带 10*50mm	规格：10*50mm；材质：尼龙；包装数量：200根/包		电气电料/电工辅材	电气电料	电工辅材	电工辅材	包			10*50mm扎带200根；尼龙扎带	ELEC-TIE-000003 扎带 10*50mm 扎带 电工辅材 电气电料 规格：10*50mm 材质：尼龙 包装数量：200根/包 包 10*50mm扎带200根 尼龙扎带			active	standard	auto_select_allowed	canonical=ELEC-TIE-000003；source_item_codes=ELEC-TIE-000003；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-TIE-000003	1	来源单位一致；补齐依据：材质默认尼龙；长度单位统一为mm	2026-07-04
ELEC-TIE-000008	扎带	扎带 8*300mm	规格：8*300mm；材质：尼龙		电气电料/电工辅材	电气电料	电工辅材	电工辅材	包			8*300mm扎带；尼龙扎带	ELEC-TIE-000008 扎带 8*300mm 扎带 电工辅材 电气电料 规格：8*300mm 材质：尼龙 包 8*300mm扎带 尼龙扎带 ELEC-TIE-000011			active	standard	auto_select_allowed	canonical=ELEC-TIE-000008；source_item_codes=ELEC-TIE-000008；ELEC-TIE-000011；merged_count=2；sku_governance=batch_all_sku_governance_20260703	ELEC-TIE-000008；ELEC-TIE-000011	2	来源单位一致；补齐依据：材质默认尼龙；长度单位统一为mm；原始单位个，根据常用采购单位统一为包；材质尼龙，包装数量缺失；合并依据：相同规格和材质，单位统一后合并	2026-07-04
ELEC-000218	接地桩	接地桩 M16*1m	规格：M16*1m		电气电料/电工辅材	电气电料	电工辅材	电工辅材	根			接地桩M16*1m；接地桩	ELEC-000218 接地桩 M16*1m 接地桩 电工辅材 电气电料 规格：M16*1m 根 接地桩M16*1m			active	standard	auto_select_allowed	canonical=ELEC-000218；source_item_codes=ELEC-000218；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000218	1	来源单位一致	2026-07-04
ELEC-000235	接地桩	接地桩 镀锌 18*1m 带螺丝	规格：18*1m；表面处理：镀锌；配置：带螺丝		电气电料/电工辅材	电气电料	电工辅材	电工辅材	根			镀锌接地桩18*1m带螺丝；接地桩套件	ELEC-000235 接地桩 镀锌 18*1m 带螺丝 接地桩 电工辅材 电气电料 规格：18*1m 表面处理：镀锌 配置：带螺丝 根 镀锌接地桩18*1m带螺丝 接地桩套件			active	standard	auto_select_allowed	canonical=ELEC-000235；source_item_codes=ELEC-000235；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000235	1	来源单位一致	2026-07-04
ELEC-000189	散热风机	散热风机 AC220V 120×120mm	电压：AC220V；尺寸：120×120mm		电气电料/电工辅材	电气电料	电工辅材	电工辅材	只			电柜散热风机	ELEC-000189 散热风机 AC220V 120×120mm 散热风机 电工辅材 电气电料 电压：AC220V 尺寸：120×120mm 只 电柜散热风机			active	standard	auto_select_allowed	canonical=ELEC-000189；source_item_codes=ELEC-000189；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000189	1	来源单位一致；补齐依据：原始缺失电压和尺寸规格，按常见电柜散热风机规格生成初始常用SKU：AC220V、120×120mm开孔尺寸	2026-07-04
ELEC-000173	电箱提手	电箱提手 通用	材质：塑料；规格：通用		电气电料/电工辅材	电气电料	电工辅材	电工辅材	个			电箱提手	ELEC-000173 电箱提手 通用 电箱提手 电工辅材 电气电料 材质：塑料 规格：通用 个			active	standard	auto_select_allowed	canonical=ELEC-000173；source_item_codes=ELEC-000173；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000173	1	来源单位一致；补齐依据：原始缺失材质和规格，初始库默认材质为塑料，规格为通用型	2026-07-04
ELEC-000121	电箱锁	电箱锁 325	型号：325		电气电料/电工辅材	电气电料	电工辅材	电工辅材	个			325电箱门锁；电箱门锁；电箱锁	ELEC-000121 电箱锁 325 电箱锁 电工辅材 电气电料 型号：325 个 325电箱门锁 电箱门锁 ELEC-000165			active	standard	auto_select_allowed	canonical=ELEC-000121；source_item_codes=ELEC-000121；ELEC-000165；merged_count=2；sku_governance=batch_all_sku_governance_20260703	ELEC-000121；ELEC-000165	2	来源单位一致；补齐依据：原始型号缺失，根据常见电箱锁型号推断为325；单位从套换算为个，建议按实际采购确认；合并依据：标准SKU名称和最小关键规格相同，但单位不同，建议统一为个合并	2026-07-04
ELEC-000022	电线架	电线架 4位	材质：镀锌；位数：4位		电气电料/电工辅材	电气电料	电工辅材	电工辅材	个			4位镀锌电线架；镀锌电线架	ELEC-000022 电线架 4位 电线架 电工辅材 电气电料 材质：镀锌 位数：4位 个 4位镀锌电线架 镀锌电线架			active	standard	auto_select_allowed	canonical=ELEC-000022；source_item_codes=ELEC-000022；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000022	1	来源单位一致	2026-07-04
ELEC-000238	电缆支架	电缆三角支架 0.45m	材质：热镀锌钢；结构：三角支架；高度：0.45m		电气电料/电工辅材	电气电料	电工辅材	电工辅材	只			电缆三角支架高0.45m；电缆三角支架	ELEC-000238 电缆三角支架 0.45m 电缆支架 电工辅材 电气电料 材质：热镀锌钢 结构：三角支架 高度：0.45m 只 电缆三角支架高0.45m 电缆三角支架			active	standard	auto_select_allowed	canonical=ELEC-000238；source_item_codes=ELEC-000238；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000238	1	来源单位一致；补齐依据：材质按常见电缆三角支架默认热镀锌钢	2026-07-04
ELEC-000021	线卡	线卡 20	规格：20；结构：带钢钉		电气电料/电工辅材	电气电料	电工辅材	电工辅材	个			20钢钉线卡；钢钉线卡	ELEC-000021 线卡 20 线卡 电工辅材 电气电料 规格：20 结构：带钢钉 个 20钢钉线卡 钢钉线卡			active	standard	auto_select_allowed	canonical=ELEC-000021；source_item_codes=ELEC-000021；merged_count=1；sku_governance=batch_all_sku_governance_20260703	ELEC-000021	1	来源单位一致	2026-07-04
