item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	estimated_rate	currency	price_basis	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_item_codes	merged_count	governance_note	updated_at	classification_key	standard_name	required_attribute_keys	missing_required_specs	classification_status	source_item_name	source_sku_name	source_required_specs	source_item_group	source_material_family	rule_version
METAL-000066	球阀	球阀 DN50 不锈钢 埃美柯	规格: DN50; 材质: 不锈钢; 品牌: 埃美柯		管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	个	1	334.00	CNY	按单个估价;按物料族“阀门”抽样复核中位数调整;样本数=6;可靠性=medium;调整系数=4.1750;金额按四舍五入保留两位小数。	50埃美柯不锈钢球阀; 不锈钢球阀; 球阀 DN50 不锈钢	METAL-000066 球阀 球阀 DN50 不锈钢 50埃美柯不锈钢球阀 不锈钢球阀 DN50 不锈钢 埃美柯	埃美柯		active	needs_review	clarify_specs_before_use	METAL-000066	1	missing_required_specs:connection_type,pressure,工况,接口,特征,结构	2026-07-08	管材管件阀门|阀门|球阀	球阀	specification,material,connection_type,pressure,brand,工况,接口,特征,结构	connection_type,pressure,工况,接口,特征,结构	needs_input	球阀	球阀 DN50 不锈钢	材质:不锈钢;规格/口径:DN50	管材管件阀门/阀门	阀门	material-entry-rules-v1.1
METAL-000067	铁丝	铁丝 14#	规格/号数: 14#		金属材料/钢筋/线材	金属材料	钢筋/线材	钢筋/线材	千克	千克	1	10.85	CNY	按千克计价,参考铁丝市场价;按物料族“钢筋/线材”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=1.5500;金额按四舍五入保留两位小数。	铁丝14#; 14号铁丝; 14铁丝; 14#铁丝; 铁丝 14# 散装	METAL-000067 铁丝 铁丝 14# 散装 铁丝14# 14号铁丝 14铁丝 14#铁丝 14#			active	standard	auto_select_allowed	METAL-000067	1		2026-07-08	金属材料|钢筋/线材|铁丝	铁丝	规格/号数		ready	铁丝	铁丝 14# 散装	规格/号数:14#	金属材料/钢筋/线材	钢筋/线材	material-entry-rules-v1.1
METAL-000068	球阀	球阀 DN80 不锈钢 埃美柯	规格: DN80; 材质: 不锈钢; 品牌: 埃美柯		管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	个	1	668.00	CNY	按单个估价;按物料族“阀门”抽样复核中位数调整;样本数=6;可靠性=medium;调整系数=4.1750;金额按四舍五入保留两位小数。	80埃美柯不锈钢球阀; 不锈钢球阀; 球阀 DN80 不锈钢	METAL-000068 球阀 球阀 DN80 不锈钢 80埃美柯不锈钢球阀 不锈钢球阀 DN80 不锈钢 埃美柯	埃美柯		active	needs_review	clarify_specs_before_use	METAL-000068	1	missing_required_specs:connection_type,pressure,工况,接口,特征,结构	2026-07-08	管材管件阀门|阀门|球阀	球阀	specification,material,connection_type,pressure,brand,工况,接口,特征,结构	connection_type,pressure,工况,接口,特征,结构	needs_input	球阀	球阀 DN80 不锈钢	材质:不锈钢;规格/口径:DN80	管材管件阀门/阀门	阀门	material-entry-rules-v1.1
METAL-000069	止回阀	止回阀 DN80 不锈钢 法兰 埃美柯	规格: DN80; 公称直径: DN80; 材质: 不锈钢; 连接方式: 法兰; 品牌: 埃美柯		管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	个	1	835.00	CNY	按单个估价;按物料族“阀门”抽样复核中位数调整;样本数=6;可靠性=medium;调整系数=4.1750;金额按四舍五入保留两位小数。	80埃美柯不锈钢单向阀; 不锈钢单向阀; 止回阀 DN80 不锈钢	METAL-000069 止回阀 止回阀 DN80 不锈钢 80埃美柯不锈钢单向阀 不锈钢单向阀 DN80 不锈钢 法兰 埃美柯	埃美柯		active	standard	auto_select_allowed	METAL-000069	1		2026-07-08	管材管件阀门|阀门|止回阀	止回阀	specification,nominal_diameter,material,connection_type,brand		ready	止回阀	止回阀 DN80 不锈钢	材质:不锈钢;公称直径:DN80;连接方式:法兰	管材管件阀门/阀门	阀门	material-entry-rules-v1.1
METAL-000070	不锈钢螺丝	不锈钢螺丝 M5.5*32 不锈钢 本色	规格: M5.5*32; 材质: 不锈钢; 表面处理: 本色		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个	个	1	0.60	CNY	按单个市场估价;按物料族“螺丝/螺栓”抽样复核中位数调整;样本数=11;可靠性=medium;调整系数=1.2000;金额按四舍五入保留两位小数。	M5.5*32不锈钢螺丝; 螺丝; 不锈钢螺丝 M5.5*32	METAL-000070 不锈钢螺丝 不锈钢螺丝 M5.5*32 M5.5*32不锈钢螺丝 螺丝 M5.5*32 不锈钢 本色			active	needs_review	confirm_before_use	METAL-000070	1	ambiguous_alias:螺丝	2026-07-08	紧固件与连接件|螺丝/螺栓|不锈钢螺丝	不锈钢螺丝	specification,material,surface_treatment		needs_review	不锈钢螺丝	不锈钢螺丝 M5.5*32	规格/口径:M5.5*32;材质:不锈钢;表面处理:本色	紧固件与连接件/螺丝/螺栓	螺丝/螺栓	material-entry-rules-v1.1
METAL-000071	刀阀	刀阀 DN150 不锈钢 对夹式 PN16	规格: DN150; 公称直径: DN150; 材质: 不锈钢; 连接方式: 对夹式; 压力等级: PN16		管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	个	1	835.00	CNY	按DN150不锈钢刀阀PN16每个估价;按物料族“阀门”抽样复核中位数调整;样本数=6;可靠性=medium;调整系数=4.1750;金额按四舍五入保留两位小数。	150不锈钢刀阀; 不锈钢刀阀; DN150刀阀; 不锈钢刀阀 DN150 PN16	METAL-000071 刀阀 不锈钢刀阀 DN150 PN16 150不锈钢刀阀 不锈钢刀阀 DN150刀阀 DN150 不锈钢 对夹式 PN16			active	standard	auto_select_allowed	METAL-000071	1		2026-07-08	管材管件阀门|阀门|刀阀	刀阀	specification,nominal_diameter,material,connection_type,压力等级		ready	刀阀	不锈钢刀阀 DN150 PN16	材质:不锈钢;公称直径:DN150;压力等级:PN16;连接方式:对夹式	管材管件阀门/阀门	阀门	material-entry-rules-v1.1
METAL-000073	抱箍	抱箍 DN325 不锈钢 双卡	规格: DN325; 材质: 不锈钢; 型式: 双卡		紧固件与连接件/管卡/抱箍	紧固件与连接件	管卡/抱箍	管卡/抱箍	个	个	1	48.57	CNY	按个估价,DN325不锈钢双卡抱箍市场价约20元/个;按物料族“管卡/抱箍”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=2.4286;金额按四舍五入保留两位小数。	325双卡抱箍 不锈钢; 325不锈钢双卡抱箍; 不锈钢双卡抱箍; 抱箍 325 不锈钢 双卡	METAL-000073 抱箍 抱箍 325 不锈钢 双卡 325双卡抱箍 不锈钢 325不锈钢双卡抱箍 不锈钢双卡抱箍 DN325 不锈钢 双卡			active	needs_review	clarify_specs_before_use	METAL-000073	1	missing_required_specs:特征	2026-07-08	紧固件与连接件|管卡/抱箍|抱箍	抱箍	specification,material,型式,特征	特征	needs_input	抱箍	抱箍 325 不锈钢 双卡	材质:不锈钢;规格/口径:DN325;型式:双卡	紧固件与连接件/管卡/抱箍	管卡/抱箍	material-entry-rules-v1.1
METAL-000074	角钢	角钢 30*30*4mm 碳钢	规格: 30*30*4mm; 材质: 碳钢		金属材料/型钢	金属材料	型钢	型钢	米	米	1	37.50	CNY	按每米估价;按物料族“型钢”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=2.5000;金额按四舍五入保留两位小数。	3*3*0.4国标角铁; 角铁; 角钢 30*30*4 碳钢	METAL-000074 角钢 角钢 30*30*4 碳钢 3*3*0.4国标角铁 角铁 30*30*4mm 碳钢			active	needs_review	clarify_specs_before_use	METAL-000074	1	missing_required_specs:surface_treatment	2026-07-08	金属材料|型钢|角钢	角钢	specification,material,surface_treatment	surface_treatment	needs_input	角钢	角钢 30*30*4 碳钢	规格:30*30*4mm;材质:碳钢	金属材料/型钢	型钢	material-entry-rules-v1.1
METAL-000076	钢板起重钳	钢板起重钳 0-20mm 2T	开口范围: 0-20mm; 额定载荷: 2T		吊装索具/吊钩/吊具	吊装索具	吊钩/吊具	吊钩/吊具	个	个	1	393.85	CNY	按个估价;按物料族“吊钩/吊具”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=4.9231;金额按四舍五入保留两位小数。	2T钢板夹; 钢板起重钳 2T	METAL-000076 钢板起重钳 钢板起重钳 2T 2T钢板夹 0-20mm 2T			active	needs_review	confirm_before_use	METAL-000076	1	高风险分类:吊装索具	2026-07-08	吊装索具|吊钩/吊具|钢板起重钳	钢板起重钳	开口范围,额定载荷		needs_review	钢板起重钳	钢板起重钳 2T	额定载荷:2T;开口范围:0-20mm	吊装索具/吊钩/吊具	吊钩/吊具	material-entry-rules-v1.1
METAL-000077	钢板起重钳	钢板起重钳 0-25mm 3.2T	开口范围: 0-25mm; 额定载荷: 3.2T		吊装索具/吊钩/吊具	吊装索具	吊钩/吊具	吊钩/吊具	个	个	1	541.54	CNY	按个估价;按物料族“吊钩/吊具”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=4.9231;金额按四舍五入保留两位小数。	3.2T钢板夹; 钢板起重钳 3.2T	METAL-000077 钢板起重钳 钢板起重钳 3.2T 3.2T钢板夹 0-25mm 3.2T			active	needs_review	confirm_before_use	METAL-000077	1	高风险分类:吊装索具	2026-07-08	吊装索具|吊钩/吊具|钢板起重钳	钢板起重钳	开口范围,额定载荷		needs_review	钢板起重钳	钢板起重钳 3.2T	额定载荷:3.2T;开口范围:0-25mm	吊装索具/吊钩/吊具	吊钩/吊具	material-entry-rules-v1.1
METAL-000079	板件	板件 40mm 400*400*40mm 钢板	规格: 40mm; 尺寸: 400*400*40mm; 材质: 钢板		定制加工件/定制板牌件	定制加工件	定制板牌件	定制板牌件	块	块	1	187.50	CNY	按定制钢板加工块估价,含加工费;按物料族“定制板牌件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.2500;金额按四舍五入保留两位小数。	加工钢板400*400*40; 定制钢板; 板件 400*400*40mm 钢板	METAL-000079 板件 板件 400*400*40mm 钢板 加工钢板400*400*40 定制钢板 40mm 400*400*40mm 钢板			active	needs_review	clarify_specs_before_use	METAL-000079	1	missing_required_specs:加工	2026-07-08	定制加工件|定制板牌件|板件	板件	specification,size,material,加工	加工	needs_input	板件	板件 400*400*40mm 钢板	材质:钢板;尺寸:400*400*40mm	定制加工件/定制板牌件	定制板牌件	material-entry-rules-v1.1
METAL-000080	管箍	管箍 38mm 不锈钢	规格: 38mm; 材质: 不锈钢		紧固件与连接件/管卡/抱箍	紧固件与连接件	管卡/抱箍	管卡/抱箍	个	个	1	7.29	CNY	按个估价,38mm不锈钢管箍市场价约3元/个;按物料族“管卡/抱箍”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=2.4286;金额按四舍五入保留两位小数。	38不锈钢管箍; 不锈钢管箍; 不锈钢管箍 38	METAL-000080 管箍 不锈钢管箍 38 38不锈钢管箍 不锈钢管箍 38mm 不锈钢			active	standard	auto_select_allowed	METAL-000080	1		2026-07-08	紧固件与连接件|管卡/抱箍|管箍	管箍	specification,material		ready	管箍	不锈钢管箍 38	材质:不锈钢;规格/口径:38mm	紧固件与连接件/管卡/抱箍	管卡/抱箍	material-entry-rules-v1.1
METAL-000081	方钢	方钢 6*6*5mm Q235 镀锌	规格: 6*6*5mm; 材质: Q235; 表面处理: 镀锌		金属材料/型钢	金属材料	型钢	型钢	米	米	1	12.50	CNY	按每米估价;按物料族“型钢”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=2.5000;金额按四舍五入保留两位小数。	6*6*5镀锌方钢; 镀锌方钢; 方钢 6*6*5 镀锌 Q235	METAL-000081 方钢 方钢 6*6*5 镀锌 Q235 6*6*5镀锌方钢 镀锌方钢 6*6*5mm Q235 镀锌			active	standard	auto_select_allowed	METAL-000081	1		2026-07-08	金属材料|型钢|方钢	方钢	specification,material,surface_treatment		ready	方钢	方钢 6*6*5 镀锌 Q235	材质:Q235;规格:6*6*5mm;表面处理:镀锌	金属材料/型钢	型钢	material-entry-rules-v1.1
METAL-000083	扁钢	扁钢 50*5mm Q235	规格: 50*5mm; 材质: Q235		金属材料/型钢	金属材料	型钢	型钢	米	米	1	50.00	CNY	按每米估价;按物料族“型钢”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=2.5000;金额按四舍五入保留两位小数。	50*5扁铁; 扁钢 50*5 Q235	METAL-000083 扁钢 扁钢 50*5 Q235 50*5扁铁 50*5mm Q235			active	standard	auto_select_allowed	METAL-000083	1		2026-07-08	金属材料|型钢|扁钢	扁钢	specification,material		ready	扁钢	扁钢 50*5 Q235	规格:50*5mm;材质:Q235	金属材料/型钢	型钢	material-entry-rules-v1.1
METAL-000084	抹刀	抹刀 6寸 不锈钢	尺寸: 6寸; 材质: 不锈钢		工具量具/锤铲撬工具	工具量具	锤铲撬工具	锤铲撬工具	个	个	1	20.48	CNY	按6寸不锈钢抹刀单价估价;按物料族“锤铲撬工具”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=2.5600;金额按四舍五入保留两位小数。	不锈钢抹刀; 不锈钢抹刀 6寸	METAL-000084 抹刀 不锈钢抹刀 6寸 不锈钢抹刀 6寸 不锈钢			active	standard	auto_select_allowed	METAL-000084	1		2026-07-08	工具量具|锤铲撬工具|抹刀	抹刀	size,material		ready	抹刀	不锈钢抹刀 6寸	材质:不锈钢;尺寸:6寸	工具量具/锤铲撬工具	锤铲撬工具	material-entry-rules-v1.1
METAL-000085	角码	角码 不锈钢 L型	材质: 不锈钢; 形状: L型		紧固件与连接件/扣件/连接件	紧固件与连接件	扣件/连接件	扣件/连接件	个	个	1	1.95	CNY	按个估价,不锈钢L型角码市场价约1.5元/个;按物料族“扣件/连接件”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=1.3000;金额按四舍五入保留两位小数。	L不锈钢角码; 角码 不锈钢 L型	METAL-000085 角码 角码 不锈钢 L型 L不锈钢角码 不锈钢 L型			active	standard	auto_select_allowed	METAL-000085	1		2026-07-08	紧固件与连接件|扣件/连接件|角码	角码	material,形状		ready	角码	角码 不锈钢 L型	材质:不锈钢;形状:L型	紧固件与连接件/扣件/连接件	扣件/连接件	material-entry-rules-v1.1
METAL-000086	离心机钢板	离心机钢板 1m×0.5m 钢板 离心机	尺寸: 1m×0.5m; 材质: 钢板; 适用设备: 离心机		定制加工件/设备定制配件	定制加工件	设备定制配件	设备定制配件	个	个	1	460.00	CNY	按个估价,钢板加工件,尺寸按常见假设;按物料族“设备定制配件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=5.7500;金额按四舍五入保留两位小数。	加工离心机钢板; 离心机钢板 1m×0.5m	METAL-000086 离心机钢板 离心机钢板 1m×0.5m 加工离心机钢板 1m×0.5m 钢板 离心机			active	standard	auto_select_allowed	METAL-000086	1		2026-07-08	定制加工件|设备定制配件|离心机钢板	离心机钢板	size,material,适用设备		ready	离心机钢板	离心机钢板 1m×0.5m	材质:钢板;适用设备:离心机;尺寸:1m×0.5m	定制加工件/设备定制配件	设备定制配件	material-entry-rules-v1.1
METAL-000087	钢筋接驳器	钢筋接驳器 22mm	适配钢筋直径: 22mm		紧固件与连接件/扣件/连接件	紧固件与连接件	扣件/连接件	扣件/连接件	个	个	1	10.40	CNY	按个估价,22mm钢筋接驳器市场价约8元/个;按物料族“扣件/连接件”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=1.3000;金额按四舍五入保留两位小数。	22钢筋接驳器; 钢筋接驳器 22	METAL-000087 钢筋接驳器 钢筋接驳器 22 22钢筋接驳器 22mm			active	standard	auto_select_allowed	METAL-000087	1		2026-07-08	紧固件与连接件|扣件/连接件|钢筋接驳器	钢筋接驳器	适配钢筋直径		ready	钢筋接驳器	钢筋接驳器 22	适配钢筋直径:22mm	紧固件与连接件/扣件/连接件	扣件/连接件	material-entry-rules-v1.1
METAL-000088	合页	合页 铁 焊接 6寸	材质: 铁; 工艺: 焊接; 规格/尺寸: 6寸		清洁办公后勤/门窗五金	清洁办公后勤	门窗五金	门窗五金	付	付	1	18.00	CNY	按付估价;按物料族“门窗五金”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=2.2500;金额按四舍五入保留两位小数。	6焊接铁合页; 铁合页; 铁合页 6寸 焊接	METAL-000088 合页 铁合页 6寸 焊接 6焊接铁合页 铁合页 铁 焊接 6寸			active	needs_review	clarify_specs_before_use	METAL-000088	1	missing_required_specs:specification,特征	2026-07-08	清洁办公后勤|门窗五金|合页	合页	specification,material,process,特征,规格/尺寸	specification,特征	needs_input	合页	铁合页 6寸 焊接	材质:铁;规格/尺寸:6寸;工艺:焊接	清洁办公后勤/门窗五金	门窗五金	material-entry-rules-v1.1
METAL-000089	方管	方管 3*3*3 碳钢 镀锌	规格: 3*3*3; 材质: 碳钢; 表面: 镀锌		金属材料/钢管	金属材料	钢管	钢管	米	米	1	21.00	CNY	按米计价,参考镀锌方管市场价;按物料族“钢管”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.4000;金额按四舍五入保留两位小数。	镀锌方管3*3*3; 镀锌方管; 镀锌方管 3*3*3 碳钢	METAL-000089 方管 镀锌方管 3*3*3 碳钢 镀锌方管3*3*3 镀锌方管 3*3*3 碳钢 镀锌			active	standard	auto_select_allowed	METAL-000089	1		2026-07-08	金属材料|钢管|方管	方管	specification,material,表面		ready	方管	镀锌方管 3*3*3 碳钢	规格:3*3*3;表面:镀锌;材质:碳钢	金属材料/钢管	钢管	material-entry-rules-v1.1
METAL-000091	钢丝绳	钢丝绳 10mm 碳钢 6×37+FC	规格: 10mm; 直径: 10mm; 材质: 碳钢; 结构: 6×37+FC		吊装索具/钢丝绳	吊装索具	钢丝绳	钢丝绳	米	米	1	6.63	CNY	按米估价;按物料族“钢丝绳”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=2.2084;金额按四舍五入保留两位小数。	10厘钢丝绳; 钢丝绳 10mm	METAL-000091 钢丝绳 钢丝绳 10mm 10厘钢丝绳 10mm 碳钢 6×37+FC			active	needs_review	clarify_specs_before_use	METAL-000091	1	missing_required_specs:length,surface_treatment,加工；高风险分类:吊装索具	2026-07-08	吊装索具|钢丝绳|钢丝绳	钢丝绳	specification,length,diameter,material,surface_treatment,加工,结构	length,surface_treatment,加工	needs_input	钢丝绳	钢丝绳 10mm	直径:10mm;结构:6×37+FC;材质:碳钢	吊装索具/钢丝绳	钢丝绳	material-entry-rules-v1.1
METAL-000093	钢丝绳	钢丝绳 50mm 6m 碳钢 6×37+FC	规格: 50mm; 长度: 6m; 直径: 50mm; 材质: 碳钢; 结构: 6×37+FC		吊装索具/钢丝绳	吊装索具	钢丝绳	钢丝绳	根	根	1	1060.03	CNY	按根估价;按物料族“钢丝绳”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=2.2084;金额按四舍五入保留两位小数。	50*6米钢丝绳; 钢丝绳 50mm 6m	METAL-000093 钢丝绳 钢丝绳 50mm 6m 50*6米钢丝绳 50mm 6m 碳钢 6×37+FC			active	needs_review	clarify_specs_before_use	METAL-000093	1	missing_required_specs:surface_treatment,加工；高风险分类:吊装索具	2026-07-08	吊装索具|钢丝绳|钢丝绳	钢丝绳	specification,length,diameter,material,surface_treatment,加工,结构	surface_treatment,加工	needs_input	钢丝绳	钢丝绳 50mm 6m	直径:50mm;长度:6m;结构:6×37+FC;材质:碳钢	吊装索具/钢丝绳	钢丝绳	material-entry-rules-v1.1
METAL-000094	合页	合页 不锈钢 3寸	材质: 不锈钢; 规格/尺寸: 3寸		清洁办公后勤/门窗五金	清洁办公后勤	门窗五金	门窗五金	付	付	1	11.25	CNY	按付估价;按物料族“门窗五金”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=2.2500;金额按四舍五入保留两位小数。	3寸不锈钢合页; 不锈钢合页 3寸	METAL-000094 合页 不锈钢合页 3寸 3寸不锈钢合页 不锈钢 3寸			active	needs_review	clarify_specs_before_use	METAL-000094	1	missing_required_specs:specification,process,特征	2026-07-08	清洁办公后勤|门窗五金|合页	合页	specification,material,process,特征,规格/尺寸	specification,process,特征	needs_input	合页	不锈钢合页 3寸	材质:不锈钢;规格/尺寸:3寸	清洁办公后勤/门窗五金	门窗五金	material-entry-rules-v1.1
METAL-000095	钢丝绳	钢丝绳 50mm 4m 碳钢 6×37+FC	规格: 50mm; 长度: 4m; 直径: 50mm; 材质: 碳钢; 结构: 6×37+FC		吊装索具/钢丝绳	吊装索具	钢丝绳	钢丝绳	根	根	1	706.69	CNY	按根估价;按物料族“钢丝绳”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=2.2084;金额按四舍五入保留两位小数。	定做50*4米钢丝绳; 钢丝绳 50mm 4m	METAL-000095 钢丝绳 钢丝绳 50mm 4m 定做50*4米钢丝绳 50mm 4m 碳钢 6×37+FC			active	needs_review	clarify_specs_before_use	METAL-000095	1	missing_required_specs:surface_treatment,加工；高风险分类:吊装索具	2026-07-08	吊装索具|钢丝绳|钢丝绳	钢丝绳	specification,length,diameter,material,surface_treatment,加工,结构	surface_treatment,加工	needs_input	钢丝绳	钢丝绳 50mm 4m	直径:50mm;长度:4m;结构:6×37+FC;材质:碳钢	吊装索具/钢丝绳	钢丝绳	material-entry-rules-v1.1
METAL-000096	钢丝绳润滑脂	钢丝绳润滑脂 5kg 5kg/桶 钢丝绳 润滑脂	规格: 5kg; 包装规格: 5kg/桶; 适用范围: 钢丝绳; 剂型: 润滑脂		化工胶粘涂料/润滑防锈	化工胶粘涂料	润滑防锈	润滑脂	桶	桶	1	186.75	CNY	按1桶5kg估价;按物料族“润滑脂”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=3.1125;金额按四舍五入保留两位小数。	进口5KG钢丝绳专用剂; 钢丝绳专用剂; 钢丝绳润滑剂; 钢丝绳润滑脂 5kg/桶	METAL-000096 钢丝绳润滑脂 钢丝绳润滑脂 5kg/桶 进口5KG钢丝绳专用剂 钢丝绳专用剂 钢丝绳润滑剂 5kg 5kg/桶 钢丝绳 润滑脂			active	needs_review	clarify_specs_before_use	METAL-000096	1	missing_required_specs:capacity,brand；高风险分类:化工胶粘涂料	2026-07-08	化工胶粘涂料|润滑脂|钢丝绳润滑脂	钢丝绳润滑脂	specification,capacity,package_specification,brand,剂型	capacity,brand	needs_input	钢丝绳润滑脂	钢丝绳润滑脂 5kg/桶	用途:钢丝绳;包装:5kg/桶;剂型:润滑脂	化工胶粘涂料/润滑防锈	润滑脂	material-entry-rules-v1.1
METAL-000097	滑槽	滑槽 不锈钢 50mm C型 100mm	材质: 不锈钢; 宽: 50mm; 截面形状: C型; 高: 100mm		金属材料/型钢	金属材料	型钢	型钢	米	米	1	125.00	CNY	按每米估价;按物料族“型钢”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=2.5000;金额按四舍五入保留两位小数。	C型不锈钢滑槽; 不锈钢C型滑槽 100*50	METAL-000097 滑槽 不锈钢C型滑槽 100*50 C型不锈钢滑槽 不锈钢 50mm C型 100mm			active	standard	auto_select_allowed	METAL-000097	1		2026-07-08	金属材料|型钢|滑槽	滑槽	material,宽,截面形状,高		ready	滑槽	不锈钢C型滑槽 100*50	材质:不锈钢;截面形状:C型;高:100mm;宽:50mm	金属材料/型钢	型钢	material-entry-rules-v1.1
METAL-000098	扎丝	扎丝 铁 500g/卷	材质: 铁; 包装规格: 500g/卷		金属材料/钢筋/线材	金属材料	钢筋/线材	钢筋/线材	卷	卷	1	4.65	CNY	按卷计价,每卷500g,参考扎丝市场价;按物料族“钢筋/线材”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=1.5500;金额按四舍五入保留两位小数。	500铁扎丝; 铁扎丝; 铁扎丝 500g/卷	METAL-000098 扎丝 铁扎丝 500g/卷 500铁扎丝 铁扎丝 铁 500g/卷			active	needs_review	clarify_specs_before_use	METAL-000098	1	missing_required_specs:specification,length,diameter,color	2026-07-08	金属材料|钢筋/线材|扎丝	扎丝	specification,length,diameter,material,package_specification,color	specification,length,diameter,color	needs_input	扎丝	铁扎丝 500g/卷	材质:铁;包装:500g/卷	金属材料/钢筋/线材	钢筋/线材	material-entry-rules-v1.1
METAL-000099	高压清洗枪头	高压清洗枪头 65mm 铝合金	公称直径: 65mm; 材质: 铝合金		设备备件/泵类配件	设备备件	泵类配件	泵类配件	套	套	1	57.00	CNY	按1套估价;按物料族“泵类配件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=0.6333;金额按四舍五入保留两位小数。	65铝合金枪头; 铝合金枪头; 高压清洗枪头 65 铝合金	METAL-000099 高压清洗枪头 高压清洗枪头 65 铝合金 65铝合金枪头 铝合金枪头 65mm 铝合金			active	needs_review	clarify_specs_before_use	METAL-000099	1	missing_required_specs:异径,接口,特征	2026-07-08	设备备件|泵类配件|高压清洗枪头	高压清洗枪头	nominal_diameter,material,异径,接口,特征	异径,接口,特征	needs_input	高压清洗枪头	高压清洗枪头 65 铝合金	材质:铝合金;口径:65mm	设备备件/泵类配件	泵类配件	material-entry-rules-v1.1
METAL-000100	三通	三通 25mm 不锈钢	规格: 25mm; 材质: 不锈钢		管材管件阀门/三通	管材管件阀门	三通	三通	个	个	1	15.00	CNY	按单个估价;按物料族“三通”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=1.0000;金额按四舍五入保留两位小数。	25三通不锈钢; 不锈钢三通 25mm	METAL-000100 三通 不锈钢三通 25mm 25三通不锈钢 25mm 不锈钢			active	needs_review	clarify_specs_before_use	METAL-000100	1	missing_required_specs:壁厚,接口,用途/系统,连接	2026-07-08	管材管件阀门|三通|三通	三通	specification,material,壁厚,接口,用途/系统,连接	壁厚,接口,用途/系统,连接	needs_input	三通	不锈钢三通 25mm	材质:不锈钢;规格/口径:25mm	管材管件阀门/三通	三通	material-entry-rules-v1.1
METAL-000101	钢丝绳	钢丝绳 50mm 3.6m 扣压 6×37+FC	规格: 50mm; 长度: 3.6m; 直径: 50mm; 加工: 扣压; 结构: 6×37+FC		吊装索具/钢丝绳	吊装索具	钢丝绳	钢丝绳	根	根	1	662.52	CNY	按根估价;按物料族“钢丝绳”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=2.2084;金额按四舍五入保留两位小数。	扣压钢丝绳50*3.6米; 钢丝绳 50mm 3.6m 扣压	METAL-000101 钢丝绳 钢丝绳 50mm 3.6m 扣压 扣压钢丝绳50*3.6米 50mm 3.6m 扣压 6×37+FC			active	needs_review	clarify_specs_before_use	METAL-000101	1	missing_required_specs:material,surface_treatment；高风险分类:吊装索具	2026-07-08	吊装索具|钢丝绳|钢丝绳	钢丝绳	specification,length,diameter,material,surface_treatment,加工,结构	material,surface_treatment	needs_input	钢丝绳	钢丝绳 50mm 3.6m 扣压	直径:50mm;长度:3.6m;加工:扣压;结构:6×37+FC	吊装索具/钢丝绳	钢丝绳	material-entry-rules-v1.1
