item_code	type_id	standard_name	mapping_method	mapping_evidence	mapping_status	source_hash	classification_key	missing_required_specs
PIPE-000016	MT-B73845831771	异径接头/大小头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	ae50f099aa086b14cc45e60baee1e3b4146268b092e8e6392be78fe8b642d42f	管材管件阀门|直接/接头|异径接头/大小头	接口,连接
PIPE-000019	MT-E25A0D251603	三通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	5bb031873172f7b4a82d02b78ed1d776c300a64b9948a52390c31d9a6807cae7	管材管件阀门|三通|三通	壁厚,接口,连接
PIPE-000020	MT-4D547419A73C	补心	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	886189b1e86ee28b8a5330fcf55c00497c9d948dca35cf971b4f66b3dd29557d	管材管件阀门|直接/接头|补心	surface_treatment
PIPE-000021	MT-2E601099ECB7	弯头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	961a1e932f6d93ced606b3cccedabdda7f9d317d67bc288202dd902ecf44b600	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,壁厚,接口,特征,角度,连接
PIPE-000022	MT-E25A0D251603	三通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	8db0905470b85229e2087ab7553acbb20264eb2439510b8bd857d9e9781f1e53	管材管件阀门|三通|三通	壁厚,接口,连接
PIPE-000023	MT-2E601099ECB7	弯头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	d8c0f680a51126a39d74206d80b57487fbc35274eb5ca972ddcc19e705f130c7	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,壁厚,接口,特征,角度,连接
PIPE-000024	MT-4545F1C45F61	异径三通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	d5c74c086cd201974c30b7074fd5415e27fb0c429492f1247be739073bce0de8	管材管件阀门|三通|异径三通	
PIPE-000025	MT-C2E807E3B35D	软管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	791c66dcc36f21ca2aaf81243098718fd39108eef9e061ca71838da39a20e43e	管材管件阀门|管材|软管	特征,结构
PIPE-000026	MT-C2E807E3B35D	软管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	174f64e3bbfbf49279f2f2aa51694fc94a68ca871594f1f4301533f3b2c8361c	管材管件阀门|管材|软管	特征,结构
PIPE-000027	MT-BB52294E38A3	球阀	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	bb5a7b32bf96dafb666c73dc748e90b5e841affa126879b7f1b645d6830ad97f	管材管件阀门|阀门|球阀	connection_type,pressure,brand,工况,接口,特征,结构
PIPE-000029	MT-A0C2DB7D99C4	直管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	fb39a71219ced1b46159fa9230566e91f922305f0924e937626d880436a974e0	管材管件阀门|管材|直管	特征
PIPE-000030	MT-89801A347A89	止回阀	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	758aa0b7fcd58c77dbc46d016dc27c454893cb26c06631e3611021ab219632cc	管材管件阀门|阀门|止回阀	connection_type
PIPE-000031	MT-65EDECEFA943	直接/直通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	3da5657254ebe3790f04819019d5346134e4be8435408c39eaf24f22b51f6581	管材管件阀门|直接/接头|直接/直通	length,结构
PIPE-000033	MT-E25A0D251603	三通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	6c0ac8dc8a91ab77b952207033fc187f04e145cc03ef4089216ec4766bfa8263	管材管件阀门|三通|三通	壁厚,接口,用途/系统,连接
PIPE-000034	MT-E310BC596C10	钢管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	cb14092fcfdb365c75a51422da8db7e6e1630fdd5335aaf567c4c37191317ea2	金属材料|钢管|钢管	outer_diameter,length,壁厚
PIPE-000035	MT-95CF2660E9A2	高压油管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	f644327261c07a46af7bb09749cbb24a3667765ce1ceb368cac4f79838848ffb	液压气动|高压油管/胶管|高压油管	length,pressure
PIPE-000036	MT-89801A347A89	止回阀	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	a72e60e68f62c99f100809def43ace3e451dd25afd0050b634171290e02f163c	管材管件阀门|阀门|止回阀	connection_type
PIPE-000037	MT-F81B151B3CE0	管卡	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	9f3c80c6fce935840a1a4b9a617320858786b465cebc048e5a265848d905b705	紧固件与连接件|管卡/抱箍|管卡	
PIPE-000038	MT-C2E807E3B35D	软管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	8017e076e7b4abe5d6ef77d9de2e4f25a8f46e83bfdea239c72f3b3c1b2f9f00	管材管件阀门|管材|软管	特征,结构
PIPE-000039	MT-BB52294E38A3	球阀	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	ef7cd0b0fed063c24ad915216cb9f56feb3a14d0dfa730c17bc1437da53a4e7c	管材管件阀门|阀门|球阀	connection_type,brand,工况,接口,特征,结构
PIPE-000040	MT-95CF2660E9A2	高压油管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	ea9d8a72712d7ee8f60a36e95fa16374ea99ebd955ea7b95692ba5c7fc03356f	液压气动|高压油管/胶管|高压油管	length,pressure
PIPE-000041	MT-95CF2660E9A2	高压油管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	e4de89d6e2b6b1f3bb737ea03ba36709030d3bd0d12e817c505da2962e9c6434	液压气动|高压油管/胶管|高压油管	length,pressure
PIPE-000042	MT-2E601099ECB7	弯头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	83716ac8db32401eaaca27644829e76cd782f4167be74293f766203e8d0aa6c9	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,壁厚,接口,特征,连接
PIPE-000043	MT-D628566F8241	蝶阀	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	d37ca27f1961f77363c08693508668871b33f25dbdba01b098b47118e3b11a6b	管材管件阀门|阀门|蝶阀	结构,连接,驱动
PIPE-000044	MT-D2DC5C53F5DC	安全阀	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	5f69107b367ce435d8b50371eae9110994e6eb9374cceda872b42ad5f028f274	管材管件阀门|阀门|安全阀	结构
PIPE-000045	MT-4AAF5C819445	弯头接头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	86e0108ebd136b058a7683f443675aa68d7e85e672a22b2301b7d9cb6ad59ea2	液压气动|液压接头|弯头接头	螺纹,连接
PIPE-000046	MT-7F8F1F3B4EA2	接头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	2394bb6f25d95a6d30936a204c9c3a1f6e5220666cc5f20069d4a4e0cad15f5c	定制加工件|定制管路件|接头加工件	connection_type,接口类型
PIPE-000047	MT-DCB0D97F7215	卡箍接头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	fee3fff208ef75d31a426ef526def0f4a9fed568f0d82f8efb6e63f5ed2bf9c1	定制加工件|定制管路件|卡箍接头加工件	
PIPE-000048	MT-746DAE0E6F49	抱箍接头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	fb603be3a4e80fe9d1ebe998365c6df4647d26b96f81ada5598be70c0119eb8e	定制加工件|定制管路件|抱箍接头加工件	
PIPE-000049	MT-CEA5568592EC	三通抱箍加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	c424f89fa01692a848c3a62caf1f2535373709a18309c48a0546c73e0c078f05	定制加工件|定制管路件|三通抱箍加工件	
PIPE-000050	MT-99992110D6BB	卡套三通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	ba65d2178fb89432d747afedea14c366ae224ce56b290598666fc3ba995d6008	液压气动|液压接头|卡套三通	
PIPE-000051	MT-A5FC75183701	弯头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	e72fb9ce742a84799e757042974baa4b76681ce1a39cf90873546182da526811	定制加工件|定制管路件|弯头加工件	nominal_diameter,特征,结构,连接,适用设备
PIPE-000052	MT-A5FC75183701	弯头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	c6bf0b6c8020f8268157e90795a59aaca1117fb41cc30b209aa3d9f91574c367	定制加工件|定制管路件|弯头加工件	nominal_diameter,特征,结构,连接,适用设备
PIPE-000053	MT-A5FC75183701	弯头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	f126ee9379972cb9127aa3d598777a879159fd80d39233197bb381ea4b36dea1	定制加工件|定制管路件|弯头加工件	nominal_diameter,特征,结构,连接,适用设备
PIPE-000054	MT-A5FC75183701	弯头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	b24b11843676c1589d7d9361a5629ddbf97a169dac71fc2fb3a96aa3fe3f9b00	定制加工件|定制管路件|弯头加工件	nominal_diameter,特征,结构,连接,适用设备
PIPE-000055	MT-A5FC75183701	弯头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	9595cb02b4949c308e0ae821d1e123476272e13ac177c7d8ed6bc9f0dd1027b0	定制加工件|定制管路件|弯头加工件	nominal_diameter,特征,结构,连接,适用设备
PIPE-000056	MT-A5FC75183701	弯头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	a35d3df214a9e3bb8eb144f6db8c831da32a90d31c6e410253ee1cae2c417417	定制加工件|定制管路件|弯头加工件	nominal_diameter,特征,结构,连接,适用设备
PIPE-000057	MT-A5FC75183701	弯头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	4fcf3859eebae62b2848f62cc5e5f1b17e4c854ddbb3f956c164f33f36139cdf	定制加工件|定制管路件|弯头加工件	nominal_diameter,特征,结构,连接,适用设备
PIPE-000058	MT-A5FC75183701	弯头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	b4499769fdd7004f63afee8573ffcd9a95b9bf4534ea3fe913df8be333f1a7f2	定制加工件|定制管路件|弯头加工件	nominal_diameter,特征,结构,连接,适用设备
PIPE-000059	MT-DCB0D97F7215	卡箍接头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	c5d5939d1d6926b56e1d526b744bd2679487ec323c70968d4248fe9e50cbab0b	定制加工件|定制管路件|卡箍接头加工件	
PIPE-000060	MT-81350E438ECD	四方接头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	513a81bfe0f247c85236e5ceca41af589b1a50afacb3f265b830e6cf61847526	定制加工件|定制管路件|四方接头加工件	
PIPE-000061	MT-160596A9F133	无缝钢管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	b7096b04606f6073b973c6f57179b0fe452b1836890d051f4f0c287045380da3	金属材料|钢管|无缝钢管	length
PIPE-000062	MT-2E601099ECB7	弯头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	17afcd003791b1806b2bf8d90ab2eaf9171c20ed006233aaa4efa3e1f3f5d4f6	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,接口,角度
PIPE-000063	MT-DE727D19AAD0	抱箍	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	efb5a809829191da1a1343abf61758a6c9fadb3abfad3fdb87e1c1a8efb4192b	紧固件与连接件|管卡/抱箍|抱箍	型式
PIPE-000064	MT-F491E95C3AFE	卡槽接头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	01c3203a106597e23de7f1d7946221d4f5afe008e8f932529229e07a4d2da00c	定制加工件|定制管路件|卡槽接头加工件	
PIPE-000065	MT-2E601099ECB7	弯头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	57c222f3bc8163d60905a5fb456911d415ce035a9127d7bdf1fc90e7761468e9	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,接口,角度
PIPE-000067	MT-65EDECEFA943	直接/直通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	5aeb29ea56a39727c6e87aeccd085509142778ed5cc0b52b785a72b197562a07	管材管件阀门|直接/接头|直接/直通	length,接口,结构
PIPE-000068	MT-A0C2DB7D99C4	直管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	dca81e3e27ca4edda6cff9bd7f41d2f22ded8ad1644c99de810adaefba9b8839	管材管件阀门|管材|直管	特征
PIPE-000069	MT-E25A0D251603	三通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	a88d533a2160f75b047a0d9ef7a6af1d149ffe9ccd79757c989dc9b3e25b902c	管材管件阀门|三通|三通	壁厚,接口,用途/系统,连接
PIPE-000070	MT-65EDECEFA943	直接/直通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	a1c8c377d0f667247043f0a5993736f875225485cb6e381fc63f02c08ef38e60	管材管件阀门|直接/接头|直接/直通	length,接口,结构
PIPE-000071	MT-C1E070140D16	斜三通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	293a0d0adff0c9e5c7be1177cee7a4e04ca0decdcc74f4436a593d804ccc19a6	管材管件阀门|三通|斜三通	
PIPE-000072	MT-F81B151B3CE0	管卡	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	76c7555073ea2acd07ec6d2027707fc7c7f767a81413d99f7941327183f65032	紧固件与连接件|管卡/抱箍|管卡	型式
PIPE-000073	MT-B73845831771	异径接头/大小头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	1b349fc16cb89ce0cc15a4f68bd3ab4dc3dce1f3c4fc4f4beeaeeef60da67c46	管材管件阀门|直接/接头|异径接头/大小头	接口,连接
PIPE-000074	MT-2E601099ECB7	弯头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	6eed6fde6d6c75ee487d3d9b374a1e44d75b412172771b210ed8fa67eb47b994	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,壁厚,接口,特征,连接
PIPE-000075	MT-2E601099ECB7	弯头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	1dced155d46cd13139ff68b85919d118875208e48d2e1f4c833e3d90577d9711	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,壁厚,接口,特征,连接
PIPE-000076	MT-BB52294E38A3	球阀	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	7796aa4a560cd6d83e73dda37f148c013d0adeaf5625535ab085e23703b747a1	管材管件阀门|阀门|球阀	connection_type,pressure,brand,工况,接口,特征,结构
PIPE-000077	MT-B12FD5DBC7DB	堵头/管帽	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	1e832d4d60130989f5471178ceb9ec803ddc4d4706c9da74dd682f10ce5fd62b	管材管件阀门|直接/接头|堵头/管帽	定制
PIPE-000078	MT-8F98EEEA01A0	变径接头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	f466f069b1f1b35c63267b42ddac4bc6ec48ce7568f551827ef8f38692935fc5	定制加工件|定制管路件|变径接头加工件	类型,连接
PIPE-000079	MT-8F98EEEA01A0	变径接头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	a2770b9140f2463f7713f7572b425088d2b817864ba1096906a855057f98229f	定制加工件|定制管路件|变径接头加工件	类型
PIPE-000080	MT-BF34347C203B	软管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	967cfe93d414a1f94594963e8e0f2aa0ec8bc77179a5c912c6bbf3506a7b1961	管材管件阀门|水龙头/洁具配件|软管	
PIPE-000084	MT-65EDECEFA943	直接/直通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	cca5b033f068da8fc0e618bd5fd2aa3ac10db25c8b3b2a67ec4124ac20adf40a	管材管件阀门|直接/接头|直接/直通	length,结构
PIPE-000085	MT-9E2B9D63B6CB	注浆管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	c468740d4e788a7a6e911101e6e55e8aa14e0368122b0e354ee4a88a1cebd957	管材管件阀门|管材|注浆管	length
PIPE-000086	MT-C2E807E3B35D	软管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	6e2bd6f6f3075f767b03cbd9d0b79b83cdd5c6b031ae6a235b43af7f6aa25339	管材管件阀门|管材|软管	length,特征
PIPE-000087	MT-A0C2DB7D99C4	直管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	08006ae4080f47c3d5662e6163f0353c14095bfbb521d55a48d200b5c226fbac	管材管件阀门|管材|直管	特征
PIPE-000088	MT-65EDECEFA943	直接/直通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	d9ce8760ecd955007a4e15ac21fe0f3f48323a495f63b4abe05db6eae2c5fc98	管材管件阀门|直接/接头|直接/直通	length,接口,结构
PIPE-000089	MT-E310BC596C10	钢管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	ea9308e035e49695122edac1ad10594845026d870ce90094269bbd71e6b466fc	金属材料|钢管|钢管	outer_diameter,length,壁厚
PIPE-000090	MT-BB52294E38A3	球阀	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	50fc0fdab67475681f47963029ea85052a27f10e67b6e030d15d4e49be42107c	管材管件阀门|阀门|球阀	connection_type,pressure,brand,工况,接口,特征,结构
PIPE-000091	MT-A0C2DB7D99C4	直管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	ac6733fb1ed4d7adadad89198de3db7fd9bbb37b79fdad2ee4fef5c5bb6da90c	管材管件阀门|管材|直管	特征
PIPE-000092	MT-4545F1C45F61	异径三通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	ca2951d14f9a416a553810effa4c42dd5ee0f13a6dff520c188fa3960bf3b298	管材管件阀门|三通|异径三通	
PIPE-000093	MT-4545F1C45F61	异径三通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	872263d1bf49f52ad29b8e5dc1eed14f433adbb211b796bec421e341610719d7	管材管件阀门|三通|异径三通	
PIPE-000094	MT-F81B151B3CE0	管卡	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	ec24bb2496ac85b5bae7c43f513458a1b4e38bb5b09bd95f27bcb24d15401462	紧固件与连接件|管卡/抱箍|管卡	型式
PIPE-000095	MT-2E601099ECB7	弯头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	7c12a2597591672c81d51a09661f3b65fb5a237fc09bff12d3b32b72458340ab	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,壁厚,接口,特征,连接
PIPE-000096	MT-B73845831771	异径接头/大小头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	6cf47df69c1e9138f96e41de235be2df6f511d9bb21db81671e724675f8d9b0e	管材管件阀门|直接/接头|异径接头/大小头	接口,连接
PIPE-000097	MT-65EDECEFA943	直接/直通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	ace11e82afaa77066044a30111a12576f8738f389c078db85d8f882ade97cab7	管材管件阀门|直接/接头|直接/直通	length,接口,结构
PIPE-000098	MT-F81B151B3CE0	管卡	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	4389fe89250da1165b28470ac752585074e47bb15d67dbccaec78a3a89de5046	紧固件与连接件|管卡/抱箍|管卡	型式
PIPE-000099	MT-7CA168FBF761	集水斗	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	48d867b70b51a83077db9d916d51a04fb6604a1e4cab13e576cfce48e844cad3	管材管件阀门|管道辅材|集水斗	
PIPE-000100	MT-160596A9F133	无缝钢管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	edab69a82f06f3d9e3f8634a89567e07b79a344f4e923eade3a1aa9cb50ce6f9	金属材料|钢管|无缝钢管	length
PIPE-000101	MT-B73845831771	异径接头/大小头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	04ad1c56ec3c92e3130f6e291d160d441fd8e929d4649f01114430d471b507ae	管材管件阀门|直接/接头|异径接头/大小头	接口
PIPE-000102	MT-23F07D49D003	抱箍	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	45ece9e46b32d605aed2432cc4415f6ec46899aa5f53962cc142d9889ad5eb6a	定制加工件|定制结构件|抱箍	
PIPE-000103	MT-23F07D49D003	抱箍	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	bf4c3c7477a9b1b2324f0a9161d88f992b108c99c7a2a2178dcdc87650f6fdf6	定制加工件|定制结构件|抱箍	
PIPE-000104	MT-34EC6C6B77DF	管加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	9f951bbbe7dd5c4f82e94ec0fb60b197110a118d9298bb6e4f04e7d01045e6ff	定制加工件|定制管路件|管加工件	specification,加工内容,壁厚
PIPE-000105	MT-89801A347A89	止回阀	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	90b8a436eff11ff12c375217221bd6586d208c8cdb4a99b35b4f59beaf18083c	管材管件阀门|阀门|止回阀	
PIPE-000106	MT-34EC6C6B77DF	管加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	80696277cdd73b9d4d6be736d1b45ca7dbb7fd83db27b8172faf55da4bcbf0d4	定制加工件|定制管路件|管加工件	specification,加工内容,壁厚
PIPE-000107	MT-2E601099ECB7	弯头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	bd758dc441ed0dc267fc2fa49177042025dc84cb7cb6c731e4ca36b471c9b3e6	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,壁厚,接口,特征
PIPE-000108	MT-2E601099ECB7	弯头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	f0ba924cbc8caf7a6f7e9962ca22b25dd3c802521575c7c55f78aab2a6d84832	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,壁厚,接口,特征
PIPE-000109	MT-8581CE44DCF8	消防水带	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	a4b86c580af36a6feb1e6ab783575e4fef319164a7eb45e1ae2499d6b1d448fd	安全消防|消防管件|消防水带	
PIPE-000110	MT-E310BC596C10	钢管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	dd82e6f7d372dfeeb6c022297b0837658c61f165762367ae0bc5090f9edf1a0f	金属材料|钢管|钢管	specification,壁厚,规格口径
PIPE-000111	MT-BB52294E38A3	球阀	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	f02e419d89abe420a8e4bec059aaa8917f91c54fe71aca7f943be596b14274dd	管材管件阀门|阀门|球阀	connection_type,pressure,工况,特征,结构
PIPE-000112	MT-65EDECEFA943	直接/直通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	1dd2f2e1e1f636c625f5e50bfb9a84ce513b65ec155113e2bc99662c513d863e	管材管件阀门|直接/接头|直接/直通	length,结构
PIPE-000113	MT-C4C920BD026E	混水阀	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	c50f0e207b5c7137a6e665c63df48e85daaebf9b131a60c5ef450896702d6d15	管材管件阀门|阀门|混水阀	
PIPE-000116	MT-F81B151B3CE0	管卡	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	1d3ebf873257eeb66761d95adeb37ae4025f0147a1590dc4cd8a801a874f9a75	紧固件与连接件|管卡/抱箍|管卡	型式
PIPE-000118	MT-A0C2DB7D99C4	直管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	700afc0cd14f60aff284e43c92322b697dd97954c4ede0db1551fc88222ba907	管材管件阀门|管材|直管	特征
PIPE-000119	MT-65EDECEFA943	直接/直通	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	8b6452ecd76a5204bcba3afc9f941b9edb5a481897dac22463516a81114db269	管材管件阀门|直接/接头|直接/直通	length,接口,结构
PIPE-000120	MT-E310BC596C10	钢管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	aec300d6c0e9b74dd4ea72d612dbafd90d051b905f88bf880970ee6225246a1d	金属材料|钢管|钢管	specification,length,表面,规格口径
PIPE-000121	MT-ACCE60680575	卡扣加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	bc7224bf8f9e032e95be8d107446d50986dd9e7ed2bccae7b8c7f7cc03756127	定制加工件|定制管路件|卡扣加工件	
PIPE-000122	MT-34EC6C6B77DF	管加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	9394dccbacc9a605907a53060d772d99ac37846521c21e07de86f16b83b44ec0	定制加工件|定制管路件|管加工件	specification,加工内容,壁厚
PIPE-000123	MT-160596A9F133	无缝钢管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	63c9fd97ca95128f9a801ba2b3d9c799c66b2c18d7a820e4ae0676d9522670c7	金属材料|钢管|无缝钢管	length
PIPE-000124	MT-2E601099ECB7	弯头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	1a865b5a8023cd540abb10c8dda61c380a3a93f36dbf0fd9c9dabc871db64f15	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,壁厚,接口
PIPE-000125	MT-0B32DF1AE457	法兰	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	af248d7cc287cf810aadcea24646768a3f97fe404116307abc202349184774d3	管材管件阀门|法兰|法兰	
PIPE-000126	MT-34EC6C6B77DF	管加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	bbcda09ef48c7c2f3539ac39de54e0b54a49f3ee81124cbc020e4014cdcec42c	定制加工件|定制管路件|管加工件	specification,接口
PIPE-000127	MT-A5FC75183701	弯头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	44a581f31fc3e5b58075cf8c76fd92156c70fe4c5e49af49e33ea667f0a9eb06	定制加工件|定制管路件|弯头加工件	压力等级,结构,连接,适用设备
PIPE-000128	MT-A5FC75183701	弯头加工件	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	8ec1541e12bf08ffd2d07d886c9fcd3a1936915cd02ea095c9a882764ae8bd3e	定制加工件|定制管路件|弯头加工件	压力等级,结构,连接,适用设备
