raw_name,normalized_raw_name,candidate_count,candidate_codes,import_ready_candidate_codes,requires_confirmation,ambiguity_reason,candidate_contexts
公元63 PPR直通,公元63ppr直通,1,REVIEW-MAT-01286,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01286 | PPR直通 | 管道管件/塑料管件/PPR管件 | 品牌: 公元；规格: 63；材质: PPR；类型: 直通 | 个
公元63 PPR管,公元63ppr管,1,REVIEW-MAT-01288,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01288 | PPR管 | 管道管件/塑料管件/PPR管件 | 品牌: 公元；规格: 63；材质: PPR | 米
公元75*50三通,公元75*50三通,1,REVIEW-MAT-00105,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00105 | 异径三通 | 工程建材/其他/排水管件 | 品牌: 公元；规格: 75*50；类型: 三通 | 个
公元75*50补心,公元75*50补心,1,REVIEW-MAT-00101,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00101 | 补心 | 工程建材/其他/排水管件 | 品牌: 公元；规格: 75*50；类型: 补心/异径 | 个
公元75pvc弯头,公元75pvc弯头,1,REVIEW-MAT-00370,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00370 | PVC弯头 | 工程建材/其他/PVC管件 | 品牌: 公元；规格: 75；材质: PVC | 个
公元75pvc直通,公元75pvc直通,1,REVIEW-MAT-00371,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00371 | PVC直通 | 工程建材/其他/PVC管件 | 品牌: 公元；规格: 75；材质: PVC | 个
公元75三通,公元75三通,1,REVIEW-MAT-00100,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00100 | 三通 | 工程建材/其他/排水管件 | 品牌: 公元；规格: 75；类型: 三通 | 个
公元75弯头,公元75弯头,1,REVIEW-MAT-00102,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00102 | 弯头 | 工程建材/其他/排水管件 | 品牌: 公元；规格: 75；类型: 弯头 | 个
公元75直通,公元75直通,1,REVIEW-MAT-00383,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00383 | PVC直通 | 工程建材/其他/PVC管件 | 品牌: 公元；规格: 75 | 个
公元90PPR阀门,公元90ppr阀门,1,REVIEW-MAT-00423,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00423 | PPR阀门 | 工程建材/水暖建材/水暖五金 | 品牌: 公元；规格: 90；材质: PPR | 个
公元DN50PPR球阀,公元dn50ppr球阀,1,REVIEW-MAT-01279,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01279 | PPR球阀 | 管道管件/塑料管件/PPR管件 | 品牌: 公元；公称直径: DN50；材质: PPR；类型: 球阀 | 个
公元PPR25*4内牙直通,公元ppr25*4内牙直通,1,REVIEW-MAT-00044,REVIEW-MAT-00044,false,唯一可导入候选。,REVIEW-MAT-00044 | PPR内牙直通 | 工程建材/水暖建材/水暖五金 | 品牌: 公元；规格: PPR25*4分；连接: 内牙；类型: 直通 | 个
公元PPR25三通,公元ppr25三通,1,REVIEW-MAT-00042,REVIEW-MAT-00042,false,唯一可导入候选。,REVIEW-MAT-00042 | PPR三通 | 工程建材/水暖建材/水暖五金 | 品牌: 公元；规格: 25；类型: 三通 | 个
公元PPR25内牙三通,公元ppr25内牙三通,1,REVIEW-MAT-00043,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00043 | PPR内牙三通 | 工程建材/水暖建材/水暖五金 | 品牌: 公元；规格: 25；连接: 内牙；类型: 三通 | 个
公元PPR25内牙弯头,公元ppr25内牙弯头,1,REVIEW-MAT-00045,REVIEW-MAT-00045,false,唯一可导入候选。,REVIEW-MAT-00045 | PPR内牙弯头 | 工程建材/水暖建材/水暖五金 | 品牌: 公元；规格: 25；连接: 内牙；类型: 弯头 | 个
公元ppr25卡扣,公元ppr25卡扣,1,REVIEW-MAT-00715,REVIEW-MAT-00715,false,唯一可导入候选。,REVIEW-MAT-00715 | PPR管卡 | 工程建材/水暖建材/水暖五金 | 品牌: 公元；规格: 25；类型: 卡扣/管卡 | 个
公元ppr25直通,公元ppr25直通,1,REVIEW-MAT-00716,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00716 | PPR直通 | 工程建材/水暖建材/水暖五金 | 品牌: 公元；规格: 25；材质: PPR | 个
公元PPR32三通,公元ppr32三通,1,REVIEW-MAT-02147,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02147 | PPR三通 | 管道管件/塑料管件/PPR管件 | 品牌: 公元；材质: PPR；规格: 32；类型: 三通 | 个
公元PPR32弯头,公元ppr32弯头,1,REVIEW-MAT-02148,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02148 | PPR弯头 | 管道管件/塑料管件/PPR管件 | 品牌: 公元；材质: PPR；规格: 32；类型: 弯头 | 个
公元PPR32截止阀,公元ppr32截止阀,1,REVIEW-MAT-02144,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02144 | PPR截止阀 | 管道管件/塑料管件/PPR管件 | 品牌: 公元；材质: PPR；规格: 32；类型: 截止阀 | 个
公元PPR32直接,公元ppr32直接,1,REVIEW-MAT-02149,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02149 | PPR直接 | 管道管件/塑料管件/PPR管件 | 品牌: 公元；材质: PPR；规格: 32；类型: 直接 | 个
公元PPR32管,公元ppr32管,1,REVIEW-MAT-02146,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02146 | PPR管 | 管道管件/塑料管件/PPR管件 | 品牌: 公元；材质: PPR；规格: 32 | 米
公元PPR剪刀,公元ppr剪刀,1,REVIEW-MAT-00031,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00031 | PPR管剪刀 | 工具器具/其他/管道工具 | 品牌: 公元；用途: PPR管剪切 | 个
公元PVC315/45度弯头,公元pvc315/45度弯头,1,REVIEW-MAT-01550,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01550 | PVC弯头 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: PVC；规格: 315；角度: 45度 | 个
公元PVC315/90度弯头,公元pvc315/90度弯头,1,REVIEW-MAT-01551,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01551 | PVC弯头 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: PVC；规格: 315；角度: 90度 | 个
公元PVC315直接,公元pvc315直接,1,REVIEW-MAT-01549,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01549 | PVC直接 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: PVC；规格: 315；类型: 直接 | 个
公元pvc40管卡,公元pvc40管卡,1,REVIEW-MAT-00614,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00614 | PVC管卡 | 工程建材/其他/管道紧固 | 品牌: 公元；材质: PVC；规格: 40 | 个
公元PVCΦ100三通,公元pvcφ100三通,1,REVIEW-MAT-02168,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02168 | PVC三通 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: PVC；直径: Φ100；类型: 三通 | 个
公元PVCΦ100弯头,公元pvcφ100弯头,1,REVIEW-MAT-02166,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02166 | PVC弯头 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: PVC；直径: Φ100；类型: 弯头 | 个
公元PVCΦ100止回阀,公元pvcφ100止回阀,1,REVIEW-MAT-02167,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02167 | PVC止回阀 | 阀门/其他/PVC阀门 | 品牌: 公元；材质: PVC；直径: Φ100；类型: 止回阀 | 个
公元PVCΦ100管,公元pvcφ100管,1,REVIEW-MAT-02165,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02165 | PVC管 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: PVC；直径: Φ100 | 米
公元PVCΦ110直接,公元pvcφ110直接,1,REVIEW-MAT-01802,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01802 | PVC直接 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: PVC；直径: Φ110；类型: 直接 | 个
公元PVCΦ110管,公元pvcφ110管,1,REVIEW-MAT-01801,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01801 | PVC管 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: PVC；直径: Φ110 | 米
公元PVCΦ75直接,公元pvcφ75直接,1,REVIEW-MAT-01803,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01803 | PVC直接 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: PVC；直径: Φ75；类型: 直接 | 个
公元PVCΦ75管,公元pvcφ75管,1,REVIEW-MAT-01800,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01800 | PVC管 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: PVC；直径: Φ75 | 米
公元UPVCΦ25Y型三通,公元upvcφ25y型三通,1,REVIEW-MAT-01929,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01929 | UPVC Y型三通 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: UPVC；直径: Φ25；类型: Y型三通 | 个
公元UPVCΦ25三通,公元upvcφ25三通,1,REVIEW-MAT-01930,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01930 | UPVC三通 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: UPVC；直径: Φ25；类型: 三通 | 个
公元UPVCΦ25弯头45度,公元upvcφ25弯头45度,1,REVIEW-MAT-01932,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01932 | UPVC弯头 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: UPVC；直径: Φ25；角度: 45度 | 个
公元UPVCΦ25弯头90度,公元upvcφ25弯头90度,1,REVIEW-MAT-01931,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01931 | UPVC弯头 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: UPVC；直径: Φ25；角度: 90度 | 个
公元UPVCΦ25直接头,公元upvcφ25直接头,1,REVIEW-MAT-01933,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01933 | UPVC直接 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: UPVC；直径: Φ25；类型: 直接 | 个
公元UPVCΦ25饮水管,公元upvcφ25饮水管,1,REVIEW-MAT-01928,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01928 | UPVC饮水管 | 管道管件/塑料管件/PVC管件 | 品牌: 公元；材质: UPVC；用途: 饮水；直径: Φ25 | 米
公元三通32,公元三通32,1,REVIEW-MAT-00415,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00415 | UPVC三通 | 工程建材/其他/UPVC管件 | 品牌: 公元；规格: 32；类型: 三通 | 个
公元三通40×25,公元三通40×25,1,REVIEW-MAT-00613,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00613 | 异径三通 | 工程建材/其他/PVC管件 | 品牌: 公元；规格: 40*25；类型: 三通 | 个
公元三通40×32,公元三通40×32,1,REVIEW-MAT-00612,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00612 | 异径三通 | 工程建材/其他/PVC管件 | 品牌: 公元；规格: 40*32；类型: 三通 | 个
公元热熔机,公元热熔机,2,REVIEW-MAT-00030；REVIEW-MAT-00713,,true,同一原始叫法命中多个候选；Agent 检索时必须结合规格、分组、用途让用户确认。,REVIEW-MAT-00030 | PPR热熔机 | 工具器具/其他/管道工具 | 品牌: 公元；用途: PPR热熔 | 个 || REVIEW-MAT-00713 | 热熔机 | 工具器具/其他/管道工具 | 品牌: 公元；用途: PPR热熔 | 台
公元胶水1KG,公元胶水1kg,1,REVIEW-MAT-01552,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01552 | PVC胶水 | 化工油漆胶粘/胶粘密封/胶粘剂 | 品牌: 公元；包装: 1KG；用途: PVC粘接 | 瓶
公牛16A插座,公牛16a插座,1,REVIEW-MAT-00037,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00037 | 插座 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；电流: 16A | 个
公牛16A空调插座,公牛16a空调插座,1,REVIEW-MAT-00071,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00071 | 空调插座 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；电流: 16A；用途: 空调 | 个
公牛1位开关,公牛1位开关,1,REVIEW-MAT-00014,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00014 | 一位开关 | 电气与自动化/低压电器/开关按钮 | 品牌: 公牛；位数: 1位 | 个
公牛20WLED灯泡,公牛20wled灯泡,1,REVIEW-MAT-00201,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00201 | LED灯泡 | 电气与自动化/照明与报警/灯具 | 品牌: 公牛；功率: 20W | 个
公牛220V转36VUSB插座,公牛220v转36vusb插座,1,REVIEW-MAT-00170,REVIEW-MAT-00170,false,唯一可导入候选。,REVIEW-MAT-00170 | 变压USB插座 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；输入: 220V；输出: 36V；功能: USB | 套
公牛2位开关,公牛2位开关,1,REVIEW-MAT-00015,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00015 | 二位开关 | 电气与自动化/低压电器/开关按钮 | 品牌: 公牛；位数: 2位 | 个
公牛380V*25A插头,公牛380v*25a插头,1,REVIEW-MAT-00033,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00033 | 工业插头 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；电压: 380V；电流: 25A | 个
公牛3m双排插线板,公牛3m双排插线板,1,REVIEW-MAT-02268,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02268 | 插线板 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；线长: 3m；结构: 双排 | 根
公牛4位开关,公牛4位开关,1,REVIEW-MAT-00013,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00013 | 四位开关 | 电气与自动化/低压电器/开关按钮 | 品牌: 公牛；位数: 4位 | 个
公牛6位对插线板3米,公牛6位对插线板3米,1,REVIEW-MAT-01650,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01650 | 插线板 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；插位: 6位；线长: 3米 | 个
公牛80w太阳能LED灯,公牛80w太阳能led灯,1,REVIEW-MAT-00525,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00525 | 太阳能LED灯 | 电气与自动化/照明与报警/灯具 | 品牌: 公牛；功率: 80W；供电: 太阳能 | 套
公牛PVC线槽25mm,公牛pvc线槽25mm,1,REVIEW-MAT-01718,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01718 | PVC线槽 | 电气与自动化/电线电缆与敷设/电缆附件 | 品牌: 公牛；材质: PVC；规格: 25mm | 米
公牛一位开关,公牛一位开关,1,REVIEW-MAT-00620,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00620 | 一位开关 | 电气与自动化/低压电器/开关按钮 | 品牌: 公牛；位数: 1位 | 套
公牛三插头,公牛三插头,1,REVIEW-MAT-01649,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01649 | 三脚插头 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；类型: 三插头 | 个
公牛三脚插头220V/10A,公牛三脚插头220v/10a,1,REVIEW-MAT-01964,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01964 | 三脚插头 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；极数: 三脚；电压: 220V；额定电流: 10A | 个
公牛五孔插座,公牛五孔插座,3,REVIEW-MAT-00012；REVIEW-MAT-00440；REVIEW-MAT-00621,,true,同一原始叫法命中多个候选；Agent 检索时必须结合规格、分组、用途让用户确认。,REVIEW-MAT-00012 | 五孔插座 | 电气与自动化/低压电器/开关按钮 | 品牌: 公牛；类型: 五孔 | 个 || REVIEW-MAT-00440 | 五孔插座 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；类型: 五孔插座 | 个 || REVIEW-MAT-00621 | 五孔插座 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；类型: 五孔 | 套
公牛五孔插座面板,公牛五孔插座面板,1,REVIEW-MAT-01747,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01747 | 五孔插座面板 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；类型: 五孔插座面板 | 个
公牛双排插板3m,公牛双排插板3m,1,REVIEW-MAT-02024,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02024 | 插线板 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；结构: 双排；线长: 3m | 个
公牛拖线板3m6位,公牛拖线板3m6位,1,REVIEW-MAT-01644,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01644 | 拖线板 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；线长: 3m；插位: 6位 | 个
公牛拖线板6米,公牛拖线板6米,1,REVIEW-MAT-01651,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01651 | 拖线板 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；线长: 6米 | 个
公牛插座3米*8孔,公牛插座3米*8孔,1,REVIEW-MAT-00072,REVIEW-MAT-00072,false,唯一可导入候选。,REVIEW-MAT-00072 | 插排 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；线长: 3米；孔位: 8孔 | 个
公牛明装五孔插座,公牛明装五孔插座,1,REVIEW-MAT-01719,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01719 | 明装五孔插座 | 电气与自动化/插头插座/插头插座 | 品牌: 公牛；安装: 明装；类型: 五孔 | 套
公牛明装开关底盒底座,公牛明装开关底盒底座,1,REVIEW-MAT-01906,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01906 | 明装开关底盒 | 电气与自动化/低压电器/开关按钮 | 品牌: 公牛；安装: 明装；部件: 底盒底座 | 套
六联管夹36,六联管夹36,1,REVIEW-MAT-01474,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01474 | 六联管夹 | 管道管件/管道紧固/管夹卡箍 | 联数: 六联；规格: 36 | 组
冲孔冲Φ14*150,冲孔冲φ14*150,1,REVIEW-MAT-01554,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01554 | 冲孔冲头 | 工具器具/其他/冲头 | 直径: Φ14；长度: 150 | 支
冲孔冲Φ16*150,冲孔冲φ16*150,1,REVIEW-MAT-01555,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01555 | 冲孔冲头 | 工具器具/其他/冲头 | 直径: Φ16；长度: 150 | 支
冲水水箱,冲水水箱,1,REVIEW-MAT-00124,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00124 | 冲水水箱 | 工程建材/其他/洁具配件 | 用途: 冲水 | 个
冷压线鼻端子OT2.5-4,冷压线鼻端子ot2.5-4,1,REVIEW-MAT-02039,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02039 | 冷压线鼻端子 | 电气与自动化/接线连接/接线端子 | 类型: OT；规格: 2.5-4 | 包
冷压线鼻端子OT4-6,冷压线鼻端子ot4-6,1,REVIEW-MAT-02040,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02040 | 冷压线鼻端子 | 电气与自动化/接线连接/接线端子 | 类型: OT；规格: 4-6 | 包
冷压线鼻端子OT6-8,冷压线鼻端子ot6-8,1,REVIEW-MAT-02041,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02041 | 冷压线鼻端子 | 电气与自动化/接线连接/接线端子 | 类型: OT；规格: 6-8 | 包
冷热水阀,冷热水阀,1,REVIEW-MAT-00700,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00700 | 冷热水阀 | 工程建材/水暖建材/水暖五金 | 功能: 冷热水；类型: 水阀 | 个
刀型钢丝刷,刀型钢丝刷,1,REVIEW-MAT-00172,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00172 | 钢丝刷 | 工具器具/其他/打磨工具 | 类型: 刀型 | 支
切割片Φ355,切割片φ355,1,REVIEW-MAT-01917,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01917 | 切割片 | 工具器具/工具耗材/切磨耗材 | 直径: Φ355 | 片
创可贴,创可贴,2,REVIEW-MAT-01134；REVIEW-MAT-01728,,true,同一原始叫法命中多个候选；Agent 检索时必须结合规格、分组、用途让用户确认。,REVIEW-MAT-01134 | 创可贴 | 劳保用品/其他/急救用品 | 品类: 创可贴 | 个 || REVIEW-MAT-01728 | 创可贴 | 劳保用品/其他/急救用品 | 类型: 创可贴 | 盒
刮板,刮板,1,REVIEW-MAT-01944,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01944 | 刮板 | 工具器具/涂装工具/刷辊喷涂 | 类型: 刮板 | 个
刻度勺,刻度勺,1,REVIEW-MAT-01097,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01097 | 刻度勺 | 工具器具/其他/计量工具 | 类型: 刻度勺 | 个
剪刀,剪刀,1,REVIEW-MAT-00161,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00161 | 剪刀 | 工具器具/其他/手动工具 | 类型: 剪刀 | 个
割咀G01-100型2号,割咀g01-100型2号,1,REVIEW-MAT-02338,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02338 | 割嘴 | 焊接焊割/焊割耗材/割嘴焊嘴 | 型号: G01-100；规格: 2号；原始: 割咀 | 个
割枪100型长款,割枪100型长款,1,REVIEW-MAT-01963,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01963 | 割枪 | 焊接焊割/焊割设备工具/焊机割炬 | 型号: 100型；长度: 长款 | 把
办公室门锁,办公室门锁,1,REVIEW-MAT-00001,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00001 | 办公室门锁 | 五金备件/门锁锁具/门锁锁具 | 用途: 办公室门；规格型号缺失 | 个
办公室除甲醛机,办公室除甲醛机,1,REVIEW-MAT-00661,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00661 | 除甲醛机 | 行政办公与清洁/其他/办公设备 | 用途: 办公室；功能: 除甲醛 | 个
办公桌,办公桌,1,REVIEW-MAT-00793,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00793 | 办公桌 | 行政办公与清洁/生活后勤/生活用品 | 品类: 办公桌 | 个
加厚2.5米铝合金梯子,加厚2.5米铝合金梯子,1,REVIEW-MAT-01213,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01213 | 铝合金梯子 | 工具器具/其他/登高工具 | 长度: 2.5米；材质: 铝合金；特征: 加厚 | 台
加厚3000防护安全网,加厚3000防护安全网,1,REVIEW-MAT-00448,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00448 | 防护安全网 | 安全防护/隔离防护/防护网 | 规格: 3000；特征: 加厚 | 个
加厚325*8焊接弯头,加厚325*8焊接弯头,1,REVIEW-MAT-00333,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00333 | 焊接弯头 | 工程建材/其他/管件 | 规格: 325*8；特征: 加厚；连接: 焊接 | 个
加厚325抱箍钢卡,加厚325抱箍钢卡,1,REVIEW-MAT-00334,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00334 | 抱箍钢卡 | 工程建材/其他/管道紧固 | 规格: 325；特征: 加厚；材质: 钢 | 个
加厚4*4米雨棚,加厚4*4米雨棚,1,REVIEW-MAT-00683,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00683 | 雨棚 | 设备备件与加工件/金属加工件/金属加工件 | 尺寸: 4*4米；特征: 加厚 | 个
加厚50CM塑料方凳,加厚50cm塑料方凳,1,REVIEW-MAT-00184,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00184 | 塑料方凳 | 行政办公与清洁/生活后勤/生活用品 | 材质: 塑料；规格: 50CM；特征: 加厚 | 个
加厚PVC地板胶,加厚pvc地板胶,1,REVIEW-MAT-00062,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00062 | PVC地板胶 | 工程建材/其他/地面材料 | 材质: PVC；特征: 加厚 | 平方
加厚一次性雨衣,加厚一次性雨衣,1,REVIEW-MAT-01941,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01941 | 一次性雨衣 | 劳保用品/其他/雨具 | 特征: 加厚；类型: 一次性雨衣 | 套
加厚乙炔车,加厚乙炔车,1,REVIEW-MAT-01208,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01208 | 乙炔瓶手推车 | 焊接焊割/焊割设备工具/焊机割炬 | 适用气体: 乙炔；特征: 加厚 | 个
加厚乳胶手套,加厚乳胶手套,1,REVIEW-MAT-00229,REVIEW-MAT-00229,false,唯一可导入候选。,REVIEW-MAT-00229 | 乳胶手套 | 劳保用品/手部防护/手套 | 材质: 乳胶；特征: 加厚 | 双
加厚劳动车,加厚劳动车,1,REVIEW-MAT-01664,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01664 | 劳动车 | 仓储物流/搬运设备/手推车叉车 | 特征: 加厚；类型: 劳动车 | 辆
加厚双层布手套,加厚双层布手套,1,REVIEW-MAT-00356,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00356 | 布手套 | 劳保用品/手部防护/手套 | 特征: 加厚、双层 | 双
加厚双层帆布手套,加厚双层帆布手套,3,REVIEW-MAT-00220；REVIEW-MAT-00634；REVIEW-MAT-01052,,true,同一原始叫法命中多个候选；Agent 检索时必须结合规格、分组、用途让用户确认。,REVIEW-MAT-00220 | 帆布手套 | 劳保用品/手部防护/手套 | 特征: 加厚、双层 | 双 || REVIEW-MAT-00634 | 帆布手套 | 劳保用品/手部防护/手套 | 材质: 帆布；特征: 加厚、双层 | 双 || REVIEW-MAT-01052 | 帆布手套 | 劳保用品/手部防护/手套 | 材质: 帆布；结构: 双层；特征: 加厚 | 双
加厚周转箱570*420*155,加厚周转箱570*420*155,1,REVIEW-MAT-01979,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01979 | 加厚周转箱 | 行政办公与清洁/生活后勤/生活用品 | 特征: 加厚；尺寸: 570*420*155 | 个
