draft_sku_id	draft_item_code	import_status	放行等级	标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	candidate_count	source_candidate_rows	confirmation_required	confirmation_reason
SKU-DRAFT-000780	ELEC-000119	confirm_then_import	B	OT铜端子	型号：OT6-6；线径规格：6mm2；孔径：6mm；材质：铜		电气材料/电缆附件	个	OT6-6铜端子	1	785	是	是否镀锡需确认
SKU-DRAFT-000782	PIPE-000130	confirm_then_import	B	国标法兰	规格：DN325；压力等级：16kg；执行标准：国标		管件/法兰	个	325*16KG国标法兰	1	787	是	材质/密封面形式缺失
SKU-DRAFT-000785	PIPE-000132	confirm_then_import	B	双联重型管卡	适配管径：40；用途：注浆管；型式：重型卡槽两联		管道紧固/管卡	个	40注浆管重型卡槽两联	1	790	是	材质/表面处理缺失
SKU-DRAFT-000792	MAT-000079	confirm_then_import	B	U型卸扣	额定载荷：10T；型式：U型		吊装索具/卸扣	个	10吨U型卸扣	1	797	是	销轴形式/执行标准缺失
SKU-DRAFT-000798	PIPE-000134	confirm_then_import	B	透明钢丝软管	公称直径：50；特征：加厚、透明、钢丝增强		管材/软管	米	50加厚透明钢丝管	1	803	是	材质/压力等级缺失，按直径和特征先建候选
SKU-DRAFT-000818	PIPE-000140	confirm_then_import	B	镀锌外丝接头	规格：50*40；连接：外丝；表面：镀锌		管件/镀锌管件	个	50*40镀锌外丝	1	823	是	变径形式/螺纹标准缺失，按规格和外丝连接先建候选
SKU-DRAFT-000820	PIPE-000142	confirm_then_import	B	镀锌外接头	公称直径：50；连接：外接；表面：镀锌		管件/镀锌管件	个	50镀锌外接	1	825	是	螺纹标准缺失，按规格和外接类型先建候选
SKU-DRAFT-000822	PIPE-000144	confirm_then_import	B	无缝钢管	外径：89mm；壁厚：6mm		钢材/钢管	米	89*6无缝管	1	827	是	材质/执行标准缺失，按外径和壁厚先建候选
SKU-DRAFT-000825	PIPE-000147	confirm_then_import	B	无缝钢管	外径：325mm；壁厚：14mm		钢材/钢管	米	325*14无缝管	1	830	是	材质/执行标准缺失，按外径和壁厚先建候选
SKU-DRAFT-000828	METAL-000059	confirm_then_import	B	扁钢	规格：80*6mm		钢材/型材	米	80*6扁铁	1	833	是	材质/执行标准缺失，按截面规格先建候选
SKU-DRAFT-000833	METAL-000060	confirm_then_import	B	槽钢	规格：10#；执行标准：国标		钢材/型材	米	10#国标槽钢	1	838	是	材质缺失，按规格和国标先建候选
SKU-DRAFT-000834	METAL-000061	confirm_then_import	B	工字钢	规格：20#		钢材/型材	米	20工字钢	1	839	是	材质/执行标准缺失，按规格先建候选
SKU-DRAFT-000841	PIPE-000152	confirm_then_import	B	双联重型管卡	规格：40*2；型式：双联重型		管道紧固/管卡	套	双联重型管卡40*2	1	846	是	材质/表面处理缺失，按规格和型式先建候选
SKU-DRAFT-000847	PIPE-000155	confirm_then_import	B	液压快速接头	型号：GR6-25S；类型：快速接头		液压/高压管路	套	GR6-25S液压快速接头	1	852	是	压力等级/螺纹接口缺失，按型号先建候选
SKU-DRAFT-000857	TOOL-000128	confirm_then_import	B	管钳	长度：300mm		工具/手动工具	个	300管钳	1	862	是	品牌/材质缺失，按长度先建候选
SKU-DRAFT-000858	TOOL-000129	confirm_then_import	B	管钳	长度：350mm		工具/手动工具	个	350管钳	1	863	是	品牌/材质缺失，按长度先建候选
SKU-DRAFT-000859	TOOL-000130	confirm_then_import	B	管钳	长度：400mm		工具/手动工具	个	400管钳	1	864	是	品牌/材质缺失，按长度先建候选
SKU-DRAFT-000869	TOOL-000135	confirm_then_import	B	电动扳手套筒	规格：12号；适用：电动扳手		工具/套筒	支	12号电动扳手套筒	1	874	是	方榫规格/长度缺失
SKU-DRAFT-000870	TOOL-000136	confirm_then_import	B	电动扳手套筒	规格：42号；适用：电动扳手		工具/套筒	个	42号电动扳手套筒	1	875	是	方榫规格/长度缺失
SKU-DRAFT-000871	MAT-000084	confirm_then_import	B	扁平吊装带	额定载荷：5T；长度：8米；颜色：彩色		吊装索具/吊带	根	5T*8米彩色吊带	1	876	是	材质/安全系数缺失
SKU-DRAFT-000875	MAT-000087	confirm_then_import	B	卸扣	额定载荷：6T		吊装索具/卸扣	个	6T卸扣	1	880	是	型式/销轴形式缺失
SKU-DRAFT-000880	TOOL-000137	confirm_then_import	B	活动扳手	长度：450mm		工具/手动工具	支	450活动扳手	1	885	是	品牌/材质缺失，按长度先建候选
SKU-DRAFT-000892	SPARE-000085	confirm_then_import	B	传动皮带	型号：BLI1753		备品备件/传动件	条	Bli1753皮带	1	897	是	型号大小写/皮带类型需确认
SKU-DRAFT-000902	FAST-000024	confirm_then_import	B	膨胀螺丝	规格：M10*80		紧固件/膨胀件	套	10*80膨胀螺丝	1	907	是	材质/表面处理缺失，按规格先建候选
SKU-DRAFT-000912	METAL-000066	confirm_then_import	B	不锈钢球阀	品牌：埃美柯；公称直径：DN50；材质：不锈钢		阀门/球阀	个	50埃美柯不锈钢球阀	1	917	是	连接方式/压力等级缺失，按品牌/口径/材质先建候选
SKU-DRAFT-000916	CHEM-000062	confirm_then_import	B	油污清洗剂	功能：去油污		清洁耗材/清洗剂	瓶	油污净	1	921	是	容量/品牌/浓度缺失，按去油污功能先建候选
SKU-DRAFT-000917	ELEC-000126	confirm_then_import	B	漏电断路器	品牌：施耐德；极数：2P；额定电流：40A		电气材料/低压电器	个	2P40A施耐德漏电保护	1	922	是	型号/漏电动作电流缺失，按品牌/极数/电流先建候选
SKU-DRAFT-000924	PIPE-000181	confirm_then_import	B	电磁阀	型号：4M210L-8		气动元件/阀	个	4M210L-8电磁阀	1	929	是	电压需确认，按型号先建候选
SKU-DRAFT-000929	METAL-000068	confirm_then_import	B	不锈钢球阀	品牌：埃美柯；公称直径：DN80；材质：不锈钢		阀门/球阀	个	80埃美柯不锈钢球阀	1	934	是	连接方式/压力等级缺失，按品牌/口径/材质先建候选
SKU-DRAFT-000930	METAL-000069	confirm_then_import	B	不锈钢单向阀	品牌：埃美柯；公称直径：DN80；材质：不锈钢		阀门/单向阀	个	80埃美柯不锈钢单向阀	1	935	是	连接方式/压力等级缺失，按品牌/口径/材质先建候选
SKU-DRAFT-000935	WELD-000023	confirm_then_import	B	喷火枪	功能：多功能		工具/焊割工具	个	多功能喷火枪	1	940	是	燃气类型/型号缺失，按多功能喷火枪先建候选
SKU-DRAFT-000936	TOOL-000140	confirm_then_import	B	热风机	功率：2000W		工具/电动工具	个	2000W热风机	1	941	是	品牌/温度范围/型号缺失，按功率先建候选
SKU-DRAFT-000937	TOOL-000141	confirm_then_import	B	固定扳手	品牌：世达；规格：24号		工具/手动工具	个	24世达固定扳手	1	942	是	开口/梅花/两用形式需确认
SKU-DRAFT-000939	FAST-000025	confirm_then_import	B	内六角螺丝	规格：M8*45；头型：内六角		紧固件/螺丝	个	M8*45内六角螺丝	1	944	是	材质/强度等级缺失，按规格和头型先建候选
SKU-DRAFT-000946	TOOL-000142	confirm_then_import	B	卷尺	品牌：得力；长度：5米		工具/测量工具	个	5米得力卷尺	1	951	是	型号/尺带宽度缺失，按品牌和长度先建候选
SKU-DRAFT-000947	TOOL-000143	confirm_then_import	B	卷尺	品牌：得力；长度：10米		工具/测量工具	个	10米得力卷尺	1	952	是	型号/尺带宽度缺失，按品牌和长度先建候选
SKU-DRAFT-000949	PIPE-000190	confirm_then_import	B	气动阀	型号：APL-210V		气动元件/阀	个	APL-210V气动阀	1	954	是	阀门类型/电压或限位开关属性需确认，按型号先建候选
SKU-DRAFT-000951	PIPE-000192	confirm_then_import	B	消防卡箍	规格：50；用途：消防		管道紧固/卡箍	个	50消防卡箍	1	956	是	沟槽标准/压力等级缺失
SKU-DRAFT-000952	PIPE-000193	confirm_then_import	B	消防卡箍	规格：65；用途：消防		管道紧固/卡箍	个	65消防卡箍	1	957	是	沟槽标准/压力等级缺失
SKU-DRAFT-000953	PIPE-000194	confirm_then_import	B	消防卡箍	规格：80；用途：消防		管道紧固/卡箍	个	80消防卡箍	1	958	是	沟槽标准/压力等级缺失
SKU-DRAFT-000956	TOOL-000144	confirm_then_import	B	电动扳手套筒	品牌：世达；规格：23号；适用：电动扳手		工具/套筒	个	23号世达电动扳手套筒	1	961	是	方榫规格/长度缺失
SKU-DRAFT-000957	TOOL-000145	confirm_then_import	B	电动扳手套筒	品牌：世达；规格：24号；适用：电动扳手		工具/套筒	个	24号世达电动扳手套筒	1	962	是	方榫规格/长度缺失
SKU-DRAFT-000964	MAT-000089	confirm_then_import	B	卸扣	宽度：6cm；额定载荷：12T；执行标准：国标		吊装索具/卸扣	个	宽度6cm12吨国标卸扣	1	969	是	型式/销轴形式缺失
SKU-DRAFT-000965	PIPE-000196	confirm_then_import	B	液压堵头	规格：42L；类型：堵头		液压/高压管路	个	42L液压堵头	1	970	是	螺纹/压力等级缺失，按42L规格先建候选
SKU-DRAFT-000978	PIPE-000198	confirm_then_import	B	气管直通接头	规格：8厘；类型：直通		气动元件/气管接头	个	8厘气管直通	1	983	是	材质/螺纹或快插形式缺失
SKU-DRAFT-000979	PIPE-000199	confirm_then_import	B	气管直通接头	规格：10厘；类型：直通		气动元件/气管接头	个	10厘气管直通	1	984	是	材质/螺纹或快插形式缺失
SKU-DRAFT-000980	PIPE-000200	confirm_then_import	B	气管直通接头	规格：16厘；类型：直通		气动元件/气管接头	个	16厘气管直通	1	985	是	材质/螺纹或快插形式缺失
SKU-DRAFT-000981	PIPE-000201	confirm_then_import	B	气管弯头接头	规格：8厘；类型：弯头		气动元件/气管接头	个	8厘气管弯头	1	986	是	材质/螺纹或快插形式缺失
SKU-DRAFT-000982	PIPE-000202	confirm_then_import	B	气管弯头接头	规格：10厘；类型：弯头		气动元件/气管接头	个	10厘气管弯头	1	987	是	材质/螺纹或快插形式缺失
SKU-DRAFT-000983	PIPE-000203	confirm_then_import	B	气管弯头接头	规格：16厘；类型：弯头		气动元件/气管接头	个	16厘气管弯头	1	988	是	材质/螺纹或快插形式缺失
SKU-DRAFT-000984	PIPE-000204	confirm_then_import	B	气管三通接头	规格：8厘；类型：三通		气动元件/气管接头	个	8厘气管三通	1	989	是	材质/快插形式缺失
SKU-DRAFT-000985	PIPE-000205	confirm_then_import	B	气管三通接头	规格：10厘；类型：三通		气动元件/气管接头	个	10厘气管三通	1	990	是	材质/快插形式缺失
SKU-DRAFT-000986	PIPE-000206	confirm_then_import	B	气管三通接头	规格：16厘；类型：三通		气动元件/气管接头	个	16厘气管三通	1	991	是	材质/快插形式缺失
SKU-DRAFT-000991	SPARE-000091	confirm_then_import	B	滤芯	型号：06/08-25		备品备件/过滤件	个	06/08-25滤芯	1	996	是	适配设备/过滤精度缺失，按型号先建候选
SKU-DRAFT-000992	SPARE-000092	confirm_then_import	B	油封	品牌：SKF；型号：37327；进口：是		备品备件/密封件	个	进口SKF-37327油封	1	997	是	尺寸/材质缺失，按品牌型号先建候选
SKU-DRAFT-000993	PIPE-000207	confirm_then_import	B	铜头铝合金夹	规格：80；组成：铜头、铝合金夹		液压/高压管路	个	80铜头铝合金夹	1	998	是	连接形式需确认
SKU-DRAFT-001007	SPARE-000094	confirm_then_import	B	传动皮带	型号：XPL2800		备品备件/传动件	个	XPL2800皮带	1	1012	是	皮带类型需确认；单位建议条，按原单位先保留
SKU-DRAFT-001008	SPARE-000095	confirm_then_import	B	传动皮带	型号：XPL2650		备品备件/传动件	个	XPL2650皮带	1	1013	是	皮带类型需确认；单位建议条，按原单位先保留
SKU-DRAFT-001009	METAL-000073	confirm_then_import	B	不锈钢双卡抱箍	规格：325；材质：不锈钢；型式：双卡		管道紧固/抱箍	个	325双卡抱箍 不锈钢；325不锈钢双卡抱箍	1	1014	是	厚度/密封件/压力等级缺失，按规格材质型式先建候选
SKU-DRAFT-001013	CHEM-000069	confirm_then_import	B	胶粘剂	品牌：东泰；型号：S1-5910；进口：是		化工耗材/胶粘剂	支	进口东泰s1-5910胶；东泰S1-5910胶粘剂	1	1018	是	胶种/容量缺失，按品牌型号先建候选
SKU-DRAFT-001014	PIPE-000211	confirm_then_import	B	PPR直通	材质：PPR；规格：63；类型：直通		PPR管件/直通	个	63PPR直通	1	1019	是	压力等级缺失，按材质规格类型先建候选
SKU-DRAFT-001019	MAT-000090	confirm_then_import	B	手扳葫芦	额定载荷：2T；链长：6米		吊装索具/葫芦	台	2T*6米手扳葫芦	1	1024	是	品牌/执行标准缺失，按载荷和链长先建候选
SKU-DRAFT-001020	TOOL-000148	confirm_then_import	B	重型梅花敲击扳手	规格：36；类型：梅花敲击；特征：重型		工具/手动工具	支	36重型梅花敲击扳手	1	1025	是	材质/品牌缺失，按规格和类型先建候选
SKU-DRAFT-001021	TOOL-000149	confirm_then_import	B	重型梅花敲击扳手	规格：46；类型：梅花敲击；特征：重型		工具/手动工具	支	46重型梅花敲击扳手	1	1026	是	材质/品牌缺失，按规格和类型先建候选
SKU-DRAFT-001022	TOOL-000150	confirm_then_import	B	重型梅花敲击扳手	规格：55；类型：梅花敲击；特征：重型		工具/手动工具	支	55重型梅花敲击扳手	1	1027	是	材质/品牌缺失，按规格和类型先建候选
SKU-DRAFT-001023	SAFE-000066	confirm_then_import	B	帆布手套	材质：帆布；结构：双层		劳保耗材/手套	双	帆布双层手套；双层帆布手套	1	1028	是	尺码缺失；与同类帆布手套可合并复核
SKU-DRAFT-001027	SAFE-000068	confirm_then_import	B	平光防护眼镜	颜色：白色；镜片：平光		劳保耗材/眼面防护	个	白色平光眼镜	1	1032	是	是否防冲击/执行标准缺失，按颜色和镜片类型先建候选
SKU-DRAFT-001041	PIPE-000218	confirm_then_import	B	铜头铝合金夹	规格：50；组成：铜头、铝扣		液压/高压管路	个	铜头铝套组件；50铜头铝扣	1	1046	是	按同类物料统一名称；连接形式需确认
SKU-DRAFT-001050	MAT-000094	confirm_then_import	B	扁平吊装带	额定载荷：2T；长度：2米		吊装索具/吊带	条	2T*2米吊带	1	1055	是	材质/安全系数缺失
SKU-DRAFT-001055	METAL-000075	confirm_then_import	B	槽钢	规格：10#		钢材/型材	米	10号槽钢	1	1060	是	与同类槽钢可合并复核；材质/执行标准缺失
SKU-DRAFT-001062	MAT-000097	confirm_then_import	B	U型卸扣	额定载荷：9.5T；型式：U型		吊装索具/卸扣	个	9.5TU型卸扣	1	1067	是	销轴形式/标准缺失
SKU-DRAFT-001075	METAL-000080	confirm_then_import	B	不锈钢管箍	规格：38；材质：不锈钢		管道紧固/管箍	个	38不锈钢管箍	1	1080	是	厚度/适配管径缺失
SKU-DRAFT-001082	SAFE-000074	confirm_then_import	B	防坠器	承重：300kg；长度：30米；锁具：双锁		安全防护/高处防护	个	300KG30米防坠器双锁	1	1087	是	认证标准/品牌缺失
SKU-DRAFT-001093	TOOL-000159	confirm_then_import	B	大开口活动扳手	品牌：世达；长度：200mm；特征：大开口		工具/手动工具	个	200世达大开口活动扳手	1	1098	是	最大开口尺寸缺失
SKU-DRAFT-001094	TOOL-000160	confirm_then_import	B	万用表	型号：UT39C		工具/电工仪表	个	UT39C万能表	1	1099	是	品牌/校准要求缺失
SKU-DRAFT-001097	MAT-000101	confirm_then_import	B	桶装水电动抽水器	用途：桶装水；驱动：电动		行政后勤/生活用品	个	桶装水电动抽水	1	1102	是	电源方式/型号缺失，按用途和驱动方式先建候选
SKU-DRAFT-001098	TOOL-000162	confirm_then_import	B	手锤	重量：6磅		工具/手动工具	支	6磅手锤	1	1103	是	柄材质缺失，按重量先建候选
SKU-DRAFT-001099	TOOL-000163	confirm_then_import	B	手锤	重量：8磅		工具/手动工具	支	8磅手锤	1	1104	是	柄材质缺失，按重量先建候选
SKU-DRAFT-001101	TOOL-000165	confirm_then_import	B	撬棍	长度：1.3m；规格：30		工具/手动工具	支	1.3m-30撬棍	1	1106	是	“30”规格含义未明，材质缺失，按原规格保留
SKU-DRAFT-001103	TOOL-000167	confirm_then_import	B	电动扳手套筒	规格：36；适用：电动扳手		工具/套筒	个	36套筒电动	1	1108	是	方榫规格/长度缺失，按套筒规格先建候选
SKU-DRAFT-001106	MAT-000103	confirm_then_import	B	扁平吊装带	额定载荷：2T；长度：1.5m		吊装索具/吊带	个	2T*1.5m吊带	1	1111	是	材质/宽度缺失，单位建议复核为条或根
SKU-DRAFT-001107	MAT-000104	confirm_then_import	B	扁平吊装带	额定载荷：1T；长度：1.5m		吊装索具/吊带	个	1T*1.5m吊带	1	1112	是	材质/宽度缺失，单位建议复核为条或根
SKU-DRAFT-001108	MAT-000105	confirm_then_import	B	手扳葫芦	额定载荷：1.6T；链长：6米		吊装索具/葫芦	个	1.6T*6米手扳葫芦	1	1113	是	品牌/标准缺失，单位建议复核为台
SKU-DRAFT-001114	TOOL-000169	confirm_then_import	B	十字螺丝刀	规格：6*250；类型：十字		工具/手动工具	个	6*250十字螺丝刀	1	1119	是	材质/品牌缺失，按规格和刀头类型先建候选
SKU-DRAFT-001115	TOOL-000170	confirm_then_import	B	一字螺丝刀	规格：6*250；类型：一字		工具/手动工具	个	6*250一字螺丝刀	1	1120	是	材质/品牌缺失，按规格和刀头类型先建候选
SKU-DRAFT-001135	WELD-000027	confirm_then_import	B	氧气瓶手推车	适用气体：氧气；类型：手推车		焊割设备/气瓶搬运	个	氧气手推车	1	1141	是	适配瓶规格/承重缺失，按适用气体和手推车类型先建候选
SKU-DRAFT-001136	WELD-000028	confirm_then_import	B	乙炔瓶手推车	适用气体：乙炔；类型：手推车		焊割设备/气瓶搬运	个	乙炔手推车	1	1142	是	适配瓶规格/承重缺失，按适用气体和手推车类型先建候选
SKU-DRAFT-001138	ADMIN-000035	confirm_then_import	B	竹扫把	规格：大号；材质：竹		行政后勤/清洁用品	个	大号竹扫把	1	1145	是	长度缺失，按大号竹扫把先建候选
SKU-DRAFT-001144	PIPE-000243	confirm_then_import	B	镀锌外丝接头	公称直径：DN80；连接：外丝；表面处理：镀锌		管件/镀锌管件	个	DN80镀锌外丝	1	1151	是	螺纹标准缺失，按公称直径和外丝连接先建候选
SKU-DRAFT-001153	TOOL-000174	confirm_then_import	B	加长六角套筒	规格：5；特征：加长；类型：六角		工具/套筒	个	5加长六角套筒	1	1160	是	方榫规格/长度缺失
SKU-DRAFT-001154	TOOL-000175	confirm_then_import	B	加长六角套筒	规格：6；特征：加长；类型：六角		工具/套筒	个	6加长六角套筒	1	1161	是	方榫规格/长度缺失
SKU-DRAFT-001155	TOOL-000176	confirm_then_import	B	加长六角套筒	规格：7；特征：加长；类型：六角		工具/套筒	个	7加长六角套筒	1	1162	是	方榫规格/长度缺失
SKU-DRAFT-001156	TOOL-000177	confirm_then_import	B	加长六角套筒	规格：8；特征：加长；类型：六角		工具/套筒	个	8加长六角套筒	1	1163	是	方榫规格/长度缺失
SKU-DRAFT-001157	TOOL-000178	confirm_then_import	B	加长六角套筒	规格：10；特征：加长；类型：六角		工具/套筒	个	10加长六角套筒	1	1164	是	方榫规格/长度缺失
SKU-DRAFT-001158	TOOL-000179	confirm_then_import	B	加长六角套筒	规格：12；特征：加长；类型：六角		工具/套筒	个	12加长六角套筒	1	1165	是	方榫规格/长度缺失
SKU-DRAFT-001159	TOOL-000180	confirm_then_import	B	加长六角套筒	规格：14；特征：加长；类型：六角		工具/套筒	个	14加长六角套筒	1	1166	是	方榫规格/长度缺失
SKU-DRAFT-001160	TOOL-000181	confirm_then_import	B	混凝土试模	尺寸：150*150*150		工具/检测模具	个	150*150*150混凝土模具	1	1167	是	材质/执行标准缺失，按尺寸先建候选
SKU-DRAFT-001165	METAL-000083	confirm_then_import	B	扁钢	规格：50*5		钢材/型材	米	50*5扁铁	1	1172	是	材质/执行标准缺失，按截面规格先建候选
SKU-DRAFT-001170	CHEM-000081	confirm_then_import	B	机油	品牌：道达尔；牌号：46#；包装：20L		化工耗材/润滑油	桶	道达尔46#机油20升	1	1177	是	系列型号/油品类型需确认，按品牌/牌号/包装先建候选
SKU-DRAFT-001174	TOOL-000183	confirm_then_import	B	美工刀	品牌：得力；颜色：黑色		工具/刀具	个	得力黑美工刀	1	1181	是	刀片宽度缺失，按品牌和颜色先建候选
SKU-DRAFT-001179	TOOL-000186	confirm_then_import	B	台钳	开口：400；规格：16寸；特征：加重		工具/夹持工具	台	加重400开口16寸台钳	1	1186	是	品牌/型号缺失，按开口和规格先建候选
SKU-DRAFT-001183	TOOL-000187	confirm_then_import	B	内六角扳手套装	品牌：世达；规格范围：1.5-10		工具/手动工具	套	1.5-10世达内六角扳手	1	1190	是	件数/型号缺失，按品牌和规格范围先建候选
SKU-DRAFT-001184	TOOL-000188	confirm_then_import	B	开口梅花扳手套装	品牌：世达；规格范围：8-24		工具/手动工具	套	8-24世达开口梅花扳手	1	1191	是	件数/型号缺失，按品牌和规格范围先建候选
SKU-DRAFT-001185	MAT-000108	confirm_then_import	B	鸭嘴吊具	额定载荷：20T；型式：鸭嘴；功能：万能		吊装索具/吊具	个	20T鸭嘴万能吊具	1	1192	是	认证标准/开口范围缺失，按额定载荷和型式先建候选
SKU-DRAFT-001186	SPARE-000102	confirm_then_import	B	轴承	品牌：TIMKEN；型号：J90354；进口：是		备品备件/轴承	个	进口TIMKEN-J90354轴承	1	1193	是	轴承类型/尺寸未列，按品牌和型号先建候选
SKU-DRAFT-001193	CONST-000017	confirm_then_import	B	建筑模板	尺寸：2.44*1.22*15		建筑材料/模板木方	张	2.44*1.22*15模板	1	1200	是	材质/厚度单位缺失，按原尺寸先建候选
SKU-DRAFT-001200	WELD-000029	confirm_then_import	B	氧气瓶手推车	适用气体：氧气；特征：加厚		焊割设备/气瓶搬运	个	加厚氧气车	1	1207	是	适配瓶规格/承重缺失，按适用气体和加厚特征先建候选
SKU-DRAFT-001201	WELD-000030	confirm_then_import	B	乙炔瓶手推车	适用气体：乙炔；特征：加厚		焊割设备/气瓶搬运	个	加厚乙炔车	1	1208	是	适配瓶规格/承重缺失，按适用气体和加厚特征先建候选
SKU-DRAFT-001205	TOOL-000190	confirm_then_import	B	梅花双用扳手	规格：14		工具/手动工具	个	14梅花双用扳手	1	1212	是	品牌/长度缺失，按规格和类型先建候选
SKU-DRAFT-001211	CONST-000018	confirm_then_import	B	建筑模板	尺寸：2.44*1.22*1.5；颜色：黑色		建筑材料/模板木方	块	2.44*1.22*1.5黑模板	1	1218	是	厚度单位需确认，按原尺寸和颜色先建候选
SKU-DRAFT-001223	CONST-000019	confirm_then_import	B	建筑模板	尺寸：2.44*1.22*1.5；特征：厚		建筑材料/模板木方	张	2.44*1.22*1.5厚模板	1	1230	是	厚度单位需确认，按原尺寸和厚模板描述先建候选
SKU-DRAFT-001227	ELEC-TIE-000005	confirm_then_import	B	尼龙扎带	规格：10*50cm；材质：尼龙		电气材料/扎带	包	10*50cm尼龙扎带	1	1234	是	颜色/每包数量缺失，按规格和材质先建候选
SKU-DRAFT-001228	ELEC-TIE-000006	confirm_then_import	B	尼龙扎带	规格：10*40cm；材质：尼龙		电气材料/扎带	包	10*40cm尼龙扎带	1	1235	是	颜色/每包数量缺失，按规格和材质先建候选
SKU-DRAFT-001229	ELEC-TIE-000007	confirm_then_import	B	尼龙扎带	规格：10*30cm；材质：尼龙		电气材料/扎带	包	10*30cm尼龙扎带	1	1236	是	颜色/每包数量缺失，按规格和材质先建候选
SKU-DRAFT-001234	METAL-000088	confirm_then_import	B	铁合页	规格：6；材质：铁；工艺：焊接		五金建材/门窗五金	付	6焊接铁合页	1	1241	是	规格6的尺寸单位/厚度缺失，按原规格先建候选
SKU-DRAFT-001236	SPARE-000108	confirm_then_import	B	传动皮带	型号：1041		备品备件/传动件	支	皮带1041	1	1243	是	皮带类型需确认；单位建议条，按原单位先保留
SKU-DRAFT-001237	MAT-000111	confirm_then_import	B	S型挂钩	规格：大号；形状：S型；承重：20kg		五金耗材/挂钩	支	大S挂钩20kg	1	1244	是	材质/表面处理缺失，按规格和承重先建候选
SKU-DRAFT-001241	TOOL-000198	confirm_then_import	B	重型平口钳	规格：5寸；特征：重型		工具/夹持工具	台	5寸重型平口钳	1	1248	是	开口宽度/品牌缺失，按规格和重型特征先建候选
SKU-DRAFT-001242	TOOL-000199	confirm_then_import	B	管钳	长度：600mm；特征：防锈型		工具/手动工具	支	防锈型管钳600	1	1249	是	品牌/材质缺失，按长度和防锈型先建候选
SKU-DRAFT-001245	METAL-000089	confirm_then_import	B	镀锌方管	规格：3*3*3；表面：镀锌		钢材/型材	米	镀锌方管3*3*3	1	1252	是	规格单位/材质未明确，按原规格保留
SKU-DRAFT-001252	WELD-000033	confirm_then_import	B	氧气瓶手推车	适用气体：氧气；轮型：大充气轮		焊割设备/气瓶搬运	台	大充气轮氧气车	1	1259	是	承重/适配气瓶规格缺失，低精度候选
SKU-DRAFT-001253	WELD-000034	confirm_then_import	B	乙炔瓶手推车	适用气体：乙炔；轮型：大充气轮		焊割设备/气瓶搬运	台	大充气轮乙炔车	1	1260	是	承重/适配气瓶规格缺失，低精度候选
SKU-DRAFT-001255	WELD-000035	confirm_then_import	B	氧气瓶手推车	适用气体：氧气；轮胎：43cm		焊割设备/气瓶搬运	台	43cm轮胎氧气车	1	1262	是	承重/适配气瓶规格缺失；43cm轮胎是否等同大充气轮需确认
SKU-DRAFT-001256	WELD-000036	confirm_then_import	B	乙炔瓶手推车	适用气体：乙炔；轮胎：43cm		焊割设备/气瓶搬运	台	43cm轮胎乙炔车	1	1263	是	承重/适配气瓶规格缺失；43cm轮胎是否等同大充气轮需确认
SKU-DRAFT-001266	MAT-000113	confirm_then_import	B	手拉葫芦	品牌/标识：三角；额定载荷：1T；链长：6米		吊装索具/葫芦	台	三角手拉葫芦1T*6米	1	1273	是	认证标准未提供，按品牌/标识、载荷和链长候选
SKU-DRAFT-001267	MAT-000114	confirm_then_import	B	手拉葫芦	品牌/标识：三角；额定载荷：2T；链长：6米		吊装索具/葫芦	台	三角手拉葫芦2T*6米	1	1274	是	认证标准未提供，按品牌/标识、载荷和链长候选
SKU-DRAFT-001272	PIPE-000267	confirm_then_import	B	PPR球阀	品牌：公元；公称直径：DN50；材质：PPR；类型：球阀		PPR管件/阀门	个	公元DN50PPR球阀	1	1279	是	压力等级缺失，低精度候选
SKU-DRAFT-001278	PIPE-000272	confirm_then_import	B	PPR三通	品牌：公元；规格：63；材质：PPR；类型：三通		PPR管件/三通	个	公元63 PPR三通	1	1285	是	压力等级缺失，低精度候选
SKU-DRAFT-001279	PIPE-000273	confirm_then_import	B	PPR直通	品牌：公元；规格：63；材质：PPR；类型：直通		PPR管件/直通	个	公元63 PPR直通	1	1286	是	压力等级缺失，低精度候选
SKU-DRAFT-001283	PIPE-000276	confirm_then_import	B	PPR球阀	品牌：公元；规格：63；材质：PPR；类型：球阀		PPR管件/阀门	个	公元63PPR球阀	1	1290	是	压力等级缺失，低精度候选
SKU-DRAFT-001287	SAFE-000085	confirm_then_import	B	布手套	材质：布；结构：双层；特征：加厚		劳保耗材/手套	双	布加厚双层手套	1	1294	是	布与帆布是否同材质需确认
SKU-DRAFT-001300	MAT-000116	confirm_then_import	B	扁平吊装带	额定载荷：5T；长度：6m；执行标准：国标；颜色：彩色		吊装索具/吊带	根	5T*6m国标彩色吊带	1	1307	是	材质、安全系数缺失
SKU-DRAFT-001304	PIPE-000280	confirm_then_import	B	铝合金抱箍	规格：50；材质：铝合金		管道紧固/抱箍	个	50铝合金抱箍	1	1311	是	宽度、适配管径缺失
SKU-DRAFT-001305	PIPE-000281	confirm_then_import	B	铝合金抱箍	规格：80；材质：铝合金		管道紧固/抱箍	个	80铝合金抱箍	1	1312	是	宽度、适配管径缺失
SKU-DRAFT-001306	TOOL-000202	confirm_then_import	B	管钳	规格：18寸		工具/手动工具	支	18寸管钳	1	1313	是	品牌、材质缺失
