标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
泡沫双面胶	基材：泡沫；特征：厚		化工耗材/胶带	卷	厚泡沫双面胶	C	宽度/长度/厚度缺失，无法区分泡沫双面胶SKU
减压阀	公称直径：DN50；执行标准：国标		阀门/减压阀	个	DN50国标减压阀	C	压力范围/材质/连接方式缺失，无法唯一确定减压阀SKU
扫把	规格：待补		行政后勤/清洁用品	个	扫把	C	材质/规格缺失，无法区分扫把SKU
扫斗	规格：待补		行政后勤/清洁用品	个	扫斗	C	材质/规格缺失，无法区分扫斗SKU
不锈钢抹刀	材质：不锈钢；类型：抹刀		工具/泥瓦工具	个	不锈钢抹刀	C	尺寸/柄材质缺失，无法稳定区分抹刀SKU
氧气瓶手推车	适用气体：氧气；特征：加厚		焊割设备/气瓶搬运	个	加厚氧气车	B	适配瓶规格/承重缺失，按适用气体和加厚特征先建候选
乙炔瓶手推车	适用气体：乙炔；特征：加厚		焊割设备/气瓶搬运	个	加厚乙炔车	B	适配瓶规格/承重缺失，按适用气体和加厚特征先建候选
记号笔	颜色：白色		办公耗材/书写用品	支	白色记号笔	B	粗细缺失；原单位为个，书写用品建议统一为支
铜挂锁	材质：铜		五金建材/锁具	把	铜锁	C	规格尺寸缺失，无法区分铜挂锁SKU
流量计	公称直径：DN150；材质/衬里：橡胶；类型：自动		仪表/流量仪表	台	DN150橡胶自动流量计	C	原理/量程/精度/输出信号缺失，无法唯一确定流量计SKU
梅花双用扳手	规格：14		工具/手动工具	个	14梅花双用扳手	B	品牌/长度缺失，按规格和类型先建候选
铝合金梯子	长度：2.5米；材质：铝合金；特征：加厚		工具/登高工具	台	加厚2.5米铝合金梯子	C	承重/节数缺失，可能影响梯子SKU区分
螺丝组件	规格：M10*55；表面处理：镀锌；成套：是		紧固件/螺丝	套	M10*55镀锌螺丝	C	头型/强度等级缺失，无法稳定区分螺丝组件SKU
角码	材质：不锈钢；形状：L型		五金建材/连接件	个	L不锈钢角码	C	尺寸/厚度/孔位缺失，无法稳定区分角码SKU
窗户	定制：是；品类：窗户		定制件/门窗制品	个	定做窗户	C	定制件尺寸/材质/开启方式/图纸缺失，无法唯一确定窗户SKU
垃圾袋	规格：待补		行政后勤/清洁用品	个	垃圾袋	C	规格/厚度/包装数量缺失，无法区分垃圾袋SKU
建筑模板	尺寸：2.44*1.22*1.5；颜色：黑色		建筑材料/模板木方	块	2.44*1.22*1.5黑模板	B	厚度单位需确认，按原尺寸和颜色先建候选
PPR管	品牌：公元；公称直径：DN200；材质：PPR		PPR管材/管	米	DN200公元PPR管	C	压力等级/壁厚缺失，可能影响PPR管SKU区分
混凝土试模	规格：待补		工具/检测模具	个	混凝土试模	C	尺寸/执行标准缺失，无法稳定区分混凝土试模SKU
救生衣	规格：待补		安全防护/水域防护	件	救生衣	C	浮力等级/尺码/执行标准缺失，无法稳定区分救生衣SKU
机械密封	规格：50		备品备件/密封件	套	50机械密封	C	材质/适配泵型号缺失，规格50不足以稳定区分机械密封SKU
美工刀	类型：美工刀		工具/刀具	个	美工刀	C	刀片宽度/品牌缺失，无法稳定区分美工刀SKU
防锈润滑剂	型号：DM40；功能：防锈润滑		化工耗材/润滑剂	支	DM40防锈润滑剂	C	品牌/容量缺失，无法稳定区分防锈润滑剂SKU
铝合金梯子	定制：是；长度：4米；材质：铝合金；特征：加厚		定制件/工具治具	个	定做4米加厚铝合金梯子	C	定制件承重/节数/图纸缺失，无法唯一确定梯子SKU
焊接面罩	用途：焊接		劳保耗材/眼面防护	个	焊接面罩	C	手持/头戴/滤光等级缺失，无法稳定区分焊接面罩SKU
离心机钢板	加工：是；适用设备：离心机；材质：钢板		定制件/设备加工件	个	加工离心机钢板	C	定制加工件尺寸/材质牌号/图纸缺失，无法唯一确定SKU
螺丝	规格：M27*100		紧固件/螺丝	个	M27*100螺丝	C	头型/强度等级/材质缺失，无法稳定区分螺丝SKU
螺母	规格：M27		紧固件/螺母	个	m27螺母	C	材质/强度等级缺失，可能影响螺母SKU区分
建筑模板	尺寸：2.44*1.22*1.5；特征：厚		建筑材料/模板木方	张	2.44*1.22*1.5厚模板	B	厚度单位需确认，按原尺寸和厚模板描述先建候选
钢筋接驳器	适配钢筋直径：22		建筑材料/钢筋连接件	个	22钢筋接驳器	C	螺纹形式/执行标准缺失，无法稳定区分钢筋接驳器SKU
气动扳手	规格：1寸		工具/气动工具	个	1寸气动扳手	C	扭矩/品牌/型号缺失，无法稳定区分气动扳手SKU
一体式触摸屏	型号：TPC1570；结构：一体式		电气材料/工控配件	台	TPC1570一体式触摸屏	B	品牌/接口/系统配置缺失，按型号先建候选
尼龙扎带	规格：10*50cm；材质：尼龙		电气材料/扎带	包	10*50cm尼龙扎带	B	颜色/每包数量缺失，按规格和材质先建候选
尼龙扎带	规格：10*40cm；材质：尼龙		电气材料/扎带	包	10*40cm尼龙扎带	B	颜色/每包数量缺失，按规格和材质先建候选
尼龙扎带	规格：10*30cm；材质：尼龙		电气材料/扎带	包	10*30cm尼龙扎带	B	颜色/每包数量缺失，按规格和材质先建候选
雨鞋	品牌：回力		劳保耗材/足部防护	双	回力雨鞋	C	尺码缺失，无法稳定区分雨鞋SKU
编织袋	规格：待补		包装材料/袋类	个	编织袋	C	尺寸/克重/承重缺失，无法稳定区分编织袋SKU
铁锹柄	部件：柄；适用：铁锹		工具备件/手动工具配件	支	铁锹柄	C	材质/长度缺失，无法稳定区分铁锹柄SKU
铁锹	规格：待补		工具/手动工具	支	铁锹	C	规格/柄材质缺失，无法稳定区分铁锹SKU
铁合页	规格：6；材质：铁；工艺：焊接		五金建材/门窗五金	付	6焊接铁合页	B	规格6的尺寸单位/厚度缺失，按原规格先建候选
自喷漆	颜色：白色；类型：自喷漆		化工耗材/涂料	支	白色喷漆	C	品牌/容量缺失，可能影响自喷漆SKU区分
传动皮带	型号：1041		备品备件/传动件	支	皮带1041	B	皮带类型需确认；单位建议条，按原单位先保留
S型挂钩	规格：大号；形状：S型；承重：20kg		五金耗材/挂钩	支	大S挂钩20kg	B	材质/表面处理缺失，按规格和承重先建候选
接地跨接线	用途：电柜接地跨接		电气材料/接地材料	支	电柜接地跨线	C	长度/截面积/端子规格缺失，无法稳定区分接地跨接线SKU
乙炔割嘴	适用气体：乙炔；类型：割嘴		焊割耗材/割炬配件	个	乙炔割嘴	C	规格号/适配割炬缺失，无法稳定区分割嘴SKU
焊机快速接头	用途：焊机；类型：快速接头		焊割耗材/焊机配件	个	焊机快连接头	C	规格/电流等级缺失，无法稳定区分焊机快速接头SKU
重型平口钳	规格：5寸；特征：重型		工具/夹持工具	台	5寸重型平口钳	B	开口宽度/品牌缺失，按规格和重型特征先建候选
管钳	长度：600mm；特征：防锈型		工具/手动工具	支	防锈型管钳600	B	品牌/材质缺失，按长度和防锈型先建候选
LED灯泡	功率：50W；类型：LED		电气材料/照明	个	50WLED灯泡；50wLED灯泡	C	灯头规格/色温缺失，可能影响LED灯泡SKU区分
气管自锁接头	类型：自锁接头		气动元件/气管接头	套	气管自锁接头	C	口径/公母头/螺纹缺失，无法区分气管接头SKU
镀锌方管	规格：3*3*3；表面：镀锌		钢材/型材	米	镀锌方管3*3*3	B	规格单位/材质未明确，按原规格保留
镀锌角钢	规格：4*4*0.5；表面：镀锌		钢材/型材	米	4*4*0.5镀锌角铁	B	规格单位未明确；角铁按角钢归一
后备套夹子	定制：是；部件：后备套夹子		定制件/金属加工件	个	加工后备套夹子	C	名称含义/图纸缺失，定制件低精度候选
螺杆泵电机套装	功率：2.2kW；材质：不锈钢；组成：螺杆泵+电机		设备备件/泵	套	2.2千瓦不锈钢螺杆泵和电机	C	品牌/流量/扬程/电压缺失，无法区分泵组SKU
螺杆泵水封	品牌：耐驰；原装：是；适用设备：螺杆泵		备品备件/密封件	个	原装耐驰螺杆泵水封	C	型号/尺寸/材质缺失，无法区分水封SKU
焊接三通	规格：168；壁厚：10；连接：焊接	类型：三通	管件/焊接管件	个	168*10焊接三通	C	材质/执行标准缺失，无法区分管件SKU
管片螺丝	定制：是；用途：管片		定制件/紧固件	根	加工管片螺丝	C	规格/材质/图纸缺失，无法区分定制螺丝SKU
氧气瓶手推车	适用气体：氧气；轮型：大充气轮		焊割设备/气瓶搬运	台	大充气轮氧气车	B	承重/适配气瓶规格缺失，低精度候选
乙炔瓶手推车	适用气体：乙炔；轮型：大充气轮		焊割设备/气瓶搬运	台	大充气轮乙炔车	B	承重/适配气瓶规格缺失，低精度候选
垫片	规格：M27		紧固件/垫圈	个	M27垫片	C	平垫/弹垫/材质缺失，无法区分垫片SKU
氧气瓶手推车	适用气体：氧气；轮胎：43cm		焊割设备/气瓶搬运	台	43cm轮胎氧气车	B	承重/适配气瓶规格缺失；43cm轮胎是否等同大充气轮需确认
乙炔瓶手推车	适用气体：乙炔；轮胎：43cm		焊割设备/气瓶搬运	台	43cm轮胎乙炔车	B	承重/适配气瓶规格缺失；43cm轮胎是否等同大充气轮需确认
气动扳手	规格：大号		工具/气动工具	台	大气动扳手	C	接口规格/扭矩/品牌缺失，无法区分气动扳手SKU
加长六角螺丝	定制：是；规格：M27*100；头型：六角；特征：加长		定制件/紧固件	个	加工M27*100加长六角螺丝	C	材质/强度等级/图纸缺失，无法区分定制螺丝SKU
雨棚	尺寸：3*4.5m；规格：大		行政后勤/临时设施	套	3*4.5m大雨棚	C	材质/支架配置缺失，无法区分雨棚SKU
膨胀螺丝	规格：M20*150		紧固件/膨胀件	个	M20*150膨胀螺丝	C	材质/类型缺失，无法区分膨胀螺丝SKU
焊条	直径：2.5mm；包装重量：20kg		焊割耗材/焊材	件	2.5焊条20公斤	C	焊条牌号/材质缺失，无法区分焊条SKU
焊条	直径：3.2mm；包装重量：20kg		焊割耗材/焊材	件	3.2焊条20公斤	C	焊条牌号/材质缺失，无法区分焊条SKU
卡箍接头	定制：是；规格：168；类型：卡箍接头		定制件/管路接头	件	加工168卡箍接头	C	材质/图纸未明确；单位需与同类物料统一
消防水带	规格：65；特征：加厚		消防材料/消防水带	米	65加厚消防水带	C	压力等级/接口形式缺失，无法区分消防水带SKU
常闭气动阀	公称直径：DN50；状态：常闭；驱动：气动		气动元件/阀	套	DN50常闭气动阀	C	电磁阀配置/压力等级缺失，无法区分气动阀SKU
手拉葫芦	品牌/标识：三角；额定载荷：1T；链长：6米		吊装索具/葫芦	台	三角手拉葫芦1T*6米	B	认证标准未提供，按品牌/标识、载荷和链长候选
手拉葫芦	品牌/标识：三角；额定载荷：2T；链长：6米		吊装索具/葫芦	台	三角手拉葫芦2T*6米	B	认证标准未提供，按品牌/标识、载荷和链长候选
药芯焊丝	直径：1.2mm；类型：药芯焊丝		焊割耗材/焊材	件	1.2药芯焊丝	C	牌号/包装重量缺失，无法区分焊丝SKU
无缝钢管	外径：60mm；壁厚：4mm		钢材/钢管	根	60*4无缝管	C	长度/材质/执行标准缺失，无法区分钢管SKU
麻花钻头	规格：9厘；类型：麻花钻		工具耗材/钻头	支	9厘麻花钻头	C	材质/柄型缺失，无法区分钻头SKU
水管加工件	定制：是；规格：6分；用途：水管		定制件/管路接头	根	加工6分水管	C	材质/长度/螺纹缺失，无法区分定制水管件SKU
PPR球阀	品牌：公元；公称直径：DN50；材质：PPR；类型：球阀		PPR管件/阀门	个	公元DN50PPR球阀	B	压力等级缺失，低精度候选
一体式触摸屏	型号：TPC1570；结构：一体式		电气材料/工控配件	套	TPC1570一体式触摸屏	B	同型号触摸屏台/套单位需统一
加厚卡箍	定制：是；规格：89；特征：加厚		定制件/管路接头	个	加工89加厚卡箍	C	材质/图纸缺失，无法区分定制卡箍SKU
加厚卡箍	定制：是；规格：219；特征：加厚		定制件/管路接头	个	加工219加厚卡箍	C	材质/图纸/用途缺失，无法区分定制卡箍SKU
法兰软连接	规格：65*40；连接：法兰		管件/软连接	个	65*40法兰软连接	C	材质/压力等级/长度缺失，无法区分软连接SKU
法兰软连接	规格：65*50；连接：法兰		管件/软连接	个	65*50法兰软连接	C	材质/压力等级/长度缺失，无法区分软连接SKU
PPR三通	品牌：公元；规格：63；材质：PPR；类型：三通		PPR管件/三通	个	公元63 PPR三通	B	压力等级缺失，低精度候选
PPR直通	品牌：公元；规格：63；材质：PPR；类型：直通		PPR管件/直通	个	公元63 PPR直通	B	压力等级缺失，低精度候选
PPR弯头	品牌：公元；规格：63；材质：PPR；类型：弯头		PPR管件/弯头	个	公元63 PPR弯头	C	角度/压力等级缺失，无法区分PPR弯头SKU
PPR管	品牌：公元；规格：63；材质：PPR		PPR管材/管	米	公元63 PPR管	C	压力等级/壁厚缺失，无法区分PPR管SKU
快速接头胶垫	规格：63；适用：快速接头		密封材料/胶垫	个	63快速接头胶垫	C	材质/厚度缺失，无法区分胶垫SKU
PPR球阀	品牌：公元；规格：63；材质：PPR；类型：球阀		PPR管件/阀门	个	公元63PPR球阀	B	压力等级缺失，低精度候选
油布	品类：油布		劳保耗材/覆盖防护	平方	油布	C	材质/克重/幅宽缺失，无法区分油布SKU
胶垫	规格：50		密封材料/胶垫	个	50胶垫	C	材质/厚度/用途缺失，无法区分胶垫SKU
球阀	品牌：埃美柯；公称直径：DN15		阀门/球阀	个	DN15埃美柯球阀	C	材质/压力等级/连接方式缺失，无法区分球阀SKU
布手套	材质：布；结构：双层；特征：加厚		劳保耗材/手套	双	布加厚双层手套	B	布与帆布是否同材质需确认
电焊钳	额定电流：500A		焊割耗材/焊钳	把	500A电焊钳	C	品牌/结构缺失，无法区分电焊钳SKU
电焊钳	额定电流：800A		焊割耗材/焊钳	把	800A电焊钳	C	品牌/结构缺失，无法区分电焊钳SKU
乙炔减压表	适用气体：乙炔		焊割耗材/气体表具	个	乙炔表	C	压力范围/接口规格缺失，无法区分减压表SKU
氧气胶管	长度：30米；颜色：红色；执行标准：国标；适用气体：氧气		焊割耗材/气管	卷	30米国标红色氧气管	C	内径/压力等级缺失，无法区分氧气胶管SKU
端子排	规格：50mm		电气材料/接线端子	个	50mm端子排	C	位数/电流等级缺失，无法区分端子排SKU
电浮球阀	线长：10m；类型：电浮球阀		仪表/液位控制	个	10m长电浮球阀	C	电压/触点形式/材质缺失，无法区分电浮球阀SKU
闭门器	品类：闭门器		五金建材/门窗五金	个	闭门器	C	型号、适用门重范围缺失，无法区分闭门器SKU
开关	位数：二位		电气材料/开关	个	二位开关	C	明装/暗装、电流、品牌缺失，无法区分开关SKU
花篮螺栓	规格：14*200		吊装索具/紧固调节	个	14*200花篮	C	开体/闭体形式、材质缺失
钢丝绳	直径：10厘		吊装索具/钢丝绳	米	10厘钢丝绳	C	结构、强度等级缺失，无法区分钢丝绳SKU
钢丝绳夹	规格：10厘		吊装索具/钢丝绳夹	个	10厘卡扣；钢丝绳卡扣	C	由卡扣归一为钢丝绳夹；材质、标准缺失
花篮螺栓	规格：10厘		吊装索具/紧固调节	套	10厘花篮	C	长度、材质、开体/闭体形式缺失
扁平吊装带	额定载荷：5T；长度：6m；执行标准：国标；颜色：彩色		吊装索具/吊带	根	5T*6m国标彩色吊带	B	材质、安全系数缺失
水泵	功率：7500W；扬程：50米		设备备件/泵	台	7500w50米扬程水泵	C	流量、电压、口径、泵类型缺失
耐磨水管	规格：50；特征：加厚、耐磨		管材/水管	米	50加厚耐磨水管	C	材质、压力等级缺失，无法区分水管SKU
接线端子	适配线径：50mm2		电气材料/接线端子	个	50平方接线端子	C	型号、孔径、材质缺失
铝合金抱箍	规格：50；材质：铝合金		管道紧固/抱箍	个	50铝合金抱箍	B	宽度、适配管径缺失
铝合金抱箍	规格：80；材质：铝合金		管道紧固/抱箍	个	80铝合金抱箍	B	宽度、适配管径缺失
管钳	规格：18寸		工具/手动工具	支	18寸管钳	B	品牌、材质缺失
管钳	规格：24寸		工具/手动工具	支	24寸管钳	B	品牌、材质缺失
污水泵	功率：5.5kW；类型：污水泵		设备备件/泵	台	5.5千w污水泵	C	流量、扬程、电压、口径缺失
管卡	规格：100		管道紧固/管卡	个	100管卡	C	材质、表面处理缺失，无法区分管卡SKU
消防接头	规格：100		消防材料/消防接头	个	100连接头；连接头	C	由连接头按消防接头归一；材质、接口标准缺失
消防水带	规格：65；用途：消防		消防材料/消防水带	米	65消防水管；消防水带/水管	C	原名称含水管，按消防水带归一；压力等级、接口形式缺失
消防水带	规格：80；用途：消防		消防材料/消防水带	米	80消防水带	C	压力等级、接口形式缺失
消防接头	规格：65		消防材料/消防接头	个	65连接头；连接头	C	由连接头按消防接头归一；材质、接口标准缺失
消防接头	规格：80		消防材料/消防接头	个	80连接头；连接头	C	由连接头按消防接头归一；材质、接口标准缺失
管卡	规格：65		管道紧固/管卡	个	65管卡	C	材质、表面处理缺失，无法区分管卡SKU
管卡	规格：80		管道紧固/管卡	个	80管卡	C	材质、表面处理缺失，无法区分管卡SKU
吸油棉	厚度：5mm；用途：吸油		清洁耗材/吸附材料	张	5MM厚吸油棉	C	尺寸缺失，无法区分吸油棉SKU
电机	功率：7.5kW		设备备件/电机	台	7.5千w电机	C	电压、转速、安装方式缺失
钢丝绳	规格：50；长度：6米		吊装索具/钢丝绳	根	50*6米钢丝绳	C	规格50未说明单位，结构、强度等级缺失
安全网	尺寸：1.8米*6米		安全防护/防护网	张	1.8米*6米安全网	C	材质、网孔、执行标准缺失
橡胶加工件	定制：是；规格：200*5；材质：橡胶	形态：橡胶条/板未定	定制件/橡胶加工件	米	定做橡胶200*5；定制橡胶条/板	C	原名称条/板形态不唯一；宽厚含义、硬度、图纸缺失
水泥钉	类型：水泥钉		紧固件/钉	盒	水泥钉	C	规格、每盒数量缺失
电线	品牌：起帆；截面积：25mm2		电气材料/电线电缆	米	25平方起帆电线	C	品牌影响采购识别；芯数、颜色、导体材质缺失
胶接头	规格：4寸；材质：胶		管件/软管接头	套	4寸胶接头	C	接口形式、压力等级缺失
竹扫把	规格：大；材质：竹		行政后勤/清洁用品	个	大竹扫把	B	长度缺失
连体工作服	结构：连体；特征：加厚		劳保耗材/防护服	套	加厚连体裤	C	材质、尺码、防护等级缺失
焊条	直径：3.2mm		焊割耗材/焊材	件	3.2焊条	C	牌号、包装重量缺失
水泵钳	规格：8寸		工具/手动工具	支	8寸水泵钳	B	品牌、材质缺失
水泵钳	规格：10寸		工具/手动工具	支	10寸水泵钳	B	品牌、材质缺失
消防阀门	规格：150；连接方式：沟槽/卡式；用途：消防		阀门/消防阀门	个	沟槽阀150卡式消防阀；沟槽消防阀	C	阀门类型、压力等级、材质缺失，无法区分消防阀SKU
切割机防护罩	适配设备：400切割机；部件：防护罩		工具备件/电动工具配件	个	400切割机防护罩	B	适配型号、材质缺失
抹布	形态：大块；颜色：白色		清洁耗材/擦拭材料	kg	大块白抹布	B	材质、包装缺失
抱箍加工件	加工：是；规格：3寸；类型：抱箍		定制件/管道紧固	个	3寸抱箍加工	C	定制件材质、图纸、表面处理缺失
抱箍加工件	加工：是；规格：2寸；类型：抱箍		定制件/管道紧固	个	2寸抱箍加工	C	定制件材质、图纸、表面处理缺失
卸扣	额定载荷：8T		吊装索具/卸扣	个	8T卸扣	C	型式、销轴形式、标准缺失
卸扣	额定载荷：10T		吊装索具/卸扣	个	10T卸扣	C	型式、销轴形式、标准缺失
卸扣	额定载荷：12T		吊装索具/卸扣	个	12T卸扣	C	型式、销轴形式、标准缺失
木屑	品类：木屑		辅料耗材/吸附填充材料	斤	木屑	B	用途、含水率缺失；单位是否改kg需确认
插头	类型：三相四线；电流：25A		电气材料/插头插座	个	25A三相四插头；三相四线插头	B	电压、防护等级缺失
尖凿	规格：大；接口：五坑；类型：尖凿		工具耗材/凿具	支	大五坑尖凿；五坑尖凿	B	长度、适配电镐缺失
钻头	规格：3.5；材质：钨钢		工具耗材/钻头	支	3.5钨钢钻头	B	规格未说明直径等类型；柄型、刃长缺失
钻头	规格：3.0；材质：钨钢		工具耗材/钻头	支	3.0钨钢钻头	B	规格未说明直径等类型；柄型、刃长缺失
鼓风机滤芯	规格：2寸；适用设备：鼓风机		备品备件/过滤件	个	2寸鼓风机滤芯	C	过滤精度、适配型号缺失
法兰	公称直径：DN50；压力等级：16kg		管件/法兰	个	DN50*16KG法兰	C	材质/执行标准/密封面缺失，可能影响法兰SKU区分
法兰	公称直径：DN65；压力等级：16kg		管件/法兰	个	DN65*16KG法兰	C	材质/执行标准/密封面缺失，可能影响法兰SKU区分
伸缩杆	长度：2米；结构：伸缩		工具/辅助工具	个	2米伸缩杆	C	材质/用途缺失，可能影响伸缩杆SKU区分
合页	规格：3寸；材质：不锈钢		五金建材/门窗五金	付	3寸不锈钢合页	C	厚度/孔位缺失，可能影响合页SKU区分
高压油管	定制：是；规格：19；压力：420公斤		定制件/液压管路	根	定做19*420公斤高压油管	C	定制件长度/接头形式/图纸缺失，无法唯一确定高压油管SKU
挂锁	材质：铜；钥匙类型：通开		五金建材/锁具	个	通开铜挂锁	C	规格/钥匙数量缺失，无法稳定区分挂锁SKU
量杯	容量：5L		工具耗材/计量工具	个	5L量杯	C	材质/刻度精度缺失，可能影响量杯SKU区分
钢丝绳	定制：是；规格：50；长度：4米		定制件/吊装索具	根	定做50*4米钢丝绳	C	定制件直径单位/结构/强度/证书缺失，无法唯一确定钢丝绳SKU
钢丝绳专用剂	进口：是；包装：5kg；用途：钢丝绳		化工耗材/润滑防护剂	桶	进口5KG钢丝绳专用剂	C	品牌/油脂类型缺失，无法稳定区分钢丝绳专用剂SKU
喷壶	品类：喷壶		行政后勤/清洁用品	个	喷壶	C	容量/材质缺失，无法稳定区分喷壶SKU
U型卸扣	额定载荷：17T；型式：U型；执行标准：国标		吊装索具/卸扣	个	17TU型国标卸扣	B	销轴形式/证书缺失，按载荷、型式和标准先建候选
蝴蝶扣	额定载荷：15T；类型：蝴蝶扣		吊装索具/连接件	个	15T蝴蝶扣	B	材质/标准/证书缺失，按额定载荷和类型先建候选
骑马卡	公称直径：DN200；材质：不锈钢		管道紧固/骑马卡	个	DN200不锈钢骑马卡	C	厚度/孔距缺失，可能影响骑马卡SKU区分
膨胀螺丝	规格：M10*60		紧固件/膨胀件	个	10*60膨胀螺丝	C	材质/类型缺失，可能影响膨胀螺丝SKU区分
抹布	形态：大块；颜色：白色		清洁耗材/擦拭材料	公斤	大块白抹布	B	材质成分缺失，按大块白色抹布先建候选
美工刀	品牌：得力		工具/刀具	个	得力美工刀	C	刀片宽度缺失，无法稳定区分美工刀SKU
美工刀片	品牌：得力		工具耗材/刀片	盒	得力刀片	C	输入单位“合”按明显错字修正为“盒”；规格/片数缺失
注浆针头	类型：注浆针头		堵漏注浆/注浆耗材	个	注浆针头	C	规格/长度/材质缺失，无法稳定区分注浆针头SKU
水性聚氨酯	类型：水性；材料：聚氨酯		化工耗材/堵漏材料	公斤	水性聚氨酯	C	品牌/包装/固含量缺失，可能影响聚氨酯材料SKU区分
油性聚氨酯	类型：油性；材料：聚氨酯		化工耗材/堵漏材料	公斤	油性聚氨酯	C	品牌/包装/固含量缺失，可能影响聚氨酯材料SKU区分
双快水泥	类型：双快水泥		建筑材料/水泥砂石	包	双快水泥	C	强度等级/包装重量缺失，无法稳定区分双快水泥SKU
发泡剂	品类：发泡剂		化工耗材/填缝材料	个	发泡剂	C	容量/品牌缺失，无法稳定区分发泡剂SKU
发泡剂枪	适用材料：发泡剂		工具/施胶工具	个	发泡剂枪	C	规格/结构缺失，无法稳定区分发泡剂枪SKU
注浆枪头	类型：注浆枪头		堵漏注浆/注浆配件	个	注浆枪头	C	接口/适配注浆枪缺失，无法稳定区分注浆枪头SKU
清洗机专用油	用途：清洗机		化工耗材/润滑油	个	清洗机专用油	C	包装/品牌/油品型号缺失，单位“个”需复核
塑料凳	材质：塑料；特征：加厚		行政后勤/生活用品	个	加厚塑料凳；加厚塑料凳子	B	尺寸/承重缺失，按加厚塑料凳先建候选
一体梯凳	承重：600kg；结构：一体		工具/登高工具	个	600KG一体梯凳	C	高度/材质/标准缺失，无法稳定区分梯凳SKU
水泥	标号/型号：PC425		建筑材料/水泥砂石	包	PC425水泥	C	包装重量/执行标准缺失，无法稳定区分水泥SKU
高压清洗机滤网	规格：25mm；部件：滤网		清洗设备/高压清洗机配件	个	25MM高压清洗剂滤网	C	适配型号/过滤精度缺失，无法稳定区分滤网SKU
滑槽	形状：C型；材质：不锈钢		五金建材/导轨滑槽	米	C型不锈钢滑槽	C	截面尺寸/厚度缺失，无法稳定区分滑槽SKU
润滑脂	品牌：克虏伯；型号：NB52		化工耗材/润滑脂	公斤	克虏伯油脂NB52	B	包装规格/用途缺失，按品牌和型号先建候选
PAC污水处理剂	类型：PAC；含量：28%		化工原料/水处理剂	吨	28%PAC污水处理剂	B	包装/执行标准缺失，按PAC类型和含量先建候选
轴承	品牌：SKF；型号：2315；进口：是		备品备件/轴承	个	进口SKF-2315轴承	B	轴承类型/尺寸未列，按品牌和型号先建候选
布手套	材质：布；特征：加厚		劳保耗材/手套	双	加厚布手套	C	尺码缺失，无法稳定区分布手套SKU
刀阀	公称直径：DN150		阀门/刀阀	个	DN150刀阀	C	材质/压力等级缺失，可能影响刀阀SKU区分
膨胀螺丝	规格：M14*70		紧固件/膨胀件	个	14*70膨胀螺丝	C	材质/类型缺失，可能影响膨胀螺丝SKU区分
套筒	规格：17		工具/套筒	个	17套筒	C	方榫规格/长度缺失，无法稳定区分套筒SKU
电缆线	品牌：起帆；规格：3*6+2*4		电气材料/电线电缆	米	3*6+2*4起帆电缆	C	导体材质/护套/电压等级缺失，无法稳定区分电缆SKU
量杯	容量：2000ml		工具耗材/计量工具	个	2000毫升量杯	C	材质/刻度精度缺失，可能影响量杯SKU区分
热水器开关	用途：热水器		电气材料/开关	个	热水器开关	C	电流/安装方式/型号缺失，无法稳定区分热水器开关SKU
小便器感应器	适用：小便器；类型：感应器		行政后勤/卫浴配件	套	小便器感应器	C	电源/接口/型号缺失，无法稳定区分小便器感应器SKU
启动按钮指示灯	功能：启动按钮、指示灯		电气材料/按钮指示	套	启动按钮指示灯	C	电压/颜色/开孔尺寸缺失，按功能组合保留为套
急停按钮	功能：急停		电气材料/按钮指示	套	急停按钮	C	触点/开孔尺寸/品牌缺失，无法稳定区分急停按钮SKU
闪光蜂鸣器	功能：闪光、蜂鸣		电气材料/报警器	套	闪光蜂鸣器	C	电压/声光等级缺失，无法稳定区分闪光蜂鸣器SKU
铝合金扣	规格：50；材质：铝合金；特征：加厚		液压/高压管路	个	50加厚铝合金扣	B	连接形式缺失，按规格、材质和加厚特征先建候选
铝合金扣	规格：80；材质：铝合金；特征：加厚		液压/高压管路	个	80加厚铝合金扣	B	连接形式缺失，按规格、材质和加厚特征先建候选
水泥砖	规格：95；材质：水泥		建筑材料/砌块砖	个	95水泥砖	C	尺寸完整性/强度等级缺失，规格95语义不足
扎带	规格：8*300		电气材料/扎带	个	8*300扎带	C	材质/颜色/包装数量缺失，可能影响扎带SKU区分
喷壶	容量：2L		行政后勤/清洁用品	个	2升喷壶	B	材质/喷头类型缺失，按容量先建候选
铁扎丝	规格原文：500；材质：铁		建筑材料/绑扎材料	卷	500铁扎丝	C	线径/每卷重量缺失，规格500语义需确认
铁丝	材质：铁		五金耗材/金属丝	公斤	铁丝	C	线径/表面处理缺失，无法唯一确定铁丝SKU
高压清洗喷枪	用途：高压清洗；类型：喷枪		清洗设备/高压清洗机配件	把	高压清洗喷枪	C	压力等级/接口/适配型号缺失，无法稳定区分高压清洗喷枪SKU
镀锌补心	规格：80*65；表面处理：镀锌；类型：补心		管件/镀锌管件	个	80*65镀锌补心	C	螺纹标准/材质缺失，无法稳定区分镀锌补心SKU
振动电机套装	进口：是；类型：振动电机；配置：整套		设备备件/电机	套	进口振动电机整套	C	品牌/功率/型号缺失，无法唯一确定振动电机套装SKU
