"raw_name","proposed_item_code","standard_name","item_group","specs","unit"
"10厘花篮","REVIEW-MAT-01306","花篮螺栓","吊装索具/紧固调节","规格: 10厘","套"
"5T*6m国标彩色吊带","REVIEW-MAT-01307","扁平吊装带","吊装索具/吊带","额定载荷: 5T；长度: 6m；执行标准: 国标；颜色: 彩色","根"
"7500w50米扬程水泵","REVIEW-MAT-01308","水泵","设备备件/泵","功率: 7500W；扬程: 50米","台"
"50加厚耐磨水管","REVIEW-MAT-01309","耐磨水管","管材/水管","规格: 50；特征: 加厚、耐磨","米"
"50平方接线端子","REVIEW-MAT-01310","接线端子","电气材料/接线端子","适配线径: 50mm2","个"
"50铝合金抱箍","REVIEW-MAT-01311","铝合金抱箍","管道紧固/抱箍","规格: 50；材质: 铝合金","个"
"80铝合金抱箍","REVIEW-MAT-01312","铝合金抱箍","管道紧固/抱箍","规格: 80；材质: 铝合金","个"
"18\""管钳","REVIEW-MAT-01313","管钳","工具/手动工具","规格: 18寸","支"
"24\""管钳","REVIEW-MAT-01314","管钳","工具/手动工具","规格: 24寸","支"
"5.5千w污水泵","REVIEW-MAT-01315","污水泵","设备备件/泵","功率: 5.5kW；类型: 污水泵","台"
"100管卡","REVIEW-MAT-01316","管卡","管道紧固/管卡","规格: 100","个"
"100连接头","REVIEW-MAT-01317","连接头","消防材料/消防接头","规格: 100","个"
"65消防水管","REVIEW-MAT-01318","消防水带/水管","消防材料/消防水带","规格: 65；用途: 消防","米"
"80消防水带","REVIEW-MAT-01319","消防水带","消防材料/消防水带","规格: 80；用途: 消防","米"
"65连接头","REVIEW-MAT-01320","连接头","消防材料/消防接头","规格: 65","个"
"80连接头","REVIEW-MAT-01321","连接头","消防材料/消防接头","规格: 80","个"
"65管卡","REVIEW-MAT-01322","管卡","管道紧固/管卡","规格: 65","个"
"80管卡","REVIEW-MAT-01323","管卡","管道紧固/管卡","规格: 80","个"
"5MM厚吸油棉","REVIEW-MAT-01324","吸油棉","清洁耗材/吸附材料","厚度: 5mm；用途: 吸油","张"
"7.5千w电机","REVIEW-MAT-01325","电机","设备备件/电机","功率: 7.5kW","台"
"50*6米钢丝绳","REVIEW-MAT-01326","钢丝绳","吊装索具/钢丝绳","规格: 50；长度: 6米","根"
"1.8米*6米安全网","REVIEW-MAT-01327","安全网","安全防护/防护网","尺寸: 1.8米*6米","张"
"定做橡胶200*5","REVIEW-MAT-01328","定制橡胶条/板","定制件/橡胶加工件","定制: 是；规格: 200*5；材质: 橡胶","米"
"水泥钉","REVIEW-MAT-01329","水泥钉","紧固件/钉","类型: 水泥钉","盒"
"25平方起帆电线","REVIEW-MAT-01330","电线","电气材料/电线电缆","品牌: 起帆；截面积: 25mm2","米"
"4寸胶接头","REVIEW-MAT-01331","胶接头","管件/软管接头","规格: 4寸；材质: 胶","套"
"大竹扫把","REVIEW-MAT-01332","竹扫把","行政后勤/清洁用品","规格: 大；材质: 竹","个"
"加厚连体裤","REVIEW-MAT-01333","连体工作服","劳保耗材/防护服","特征: 加厚；结构: 连体","套"
"3.2焊条","REVIEW-MAT-01334","焊条","焊割耗材/焊材","直径: 3.2mm","件"
"8寸水泵钳","REVIEW-MAT-01335","水泵钳","工具/手动工具","规格: 8寸","支"
"10寸水泵钳","REVIEW-MAT-01336","水泵钳","工具/手动工具","规格: 10寸","支"
"沟槽阀150卡式消防阀","REVIEW-MAT-01337","沟槽消防阀","阀门/消防阀门","规格: 150；连接: 沟槽/卡式；用途: 消防","个"
"400切割机防护罩","REVIEW-MAT-01338","切割机防护罩","工具备件/电动工具配件","适配设备: 400切割机；部件: 防护罩","个"
"大块白抹布","REVIEW-MAT-01339","抹布","清洁耗材/擦拭材料","形态: 大块；颜色: 白色","kg"
"3寸抱箍加工","REVIEW-MAT-01340","抱箍加工件","定制件/管道紧固","加工: 是；规格: 3寸；类型: 抱箍","个"
"2寸抱箍加工","REVIEW-MAT-01341","抱箍加工件","定制件/管道紧固","加工: 是；规格: 2寸；类型: 抱箍","个"
"8T卸扣","REVIEW-MAT-01342","卸扣","吊装索具/卸扣","额定载荷: 8T","个"
"10T卸扣","REVIEW-MAT-01343","卸扣","吊装索具/卸扣","额定载荷: 10T","个"
"12T卸扣","REVIEW-MAT-01344","卸扣","吊装索具/卸扣","额定载荷: 12T","个"
"木屑","REVIEW-MAT-01345","木屑","辅料耗材/吸附填充材料","品类: 木屑","斤"
"25A三相四插头","REVIEW-MAT-01346","三相四线插头","电气材料/插头插座","电流: 25A；类型: 三相四线","个"
"大五坑尖凿","REVIEW-MAT-01347","五坑尖凿","工具耗材/凿具","规格: 大；接口: 五坑；类型: 尖凿","支"
"3.5钨钢钻头","REVIEW-MAT-01348","钨钢钻头","工具耗材/钻头","规格: 3.5；材质: 钨钢","支"
"3.0钨钢钻头","REVIEW-MAT-01349","钨钢钻头","工具耗材/钻头","规格: 3.0；材质: 钨钢","支"
"2寸鼓风机滤芯","REVIEW-MAT-01350","鼓风机滤芯","备品备件/过滤件","规格: 2寸；适用设备: 鼓风机","个"
"DN50*16KG法兰","REVIEW-MAT-01351","法兰","管件/法兰","公称直径: DN50；压力等级: 16kg","个"
"DN65*16KG法兰","REVIEW-MAT-01352","法兰","管件/法兰","公称直径: DN65；压力等级: 16kg","个"
"2米伸缩杆","REVIEW-MAT-01353","伸缩杆","工具/辅助工具","长度: 2米；结构: 伸缩","个"
"3寸不锈钢合页","REVIEW-MAT-01354","不锈钢合页","五金建材/门窗五金","规格: 3寸；材质: 不锈钢","付"
"定做19*420公斤高压油管","REVIEW-MAT-01355","定制高压油管","定制件/液压管路","定制: 是；规格: 19；压力: 420公斤","根"
"通开铜挂锁","REVIEW-MAT-01356","铜挂锁","五金建材/锁具","材质: 铜；钥匙类型: 通开","个"
"5L量杯","REVIEW-MAT-01357","量杯","工具耗材/计量工具","容量: 5L","个"
"定做50*4米钢丝绳","REVIEW-MAT-01358","定制钢丝绳","定制件/吊装索具","定制: 是；规格: 50；长度: 4米","根"
"进口5KG钢丝绳专用剂","REVIEW-MAT-01359","钢丝绳专用剂","化工耗材/润滑防护剂","进口: 是；包装: 5kg；用途: 钢丝绳","桶"
"喷壶","REVIEW-MAT-01360","喷壶","行政后勤/清洁用品","品类: 喷壶","个"
"17TU型国标卸扣","REVIEW-MAT-01361","U型卸扣","吊装索具/卸扣","额定载荷: 17T；型式: U型；执行标准: 国标","个"
"15T蝴蝶扣","REVIEW-MAT-01362","蝴蝶扣","吊装索具/连接件","额定载荷: 15T；类型: 蝴蝶扣","个"
"DN200不锈钢骑马卡","REVIEW-MAT-01363","不锈钢骑马卡","管道紧固/骑马卡","公称直径: DN200；材质: 不锈钢","个"
"10*60膨胀螺丝","REVIEW-MAT-01364","膨胀螺丝","紧固件/膨胀件","规格: M10*60","个"
"大块白抹布","REVIEW-MAT-01365","抹布","清洁耗材/擦拭材料","形态: 大块；颜色: 白色","公斤"
"得力美工刀","REVIEW-MAT-01366","美工刀","工具/刀具","品牌: 得力","个"
"得力刀片","REVIEW-MAT-01367","美工刀片","工具耗材/刀片","品牌: 得力","合"
"注浆针头","REVIEW-MAT-01368","注浆针头","堵漏注浆/注浆耗材","类型: 注浆针头","个"
"水性聚氨酯","REVIEW-MAT-01369","水性聚氨酯","化工耗材/堵漏材料","类型: 水性；材料: 聚氨酯","公斤"
"油性聚氨酯","REVIEW-MAT-01370","油性聚氨酯","化工耗材/堵漏材料","类型: 油性；材料: 聚氨酯","公斤"
"双快水泥","REVIEW-MAT-01371","双快水泥","建筑材料/水泥砂石","类型: 双快水泥","包"
"发泡剂","REVIEW-MAT-01372","发泡剂","化工耗材/填缝材料","品类: 发泡剂","个"
"发泡剂枪","REVIEW-MAT-01373","发泡剂枪","工具/施胶工具","适用材料: 发泡剂","个"
"注浆枪头","REVIEW-MAT-01374","注浆枪头","堵漏注浆/注浆配件","类型: 注浆枪头","个"
"清洗机专用油","REVIEW-MAT-01375","清洗机专用油","化工耗材/润滑油","用途: 清洗机","个"
"加厚塑料凳","REVIEW-MAT-01376","塑料凳","行政后勤/生活用品","材质: 塑料；特征: 加厚","个"
"加厚塑料凳子","REVIEW-MAT-01376","塑料凳","行政后勤/生活用品","材质: 塑料；特征: 加厚","个"
"600KG一体梯凳","REVIEW-MAT-01377","一体梯凳","工具/登高工具","承重: 600kg；结构: 一体","个"
"PC425水泥","REVIEW-MAT-01378","水泥","建筑材料/水泥砂石","标号/型号: PC425","包"
"25MM高压清洗剂滤网","REVIEW-MAT-01379","高压清洗机滤网","清洗设备/高压清洗机配件","规格: 25mm；部件: 滤网","个"
"C型不锈钢滑槽","REVIEW-MAT-01380","不锈钢滑槽","五金建材/导轨滑槽","形状: C型；材质: 不锈钢","米"
"克虏伯油脂NB52","REVIEW-MAT-01381","润滑脂","化工耗材/润滑脂","品牌: 克虏伯；型号: NB52","公斤"
"28%PAC污水处理剂","REVIEW-MAT-01382","PAC污水处理剂","化工原料/水处理剂","含量: 28%；类型: PAC","吨"
"进口SKF-2315轴承","REVIEW-MAT-01383","轴承","备品备件/轴承","品牌: SKF；型号: 2315；进口: 是","个"
"加厚布手套","REVIEW-MAT-01384","布手套","劳保耗材/手套","材质: 布；特征: 加厚","双"
"DN150刀阀","REVIEW-MAT-01385","刀阀","阀门/刀阀","公称直径: DN150","个"
"14*70膨胀螺丝","REVIEW-MAT-01386","膨胀螺丝","紧固件/膨胀件","规格: M14*70","个"
"17套筒","REVIEW-MAT-01387","套筒","工具/套筒","规格: 17","个"
"3*6+2*4起帆电缆","REVIEW-MAT-01388","电缆线","电气材料/电线电缆","品牌: 起帆；规格: 3*6+2*4","米"
"2000毫升量杯","REVIEW-MAT-01389","量杯","工具耗材/计量工具","容量: 2000ml","个"
"热水器开关","REVIEW-MAT-01390","热水器开关","电气材料/开关","用途: 热水器","个"
"小便器感应器","REVIEW-MAT-01391","小便器感应器","行政后勤/卫浴配件","适用: 小便器；类型: 感应器","套"
"启动按钮指示灯","REVIEW-MAT-01392","启动按钮指示灯","电气材料/按钮指示","功能: 启动按钮、指示灯","套"
"急停按钮","REVIEW-MAT-01393","急停按钮","电气材料/按钮指示","功能: 急停","套"
"闪光蜂鸣器","REVIEW-MAT-01394","闪光蜂鸣器","电气材料/报警器","功能: 闪光、蜂鸣","套"
"50加厚铝合金扣","REVIEW-MAT-01395","加厚铝合金扣","液压/高压管路","规格: 50；材质: 铝合金；特征: 加厚","个"
"80加厚铝合金扣","REVIEW-MAT-01396","加厚铝合金扣","液压/高压管路","规格: 80；材质: 铝合金；特征: 加厚","个"
"95水泥砖","REVIEW-MAT-01397","水泥砖","建筑材料/砌块砖","规格: 95；材质: 水泥","个"
"8*300扎带","REVIEW-MAT-01398","扎带","电气材料/扎带","规格: 8*300","个"
"2升喷壶","REVIEW-MAT-01399","喷壶","行政后勤/清洁用品","容量: 2L","个"
"500铁扎丝","REVIEW-MAT-01400","铁扎丝","建筑材料/绑扎材料","规格原文: 500；材质: 铁","卷"
"铁丝","REVIEW-MAT-01401","铁丝","五金耗材/金属丝","材质: 铁","公斤"
"高压清洗喷枪","REVIEW-MAT-01402","高压清洗喷枪","清洗设备/高压清洗机配件","类型: 喷枪；用途: 高压清洗","把"
"80*65镀锌补心","REVIEW-MAT-01403","镀锌补心","管件/镀锌管件","规格: 80*65；表面: 镀锌；类型: 补心","个"
"进口振动电机整套","REVIEW-MAT-01404","振动电机套装","设备备件/电机","进口: 是；类型: 振动电机；配置: 整套","套"
"泥浆比重计","REVIEW-MAT-01405","泥浆比重计","工具/测量工具","用途: 泥浆比重测量","套"
"100高压胶管","REVIEW-MAT-01406","高压胶管","液压/高压管路","规格: 100；材质: 胶管","米"
"100高压接头","REVIEW-MAT-01407","高压接头","液压/高压管路","规格: 100；类型: 接头","个"
"100加厚铝合金扣","REVIEW-MAT-01408","加厚铝合金扣","液压/高压管路","规格: 100；材质: 铝合金；特征: 加厚","个"
"100加厚铜头","REVIEW-MAT-01409","加厚铜接头","液压/高压管路","规格: 100；材质: 铜；特征: 加厚","个"
"M30*100/12.9级螺丝","REVIEW-MAT-01410","高强度螺丝","紧固件/螺丝","规格: M30*100；强度等级: 12.9","个"
"30螺母","REVIEW-MAT-01411","螺母","紧固件/螺母","规格: M30","个"
"30垫片","REVIEW-MAT-01412","垫片","紧固件/垫圈","规格: M30","个"
"加工隔环2350","REVIEW-MAT-01413","隔环","定制件/机械加工件","加工: 是；型号/规格: 2350；部件: 隔环","个"
"76*8MM无缝管","REVIEW-MAT-01414","无缝钢管","钢材/钢管","外径: 76mm；壁厚: 8mm","米"
"M30*80/10.8级螺丝","REVIEW-MAT-01415","高强度螺丝","紧固件/螺丝","规格: M30*80；强度等级: 10.8","个"
"彩色吊带2T*2米","REVIEW-MAT-01416","扁平吊装带","吊装索具/吊带","额定载荷: 2T；长度: 2米；颜色: 彩色","条"
"2T*3米手拉葫芦","REVIEW-MAT-01417","手拉葫芦","吊装索具/葫芦","额定载荷: 2T；链长: 3米","台"
"120垃圾袋","REVIEW-MAT-01418","垃圾袋","行政后勤/清洁用品","规格: 120","个"
"金属测绳","REVIEW-MAT-01419","金属测绳","工具/测量工具","材质: 金属；类型: 测绳","米"
"国标彩色吊带5T*8米","REVIEW-MAT-01420","扁平吊装带","吊装索具/吊带","执行标准: 国标；颜色: 彩色；额定载荷: 5T；长度: 8米","条"
"6*1.8米加厚安全网","REVIEW-MAT-01421","安全网","安全防护/防护网","尺寸: 6*1.8米；特征: 加厚","张"
"黑猫清洗剂泵头","REVIEW-MAT-01422","清洗剂泵头","清洗设备/配件","品牌: 黑猫；用途: 清洗剂；部件: 泵头","个"
"300mm得力高精度卡尺","REVIEW-MAT-01423","游标卡尺","工具/测量工具","品牌: 得力；量程: 300mm；精度等级: 高精度","支"
"16尼龙绳","REVIEW-MAT-01424","尼龙绳","绳索/尼龙绳","规格: 16；材质: 尼龙","米"
"65加厚蓝色胶水带","REVIEW-MAT-01425","高压胶水带","液压/高压管路","规格: 65；颜色: 蓝色；特征: 加厚","米"
"25高压外丝堵头","REVIEW-MAT-01426","高压外丝堵头","液压/高压管路","规格: 25；连接: 外丝；类型: 堵头","个"
"20埃美柯高压球阀","REVIEW-MAT-01427","高压球阀","阀门/球阀","品牌: 埃美柯；规格: 20；类型: 高压球阀","个"
"20高压对丝","REVIEW-MAT-01428","高压对丝","液压/高压管路","规格: 20；类型: 对丝","个"
"堵漏聚氨酯主剂","REVIEW-MAT-01429","堵漏聚氨酯主剂","化工原料/堵漏材料","材料: 聚氨酯；用途: 堵漏；组分: 主剂","斤"
"堵漏聚氨酯副剂","REVIEW-MAT-01430","堵漏聚氨酯副剂","化工原料/堵漏材料","材料: 聚氨酯；用途: 堵漏；组分: 副剂","斤"
"双快水泥","REVIEW-MAT-01431","双快水泥","建材/水泥砂浆","类型: 双快水泥","包"
"65铝合金枪头","REVIEW-MAT-01432","铝合金枪头","注浆设备/配件","规格: 65；材质: 铝合金；部件: 枪头","套"
"聚氨酯枪头","REVIEW-MAT-01433","聚氨酯枪头","注浆设备/配件","用途: 聚氨酯注浆；部件: 枪头","个"
"2.2千瓦齿轮泵","REVIEW-MAT-01434","齿轮泵","设备备件/泵","功率: 2.2kW；类型: 齿轮泵","台"
"100高压水管","REVIEW-MAT-01435","高压水管","液压/高压管路","规格: 100；用途: 高压水","米"
"10*200钻头","REVIEW-MAT-01436","钻头","工具/钻头","直径: 10mm；长度: 200mm","个"
"12*200钻头","REVIEW-MAT-01437","钻头","工具/钻头","直径: 12mm；长度: 200mm","个"
"14*200钻头","REVIEW-MAT-01438","钻头","工具/钻头","直径: 14mm；长度: 200mm","个"
"16*200钻头","REVIEW-MAT-01439","钻头","工具/钻头","直径: 16mm；长度: 200mm","个"
"注浆管头子","REVIEW-MAT-01440","注浆管接头","注浆设备/配件","部件: 管头/接头；用途: 注浆","个"
"200世达胶钳","REVIEW-MAT-01441","胶钳","工具/手动工具","品牌: 世达；规格: 200mm；类型: 胶钳","个"
"注浆枪头","REVIEW-MAT-01442","注浆枪头","注浆设备/配件","用途: 注浆；部件: 枪头","个"
"世达尖嘴钳","REVIEW-MAT-01443","尖嘴钳","工具/手动工具","品牌: 世达；类型: 尖嘴钳","个"
"25埃美柯高压球阀","REVIEW-MAT-01444","高压球阀","阀门/球阀","品牌: 埃美柯；规格: 25；类型: 高压球阀","个"
"25钢丝管","REVIEW-MAT-01445","钢丝管","液压/高压管路","规格: 25；结构: 钢丝增强","米"
"转换宝塔头","REVIEW-MAT-01446","转换宝塔接头","液压/高压管路","类型: 宝塔头；用途: 转换接头","套"
"50*4SH高压胶管","REVIEW-MAT-01447","高压胶管","液压/高压管路","规格: 50；结构等级: 4SH","米"
"100胶管接头","REVIEW-MAT-01448","胶管接头","液压/高压管路","规格: 100；类型: 胶管接头","套"
"20*800钻头","REVIEW-MAT-01449","钻头","工具/钻头","直径: 20mm；长度: 800mm","个"
"棉被","REVIEW-MAT-01450","棉被","行政后勤/生活用品","类型: 棉被","个"
"加厚连体裤","REVIEW-MAT-01451","加厚连体防护服","劳保耗材/防护服","特征: 加厚；款式: 连体","套"
"M36*2高压内丝堵头","REVIEW-MAT-01452","高压内丝堵头","液压/高压管路","螺纹: M36*2；连接: 内丝；类型: 堵头","个"
"M36*2高压外丝堵头","REVIEW-MAT-01453","高压外丝堵头","液压/高压管路","螺纹: M36*2；连接: 外丝；类型: 堵头","个"
"60公斤压力表","REVIEW-MAT-01454","压力表","仪表/压力仪表","量程/压力: 60公斤；类型: 压力表","个"
"M20*1.5接头","REVIEW-MAT-01455","螺纹接头","液压/高压管路","螺纹: M20*1.5；类型: 接头","个"
"25三通不锈钢","REVIEW-MAT-01456","不锈钢三通","管件/不锈钢管件","规格: 25；材质: 不锈钢；类型: 三通","个"
"胶管36*2-2层-12米","REVIEW-MAT-01457","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 12米","根"
"胶管36*2-2层-17.7米","REVIEW-MAT-01458","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 17.7米","根"
"胶管36*2-2层-5.2米","REVIEW-MAT-01459","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 5.2米","根"
"胶管36*2-2层-7.9米","REVIEW-MAT-01460","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 7.9米","根"
"胶管36*2-2层-15.9米","REVIEW-MAT-01461","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 15.9米","根"
"胶管36*2-2层-2.3米","REVIEW-MAT-01462","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 2.3米","根"
"胶管36*2-2层-3.4米","REVIEW-MAT-01463","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 3.4米","根"
"胶管36*2-2层-3.9米","REVIEW-MAT-01464","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 3.9米","根"
"胶管36*2-2层-1.1米","REVIEW-MAT-01465","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 1.1米","根"
"胶管36*2-2层-7.5米","REVIEW-MAT-01466","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 7.5米","根"
"胶管36*2-2层-1米","REVIEW-MAT-01467","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 1米","根"
"胶管36*2-2层-1.3米","REVIEW-MAT-01468","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 1.3米","根"
"胶管36*2-2层-5.9米","REVIEW-MAT-01469","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 5.9米","根"
"胶管36*2-2层-3.3米","REVIEW-MAT-01470","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 3.3米","根"
"订制36不锈钢骑马卡36*2.0","REVIEW-MAT-01471","不锈钢骑马卡","定制件/管夹卡箍","定制: 是；规格: 36；材质: 不锈钢；厚度/螺纹: 36*2.0","件"
"加工36*3/36*2直角接头","REVIEW-MAT-01472","直角接头加工件","定制件/管路接头","加工: 是；规格: 36*3/36*2；类型: 直角接头","件"
"25*2/36*2大小头","REVIEW-MAT-01473","变径接头","液压/高压管路","规格: 25*2/36*2；类型: 大小头/变径","只"
"六联管夹36","REVIEW-MAT-01474","六联管夹","管夹/管路固定件","联数: 六联；规格: 36","组"
"单管夹36","REVIEW-MAT-01475","单管夹","管夹/管路固定件","联数: 单；规格: 36","只"
"36*2三通","REVIEW-MAT-01476","三通接头","液压/高压管路","螺纹/规格: 36*2；类型: 三通","只"
"36*2对丝","REVIEW-MAT-01477","对丝接头","液压/高压管路","螺纹/规格: 36*2；类型: 对丝","只"
"加工泥浆管接头Φ219","REVIEW-MAT-01478","泥浆管接头加工件","定制件/管路接头","加工: 是；管径: Φ219；用途: 泥浆管","件"
"扣压钢丝绳50*3.6米","REVIEW-MAT-01479","扣压钢丝绳","吊装索具/钢丝绳","加工: 扣压；直径/规格: 50；长度: 3.6米","根"
"扣压钢丝绳47.5*9米","REVIEW-MAT-01480","扣压钢丝绳","吊装索具/钢丝绳","加工: 扣压；直径/规格: 47.5；长度: 9米","根"
"M52铝合金八字扣头","REVIEW-MAT-01481","铝合金八字扣头","液压/高压管路","规格: M52；材质: 铝合金；类型: 八字扣头","只"
"普赛达聚氨酯密封胶600mL","REVIEW-MAT-01482","聚氨酯密封胶","化工耗材/密封胶","品牌: 普赛达；材料: 聚氨酯；容量: 600mL","支"
"普赛达聚氨酯密封胶600ML","REVIEW-MAT-01482","聚氨酯密封胶","化工耗材/密封胶","品牌: 普赛达；材料: 聚氨酯；容量: 600mL","支"
"世达胶枪","REVIEW-MAT-01483","胶枪","工具/手动工具","品牌: 世达；类型: 胶枪","把"
"304止回阀DN25","REVIEW-MAT-01484","不锈钢止回阀","阀门/止回阀","材质: 304；公称通径: DN25","只"
"胶管36*2-2层-8.3米","REVIEW-MAT-01485","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 8.3米","根"
"胶管36*2-2层-4.2米","REVIEW-MAT-01486","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 4.2米","根"
"胶管36*2-2层-1.2米","REVIEW-MAT-01487","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 1.2米","根"
"胶管36*2-2层-7.3米","REVIEW-MAT-01488","胶管总成","液压/高压管路","螺纹/规格: 36*2；层数: 2层；长度: 7.3米","根"
"长城齿轮油18L","REVIEW-MAT-01489","齿轮油","油品/润滑油","品牌: 长城；品类: 齿轮油；包装: 18L","桶"
"接头1/2对丝","REVIEW-MAT-01490","对丝接头","液压/高压管路","规格: 1/2；类型: 对丝","只"
"变径接头1/2-3/4","REVIEW-MAT-01491","变径接头","液压/高压管路","规格: 1/2-3/4；类型: 变径","只"
"施耐德断路器250A-3P","REVIEW-MAT-01492","断路器","电气/低压电器","品牌: 施耐德；额定电流: 250A；极数: 3P","套"
"伍尔特钢丝绳黄油500mL","REVIEW-MAT-01493","钢丝绳润滑脂","油品/润滑脂","品牌: 伍尔特；用途: 钢丝绳；容量: 500mL","瓶"
"m32*2高压内丝直接","REVIEW-MAT-01494","高压内丝直接","液压/高压管路","螺纹: M32*2；连接: 内丝；类型: 直接","只"
"大吨位丙纶纤吊包3米*3米","REVIEW-MAT-01495","丙纶吊装袋","吊装索具/吊包","材质: 丙纶纤维；尺寸: 3米*3米；载荷: 大吨位","只"
"高压接头36*2外丝转内丝","REVIEW-MAT-01496","高压转换接头","液压/高压管路","螺纹: 36*2；形式: 外丝转内丝","套"
"高压接头52*2外丝转内丝","REVIEW-MAT-01497","高压转换接头","液压/高压管路","螺纹: 52*2；形式: 外丝转内丝","套"
"高压接头24*1.5/36*2","REVIEW-MAT-01498","高压转换接头","液压/高压管路","螺纹: 24*1.5/36*2；类型: 转换接头","套"
"高压接头20*1.5对丝","REVIEW-MAT-01499","高压对丝接头","液压/高压管路","螺纹: 20*1.5；类型: 对丝","只"
"高压接头24*1.5对丝","REVIEW-MAT-01500","高压对丝接头","液压/高压管路","螺纹: 24*1.5；类型: 对丝","只"
"高压接头30*2对丝","REVIEW-MAT-01501","高压对丝接头","液压/高压管路","螺纹: 30*2；类型: 对丝","只"
"高压接头36*2对丝","REVIEW-MAT-01502","高压对丝接头","液压/高压管路","螺纹: 36*2；类型: 对丝","只"
"高压接头52*2对丝","REVIEW-MAT-01503","高压对丝接头","液压/高压管路","螺纹: 52*2；类型: 对丝","只"
"派克O型圈套装ABC","REVIEW-MAT-01504","O型圈套装","密封件/O型圈","品牌: 派克；套装: ABC","盒"
"弹性销M4*28","REVIEW-MAT-01505","弹性销","紧固件/销","规格: M4*28；类型: 弹性销","只"
"弹性销M6*28","REVIEW-MAT-01506","弹性销","紧固件/销","规格: M6*28；类型: 弹性销","只"
"T型螺丝M16*50平弹帽","REVIEW-MAT-01507","T型螺丝套件","紧固件/螺丝套件","规格: M16*50；类型: T型螺丝；套件: 平垫+弹垫+螺母","套"
"注浆泵连杆压力表16MPa","REVIEW-MAT-01508","注浆泵连杆压力表","注浆设备/配件","设备: 注浆泵；部件: 连杆压力表；量程: 16MPa","件"
"订做离心机滤网1.4米*0.31米*0.72米","REVIEW-MAT-01509","离心机滤网","定制件/设备滤网","定制: 是；适配设备: 离心机；尺寸: 1.4米*0.31米*0.72米","个"
"定做离心机滤网1.4米*0.31米*0.72米","REVIEW-MAT-01509","离心机滤网","定制件/设备滤网","定制: 是；适配设备: 离心机；尺寸: 1.4米*0.31米*0.72米","个"
"抗盐膨润土","REVIEW-MAT-01510","抗盐膨润土","化工原料/膨润土","类型: 抗盐膨润土","T"
"T型螺丝M16*100平弹帽","REVIEW-MAT-01511","T型螺丝套件","紧固件/螺丝套件","规格: M16*100；类型: T型螺丝；套件: 平垫+弹垫+螺母","套"
"重型高压接头36*2","REVIEW-MAT-01512","重型高压接头","液压/高压管路","规格: 36*2；类型: 重型高压接头","只"
"进口电磁阀2622200","REVIEW-MAT-01513","电磁阀","阀门/电磁阀","进口: 是；型号: 2622200","只"
"加工重型管夹60","REVIEW-MAT-01514","重型管夹加工件","定制件/管夹卡箍","加工: 是；类型: 重型管夹；规格: 60","只"
"普赛达聚氨酯密封胶","REVIEW-MAT-01515","聚氨酯密封胶","化工耗材/密封胶","品牌: 普赛达；材料: 聚氨酯","支"
"日东超高压接头38S","REVIEW-MAT-01516","超高压接头","液压/超高压管路","品牌: 日东；系列/规格: 38S；等级: 超高压","套"
"日东超高压接头42L","REVIEW-MAT-01517","超高压接头","液压/超高压管路","品牌: 日东；系列/规格: 42L；等级: 超高压","套"
"派克超高压液压接头24S","REVIEW-MAT-01518","超高压液压接头","液压/超高压管路","品牌: 派克；系列/规格: 24S；等级: 超高压","套"
"胶管36*2H-2层-3米","REVIEW-MAT-01519","胶管总成","液压/高压管路","规格: 36*2H；层数: 2层；长度: 3米","条"
"胶管36*2H-2层-2米","REVIEW-MAT-01520","胶管总成","液压/高压管路","规格: 36*2H；层数: 2层；长度: 2米","条"
"高压内丝接头36*2H","REVIEW-MAT-01521","高压内丝接头","液压/高压管路","规格: 36*2H；连接: 内丝","只"
"抗盐膨润土","REVIEW-MAT-01522","抗盐膨润土","化工原料/膨润土","类型: 抗盐膨润土","吨"
"T型螺丝M16*50平弹帽","REVIEW-MAT-01523","T型螺丝套件","紧固件/螺丝套件","规格: M16*50；套件: 平垫+弹垫+螺母","套"
"加厚垫片M18*50*60mm","REVIEW-MAT-01524","加厚垫片","紧固件/垫圈","规格: M18*50*60mm；特征: 加厚","只"
"加工六联管夹35","REVIEW-MAT-01525","六联管夹加工件","定制件/管夹卡箍","加工: 是；联数: 六联；规格: 35","件"
