conflict_type,standard_name,canonical_group_path,unit_values,specs_values,candidate_codes,source_rows,reason
specs_conflict,铜头铝套组件,液压气动/液压管路/高压胶管,个,规格: 80；组成: 铜头、铝扣；特征: 加厚 || 规格: 50；组成: 铜头、铝扣,REVIEW-MAT-00932；REVIEW-MAT-01046,Sheet1:1627；Sheet1:1782,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,铜头铝套组件,液压气动/液压管路/高压胶管,个,规格: 80；组成: 铜头、铝扣；特征: 加厚 || 规格: 50；组成: 铜头、铝扣,REVIEW-MAT-00932；REVIEW-MAT-01046,Sheet1:1627；Sheet1:1782,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,高压堵头,液压气动/液压管路/高压胶管,个,规格: 1/2英寸；类型: 堵头 || 规格: 3/4英寸；类型: 堵头 || 规格: 1英寸；类型: 堵头 || 规格: 1.5寸；类型: 堵头 || 规格: 2寸；类型: 堵头,REVIEW-MAT-00912；REVIEW-MAT-00913；REVIEW-MAT-00914；REVIEW-MAT-00915；REVIEW-MAT-00916,Sheet1:1601；Sheet1:1602；Sheet1:1603；Sheet1:1604；Sheet1:1605,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,高压外丝堵头,液压气动/液压管路/高压胶管,个,规格: 25；连接: 外丝；类型: 堵头 || 螺纹: M36*2；连接: 外丝；类型: 堵头,REVIEW-MAT-01426；REVIEW-MAT-01453,Sheet1:2317；Sheet1:2353,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,高压对丝接头,液压气动/液压管路/高压胶管,只,螺纹: 20*1.5；类型: 对丝 || 螺纹: 24*1.5；类型: 对丝 || 螺纹: 30*2；类型: 对丝 || 螺纹: 36*2；类型: 对丝 || 螺纹: 52*2；类型: 对丝,REVIEW-MAT-01499；REVIEW-MAT-01500；REVIEW-MAT-01501；REVIEW-MAT-01502；REVIEW-MAT-01503,Sheet1:2403；Sheet1:2404；Sheet1:2405；Sheet1:2406；Sheet1:2407,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,高压弯头,液压气动/液压管路/高压胶管,个；只,型号/规格: 36*2S；类型: 弯头 || 规格: 52；类型: 弯头 || 螺纹/规格: 36*2；结构: 双H；类型: 弯头,REVIEW-MAT-00857；REVIEW-MAT-01081；REVIEW-MAT-02074,Sheet1:1523；Sheet1:1832；Sheet1:3249,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,高压接头,液压气动/液压管路/高压胶管,个,型号/规格: 36/25S || 型号/规格: 33/25S || 型号/规格: 36/28S || 规格: 100；类型: 接头,REVIEW-MAT-00854；REVIEW-MAT-00855；REVIEW-MAT-00856；REVIEW-MAT-01407,Sheet1:1520；Sheet1:1521；Sheet1:1522；Sheet1:2292,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,高压油管,液压气动/液压管路/高压胶管,条；米,规格: DN25*4；类型: 高压油管 || 规格: DN51；等级: 4SH || 规格: DN32；等级: 4SH || 公称直径: 50 || 公称直径: 80 || 规格: 76*4,REVIEW-MAT-00139；REVIEW-MAT-00157；REVIEW-MAT-00158；REVIEW-MAT-00816；REVIEW-MAT-00930；REVIEW-MAT-01180,Sheet1:1469；Sheet1:1501；Sheet1:1606；Sheet1:1625；Sheet1:1687；Sheet1:1713；Sheet1:1738；Sheet1:1965；Sheet1:244；Sheet1:277；Sheet1:279,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,高压油管,液压气动/液压管路/高压胶管,条；米,规格: DN25*4；类型: 高压油管 || 规格: DN51；等级: 4SH || 规格: DN32；等级: 4SH || 公称直径: 50 || 公称直径: 80 || 规格: 76*4,REVIEW-MAT-00139；REVIEW-MAT-00157；REVIEW-MAT-00158；REVIEW-MAT-00816；REVIEW-MAT-00930；REVIEW-MAT-01180,Sheet1:1469；Sheet1:1501；Sheet1:1606；Sheet1:1625；Sheet1:1687；Sheet1:1713；Sheet1:1738；Sheet1:1965；Sheet1:244；Sheet1:277；Sheet1:279,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,高压胶管,液压气动/液压管路/高压胶管,米,规格: 100；材质: 胶管 || 规格: 50；结构等级: 4SH,REVIEW-MAT-01406；REVIEW-MAT-01447,Sheet1:2291；Sheet1:2343,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,高压转换接头,液压气动/液压管路/高压胶管,套,螺纹: 36*2；形式: 外丝转内丝 || 螺纹: 52*2；形式: 外丝转内丝 || 螺纹: 24*1.5/36*2；类型: 转换接头,REVIEW-MAT-01496；REVIEW-MAT-01497；REVIEW-MAT-01498,Sheet1:2400；Sheet1:2401；Sheet1:2402,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,电焊钳,焊接焊割/其他/焊割工具,把；支,电流: 500A || 电流: 800A,REVIEW-MAT-00271；REVIEW-MAT-00272；REVIEW-MAT-00494,Sheet1:466；Sheet1:467；Sheet1:655；Sheet1:868,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,电焊钳,焊接焊割/其他/焊割工具,把；支,电流: 500A,REVIEW-MAT-00271；REVIEW-MAT-00494,Sheet1:466；Sheet1:868,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
low_precision_conflict,电焊钳,焊接焊割/其他/焊割工具,把；支,电流: 500A || 电流: 800A,REVIEW-MAT-00271；REVIEW-MAT-00272；REVIEW-MAT-00494,Sheet1:466；Sheet1:467；Sheet1:655；Sheet1:868,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,焊条,焊接焊割/其他/焊材,件,直径: 3.2 || 直径: 5.0 || 直径: 4.0,REVIEW-MAT-00346；REVIEW-MAT-00482；REVIEW-MAT-00483,Sheet1:594；Sheet1:634；Sheet1:837；Sheet1:838；Sheet1:959；Sheet1:960,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,二保焊机分流器,焊接焊割/其他/焊枪配件,只,适配: 500型二保焊机；部件: 分流器；材质/类型: 陶瓷型 || 适配: 350型二保焊机；部件: 分流器；材质/类型: 陶瓷型,REVIEW-MAT-02183；REVIEW-MAT-02184,Sheet1:3397；Sheet1:3398,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,焊条,焊接焊割/焊割耗材/割嘴焊嘴,件,直径: 2.5mm；包装重量: 20kg || 直径: 3.2mm；包装重量: 20kg || 直径: 3.2mm,REVIEW-MAT-01268；REVIEW-MAT-01269；REVIEW-MAT-01334,Sheet1:2085；Sheet1:2086；Sheet1:2181,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,电焊钳,焊接焊割/焊割耗材/割嘴焊嘴,把,额定电流: 500A || 额定电流: 800A,REVIEW-MAT-01295；REVIEW-MAT-01296,Sheet1:2121；Sheet1:2122,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,乙炔减压表,焊接焊割/焊割设备工具/焊机割炬,只,介质: 乙炔；类型: 表/减压表 || 介质: 乙炔；类型: 减压表,REVIEW-MAT-01764；REVIEW-MAT-01966,Sheet1:2808；Sheet1:3113,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,乙炔瓶手推车,焊接焊割/焊割设备工具/焊机割炬,个；台,适用气体: 乙炔；类型: 手推车 || 适用气体: 乙炔；特征: 加厚 || 适用气体: 乙炔；轮型: 大充气轮 || 适用气体: 乙炔；轮胎: 43cm,REVIEW-MAT-01142；REVIEW-MAT-01208；REVIEW-MAT-01260；REVIEW-MAT-01263,Sheet1:1917；Sheet1:2004；Sheet1:2076；Sheet1:2079,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,氧气瓶手推车,焊接焊割/焊割设备工具/焊机割炬,个；台,适用气体: 氧气；类型: 手推车 || 适用气体: 氧气；特征: 加厚 || 适用气体: 氧气；轮型: 大充气轮 || 适用气体: 氧气；轮胎: 43cm,REVIEW-MAT-01141；REVIEW-MAT-01207；REVIEW-MAT-01259；REVIEW-MAT-01262,Sheet1:1916；Sheet1:2003；Sheet1:2075；Sheet1:2078,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,焊条,焊接焊割/焊接耗材/焊条焊丝,件；箱,型号: 507；直径: 3.2 || 品牌: 大西洋；牌号: 422；直径: 2.5 || 品牌: 大西洋；牌号: 422；直径: 3.2,REVIEW-MAT-00202；REVIEW-MAT-01938；REVIEW-MAT-01939,Sheet1:3075；Sheet1:3076；Sheet1:361,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,尼龙扎带,生产辅料/其他/扎带,包,规格: 10*500 || 规格: 10*400 || 材质: 尼龙；规格: 10*500,REVIEW-MAT-02328；REVIEW-MAT-02329；REVIEW-MAT-02345,Sheet1:3616；Sheet1:3617；Sheet1:3642,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,漏电保护器,电气与自动化/低压电器/低压电器,个,品牌: 施耐德；极数: 2P；电流: 63A || 品牌: 德力西；电流: 400A；极数: 4P || 品牌: 德力西；电流: 250A；极数: 4P || 电流: 40A；类型: 漏电保护,REVIEW-MAT-00076；REVIEW-MAT-00208；REVIEW-MAT-00209；REVIEW-MAT-00536,Sheet1:120；Sheet1:370；Sheet1:371；Sheet1:957,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,漏电保护器,电气与自动化/低压电器/低压电器,个,品牌: 施耐德；极数: 2P；电流: 63A || 品牌: 德力西；电流: 400A；极数: 4P || 品牌: 德力西；电流: 250A；极数: 4P || 电流: 40A；类型: 漏电保护,REVIEW-MAT-00076；REVIEW-MAT-00208；REVIEW-MAT-00209；REVIEW-MAT-00536,Sheet1:120；Sheet1:370；Sheet1:371；Sheet1:957,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,漏电断路器,电气与自动化/低压电器/低压电器,个,品牌: 施耐德；极数: 4P；电流: 250A；类型: 漏电二合一 || 品牌: 施耐德；极数: 2P；电流: C40A || 品牌: 施耐德；电流: 400A || 品牌: 施耐德；极数: 2P；电流: 63A || 品牌: 施耐德；极数: 3P；电流: 250A || 品牌: 施耐德；极数: 2P；额定电流: 40A,REVIEW-MAT-00002；REVIEW-MAT-00384；REVIEW-MAT-00581；REVIEW-MAT-00656；REVIEW-MAT-00711；REVIEW-MAT-00922,Sheet1:1066；Sheet1:1196；Sheet1:1225；Sheet1:1297；Sheet1:1306；Sheet1:1377；Sheet1:1614；Sheet1:1641；Sheet1:4；Sheet1:671,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,漏电断路器,电气与自动化/低压电器/低压电器,个,品牌: 施耐德；极数: 4P；电流: 250A；类型: 漏电二合一 || 品牌: 施耐德；极数: 2P；电流: C40A || 品牌: 施耐德；电流: 400A || 品牌: 施耐德；极数: 2P；电流: 63A || 品牌: 施耐德；极数: 3P；电流: 250A || 品牌: 施耐德；极数: 2P；额定电流: 40A,REVIEW-MAT-00002；REVIEW-MAT-00384；REVIEW-MAT-00581；REVIEW-MAT-00656；REVIEW-MAT-00711；REVIEW-MAT-00922,Sheet1:1066；Sheet1:1196；Sheet1:1225；Sheet1:1297；Sheet1:1306；Sheet1:1377；Sheet1:1614；Sheet1:1641；Sheet1:4；Sheet1:671,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,空气开关,电气与自动化/低压电器/低压电器,个,品牌: 施耐德；极数: 3P；电流: 63A || 电流: 16A,REVIEW-MAT-00077；REVIEW-MAT-00537,Sheet1:121；Sheet1:958,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,空气开关,电气与自动化/低压电器/低压电器,个,品牌: 施耐德；极数: 3P；电流: 63A || 电流: 16A,REVIEW-MAT-00077；REVIEW-MAT-00537,Sheet1:121；Sheet1:958,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,一位开关,电气与自动化/低压电器/开关按钮,个；套,品牌: 公牛；位数: 1位 || 位数: 1位；含底座: 是,REVIEW-MAT-00014；REVIEW-MAT-00382；REVIEW-MAT-00620,Sheet1:1136；Sheet1:20；Sheet1:667,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,一位开关,电气与自动化/低压电器/开关按钮,个；套,品牌: 公牛；位数: 1位,REVIEW-MAT-00014；REVIEW-MAT-00620,Sheet1:1136；Sheet1:20,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
low_precision_conflict,一位开关,电气与自动化/低压电器/开关按钮,个；套,品牌: 公牛；位数: 1位 || 位数: 1位；含底座: 是,REVIEW-MAT-00014；REVIEW-MAT-00382；REVIEW-MAT-00620,Sheet1:1136；Sheet1:20；Sheet1:667,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,二位开关,电气与自动化/低压电器/开关按钮,个,品牌: 公牛；位数: 2位 || 位数: 二位,REVIEW-MAT-00015；REVIEW-MAT-01302,Sheet1:21；Sheet1:2136,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,二位开关,电气与自动化/低压电器/开关按钮,个,品牌: 公牛；位数: 2位 || 位数: 二位,REVIEW-MAT-00015；REVIEW-MAT-01302,Sheet1:21；Sheet1:2136,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,交流接触器,电气与自动化/其他/低压电器,只,品牌: 施耐德；系列: CJX2；线圈电压: 220V || 品牌: 人民；系列/型号: CJX2-1810,REVIEW-MAT-01819；REVIEW-MAT-02038,Sheet1:2903；Sheet1:3202,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,双电源转换器,电气与自动化/其他/低压电器,只,电压: 220V；极数: 2P；电流: 20A || 电压: 24V,REVIEW-MAT-01857；REVIEW-MAT-01860,Sheet1:2956；Sheet1:2962,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,断路器,电气与自动化/其他/低压电器,套；只,品牌: 施耐德；额定电流: 250A；极数: 3P || 品牌: 德力西；极数: 2P；额定电流: 10A,REVIEW-MAT-01492；REVIEW-MAT-01829,Sheet1:2396；Sheet1:2917,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,时控开关,电气与自动化/其他/低压电器,只,品牌: 德力西；类型: 时控开关 || 品牌: 施耐德；电压: 220V；额定电流: 10A,REVIEW-MAT-01818；REVIEW-MAT-02034,Sheet1:2902；Sheet1:3195,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,漏电保护器,电气与自动化/其他/低压电器,只,品牌: 德力西；极数: 4P；额定电流: 63A || 品牌: 德力西；极数: 2P；额定电流: 16A || 品牌: 德力西；极数: 2P；额定电流: 25A || 品牌: 德力西；极数: 2P；额定电流: 20A,REVIEW-MAT-01816；REVIEW-MAT-01817；REVIEW-MAT-01828；REVIEW-MAT-01861,Sheet1:2900；Sheet1:2901；Sheet1:2916；Sheet1:2964,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,一体式触摸屏,电气与自动化/其他/工控配件,台；套,型号: TPC1570；结构: 一体式,REVIEW-MAT-01233；REVIEW-MAT-01280,Sheet1:2043；Sheet1:2100,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
low_precision_conflict,一体式触摸屏,电气与自动化/其他/工控配件,台；套,型号: TPC1570；结构: 一体式,REVIEW-MAT-01233；REVIEW-MAT-01280,Sheet1:2043；Sheet1:2100,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,尼龙扎带,电气与自动化/其他/扎带,包,规格: 10*500；包装: 大包 || 规格: 10*50cm；材质: 尼龙 || 规格: 10*40cm；材质: 尼龙 || 规格: 10*30cm；材质: 尼龙 || 规格: 10*500 || 规格: 10*400 || 规格: 8*300,REVIEW-MAT-00953；REVIEW-MAT-01234；REVIEW-MAT-01235；REVIEW-MAT-01236；REVIEW-MAT-01754；REVIEW-MAT-01793；REVIEW-MAT-02022,Sheet1:1657；Sheet1:2044；Sheet1:2045；Sheet1:2046；Sheet1:2792；Sheet1:2861；Sheet1:2862；Sheet1:2925；Sheet1:3181；Sheet1:3182；Sheet1:3220,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,扎带,电气与自动化/其他/扎带,包；个,规格: 10*400 || 规格: 10*500 || 规格: 10*50；包装: 200根/包 || 规格: 8*300,REVIEW-MAT-00375；REVIEW-MAT-00376；REVIEW-MAT-00492；REVIEW-MAT-01398,Sheet1:2278；Sheet1:2281；Sheet1:653；Sheet1:654；Sheet1:863,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,排气扇,电气与自动化/其他/通风设备,台,规格: 50*50 || 型号: FAD40-400,REVIEW-MAT-00075；REVIEW-MAT-00724,Sheet1:119；Sheet1:1335,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,排气扇,电气与自动化/其他/通风设备,台,规格: 50*50 || 型号: FAD40-400,REVIEW-MAT-00075；REVIEW-MAT-00724,Sheet1:119；Sheet1:1335,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,排风扇,电气与自动化/其他/通风设备,个,规格: 50*50 || 规格: 10寸,REVIEW-MAT-00183；REVIEW-MAT-00450,Sheet1:329；Sheet1:776,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,排风扇,电气与自动化/其他/通风设备,个,规格: 50*50 || 规格: 10寸,REVIEW-MAT-00183；REVIEW-MAT-00450,Sheet1:329；Sheet1:776,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,电箱,电气与自动化/其他/配电箱,个,型号/规格: P230 || 规格: 250A,REVIEW-MAT-00011；REVIEW-MAT-00154,Sheet1:16；Sheet1:272,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,电箱,电气与自动化/其他/配电箱,个,型号/规格: P230 || 规格: 250A,REVIEW-MAT-00011；REVIEW-MAT-00154,Sheet1:16；Sheet1:272,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,不锈钢户外箱,电气与自动化/其他/配电箱壳体,个；只,材质: 不锈钢；环境: 户外；尺寸: 500*600*200 || 材质: 不锈钢；环境: 户外；尺寸: 400*400*250,REVIEW-MAT-01815；REVIEW-MAT-01877,Sheet1:2899；Sheet1:2989,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,冷压线鼻端子,电气与自动化/接线连接/接线端子,包,类型: OT；规格: 2.5-4 || 类型: OT；规格: 4-6 || 类型: OT；规格: 6-8,REVIEW-MAT-02039；REVIEW-MAT-02040；REVIEW-MAT-02041,Sheet1:3203；Sheet1:3204；Sheet1:3205,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,开口铜鼻子,电气与自动化/接线连接/接线端子,只,材质: 铜；类型: 开口铜鼻子；规格: 300A || 类型: 开口；材质: 铜；电流: 300A || 类型: 开口；材质: 铜；电流: 200A || 类型: 开口；材质: 铜；电流: 100A,REVIEW-MAT-02054；REVIEW-MAT-02282；REVIEW-MAT-02283；REVIEW-MAT-02284,Sheet1:3222；Sheet1:3551；Sheet1:3552；Sheet1:3553,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,接线端子,电气与自动化/接线连接/接线端子,个；只,适配线径: 50mm2 || 型号: UK5N || 型号: UK5N；颜色: 黄绿色,REVIEW-MAT-01310；REVIEW-MAT-01820；REVIEW-MAT-01843,Sheet1:2147；Sheet1:2905；Sheet1:2920；Sheet1:2937,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,管型接线端子,电气与自动化/接线连接/接线端子,包,类型: 管型；适配线径: 2.5平方 || 类型: 管型；适配线径: 4平方,REVIEW-MAT-01899；REVIEW-MAT-01916,Sheet1:3020；Sheet1:3046,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,铜接头,电气与自动化/接线连接/接线端子,只,材质: 铜；适配线径: 150平方 || 材质: 铜；适配线径: 120平方 || 材质: 铜；适配线径: 95平方 || 材质: 铜；适配线径: 70平方,REVIEW-MAT-02285；REVIEW-MAT-02286；REVIEW-MAT-02287；REVIEW-MAT-02288,Sheet1:3554；Sheet1:3555；Sheet1:3556；Sheet1:3557,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,铜接线端子,电气与自动化/接线连接/接线端子,个；只,截面积: 4平方；材质: 铜 || 截面积: 6平方；材质: 铜 || 材质: 铜；规格: 100A；俗称: 铜鼻子 || 材质: 铜；适配线径: 185平方,REVIEW-MAT-00670；REVIEW-MAT-00671；REVIEW-MAT-01806；REVIEW-MAT-02026,Sheet1:1232；Sheet1:1233；Sheet1:2880；Sheet1:3186,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,铜鼻子,电气与自动化/接线连接/接线端子,个,规格: 100A；材质: 铜 || 规格: 200A；材质: 铜,REVIEW-MAT-00092；REVIEW-MAT-00093,Sheet1:148；Sheet1:149,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,三脚插头,电气与自动化/插头插座/插头插座,个；只,品牌: 公牛；电流: 10A；类型: 三插 || 品牌: 公牛；类型: 三插头 || 品牌: 公牛；极数: 三脚；电压: 220V；额定电流: 10A,REVIEW-MAT-00252；REVIEW-MAT-01649；REVIEW-MAT-01964,Sheet1:2653；Sheet1:3111；Sheet1:436,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,三脚插头,电气与自动化/插头插座/插头插座,个；只,品牌: 公牛；电流: 10A；类型: 三插 || 品牌: 公牛；类型: 三插头 || 品牌: 公牛；极数: 三脚；电压: 220V；额定电流: 10A,REVIEW-MAT-00252；REVIEW-MAT-01649；REVIEW-MAT-01964,Sheet1:2653；Sheet1:3111；Sheet1:436,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,五孔插座,电气与自动化/插头插座/插头插座,个；套；只,类型: 五孔 || 类型: 五孔插座 || 品牌: 公牛；类型: 五孔插座 || 品牌: 公牛；类型: 五孔 || 品牌: 德力西；类型: 五孔插座,REVIEW-MAT-00155；REVIEW-MAT-00327；REVIEW-MAT-00440；REVIEW-MAT-00621；REVIEW-MAT-01593,Sheet1:1137；Sheet1:2573；Sheet1:273；Sheet1:561；Sheet1:762,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,五孔插座,电气与自动化/插头插座/插头插座,个；套；只,类型: 五孔 || 类型: 五孔插座 || 品牌: 公牛；类型: 五孔插座 || 品牌: 公牛；类型: 五孔 || 品牌: 德力西；类型: 五孔插座,REVIEW-MAT-00155；REVIEW-MAT-00327；REVIEW-MAT-00440；REVIEW-MAT-00621；REVIEW-MAT-01593,Sheet1:1137；Sheet1:2573；Sheet1:273；Sheet1:561；Sheet1:762,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,五孔插座面板,电气与自动化/插头插座/插头插座,个；只,类型: 五孔面板 || 品牌: 公牛；类型: 五孔插座面板,REVIEW-MAT-00342；REVIEW-MAT-01747,Sheet1:2784；Sheet1:582,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,工业插头,电气与自动化/插头插座/插头插座,个,品牌: 公牛；电压: 380V；电流: 25A || 电流: 25A；电压: 380V,REVIEW-MAT-00033；REVIEW-MAT-01124,Sheet1:1891；Sheet1:52,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,快速插头,电气与自动化/插头插座/插头插座,个,电压: 220V；类型: 快速插头 || 电压: 380V；类型: 快速插头,REVIEW-MAT-00630；REVIEW-MAT-00632,Sheet1:1159；Sheet1:1161,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,快速插座,电气与自动化/插头插座/插头插座,个,电压: 220V；类型: 快速插座 || 电压: 380V；类型: 快速插座,REVIEW-MAT-00631；REVIEW-MAT-00633,Sheet1:1160；Sheet1:1162,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,拖线板,电气与自动化/插头插座/插头插座,只,品牌: 公牛；线长: 3m；插位: 6位 || 品牌: 公牛；线长: 6米,REVIEW-MAT-01644；REVIEW-MAT-01651,Sheet1:2648；Sheet1:2655,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,插头,电气与自动化/插头插座/插头插座,个,品牌: 德力西；电流: 16A || 品牌: 公牛；电流: 10A,REVIEW-MAT-00119；REVIEW-MAT-00239,Sheet1:199；Sheet1:419；Sheet1:672,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,插座,电气与自动化/插头插座/插头插座,个；只,品牌: 公牛；电流: 16A || 品牌: 公牛；孔位: 8孔 || 电流: 16A || 型号: DKJ35-50；颜色: 黑色 || 型号: DKJ35-50；颜色: 红色,REVIEW-MAT-00037；REVIEW-MAT-00451；REVIEW-MAT-00704；REVIEW-MAT-02036；REVIEW-MAT-02053,Sheet1:1285；Sheet1:3197；Sheet1:3218；Sheet1:61；Sheet1:778,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,插座,电气与自动化/插头插座/插头插座,个；只,品牌: 公牛；电流: 16A || 品牌: 公牛；孔位: 8孔 || 电流: 16A || 型号: DKJ35-50；颜色: 黑色 || 型号: DKJ35-50；颜色: 红色,REVIEW-MAT-00037；REVIEW-MAT-00451；REVIEW-MAT-00704；REVIEW-MAT-02036；REVIEW-MAT-02053,Sheet1:1285；Sheet1:3197；Sheet1:3218；Sheet1:61；Sheet1:778,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,插线板,电气与自动化/插头插座/插头插座,只；根,品牌: 公牛；插位: 6位；线长: 3米 || 品牌: 公牛；结构: 双排；线长: 3m || 品牌: 公牛；线长: 3m；结构: 双排,REVIEW-MAT-01650；REVIEW-MAT-02024；REVIEW-MAT-02268,Sheet1:2654；Sheet1:3184；Sheet1:3527,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,插线板,电气与自动化/插头插座/插头插座,只；根,品牌: 公牛；结构: 双排；线长: 3m || 品牌: 公牛；线长: 3m；结构: 双排,REVIEW-MAT-02024；REVIEW-MAT-02268,Sheet1:3184；Sheet1:3527,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
