draft_sku_id	draft_item_code	code_prefix	release_status	放行等级	标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	candidate_count	source_candidate_rows	source_file_rows	grade_counts	matched_category	import_decision	missing_specs	整理依据	dedupe_key
SKU-DRAFT-001485	PIPE-000348	PIPE	needs_missing_specs	C	高压直接	螺纹：M32*2；连接：内丝		液压/高压管路	只	m32*2高压内丝直接	1	1494	1495	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	原始小写m规范为M；材质/压力等级缺失	高压直接|螺纹:m32x2|连接:内丝|液压/高压管路|个
SKU-DRAFT-001486	MAT-000142	MAT	needs_missing_specs	C	吊装袋	材质：丙纶纤维；尺寸：3米*3米；载荷：大吨位		吊装索具/吊包	只	大吨位丙纶纤吊包3米*3米	1	1495	1496	C:1	通用物料	do_not_import_missing_specs	安全系数	载荷仅为大吨位，额定载荷/安全系数/吊点形式缺失	吊装袋|尺寸:3米x3米|材质:丙纶纤维|载荷:大吨位|吊装索具/吊包|个
SKU-DRAFT-001487	PIPE-000349	PIPE	needs_missing_specs	C	高压转换接头	螺纹：36*2；形式：外丝转内丝		液压/高压管路	套	高压接头36*2外丝转内丝	1	1496	1497	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	材质/压力等级缺失，可能影响高压转换接头SKU区分	高压转换接头|形式:外丝转内丝|螺纹:36x2|液压/高压管路|套
SKU-DRAFT-001488	PIPE-000350	PIPE	needs_missing_specs	C	高压转换接头	螺纹：52*2；形式：外丝转内丝		液压/高压管路	套	高压接头52*2外丝转内丝	1	1497	1498	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	材质/压力等级缺失，可能影响高压转换接头SKU区分	高压转换接头|形式:外丝转内丝|螺纹:52x2|液压/高压管路|套
SKU-DRAFT-001489	PIPE-000351	PIPE	needs_missing_specs	C	高压转换接头	螺纹：24*1.5/36*2		液压/高压管路	套	高压接头24*1.5/36*2	1	1498	1499	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	内外丝方向/材质/压力等级缺失，可能影响高压转换接头SKU区分	高压转换接头|螺纹:24x1.5/36x2|液压/高压管路|套
SKU-DRAFT-001490	PIPE-000352	PIPE	needs_missing_specs	C	高压对丝接头	螺纹：20*1.5		液压/高压管路	只	高压接头20*1.5对丝	1	1499	1500	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	材质/压力等级缺失，可能影响高压对丝接头SKU区分	高压对丝接头|螺纹:20x1.5|液压/高压管路|个
SKU-DRAFT-001491	PIPE-000353	PIPE	needs_missing_specs	C	高压对丝接头	螺纹：24*1.5		液压/高压管路	只	高压接头24*1.5对丝	1	1500	1501	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	材质/压力等级缺失，可能影响高压对丝接头SKU区分	高压对丝接头|螺纹:24x1.5|液压/高压管路|个
SKU-DRAFT-001492	PIPE-000354	PIPE	needs_missing_specs	C	高压对丝接头	螺纹：30*2；连接形式：对丝		液压/高压管路	只	高压接头30*2对丝	1	1501	1502	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	材质/压力等级缺失，可能影响高压接头SKU区分	高压对丝接头|螺纹:30x2|连接形式:对丝|液压/高压管路|个
SKU-DRAFT-001493	PIPE-000355	PIPE	needs_missing_specs	C	高压对丝接头	螺纹：36*2；连接形式：对丝		液压/高压管路	只	高压接头36*2对丝	1	1502	1503	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	材质/压力等级缺失，可能影响高压接头SKU区分	高压对丝接头|螺纹:36x2|连接形式:对丝|液压/高压管路|个
SKU-DRAFT-001494	PIPE-000356	PIPE	needs_missing_specs	C	高压对丝接头	螺纹：52*2；连接形式：对丝		液压/高压管路	只	高压接头52*2对丝	1	1503	1504	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	材质/压力等级缺失，可能影响高压接头SKU区分	高压对丝接头|螺纹:52x2|连接形式:对丝|液压/高压管路|个
SKU-DRAFT-001495	SPARE-000120	SPARE	needs_missing_specs	C	O型圈套装	品牌：派克；套装：ABC		密封件/O型圈	盒	派克O型圈套装ABC	1	1504	1505	C:1	设备备件与加工件	do_not_import_missing_specs	规格；材质	材质/规格明细/系列缺失，无法唯一确定套装内容	o型圈套装|品牌:派克|套装:abc|密封件/o型圈|盒
SKU-DRAFT-001496	MAT-000143	MAT	needs_missing_specs	C	弹性销	规格：M4*28		紧固件/销	只	弹性销M4*28	1	1505	1506	C:1	通用物料	do_not_import_missing_specs	材质；执行标准	材质/执行标准缺失，可能影响弹性销SKU区分	弹性销|规格:m4x28|紧固件/销|个
SKU-DRAFT-001497	MAT-000144	MAT	needs_missing_specs	C	弹性销	规格：M6*28		紧固件/销	只	弹性销M6*28	1	1506	1507	C:1	通用物料	do_not_import_missing_specs	材质；执行标准	材质/执行标准缺失，可能影响弹性销SKU区分	弹性销|规格:m6x28|紧固件/销|个
SKU-DRAFT-001498	FAST-000068	FAST	needs_missing_specs	C	T型螺丝套件	螺丝规格：M16*50；套件组成：平垫+弹垫+螺母		紧固件/螺丝套件	套	T型螺丝M16*50平弹帽	2	1507;1523	1508;1524	C:2	紧固件	do_not_import_missing_specs	材质；强度等级	材质/强度等级缺失，可能影响套件SKU区分；同规格套件可合并；材质/强度等级缺失	t型螺丝套件|套件组成:平垫+弹垫+螺母|螺丝规格:m16x50|紧固件/螺丝套件|套
SKU-DRAFT-001499	SPARE-000121	SPARE	needs_missing_specs	C	注浆泵连杆压力表	适配设备：注浆泵；部件：连杆压力表；量程：16MPa		注浆设备/配件	件	注浆泵连杆压力表16MPa	1	1508	1509	C:1	设备备件与加工件	do_not_import_missing_specs	型号；精度	适配型号/接口/精度缺失，可能影响压力表SKU区分	注浆泵连杆压力表|适配设备:注浆泵|部件:连杆压力表|量程:16mpa|注浆设备/配件|个
SKU-DRAFT-001500	MAT-000145	MAT	needs_missing_specs	C	离心机滤网	定制：是；适配设备：离心机；尺寸：1.4米*0.31米*0.72米		定制件/设备滤网	个	订做离心机滤网1.4米*0.31米*0.72米；定做离心机滤网1.4米*0.31米*0.72米	1	1509	1510	C:1	通用物料	do_not_import_missing_specs	材质	定制件材质/目数/图纸缺失，无法唯一确定滤网SKU	离心机滤网|定制:是|尺寸:1.4米x0.31米x0.72米|适配设备:离心机|定制件/设备滤网|个
SKU-DRAFT-001501	MAT-000146	MAT	needs_missing_specs	C	抗盐膨润土	类型：抗盐膨润土		化工原料/膨润土	吨	抗盐膨润土	2	1510;1522	1511;1523	C:2	通用物料	do_not_import_missing_specs	规格；型号；材质；品牌	单位T按吨归一；指标/厂家/包装缺失，可能影响SKU区分；同名同规格可合并；指标/厂家/包装缺失，可能影响SKU区分	抗盐膨润土|类型:抗盐膨润土|化工原料/膨润土|吨
SKU-DRAFT-001502	FAST-000069	FAST	needs_missing_specs	C	T型螺丝套件	螺丝规格：M16*100；套件组成：平垫+弹垫+螺母		紧固件/螺丝套件	套	T型螺丝M16*100平弹帽	1	1511	1512	C:1	紧固件	do_not_import_missing_specs	材质；强度等级	材质/强度等级缺失，可能影响套件SKU区分	t型螺丝套件|套件组成:平垫+弹垫+螺母|螺丝规格:m16x100|紧固件/螺丝套件|套
SKU-DRAFT-001503	PIPE-000357	PIPE	needs_missing_specs	C	重型高压接头	规格：36*2；类型：重型		液压/高压管路	只	重型高压接头36*2	1	1512	1513	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	材质/压力等级/连接形式缺失，可能影响接头SKU区分	重型高压接头|类型:重型|规格:36x2|液压/高压管路|个
SKU-DRAFT-001504	PIPE-000358	PIPE	needs_confirmation	B	电磁阀	进口：是；型号：2622200		阀门/电磁阀	只	进口电磁阀2622200	1	1513	1514	B:1	管材管件	confirm_then_import	品牌；电压	品牌/电压/接口/介质缺失，按型号先建候选	电磁阀|型号:2622200|进口:是|阀门/电磁阀|个
SKU-DRAFT-001505	PIPE-000359	PIPE	needs_missing_specs	C	重型管夹加工件	加工：是；类型：重型管夹；规格：60		定制件/管夹卡箍	只	加工重型管夹60	1	1514	1515	C:1	管材管件	do_not_import_missing_specs	材质	定制件材质/图纸/安装孔距缺失，无法唯一确定SKU	重型管夹加工件|加工:是|类型:重型管夹|规格:60|定制件/管夹卡箍|个
SKU-DRAFT-001506	CHEM-000096	CHEM	needs_missing_specs	C	聚氨酯密封胶	品牌：普赛达；材料：聚氨酯		化工耗材/密封胶	支	普赛达聚氨酯密封胶	1	1515	1516	C:1	化工油漆胶粘	do_not_import_missing_specs	型号；容量	容量/型号缺失，可能影响密封胶SKU区分	聚氨酯密封胶|品牌:普赛达|材料:聚氨酯|化工耗材/密封胶|支
SKU-DRAFT-001507	PIPE-000360	PIPE	needs_missing_specs	C	超高压接头	品牌：日东；系列/规格：38S；等级：超高压		液压/超高压管路	套	日东超高压接头38S	1	1516	1517	C:1	管材管件	do_not_import_missing_specs	材质；压力等级；接头形式	接头形式/压力等级/材质缺失，可能影响接头SKU区分	超高压接头|品牌:日东|等级:超高压|系列/规格:38s|液压/超高压管路|套
SKU-DRAFT-001508	PIPE-000361	PIPE	needs_missing_specs	C	超高压接头	品牌：日东；系列/规格：42L；等级：超高压		液压/超高压管路	套	日东超高压接头42L	1	1517	1518	C:1	管材管件	do_not_import_missing_specs	材质；压力等级；接头形式	接头形式/压力等级/材质缺失，可能影响接头SKU区分	超高压接头|品牌:日东|等级:超高压|系列/规格:42l|液压/超高压管路|套
SKU-DRAFT-001509	PIPE-000362	PIPE	needs_missing_specs	C	超高压液压接头	品牌：派克；系列/规格：24S；等级：超高压		液压/超高压管路	套	派克超高压液压接头24S	1	1518	1519	C:1	管材管件	do_not_import_missing_specs	材质；压力等级；接头形式	接头形式/压力等级/材质缺失，可能影响接头SKU区分	超高压液压接头|品牌:派克|等级:超高压|系列/规格:24s|液压/超高压管路|套
SKU-DRAFT-001510	PIPE-000363	PIPE	needs_missing_specs	C	胶管总成	规格：36*2H；层数：2层；长度：3米		液压/高压管路	条	胶管36*2H-2层-3米	1	1519	1520	C:1	管材管件	do_not_import_missing_specs	压力等级；接头形式	H含义/压力等级/接头形式缺失，可能影响胶管总成SKU区分	胶管总成|层数:2层|规格:36x2h|长度:3米|液压/高压管路|条
SKU-DRAFT-001511	PIPE-000364	PIPE	needs_missing_specs	C	胶管总成	规格：36*2H；层数：2层；长度：2米		液压/高压管路	条	胶管36*2H-2层-2米	1	1520	1521	C:1	管材管件	do_not_import_missing_specs	压力等级；接头形式	H含义/压力等级/接头形式缺失，可能影响胶管总成SKU区分	胶管总成|层数:2层|规格:36x2h|长度:2米|液压/高压管路|条
SKU-DRAFT-001512	PIPE-000365	PIPE	needs_missing_specs	C	高压内丝接头	规格：36*2H；连接形式：内丝		液压/高压管路	只	高压内丝接头36*2H	1	1521	1522	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	H含义/材质/压力等级缺失，可能影响接头SKU区分	高压内丝接头|规格:36x2h|连接形式:内丝|液压/高压管路|个
SKU-DRAFT-001513	FAST-000070	FAST	needs_missing_specs	C	加厚垫片	规格：M18*50*60mm；特征：加厚		紧固件/垫圈	只	加厚垫片M18*50*60mm	1	1524	1525	C:1	紧固件	do_not_import_missing_specs	材质；厚度	内径/外径/厚度字段未明确，材质缺失	加厚垫片|特征:加厚|规格:m18x50x60mm|紧固件/垫圈|个
SKU-DRAFT-001514	PIPE-000366	PIPE	needs_missing_specs	C	六联管夹加工件	加工：是；联数：六联；规格：35		定制件/管夹卡箍	件	加工六联管夹35	1	1525	1526	C:1	管材管件	do_not_import_missing_specs	材质	定制件材质/图纸/安装孔距缺失，无法唯一确定SKU	六联管夹加工件|加工:是|联数:六联|规格:35|定制件/管夹卡箍|个
SKU-DRAFT-001515	MAT-000147	MAT	needs_missing_specs	C	加厚风筒	加工：是；直径：600；长度：20米；特征：加厚		定制件/通风风筒	条	加工加厚风筒600*20米	1	1526	1527	C:1	通用物料	do_not_import_missing_specs	材质；连接方式	定制件材质/连接方式/阻燃等级缺失，无法唯一确定SKU	加厚风筒|加工:是|特征:加厚|直径:600|长度:20米|定制件/通风风筒|条
SKU-DRAFT-001516	MAT-000148	MAT	needs_missing_specs	C	加厚风筒	加工：是；直径：600；长度：10米；特征：加厚		定制件/通风风筒	条	加工加厚风筒600*10米	1	1527	1528	C:1	通用物料	do_not_import_missing_specs	材质；连接方式	定制件材质/连接方式/阻燃等级缺失，无法唯一确定SKU	加厚风筒|加工:是|特征:加厚|直径:600|长度:10米|定制件/通风风筒|条
SKU-DRAFT-001517	CHEM-000097	CHEM	needs_missing_specs	C	密封胶	品牌：普赛达		化工耗材/密封胶	支	普赛达密封胶	1	1528	1529	C:1	化工油漆胶粘	do_not_import_missing_specs	型号；容量	类型/容量/型号缺失；是否聚氨酯密封胶需确认	密封胶|品牌:普赛达|化工耗材/密封胶|支
SKU-DRAFT-001518	METAL-000104	METAL	needs_missing_specs	C	螺纹钢	规格：20E；长度：12米		钢材/螺纹钢	吨	螺纹钢20E*12米	1	1529	1530	C:1	金属材料	do_not_import_missing_specs	材质；执行标准	单位T按吨归一；20E含义/材质牌号/执行标准缺失	螺纹钢|规格:20e|长度:12米|钢材/螺纹钢|吨
SKU-DRAFT-001519	METAL-000105	METAL	needs_missing_specs	C	工字钢	规格：14#		钢材/型钢	米	工字钢14#	1	1530	1531	C:1	金属材料	do_not_import_missing_specs	材质；执行标准	材质/执行标准缺失，可能影响型钢SKU区分	工字钢|规格:14#|钢材/型钢|米
SKU-DRAFT-001520	MAT-000149	MAT	needs_missing_specs	C	液压油	进口：是；包装：10L		油品/液压油	桶	进口液压油10L	1	1531	1532	C:1	通用物料	do_not_import_missing_specs	品牌；型号	粘度等级/品牌/型号缺失，无法唯一确定液压油SKU	液压油|包装:10l|进口:是|油品/液压油|桶
SKU-DRAFT-001521	SPARE-000122	SPARE	needs_missing_specs	C	电机	功率：5.5kW		设备备件/电机	台	电机5.5KW	1	1532	1533	C:1	设备备件与加工件	do_not_import_missing_specs	型号；图号；适用设备；材质；关键尺寸	电压/转速/安装方式/防护等级缺失，无法唯一确定电机SKU	电机|功率:5.5kw|设备备件/电机|台
SKU-DRAFT-001522	SPARE-000123	SPARE	needs_missing_specs	C	管道泵	功率：5.5kW；口径/规格：50		设备备件/泵	台	管道泵5.5KW-50	1	1533	1534	C:1	设备备件与加工件	do_not_import_missing_specs	型号；流量；扬程	流量/扬程/型号缺失，无法唯一确定管道泵SKU	管道泵|功率:5.5kw|口径/规格:50|设备备件/泵|台
SKU-DRAFT-001523	PIPE-000367	PIPE	needs_missing_specs	C	高压球阀	材质：不锈钢；用途：液压高压；规格：1寸		阀门/球阀	只	不锈钢液压高压球阀1寸	1	1534	1535	C:1	管材管件	do_not_import_missing_specs	压力等级	压力等级/连接形式/材质牌号缺失，可能影响球阀SKU区分	高压球阀|材质:不锈钢|用途:液压高压|规格:1寸|阀门/球阀|个
SKU-DRAFT-001524	PIPE-000368	PIPE	needs_missing_specs	C	液压高压外丝接头	规格：1寸；连接形式：外丝；用途：液压高压		液压/高压管路	只	液压高压外丝接头1寸	1	1535	1536	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	材质/压力等级/螺纹制式缺失，可能影响接头SKU区分	液压高压外丝接头|用途:液压高压|规格:1寸|连接形式:外丝|液压/高压管路|个
SKU-DRAFT-001525	PIPE-000369	PIPE	needs_missing_specs	C	弹簧式安全阀	型号：A28H-64；公称通径：DN32；结构：弹簧式		阀门/安全阀	只	弹簧式安全阀A28H-64-DN32	1	1536	1537	C:1	管材管件	do_not_import_missing_specs	材质	整定压力/介质/材质缺失，可能影响安全阀SKU区分	弹簧式安全阀|公称通径:dn32|型号:a28h-64|结构:弹簧式|阀门/安全阀|个
SKU-DRAFT-001526	FAST-000071	FAST	needs_missing_specs	C	通丝螺杆	规格：14*700；类型：通丝		建筑施工耗材/紧固件	只	通丝14*700	1	1537	1538	C:1	紧固件	do_not_import_missing_specs	材质；表面处理	材质/表面处理/牙距缺失，可能影响通丝螺杆SKU区分	通丝螺杆|类型:通丝|规格:14x700|建筑施工耗材/紧固件|个
SKU-DRAFT-001527	CONST-000021	CONST	needs_missing_specs	C	山型卡	类型：山型卡		建筑施工耗材/模板配件	只	山型卡	1	1538	1539	C:1	工程建材	do_not_import_missing_specs	规格；材质	规格/材质/适配通丝缺失，无法唯一确定山型卡SKU	山型卡|类型:山型卡|建筑施工耗材/模板配件|个
SKU-DRAFT-001528	MAT-000150	MAT	needs_missing_specs	C	木方	长度：4米；截面：40*90		建筑材料/木材	根	木方4米*40*90	1	1539	1540	C:1	通用物料	do_not_import_missing_specs	材质	木材材质/等级缺失，可能影响木方SKU区分	木方|截面:40x90|长度:4米|建筑材料/木材|根
SKU-DRAFT-001529	CONST-000022	CONST	needs_missing_specs	C	建筑模板	颜色：黑；尺寸：1830*915*14		建筑材料/模板	张	黑模板1830*915*14	1	1540	1541	C:1	工程建材	do_not_import_missing_specs	材质	材质/覆膜/周转次数缺失，可能影响模板SKU区分	建筑模板|尺寸:1830x915x14|颜色:黑|建筑材料/模板|张
SKU-DRAFT-001530	CONST-000023	CONST	needs_missing_specs	C	建筑模板	颜色：红；尺寸：1830*915*14		建筑材料/模板	张	红模板1830*915*14	1	1541	1542	C:1	工程建材	do_not_import_missing_specs	材质	材质/覆膜/周转次数缺失，可能影响模板SKU区分	建筑模板|尺寸:1830x915x14|颜色:红|建筑材料/模板|张
SKU-DRAFT-001531	MAT-000151	MAT	needs_missing_specs	C	油性聚氨酯	类型：油性；材料：聚氨酯；包装：10kg		化工原料/堵漏材料	桶	油性聚氨酯10KG	1	1542	1543	C:1	通用物料	do_not_import_missing_specs	品牌	品牌/用途/SDS缺失，可能影响采购和验收	油性聚氨酯|包装:10kg|材料:聚氨酯|类型:油性|化工原料/堵漏材料|桶
SKU-DRAFT-001532	MAT-000152	MAT	needs_missing_specs	C	丙酮	包装：10kg		化工原料/溶剂	桶	丙酮10KG	1	1543	1544	C:1	通用物料	do_not_import_missing_specs	规格；型号；材质；品牌	纯度/危化品资料/SDS缺失，可能影响采购和验收	丙酮|包装:10kg|化工原料/溶剂|桶
SKU-DRAFT-001533	TOOL-000229	TOOL	needs_confirmation	B	钻头	品牌：博世；柄型：五坑三槽；直径：Φ12；长度：200		工具/钻头	支	博世五坑三槽钻头Φ12*200	1	1544	1545	B:1	工具器具	confirm_then_import	型号；材质	材质/适配电锤型号缺失，按品牌、柄型和尺寸先建候选	钻头|品牌:博世|柄型:五坑三槽|直径:φ12|长度:200|工具/钻头|支
SKU-DRAFT-001534	MAT-000153	MAT	needs_missing_specs	C	注浆止水针头	用途：注浆止水；长度：150mm		注浆设备/耗材	支	注浆止水针头150mm	1	1545	1546	C:1	通用物料	do_not_import_missing_specs	材质；直径	直径/接口/材质缺失，无法唯一确定针头SKU	注浆止水针头|用途:注浆止水|长度:150mm|注浆设备/耗材|支
SKU-DRAFT-001535	MAT-000154	MAT	needs_missing_specs	C	注浆止水针头	用途：注浆止水；长度：100mm		注浆设备/耗材	支	注浆止水针头100mm	1	1546	1547	C:1	通用物料	do_not_import_missing_specs	材质；直径	直径/接口/材质缺失，无法唯一确定针头SKU	注浆止水针头|用途:注浆止水|长度:100mm|注浆设备/耗材|支
SKU-DRAFT-001536	MAT-000155	MAT	needs_missing_specs	C	高压注浆机	类型：高压注浆机		设备/注浆设备	台	高压注浆机	1	1547	1548	C:1	通用物料	do_not_import_missing_specs	品牌；型号；功率	品牌/型号/压力/功率缺失，无法唯一确定设备SKU	高压注浆机|类型:高压注浆机|设备/注浆设备|台
SKU-DRAFT-001537	PIPE-000370	PIPE	needs_missing_specs	C	注浆管套装	长度：5米；套装：含配件		注浆设备/配件	套	注浆管5米带配件	1	1548	1549	C:1	管材管件	do_not_import_missing_specs	压力等级	管径/压力等级/配件清单缺失，无法唯一确定套装SKU	注浆管套装|套装:含配件|长度:5米|注浆设备/配件|套
SKU-DRAFT-001538	PIPE-000371	PIPE	needs_missing_specs	C	PVC直接	品牌：公元；材质：PVC；规格：315；类型：直接		管件/PVC管件	只	公元PVC315直接	1	1549	1550	C:1	管材管件	do_not_import_missing_specs	压力等级；连接方式	压力等级/连接方式缺失，可能影响PVC管件SKU区分	pvc直接|品牌:公元|材质:pvc|类型:直接|规格:315|管件/pvc管件|个
SKU-DRAFT-001539	PIPE-000372	PIPE	needs_missing_specs	C	PVC弯头	品牌：公元；材质：PVC；规格：315；角度：45度		管件/PVC管件	只	公元PVC315/45度弯头	1	1550	1551	C:1	管材管件	do_not_import_missing_specs	压力等级；连接方式	压力等级/连接方式缺失，可能影响PVC管件SKU区分	pvc弯头|品牌:公元|材质:pvc|规格:315|角度:45度|管件/pvc管件|个
SKU-DRAFT-001540	PIPE-000373	PIPE	needs_missing_specs	C	PVC弯头	品牌：公元；材质：PVC；规格：315；角度：90度		管件/PVC管件	只	公元PVC315/90度弯头	1	1551	1552	C:1	管材管件	do_not_import_missing_specs	压力等级；连接方式	压力等级/连接方式缺失，会影响PVC弯头SKU区分	pvc弯头|品牌:公元|材质:pvc|规格:315|角度:90度|管件/pvc管件|个
SKU-DRAFT-001541	CHEM-000098	CHEM	needs_confirmation	B	PVC胶水	品牌：公元；包装：1KG；用途：PVC粘接		胶粘剂/PVC胶水	瓶	公元胶水1KG	1	1552	1553	B:1	化工油漆胶粘	confirm_then_import	型号	型号缺失，按品牌/包装建候选	pvc胶水|包装:1kg|品牌:公元|用途:pvc粘接|胶粘剂/pvc胶水|瓶
SKU-DRAFT-001542	TOOL-000230	TOOL	needs_missing_specs	C	钻头	品牌：博世；规格：M14*260		工具/钻头	支	博世钻头m14*260	1	1553	1554	C:1	工具器具	do_not_import_missing_specs	材质	M14语义及柄型/材质缺失，会影响钻头SKU区分	钻头|品牌:博世|规格:m14x260|工具/钻头|支
SKU-DRAFT-001543	TOOL-000231	TOOL	needs_confirmation	B	冲孔冲头	直径：Φ14；长度：150		工具/冲头	支	冲孔冲Φ14*150	1	1554	1555	B:1	工具器具	confirm_then_import	材质	材质/适配冲孔机缺失，需后续确认	冲孔冲头|直径:φ14|长度:150|工具/冲头|支
SKU-DRAFT-001544	TOOL-000232	TOOL	needs_confirmation	B	冲孔冲头	直径：Φ16；长度：150		工具/冲头	支	冲孔冲Φ16*150	1	1555	1556	B:1	工具器具	confirm_then_import	材质	材质/适配冲孔机缺失，需后续确认	冲孔冲头|直径:φ16|长度:150|工具/冲头|支
SKU-DRAFT-001545	SAFE-000094	SAFE	needs_missing_specs	C	灭火器	灭火剂重量：2KG		安全消防/灭火器	瓶	灭火器2KG	1	1556	1557	C:1	安防劳保	do_not_import_missing_specs	类型；材质；规格；安全等级；认证标准	灭火剂类型/年检信息缺失，无法区分灭火器SKU	灭火器|灭火剂重量:2kg|安全消防/灭火器|瓶
SKU-DRAFT-001546	PIPE-000374	PIPE	needs_missing_specs	C	三通	公称通径：DN50		管件/金属管件	只	DN50三通	1	1557	1558	C:1	管材管件	do_not_import_missing_specs	材质；压力等级；连接方式	材质/连接方式/压力等级缺失，会影响三通SKU区分	三通|公称通径:dn50|管件/金属管件|个
SKU-DRAFT-001547	PIPE-000375	PIPE	needs_missing_specs	C	三通	公称通径：DN65		管件/金属管件	只	DN65三通	1	1558	1559	C:1	管材管件	do_not_import_missing_specs	材质；压力等级；连接方式	材质/连接方式/压力等级缺失，会影响三通SKU区分	三通|公称通径:dn65|管件/金属管件|个
SKU-DRAFT-001548	ELEC-000151	ELEC	needs_missing_specs	C	带灯按钮开关	品牌：施耐德；类型：带灯按钮开关		电气/按钮开关	只	施耐德灯带按钮开关	1	1559	1560	C:1	电气材料	do_not_import_missing_specs	型号；颜色；电压	电压/颜色/触点形式/型号缺失，会影响按钮开关SKU区分	带灯按钮开关|品牌:施耐德|类型:带灯按钮开关|电气/按钮开关|个
SKU-DRAFT-001549	ELEC-000152	ELEC	needs_missing_specs	C	电流表	变比：600/5A		仪表/电气仪表	只	电流表600/5A	1	1560	1561	C:1	电气材料	do_not_import_missing_specs	电流；精度	表径/精度/安装方式缺失，会影响电流表SKU区分	电流表|变比:600/5a|仪表/电气仪表|个
SKU-DRAFT-001550	PIPE-000376	PIPE	needs_missing_specs	C	重型矿井卡箍	品牌：迈克；规格：DN150；类型：重型矿井卡箍		管夹/卡箍	只	迈克重型矿井卡箍DN150	1	1561	1562	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	材质/压力等级/密封圈规格缺失，会影响卡箍SKU区分	重型矿井卡箍|品牌:迈克|类型:重型矿井卡箍|规格:dn150|管夹/卡箍|个
SKU-DRAFT-001551	FAST-000072	FAST	ready	A	膨胀螺丝	规格：M12*100		紧固件/膨胀螺丝	支	膨胀螺丝M12*100	1	1562	1563	A:1	紧固件	import_ready			膨胀螺丝|规格:m12x100|紧固件/膨胀螺丝|支
SKU-DRAFT-001552	PIPE-000377	PIPE	needs_missing_specs	C	液压对丝接头	螺纹：M20*1.5；类型：对丝		液压/高压管路	只	液压接头m20*1.5对丝	1	1563	1564	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	材质/压力等级缺失，会影响液压接头SKU区分	液压对丝接头|类型:对丝|螺纹:m20x1.5|液压/高压管路|个
SKU-DRAFT-001553	CHEM-000099	CHEM	needs_missing_specs	C	自喷漆	颜色：绿色		油漆涂料/自喷漆	瓶	绿色自喷漆	1	1564	1565	C:1	化工油漆胶粘	do_not_import_missing_specs	品牌；容量；色号	品牌/容量/色号缺失，会影响自喷漆SKU区分	自喷漆|颜色:绿色|油漆涂料/自喷漆|瓶
SKU-DRAFT-001554	PIPE-000378	PIPE	needs_missing_specs	C	三通	公称通径：DN40		管件/金属管件	只	DN40三通	1	1565	1566	C:1	管材管件	do_not_import_missing_specs	材质；压力等级；连接方式	材质/连接方式/压力等级缺失，会影响三通SKU区分	三通|公称通径:dn40|管件/金属管件|个
SKU-DRAFT-001555	MAT-000156	MAT	needs_confirmation	B	空调	品牌：美的；匹数：大1.5匹；功能：冷暖		行政后勤/空调设备	台	美的大1.5匹冷暖空调	1	1566	1567	B:1	通用物料	confirm_then_import	型号	型号/能效等级缺失，需后续确认	空调|功能:冷暖|匹数:大1.5匹|品牌:美的|行政后勤/空调设备|台
SKU-DRAFT-001556	CHEM-000100	CHEM	needs_missing_specs	C	自喷漆	颜色：中黄		油漆涂料/自喷漆	瓶	中黄自喷漆	1	1567	1568	C:1	化工油漆胶粘	do_not_import_missing_specs	品牌；容量；色号	品牌/容量/色号缺失，会影响自喷漆SKU区分	自喷漆|颜色:中黄|油漆涂料/自喷漆|瓶
SKU-DRAFT-001557	CONST-000024	CONST	ready	A	PC板	材质：PC；颜色：透明；尺寸：1m*1.5m；厚度：3mm		塑料板材/PC板	块	透明PC板1m*1.5m*3mm	1	1568	1569	A:1	工程建材	import_ready			pc板|厚度:3mm|尺寸:1mx1.5m|材质:pc|颜色:透明|塑料板材/pc板|块
SKU-DRAFT-001558	CHEM-000101	CHEM	needs_missing_specs	C	封箱胶带	类型：封箱带		包装材料/胶带	卷	封箱带	1	1569	1570	C:1	化工油漆胶粘	do_not_import_missing_specs	长度；宽度；颜色	宽度/长度/颜色缺失，无法区分封箱胶带SKU	封箱胶带|类型:封箱带|包装材料/胶带|卷
SKU-DRAFT-001559	ADMIN-000047	ADMIN	needs_confirmation	B	记号笔	品牌：得力；颜色：黑色		办公用品/书写工具	支	得力黑色记号笔	1	1570	1571	B:1	行政办公与清洁	confirm_then_import	型号	型号/粗细缺失，按品牌/颜色建候选	记号笔|品牌:得力|颜色:黑色|办公用品/书写工具|支
