item_code	item_name	required_specs	optional_specs	item_group	stock_uom	purchase_uom	conversion_factor	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_refs	governance_note	updated_at
TOOL-000176	加长六角套筒	规格：7；特征：加长；类型：六角		工具量具/手动工具	个			7加长六角套筒	TOOL-000176 加长六角套筒 工具/套筒 个 规格：7 特征：加长 类型：六角 7加长六角套筒 7 加长 六角			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1162；purchase_2024_source_rows=1163；draft_sku_id=SKU-DRAFT-001155	缺失规格：长度；整理依据：方榫规格/长度缺失；导入口径：confirm_then_import；重分类：工具/套筒 -> 工具量具/手动工具；分类置信度：high；套筒是手动工具，规格差异不拆分。	2026-07-03
TOOL-000177	加长六角套筒	规格：8；特征：加长；类型：六角		工具量具/手动工具	个			8加长六角套筒	TOOL-000177 加长六角套筒 工具/套筒 个 规格：8 特征：加长 类型：六角 8加长六角套筒 8 加长 六角			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1163；purchase_2024_source_rows=1164；draft_sku_id=SKU-DRAFT-001156	缺失规格：长度；整理依据：方榫规格/长度缺失；导入口径：confirm_then_import；重分类：工具/套筒 -> 工具量具/手动工具；分类置信度：high；套筒是手动工具，规格差异不拆分。	2026-07-03
TOOL-000178	加长六角套筒	规格：10；特征：加长；类型：六角		工具量具/手动工具	个			10加长六角套筒	TOOL-000178 加长六角套筒 工具/套筒 个 规格：10 特征：加长 类型：六角 10加长六角套筒 10 加长 六角			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1164；purchase_2024_source_rows=1165；draft_sku_id=SKU-DRAFT-001157	缺失规格：长度；整理依据：方榫规格/长度缺失；导入口径：confirm_then_import；重分类：工具/套筒 -> 工具量具/手动工具；分类置信度：high；套筒是手动工具，规格差异不拆分。	2026-07-03
TOOL-000179	加长六角套筒	规格：12；特征：加长；类型：六角		工具量具/手动工具	个			12加长六角套筒	TOOL-000179 加长六角套筒 工具/套筒 个 规格：12 特征：加长 类型：六角 12加长六角套筒 12 加长 六角			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1165；purchase_2024_source_rows=1166；draft_sku_id=SKU-DRAFT-001158	缺失规格：长度；整理依据：方榫规格/长度缺失；导入口径：confirm_then_import；重分类：工具/套筒 -> 工具量具/手动工具；分类置信度：high；套筒是手动工具，规格差异不拆分。	2026-07-03
TOOL-000180	加长六角套筒	规格：14；特征：加长；类型：六角		工具量具/手动工具	个			14加长六角套筒	TOOL-000180 加长六角套筒 工具/套筒 个 规格：14 特征：加长 类型：六角 14加长六角套筒 14 加长 六角			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1166；purchase_2024_source_rows=1167；draft_sku_id=SKU-DRAFT-001159	缺失规格：长度；整理依据：方榫规格/长度缺失；导入口径：confirm_then_import；重分类：工具/套筒 -> 工具量具/手动工具；分类置信度：high；套筒是手动工具，规格差异不拆分。	2026-07-03
TOOL-000181	混凝土试模	尺寸：150*150*150		工具量具/检测仪器	个			150*150*150混凝土模具	TOOL-000181 混凝土试模 工具/检测模具 个 尺寸：150*150*150 150*150*150混凝土模具 150*150*150			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1167；purchase_2024_source_rows=1168；draft_sku_id=SKU-DRAFT-001160	缺失规格：材质；执行标准；整理依据：材质/执行标准缺失，按尺寸先建候选；导入口径：confirm_then_import；重分类：工具/检测模具 -> 工具量具/检测仪器；分类置信度：high；混凝土试模用于试验检测，归检测仪器。	2026-07-03
PIPE-000250	卡箍接头	加工：是；规格：168；类型：卡箍接头		定制加工件/管路接头	个			加工168卡箍接头	PIPE-000250 卡箍接头 定制件/管路接头 个 加工：是 规格：168 类型：卡箍接头 加工168卡箍接头 是 168			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1168；purchase_2024_source_rows=1169；draft_sku_id=SKU-DRAFT-001161	缺失规格：材质；尺寸；整理依据：定制件材质/图纸/沟槽尺寸缺失，无法唯一确定卡箍接头SKU；导入口径：do_not_import_missing_specs；重分类：定制件/管路接头 -> 定制加工件/管路接头；分类置信度：high；加工卡箍接头属非标管路接头，规格差异不拆分。	2026-07-03
PIPE-000251	卡箍接头	加工：是；规格：89；类型：卡箍接头		定制加工件/管路接头	个			加工89卡箍接头	PIPE-000251 卡箍接头 定制件/管路接头 个 加工：是 规格：89 类型：卡箍接头 加工89卡箍接头 是 89			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1169；purchase_2024_source_rows=1170；draft_sku_id=SKU-DRAFT-001162	缺失规格：材质；尺寸；整理依据：定制件材质/图纸/沟槽尺寸缺失，无法唯一确定卡箍接头SKU；导入口径：do_not_import_missing_specs；重分类：定制件/管路接头 -> 定制加工件/管路接头；分类置信度：high；加工卡箍接头属非标管路接头，规格差异不拆分。	2026-07-03
PIPE-000252	焊接弯头	规格：89；壁厚：10；连接：焊接		管材管件阀门/弯头	个			89*10焊接弯头	PIPE-000252 焊接弯头 管件/弯头 个 规格：89 壁厚：10 连接：焊接 89*10焊接弯头 89 10 焊接			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1170；purchase_2024_source_rows=1171；draft_sku_id=SKU-DRAFT-001163	缺失规格：材质；整理依据：角度/材质缺失，可能影响焊接弯头SKU区分；导入口径：do_not_import_missing_specs；重分类：管件/弯头 -> 管材管件阀门/弯头；分类置信度：high；样例均为焊接弯头，工程材料旧类目过宽。	2026-07-03
PIPE-000253	焊接弯头	规格：168；壁厚：10；连接：焊接		管材管件阀门/弯头	个			168*10焊接弯头	PIPE-000253 焊接弯头 管件/弯头 个 规格：168 壁厚：10 连接：焊接 168*10焊接弯头 168 10 焊接			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1171；purchase_2024_source_rows=1172；draft_sku_id=SKU-DRAFT-001164	缺失规格：材质；整理依据：角度/材质缺失，可能影响焊接弯头SKU区分；导入口径：do_not_import_missing_specs；重分类：管件/弯头 -> 管材管件阀门/弯头；分类置信度：high；样例均为焊接弯头，工程材料旧类目过宽。	2026-07-03
METAL-000083	扁钢	规格：50*5		金属材料/型钢	米			50*5扁铁	METAL-000083 扁钢 钢材/型材 米 规格：50*5 50*5扁铁 50*5			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1172；purchase_2024_source_rows=1173；draft_sku_id=SKU-DRAFT-001165	缺失规格：材质；执行标准；整理依据：材质/执行标准缺失，按截面规格先建候选；导入口径：confirm_then_import；重分类：钢材/型材 -> 金属材料/型钢；分类置信度：high；扁钢/扁铁属型钢材料。	2026-07-03
SPARE-000101	机械密封	型号：6205		设备备件/通用机械备件	个			6205机械密封	SPARE-000101 机械密封 备品备件/密封件 个 型号：6205 6205机械密封 6205		6205	candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1173；purchase_2024_source_rows=1174；draft_sku_id=SKU-DRAFT-001166	缺失规格：材质；整理依据：材质/适配设备缺失，型号6205不足以稳定区分机械密封SKU；导入口径：do_not_import_missing_specs；重分类：备品备件/密封件 -> 设备备件/通用机械备件；分类置信度：high；机械密封是设备通用维修备件。	2026-07-03
FAST-000048	螺丝	规格：M24*230		紧固件与连接件/螺丝	个			24*230螺丝；M24*230螺丝	FAST-000048 螺丝 紧固件/螺丝 个 规格：M24*230 24*230螺丝 M24*230螺丝 M24*230			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1174；purchase_2024_source_rows=1175；draft_sku_id=SKU-DRAFT-001167	缺失规格：材质；强度等级；头型；整理依据：头型/强度等级/材质缺失，无法稳定区分螺丝SKU；导入口径：do_not_import_missing_specs；重分类：紧固件/螺丝 -> 紧固件与连接件/螺丝；分类置信度：high；样例均为各规格螺丝，五金备件旧口径过宽。	2026-07-03
FAST-000049	垫片	规格：M24；特征：加厚		紧固件与连接件/垫圈	个			24加厚垫片	FAST-000049 垫片 紧固件/垫圈 个 规格：M24 特征：加厚 24加厚垫片 M24 加厚			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1175；purchase_2024_source_rows=1176；draft_sku_id=SKU-DRAFT-001168	缺失规格：材质；厚度；整理依据：材质/厚度缺失，无法稳定区分加厚垫片SKU；导入口径：do_not_import_missing_specs；重分类：紧固件/垫圈 -> 紧固件与连接件/垫圈；分类置信度：medium；标准螺栓垫圈与加工金属垫片混在一起。；分类拆分待复核：按是否定制/用途拆分；标准螺栓垫圈与加工金属垫片混在一起。	2026-07-03
FAST-000050	防松螺母	规格：M24；类型：防松		紧固件与连接件/螺母	个			24防松螺母	FAST-000050 防松螺母 紧固件/螺母 个 规格：M24 类型：防松 24防松螺母 M24 防松			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1176；purchase_2024_source_rows=1177；draft_sku_id=SKU-DRAFT-001169	缺失规格：材质；强度等级；整理依据：材质/强度等级缺失，可能影响防松螺母SKU区分；导入口径：do_not_import_missing_specs；重分类：紧固件/螺母 -> 紧固件与连接件/螺母；分类置信度：high；防松螺母为螺母类紧固件。	2026-07-03
CHEM-000081	机油	品牌：道达尔；牌号：46#；包装：20L		化工胶粘涂料/润滑剂	桶			道达尔46#机油20升	CHEM-000081 机油 化工耗材/润滑油 桶 品牌：道达尔 牌号：46# 包装：20L 道达尔46#机油20升 道达尔 46# 20L	道达尔		candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1177；purchase_2024_source_rows=1178；draft_sku_id=SKU-DRAFT-001170	缺失规格：型号；整理依据：系列型号/油品类型需确认，按品牌/牌号/包装先建候选；导入口径：confirm_then_import；重分类：化工耗材/润滑油 -> 化工胶粘涂料/润滑剂；分类置信度：high；机油属于润滑剂，旧化工耗材可归并。	2026-07-03
TOOL-000182	橡胶锤	材质：橡胶		工具量具/手动工具	个			橡皮锤	TOOL-000182 橡胶锤 工具/手动工具 个 材质：橡胶 橡皮锤 橡胶			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1178；purchase_2024_source_rows=1179；draft_sku_id=SKU-DRAFT-001171	缺失规格：品牌；型号；规格；尺寸；适用设备；整理依据：重量/柄材质缺失，无法稳定区分橡胶锤SKU；导入口径：do_not_import_missing_specs；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；橡胶锤是手动工具。	2026-07-03
PIPE-000254	焊接卡箍	加工：是；规格：219；连接：焊接		定制加工件/管路接头	个			加工219焊接卡箍	PIPE-000254 焊接卡箍 定制件/管路接头 个 加工：是 规格：219 连接：焊接 加工219焊接卡箍 是 219 焊接			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1179；purchase_2024_source_rows=1180；draft_sku_id=SKU-DRAFT-001172	缺失规格：材质；整理依据：定制件材质/图纸/用途缺失，无法唯一确定焊接卡箍SKU；导入口径：do_not_import_missing_specs；重分类：定制件/管路接头 -> 定制加工件/管路接头；分类置信度：high；样例为加工焊接卡箍，属于非标管路接头。	2026-07-03
PIPE-000255	高压油管	规格：76*4		液压气动/高压管路	米			76*4高压油管	PIPE-000255 高压油管 液压/高压管路 米 规格：76*4 76*4高压油管 76*4			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1180；purchase_2024_source_rows=1181；draft_sku_id=SKU-DRAFT-001173	缺失规格：材质；口径；压力等级；连接方式；壁厚；整理依据：76和4的规格含义未明，无法确认管径、层数或壁厚；导入口径：do_not_import_missing_specs；重分类：液压/高压管路 -> 液压气动/高压管路；分类置信度：high；高压油管为液压高压管路，定制只影响长度和接头。	2026-07-03
TOOL-000183	美工刀	品牌：得力；颜色：黑色		工具量具/手动工具	个			得力黑美工刀	TOOL-000183 美工刀 工具/刀具 个 品牌：得力 颜色：黑色 得力黑美工刀 得力 黑色	得力		candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1181；purchase_2024_source_rows=1182；draft_sku_id=SKU-DRAFT-001174	缺失规格：宽度；整理依据：刀片宽度缺失，按品牌和颜色先建候选；导入口径：confirm_then_import；重分类：工具/刀具 -> 工具量具/手动工具；分类置信度：high；美工刀为手动切割工具。	2026-07-03
TOOL-000184	美工刀片	类型：美工刀片		工具耗材/刀片	盒			美工刀片	TOOL-000184 美工刀片 工具耗材/刀片 盒 类型：美工刀片			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1182；purchase_2024_source_rows=1183；draft_sku_id=SKU-DRAFT-001175	缺失规格：规格；整理依据：输入单位“合”疑似“盒”；规格/片数缺失，无法稳定区分刀片SKU；导入口径：do_not_import_missing_specs	2026-07-03
MAT-000107	塑料箱	规格：大；型号/规格：75		包装覆盖周转/周转容器	个			大塑料箱75	MAT-000107 塑料箱 行政后勤/收纳用品 个 规格：大 型号/规格：75 大塑料箱75 大 75			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1183；purchase_2024_source_rows=1184；draft_sku_id=SKU-DRAFT-001176	缺失规格：型号；尺寸；容量；整理依据：尺寸/容量缺失，型号/规格75语义需确认；导入口径：do_not_import_missing_specs；重分类：行政后勤/收纳用品 -> 包装覆盖周转/周转容器；分类置信度：medium；塑料箱本质为收纳周转容器，旧行政后勤按实物归类。	2026-07-03
PIPE-000256	法兰异径接头	加工：是；规格：34*60；连接：法兰；类型：大小头		定制加工件/管路接头	套			加工34*60法兰大小头	PIPE-000256 法兰异径接头 定制件/管路接头 套 加工：是 规格：34*60 连接：法兰 类型：大小头 加工34*60法兰大小头 是 34*60 法兰 大小头			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1184；purchase_2024_source_rows=1185；draft_sku_id=SKU-DRAFT-001177	缺失规格：材质；压力等级；整理依据：定制件材质/压力等级/图纸缺失，无法唯一确定法兰异径接头SKU；导入口径：do_not_import_missing_specs；重分类：定制件/管路接头 -> 定制加工件/管路接头；分类置信度：high；加工法兰大小头是定制管路接头。	2026-07-03
TOOL-000185	钢丝刷	类型：钢丝刷		工具耗材/刷具	个			钢丝刷	TOOL-000185 钢丝刷 工具/清理工具 个 类型：钢丝刷			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1185；purchase_2024_source_rows=1186；draft_sku_id=SKU-DRAFT-001178	缺失规格：尺寸；整理依据：尺寸/柄型缺失，无法稳定区分钢丝刷SKU；导入口径：do_not_import_missing_specs；重分类：工具/清理工具 -> 工具耗材/刷具；分类置信度：high；钢丝刷用于清理打磨，属刷具类工具耗材。	2026-07-03
TOOL-000186	台钳	开口：400；规格：16寸；特征：加重		工具量具/手动工具	台			加重400开口16寸台钳	TOOL-000186 台钳 工具/夹持工具 台 开口：400 规格：16寸 特征：加重 加重400开口16寸台钳 400 16寸 加重			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1186；purchase_2024_source_rows=1187；draft_sku_id=SKU-DRAFT-001179	缺失规格：品牌；型号；整理依据：品牌/型号缺失，按开口和规格先建候选；导入口径：confirm_then_import；重分类：工具/夹持工具 -> 工具量具/手动工具；分类置信度：high；台钳为夹持类手动工具。	2026-07-03
FAST-000051	螺丝	规格：M20*30		紧固件与连接件/螺丝	个			M20*30螺丝	FAST-000051 螺丝 紧固件/螺丝 个 规格：M20*30 M20*30螺丝 M20*30			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1187；purchase_2024_source_rows=1188；draft_sku_id=SKU-DRAFT-001180	缺失规格：材质；强度等级；头型；整理依据：头型/强度等级/材质缺失，无法稳定区分螺丝SKU；导入口径：do_not_import_missing_specs；重分类：紧固件/螺丝 -> 紧固件与连接件/螺丝；分类置信度：high；样例均为各规格螺丝，五金备件旧口径过宽。	2026-07-03
FAST-000052	螺丝	规格：M20*35		紧固件与连接件/螺丝	个			M20*35螺丝	FAST-000052 螺丝 紧固件/螺丝 个 规格：M20*35 M20*35螺丝 M20*35			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1188；purchase_2024_source_rows=1189；draft_sku_id=SKU-DRAFT-001181	缺失规格：材质；强度等级；头型；整理依据：头型/强度等级/材质缺失；同类记录存在套/个单位差异需统一；导入口径：do_not_import_missing_specs；重分类：紧固件/螺丝 -> 紧固件与连接件/螺丝；分类置信度：high；样例均为各规格螺丝，五金备件旧口径过宽。	2026-07-03
FAST-000053	螺丝	规格：M20*130		紧固件与连接件/螺丝	个			M20*130螺丝	FAST-000053 螺丝 紧固件/螺丝 个 规格：M20*130 M20*130螺丝 M20*130			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1189；purchase_2024_source_rows=1190；draft_sku_id=SKU-DRAFT-001182	缺失规格：材质；强度等级；头型；整理依据：头型/强度等级/材质缺失，无法稳定区分螺丝SKU；导入口径：do_not_import_missing_specs；重分类：紧固件/螺丝 -> 紧固件与连接件/螺丝；分类置信度：high；样例均为各规格螺丝，五金备件旧口径过宽。	2026-07-03
TOOL-000187	内六角扳手套装	品牌：世达；规格范围：1.5-10		工具量具/手动工具	套			1.5-10世达内六角扳手	TOOL-000187 内六角扳手套装 工具/手动工具 套 品牌：世达 规格范围：1.5-10 1.5-10世达内六角扳手 世达 1.5-10	世达		candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1190；purchase_2024_source_rows=1191；draft_sku_id=SKU-DRAFT-001183	缺失规格：型号；规格；整理依据：件数/型号缺失，按品牌和规格范围先建候选；导入口径：confirm_then_import；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；内六角扳手套装属于手动工具。	2026-07-03
TOOL-000188	开口梅花扳手套装	品牌：世达；规格范围：8-24		工具量具/工具套装	套			8-24世达开口梅花扳手	TOOL-000188 开口梅花扳手套装 工具/手动工具 套 品牌：世达 规格范围：8-24 8-24世达开口梅花扳手 世达 8-24	世达		candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1191；purchase_2024_source_rows=1192；draft_sku_id=SKU-DRAFT-001184	缺失规格：型号；规格；整理依据：件数/型号缺失，按品牌和规格范围先建候选；导入口径：confirm_then_import；重分类：工具/手动工具 -> 工具量具/工具套装；分类置信度：high；成套开口梅花扳手按工具套装归类。	2026-07-03
MAT-000108	鸭嘴吊具	额定载荷：20T；型式：鸭嘴；功能：万能		吊装索具/吊具	个			20T鸭嘴万能吊具	MAT-000108 鸭嘴吊具 吊装索具/吊具 个 额定载荷：20T 型式：鸭嘴 功能：万能 20T鸭嘴万能吊具 20T 鸭嘴 万能			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1192；purchase_2024_source_rows=1193；draft_sku_id=SKU-DRAFT-001185	缺失规格：规格；型号；整理依据：认证标准/开口范围缺失，按额定载荷和型式先建候选；导入口径：confirm_then_import	2026-07-03
SPARE-000102	轴承	品牌：TIMKEN；型号：J90354；进口：是		设备备件/通用机械备件	个			进口TIMKEN-J90354轴承	SPARE-000102 轴承 备品备件/轴承 个 品牌：TIMKEN 型号：J90354 进口：是 进口TIMKEN-J90354轴承 TIMKEN J90354 是	TIMKEN	J90354	candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1193；purchase_2024_source_rows=1194；draft_sku_id=SKU-DRAFT-001186	缺失规格：图号；整理依据：轴承类型/尺寸未列，按品牌和型号先建候选；导入口径：confirm_then_import；重分类：备品备件/轴承 -> 设备备件/通用机械备件；分类置信度：high；轴承属于通用设备备件。	2026-07-03
SPARE-000103	轴套	加工：是；部件：轴套		定制加工件/金属加工件	个			加工轴套	SPARE-000103 轴套 定制件/机械加工件 个 加工：是 部件：轴套 加工轴套 是			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1194；purchase_2024_source_rows=1195；draft_sku_id=SKU-DRAFT-001187	缺失规格：材质；尺寸；整理依据：定制件图纸/材质/尺寸缺失，无法唯一确定轴套SKU；导入口径：do_not_import_missing_specs；重分类：定制件/机械加工件 -> 定制加工件/金属加工件；分类置信度：high；加工轴套为非标金属机械加工件。	2026-07-03
SPARE-000104	管道增压泵	电压：380V；功率：3kW；类型：管道增压泵		施工机具设备/泵类设备	个			380V*3千瓦管道增压泵	SPARE-000104 管道增压泵 设备备件/泵 个 电压：380V 功率：3kW 类型：管道增压泵 380V*3千瓦管道增压泵 380V 3kW			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1195；purchase_2024_source_rows=1196；draft_sku_id=SKU-DRAFT-001188	缺失规格：型号；口径；流量；扬程；整理依据：流量/扬程/口径/型号缺失，无法稳定区分泵类SKU；导入口径：do_not_import_missing_specs；重分类：设备备件/泵 -> 施工机具设备/泵类设备；分类置信度：high；管道增压泵为泵类整机，旧设备备件口径偏维修。	2026-07-03
SPARE-000105	管道增压泵	电压：380V；功率：1.5kW；类型：管道增压泵		施工机具设备/泵类设备	个			380V*1.5千瓦管道增压泵	SPARE-000105 管道增压泵 设备备件/泵 个 电压：380V 功率：1.5kW 类型：管道增压泵 380V*1.5千瓦管道增压泵 380V 1.5kW			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1196；purchase_2024_source_rows=1197；draft_sku_id=SKU-DRAFT-001189	缺失规格：型号；口径；流量；扬程；整理依据：流量/扬程/口径/型号缺失，无法稳定区分泵类SKU；导入口径：do_not_import_missing_specs；重分类：设备备件/泵 -> 施工机具设备/泵类设备；分类置信度：high；管道增压泵为泵类整机，旧设备备件口径偏维修。	2026-07-03
SPARE-000106	变频自吸泵	功率：1.5kW；控制：全自动变频；类型：自吸泵		施工机具设备/泵类设备	个			全自动变频自吸泵1.5千瓦	SPARE-000106 变频自吸泵 设备备件/泵 个 功率：1.5kW 控制：全自动变频 类型：自吸泵 全自动变频自吸泵1.5千瓦 1.5kW 全自动变频 自吸泵			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1197；purchase_2024_source_rows=1198；draft_sku_id=SKU-DRAFT-001190	缺失规格：型号；电压；流量；扬程；整理依据：电压/流量/扬程/型号缺失，无法稳定区分泵类SKU；导入口径：do_not_import_missing_specs；重分类：设备备件/泵 -> 施工机具设备/泵类设备；分类置信度：high；自吸泵是泵类设备，旧设备备件错误。	2026-07-03
TOOL-000189	电镐碳刷	适用设备：电镐；部件：碳刷		电动气动工具/工具附件	付			电镐碳刷	TOOL-000189 电镐碳刷 工具备件/电动工具配件 付 适用设备：电镐 部件：碳刷 电镐 碳刷			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1198；purchase_2024_source_rows=1199；draft_sku_id=SKU-DRAFT-001191	缺失规格：型号；尺寸；整理依据：尺寸/适配型号缺失，无法稳定区分电镐碳刷SKU；导入口径：do_not_import_missing_specs；重分类：工具备件/电动工具配件 -> 电动气动工具/工具附件；分类置信度：high；碳刷为电镐电动工具附件。	2026-07-03
ADMIN-000036	记号笔	品类：记号笔		清洁办公后勤/办公用品	支			记号笔	ADMIN-000036 记号笔 办公耗材/书写用品 支 品类：记号笔			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1199；purchase_2024_source_rows=1200；draft_sku_id=SKU-DRAFT-001192	缺失规格：颜色；整理依据：颜色/粗细缺失，无法稳定区分记号笔SKU；导入口径：do_not_import_missing_specs；重分类：办公耗材/书写用品 -> 清洁办公后勤/办公用品；分类置信度：high；记号笔为办公书写用品，耗材低耗不作分类。	2026-07-03
CONST-000017	建筑模板	尺寸：2.44*1.22*15		建筑材料/模板木方	张			2.44*1.22*15模板	CONST-000017 建筑模板 建筑材料/模板木方 张 尺寸：2.44*1.22*15 2.44*1.22*15模板 2.44*1.22*15			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1200；purchase_2024_source_rows=1201；draft_sku_id=SKU-DRAFT-001193	缺失规格：材质；厚度；整理依据：材质/厚度单位缺失，按原尺寸先建候选；导入口径：confirm_then_import	2026-07-03
CHEM-000082	管片密封胶	用途：管片密封		化工胶粘涂料/密封材料	桶			管片密封胶水	CHEM-000082 管片密封胶 化工耗材/胶粘剂 桶 用途：管片密封 管片密封胶水 管片密封			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1201；purchase_2024_source_rows=1202；draft_sku_id=SKU-DRAFT-001194	缺失规格：品牌；容量；整理依据：胶种/容量/品牌缺失，无法稳定区分管片密封胶SKU；导入口径：do_not_import_missing_specs；重分类：化工耗材/胶粘剂 -> 化工胶粘涂料/密封材料；分类置信度：high；管片密封胶用于接缝密封，旧胶粘剂偏宽。	2026-07-03
CHEM-000083	泡沫双面胶	基材：泡沫；特征：厚		包装覆盖周转/胶带	卷			厚泡沫双面胶	CHEM-000083 泡沫双面胶 化工耗材/胶带 卷 基材：泡沫 特征：厚 厚泡沫双面胶 泡沫 厚			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1202；purchase_2024_source_rows=1203；draft_sku_id=SKU-DRAFT-001195	缺失规格：长度；宽度；厚度；整理依据：宽度/长度/厚度缺失，无法区分泡沫双面胶SKU；导入口径：do_not_import_missing_specs；重分类：化工耗材/胶带 -> 包装覆盖周转/胶带；分类置信度：high；泡沫双面胶为胶带类实物，旧化工耗材偏泛。	2026-07-03
PIPE-000257	减压阀	公称直径：DN50；执行标准：国标		管材管件阀门/阀门	个			DN50国标减压阀	PIPE-000257 减压阀 阀门/减压阀 个 公称直径：DN50 执行标准：国标 DN50国标减压阀 DN50 国标			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1203；purchase_2024_source_rows=1204；draft_sku_id=SKU-DRAFT-001196	缺失规格：材质；连接方式；整理依据：压力范围/材质/连接方式缺失，无法唯一确定减压阀SKU；导入口径：do_not_import_missing_specs；重分类：阀门/减压阀 -> 管材管件阀门/阀门；分类置信度：high；减压阀属于管路阀门。	2026-07-03
ADMIN-000037	扫把	规格：待补		清洁办公后勤/清洁工具	个			扫把	ADMIN-000037 扫把 行政后勤/清洁用品 个 规格：待补 待补			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1204；purchase_2024_source_rows=1205；draft_sku_id=SKU-DRAFT-001197	缺失规格：材质；整理依据：材质/规格缺失，无法区分扫把SKU；导入口径：do_not_import_missing_specs；重分类：行政后勤/清洁用品 -> 清洁办公后勤/清洁工具；分类置信度：high；扫把是清洁工具，材质规格不拆分。	2026-07-03
ADMIN-000038	扫斗	规格：待补		清洁办公后勤/清洁工具	个			扫斗	ADMIN-000038 扫斗 行政后勤/清洁用品 个 规格：待补 待补			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1205；purchase_2024_source_rows=1206；draft_sku_id=SKU-DRAFT-001198	缺失规格：材质；整理依据：材质/规格缺失，无法区分扫斗SKU；导入口径：do_not_import_missing_specs；重分类：行政后勤/清洁用品 -> 清洁办公后勤/清洁工具；分类置信度：high；扫斗为清洁工具。	2026-07-03
METAL-000084	不锈钢抹刀	材质：不锈钢；类型：抹刀		工具量具/手动工具	个			不锈钢抹刀	METAL-000084 不锈钢抹刀 工具/泥瓦工具 个 材质：不锈钢 类型：抹刀 不锈钢 抹刀			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1206；purchase_2024_source_rows=1207；draft_sku_id=SKU-DRAFT-001199	缺失规格：尺寸；整理依据：尺寸/柄材质缺失，无法稳定区分抹刀SKU；导入口径：do_not_import_missing_specs；重分类：工具/泥瓦工具 -> 工具量具/手动工具；分类置信度：high；抹刀是泥瓦施工手动工具。	2026-07-03
