sample_group	family_total_count	family_sample_count	item_code	item_name	sku_name	required_specs	top_group	sub_group	material_family	unit	estimated_rate	currency	price_basis	default_fill_basis	aliases	brand	model	source_item_codes	merged_count
水泥砂石	13	2	MAT-CEM-000008	水泥	水泥 42.5 袋装 50kg	强度等级：42.5；包装：袋装；包装重量：50kg	建筑材料	水泥砂石	水泥砂石	包	20.00	CNY	按42.5袋装水泥50kg/包单价估价	无需补齐	水泥			MAT-CEM-000008	1
泵类配件	13	2	MAT-000127	注浆枪头	注浆枪头 M14*1.5	接口：M14*1.5	设备备件	泵类配件	泵类配件	个	30.00	CNY	按个估价，单价对应单位=个	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	注浆枪头；聚氨酯枪头			MAT-000127	1
泵类配件	13	2	SPARE-000136	泥浆泵活塞	泥浆泵活塞 BW-250	适配型号：BW-250	设备备件	泵类配件	泵类配件	只	120.00	CNY	按只估价，单价对应单位=只	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	泥浆泵活塞BW-250；泥浆泵活塞			SPARE-000136	1
焊材	13	2	WELD-000007	碳棒	碳棒 6mm×355mm	直径：6mm；长度：355mm	焊接切割	焊材	焊材	支	0.50	CNY	按单支估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	碳棒6MM；碳棒			WELD-000007	1
焊材	13	2	WELD-000056	焊条	不锈钢焊条 2.5mm	材质：不锈钢；直径：2.5mm	焊接切割	焊材	焊材	千克	35.00	CNY	按千克估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	不锈钢焊条Φ2.5；不锈钢焊条			WELD-000056	1
眼面防护	13	2	SAFE-000004	焊工眼镜	焊工眼镜 遮光11# 墨绿色	遮光等级：11#；镜片颜色：墨绿色；镜框：黑色	劳保防护	眼面防护	眼面防护	副	12.00	CNY	按1副估价	补齐镜框；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	电焊眼镜；焊工眼镜			SAFE-000004	1
眼面防护	13	2	SAFE-000095	防护眼镜	防护眼镜 多功能护目	类型：多功能护目；镜片：透明；镜框：黑色	劳保防护	眼面防护	眼面防护	副	12.00	CNY	按1副估价	补齐镜片、镜框；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	多功能护目眼镜；护目镜			SAFE-000095	1
安全警示	12	2	SAFE-000023	路锥	路锥 1米	高度：1米；材质：橡胶	安全消防	安全警示	安全警示	个	25.00	CNY	按个估价	补齐材质	路锥1米；路锥			SAFE-000023	1
安全警示	12	2	SAFE-000065	反光警示带	反光警示带 10cm×50m 黄黑	宽度：10cm；长度：50m；颜色：黄黑；材质：PVC反光膜	安全消防	安全警示	安全警示	卷	15.00	CNY	按卷估价	补齐材质	10cm反光警示带黄黑；反光警示带			SAFE-000065	1
清洁用品	12	2	ADMIN-000008	垃圾袋	垃圾袋 120*140cm 厚	尺寸：120*140cm；厚度：厚	清洁办公后勤	清洁用品	清洁用品	个	1.20	CNY	按个计价	无需补齐	120*140厚垃圾袋；垃圾袋			ADMIN-000008	1
清洁用品	12	2	SAFE-000019	棉签	棉签 10cm 双头	规格/口径：10cm；头型：双头；包装数量：100支	清洁办公后勤	清洁用品	清洁用品	包	5.00	CNY	按包计价，每包100支	无需补齐	棉签			SAFE-000019	1
设备定制配件	12	2	MAT-000145	离心机滤网	离心机滤网 1.4m×0.31m×0.72m	尺寸：1.4米×0.31米×0.72米；材质：不锈钢	定制加工件	设备定制配件	设备定制配件	个	300.00	CNY	按个估价，不锈钢滤网加工件	材质按默认不锈钢补齐；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	订做离心机滤网1.4米*0.31米*0.72米；定做离心机滤网1.4米*0.31米*0.72米；离心机滤网			MAT-000145	1
设备定制配件	12	2	SPARE-000074	推进泵吸轮	推进泵吸轮 不锈钢	适用设备：推进泵；材质：不锈钢；尺寸：常规	定制加工件	设备定制配件	设备定制配件	套	200.00	CNY	按套估价，不锈钢吸轮加工件	尺寸按常规推进泵吸轮补齐	定做推进泵吸轮；推进泵吸轮			SPARE-000074	1
高压油管/胶管	12	2	PIPE-000040	高压油管	高压油管 DN51-4SH	规格/口径：DN51；等级：4SH	液压气动	高压油管/胶管	高压油管/胶管	米	130.00	CNY	按米估价	无需补齐	DN51*4SH高压油管；高压油管			PIPE-000040	1
高压油管/胶管	12	2	PIPE-000197	高压树脂管	高压树脂管 8mm	规格/口径：8mm；压力等级：10bar	液压气动	高压油管/胶管	高压油管/胶管	米	10.00	CNY	按米估价	无需补齐	8厘高压树脂管；高压树脂管			PIPE-000197	1
包装袋/吨袋	11	2	MAT-000024	吨袋	吨袋 大号	尺寸：1.2m*1.2m*1.5m；载重：2吨	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	个	80.00	CNY	按个估价，大号吨袋	补齐尺寸和载重为常见大号吨袋规格	大吨袋；吨袋			MAT-000024	1
包装袋/吨袋	11	2	MAT-000053	编织袋	编织袋 小号	尺寸：40cm*60cm	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	条	0.50	CNY	按条估价，小号编织袋	补齐尺寸为常见小号编织袋40cm*60cm	小编织袋；编织袋			MAT-000053	1
安全带/安全绳	11	2	SAFE-000015	五点式安全带	五点式安全带 欧式	款式：欧式；承重：100kg；挂钩：小钩	劳保防护	安全带/安全绳	安全带/安全绳	条	180.00	CNY	按1条估价	补齐承重、挂钩；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	五点式欧式安全带；五点式安全带			SAFE-000015	1
安全带/安全绳	11	2	SAFE-000101	安全绳	安全绳 Φ14	直径：Φ14mm；材质：尼龙；长度：100m/卷	劳保防护	安全带/安全绳	安全带/安全绳	米	5.00	CNY	按1米估价，整卷购买	补齐材质、长度；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	安全绳Φ14；安全绳			SAFE-000101	1
密封过滤件	11	2	SPARE-000091	滤芯	滤芯 06/08-25	型号：06/08-25	设备备件	密封过滤件	密封过滤件	个	30.00	CNY	按个估价，单价对应单位=个	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	06/08-25滤芯；滤芯			SPARE-000091	1
密封过滤件	11	2	SPARE-000126	O型圈	O型圈 63*5 NBR	内径：63mm；线径：5mm；材质：NBR	设备备件	密封过滤件	密封过滤件	只	3.00	CNY	按只估价，单价对应单位=只	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	O型圈63*5; O型圈			SPARE-000126	1
手推搬运设备	11	2	WELD-000034	气瓶手推车	气瓶手推车 乙炔 大充气轮	适用气体：乙炔；轮子类型：大充气轮；承重：200kg	施工机具设备	手推搬运设备	手推搬运设备	台	350.00	CNY	按台估价	补充承重	大充气轮乙炔车；乙炔瓶手推车			WELD-000034	1
手推搬运设备	11	2	WELD-000036	气瓶手推车	气瓶手推车 乙炔 43cm轮胎	适用气体：乙炔；轮子直径：43cm；承重：150kg	施工机具设备	手推搬运设备	手推搬运设备	台	250.00	CNY	按台估价	补充承重	43cm轮胎乙炔车；乙炔瓶手推车			WELD-000036	1
清洗脱漆剂	11	2	CHEM-000019	脱漆剂	脱漆剂 1L/瓶	容量：1L/瓶	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	瓶	25.00	CNY	按1瓶1L估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	高效脱漆剂；脱漆剂			CHEM-000019	1
清洗脱漆剂	11	2	CHEM-000020	电气清洗剂	电气清洗剂 1KG/瓶	适用对象：电力设备；包装：1KG/瓶	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	瓶	30.00	CNY	按1瓶1KG估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	电力清洗剂			CHEM-000020	1
电气箱柜	11	2	ELEC-000153	配电箱壳体	配电箱壳体 不锈钢 500*600*300 室外	材质：不锈钢；尺寸：500*600*300；安装环境：室外	电气电料	电气箱柜	电气箱柜	个	280.00	CNY	按不锈钢配电箱壳体500*600*300市场均价估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	不锈钢室外箱500*600*300；配电箱壳体			ELEC-000153	1
电气箱柜	11	2	METAL-000126	电柜	电柜 不锈钢内外门 1000*650*450	材质：不锈钢；结构：内外门；尺寸：1000*650*450	电气电料	电气箱柜	电气箱柜	只	500.00	CNY	Estimated based on typical price for stainless steel cabinet with inner/outer door 1000x650x450.	无需补齐	不锈钢内外门电柜1000*650*450；不锈钢内外门电柜			METAL-000126	1
防水保温材料	11	2	FAST-000086	膨胀止水条	膨胀止水条 5mm×30mm	规格：5mm×30mm；材质：橡胶	建筑材料	防水保温材料	防水保温材料	米	5.00	CNY	按米估价	材质按橡胶补齐	膨胀止水条5mm*30mm；膨胀止水条			FAST-000086	1
防水保温材料	11	2	MAT-000151	聚氨酯防水材料	聚氨酯防水材料 油性 10kg	体系：油性；包装：10kg/桶	建筑材料	防水保温材料	防水保温材料	桶	180.00	CNY	按桶估价，10kg	无需补齐	油性聚氨酯10KG；油性聚氨酯			MAT-000151	1
刀具/刃具	10	1	TOOL-000029	砖刀	砖刀 200mm	长度：200mm	工具量具	刀具/刃具	刀具/刃具	个	12.00	CNY	按个估价	无需补齐				TOOL-000029	1
吊带/吊装带	10	1	MAT-000016	吊装带	吊装带 2T*1.5米	额定载荷：2T；长度：1.5米	吊装索具	吊带/吊装带	吊带/吊装带	根	45.00	CNY	按根估价，常见工程吊装带价格	无需补齐	2T*1.5米吊带；吊带；2T*1.5m吊带；扁平吊装带			MAT-000016	1
电动工具	10	1	TOOL-000140	热风机	热风机 2000W	功率：2000W	电动气动工具	电动工具	电动工具	个	100.00	CNY	按单个估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	2000W热风机；热风机			TOOL-000140	1
胶带标签	10	1	CHEM-000129	不干胶标签	不干胶标签 30mm*10mm	材质：哑银PET；尺寸：30mm*10mm；每卷张数：5000张	包装覆盖周转	胶带标签	胶带标签	卷	80.00	CNY	按卷估价，5000张/卷	无需补齐	哑银pet条码不干胶贴纸30mm*10mm*5000张；PET条码不干胶标签			CHEM-000129	1
螺丝刀/批类	10	1	TOOL-000170	螺丝刀	一字螺丝刀 6*250	头型：一字；规格：6*250mm；材质：铬钒钢	工具量具	螺丝刀/批类	螺丝刀/批类	把	12.00	CNY	按把估价	补充材质；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	6*250一字螺丝刀；一字螺丝刀；螺丝刀			TOOL-000170	1
螺杆/丝杆	10	1	FAST-000118	螺杆	螺杆 M10*30 8.8级	规格：M10*30；强度等级：8.8；材质：碳钢；表面处理：发黑	紧固件与连接件	螺杆/丝杆	螺杆/丝杆	个	0.30	CNY	按8.8级M10*30碳钢螺杆单个市场价估价，单位=个	补齐材质和表面处理为常见推定；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	8.8级M10*30螺丝杆；螺丝杆；螺杆			FAST-000118	1
钢筋/线材	10	1	METAL-000064	螺纹钢	螺纹钢 22mm HRB400 12m	直径：22mm；牌号：HRB400；长度：12m	金属材料	钢筋/线材	钢筋/线材	条	100.00	CNY	按条计价，每条约12米，参考螺纹钢市场价	牌号HRB400、长度12m按常见规格补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	22钢筋；螺纹钢筋			METAL-000064	1
扣件/连接件	9	1	MAT-000049	止水蝴蝶扣	止水蝴蝶扣 16*600	规格/口径：16mm；长度：600mm	紧固件与连接件	扣件/连接件	扣件/连接件	套	5.00	CNY	按套估价，16mm*600mm止水蝴蝶扣市场价约5元/套	口径和长度补齐单位mm；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	16*600止水蝴蝶扣；止水蝴蝶扣			MAT-000049	1
焊机配件	9	1	TOOL-000294	焊机地线夹	焊机地线夹 500A	额定电流：500A	焊接切割	焊机配件	焊机配件	个	15.00	CNY	按单个估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	500A地线夹；地线夹；电焊机接线夹；焊机地线夹			TOOL-000294	1
电缆附件	9	1	ELEC-000195	电缆防水接头	电缆防水接头 M50*1.5 金属	螺纹规格：M50*1.5；材质：金属	电气电料	电缆附件	电缆附件	个	6.00	CNY	按金属电缆防水接头M50*1.5市场均价6元/个估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	金属电缆防水接头M50*1.5；金属电缆防水接头			ELEC-000195	1
登高工具（候选新增）	9	1	TOOL-000215	梯凳	梯凳 600kg 一体 钢	承重：600kg；结构：一体；材质：钢	工具量具	登高工具（候选新增）	登高工具（候选新增）	个	300.00	CNY	按个估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	600KG一体梯凳；一体梯凳			TOOL-000215	1
办公文具	8	1	CHEM-000056	油漆笔	油漆笔 黑色	颜色：黑色；笔尖规格：1.0mm	清洁办公后勤	办公文具	办公文具	个	3.00	CNY	按个计价	笔尖规格按常见油漆笔1.0mm补齐；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。				CHEM-000056	1
吊钩/吊具	8	1	MAT-000023	旋转吊环	旋转吊环 8吨	载荷：8吨；螺纹规格：M20	吊装索具	吊钩/吊具	吊钩/吊具	个	65.00	CNY	按个估价	螺纹规格按常见8吨旋转吊环补齐为M20	8吨旋转吊环；旋转吊环			MAT-000023	1
切磨耗材	7	1	TOOL-000083	切割片	切割片 400mm 金刚石	直径：400mm；厚度：5mm；孔径：25mm；材质：金刚石	工具耗材	切磨耗材	切磨耗材	片	15.00	CNY	按片估价，金刚石切割片	无需补齐	400马路切片;马路切割片			TOOL-000083	1
小型施工设备	7	1	MAT-000065	手持打码机	手持打码机 大字符	功能：大字符；类型：手持；适用：金属/塑料	施工机具设备	小型施工设备	小型施工设备	台	150.00	CNY	按台估价	补充类型、适用材质等常见规格	手持大字符打码机；手持打码机			MAT-000065	1
工具附件	7	1	TOOL-000305	碳刷	碳刷 43#	规格：43#	电动气动工具	工具附件	工具附件	副	3.00	CNY	按每副估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	碳刷43#；碳刷			TOOL-000305	1
急救用品	7	1	SAFE-000127	红花油	红花油 20ml	容量：20ml；包装：瓶装	劳保防护	急救用品	急救用品	瓶	10.00	CNY	按1瓶估价	补齐包装	红花油			SAFE-000127	1
网络通信	7	1	ELEC-000108	RJ45水晶头	RJ45水晶头 非屏蔽 Cat5e	屏蔽类型：非屏蔽；Cat等级：Cat5e	弱电安防	网络通信	网络通信	个	0.50	CNY	按个估价	无需补齐	水晶头；RJ45水晶头			ELEC-000108	1
葫芦/起重工具	7	1	MAT-000114	手拉葫芦	手拉葫芦 2T 6米	额定载荷：2T；链条长度：6米；链条直径：8mm	吊装索具	葫芦/起重工具	葫芦/起重工具	台	480.00	CNY	按台估价	链条直径按常见2T手拉葫芦补齐为8mm	三角手拉葫芦2T*6米；手拉葫芦	三角		MAT-000114	1
安全网/防护网	6	1	SAFE-000031	防坠安全网	防坠安全网 1.8m×6m	尺寸：1.8m×6m；材质：锦纶；网目：5cm×5cm；类型：防坠安全网	安全消防	安全网/防护网	安全网/防护网	张	80.00	CNY	按张估价，尺寸1.8m×6m	单位从平方米改为张，适合采购	定做防坠安全网；防坠安全网			SAFE-000031	1
油管护套/液压防护件（候选）	6	1	PIPE-000401	油管护套	钢制油管护套 M42*4	螺纹：M42*4；材质：钢	液压气动	油管护套/液压防护件（候选）	油管护套/液压防护件（候选）	只	18.00	CNY	按常见钢制油管护套单价估算	补齐材质：钢；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	油管护套M42*4；油管护套			PIPE-000401	1
液压气动阀	6	1	MAT-000083	气源处理双联件	气源处理双联件 G1/2	型号系列：AFC；接口口径：G1/2	液压气动	液压气动阀	液压气动阀	个	200.00	CNY	按个估价，含过滤器、减压阀、油雾器	无需补齐	AFC双联件			MAT-000083	1
牵引捆绑绳链（候选）	6	1	MAT-000211	链条	链条调节器 15T	额定载荷：15T；适配链条直径：10mm	吊装索具	牵引捆绑绳链（候选）	牵引捆绑绳链（候选）	个	45.00	CNY	按个估价	适配链条直径按常见15T调节器补齐为10mm；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	起重链条调节器15T；起重链条调节器			MAT-000211	1
监控安防	6	1	MAT-000163	监控套装	监控套装 太阳能4G三件套	供电：太阳能；通信：4G；件数：三件套（含主机、摄像头、支架）	弱电安防	监控安防	监控安防	套	800.00	CNY	按套估价	无需补齐	太阳能4G监控三件套；太阳能4G监控套装			MAT-000163	1
胶枪/施胶工具（候选新增）	6	1	TOOL-000228	胶枪	胶枪 通用 世达	规格：通用；适用：玻璃胶/硅胶	工具量具	胶枪/施胶工具（候选新增）	胶枪/施胶工具（候选新增）	把	30.00	CNY	按把估价	补充适用材料；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	世达胶枪；胶枪	世达		TOOL-000228	1
足部防护	6	1	SAFE-000024	劳保鞋	劳保鞋 高帮	帮高：高帮；尺码：42；防护等级：防砸防刺穿	劳保防护	足部防护	足部防护	双	80.00	CNY	按双估价，高帮防砸防刺穿劳保鞋	无需补齐	进口高帮劳保鞋；高帮劳保鞋			SAFE-000024	1
呼吸防护	5	1	SAFE-000013	口罩	一次性口罩 三层 50只/盒	材质：无纺布；层数：三层；包装数量：50只/盒	劳保防护	呼吸防护	呼吸防护	盒	25.00	CNY	按1盒50只估价	补齐层数、包装数量；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	一次性口罩			SAFE-000013	1
定制橡胶件（候选）	5	1	CHEM-000057	橡胶垫块	橡胶垫块 260*330*5mm	尺寸：260*330*5mm；材质：橡胶	定制加工件	定制橡胶件（候选）	定制橡胶件（候选）	块	10.00	CNY	按每块橡胶垫块估价	无需补齐	加工260*330*5橡胶垫块；橡胶垫块			CHEM-000057	1
密封垫片	5	1	CHEM-000087	胶垫	胶垫 63	规格/口径：63；类型：胶垫	设备备件	密封垫片	密封垫片	个	2.50	CNY	按个估价，单价对应单位=个	补充类型胶垫；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	63快速接头胶垫；快速接头胶垫			CHEM-000087	1
法兰	5	1	PIPE-000166	法兰	碳钢法兰 DN273 16kg	公称直径：DN273；压力等级：16kg；材质：碳钢	管材管件阀门	法兰	法兰	个	85.00	CNY	DN273碳钢法兰常见价	补齐压力等级；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	273法兰盘；法兰			PIPE-000166	1
泵油润滑设备	5	1	SPARE-000135	黄油泵	黄油泵 6L 3出口 带时控器	容量：6L；出口数：3出口；驱动：电动；配置：带时控器；电压：220V	施工机具设备	泵油润滑设备	泵油润滑设备	台	1200.00	CNY	按台估价	补充电压常见规格	电动油脂泵6L-3出口带时控器；电动油脂泵			SPARE-000135	1
消防器材	5	1	SAFE-000035	灭火器	灭火器 4KG 干粉	容量：4kg；灭火剂类型：干粉；压力：1.2MPa	安全消防	消防器材	消防器材	个	40.00	CNY	按个估价	补齐压力参数；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	4KG灭火器；灭火器			SAFE-000035	1
砂纸/磨料	5	1	TOOL-000126	石笔	石笔 单支	包装：单支	工具耗材	砂纸/磨料	砂纸/磨料	个	0.50	CNY	按单支估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	石笔			TOOL-000126	1
花篮螺丝/紧线器（候选）	5	1	MAT-000244	花篮螺丝	花篮螺丝 M14 镀锌	螺纹规格：M14；材质：碳钢；表面处理：镀锌	吊装索具	花篮螺丝/紧线器（候选）	花篮螺丝/紧线器（候选）	只	5.00	CNY	按只估价	材质补齐为碳钢	镀锌花兰扣m14；镀锌花兰扣；花篮螺丝			MAT-000244	1
钉类	5	1	MAT-CEM-000009	水泥钉	水泥钉 25mm 盒装	长度：25mm；直径：1.0mm；包装数量：100颗/盒	紧固件与连接件	钉类	钉类	盒	5.00	CNY	按每盒100颗估价，单价对应单位=盒	补充直径1.0mm（常见默认）及包装数量100颗/盒；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	水泥钉			MAT-CEM-000009	1
钢板/板材	5	1	CONST-000015	铁皮	镀锌铁皮 1.2mm 宽1m	厚度：1.2mm；表面：镀锌；宽度：1m	金属材料	钢板/板材	钢板/板材	米	15.00	CNY	按米计价，每米宽度1m，参考镀锌铁皮市场价	宽度按常见1m补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	1.2镀锌铁皮；镀锌铁皮			CONST-000015	1
销/卡簧	5	1	MAT-000144	弹性销	弹性销 M6*28 弹簧钢	直径：M6；长度：28；材质：弹簧钢	紧固件与连接件	销/卡簧	销/卡簧	只	0.30	CNY	按只估价，单价对应单位=只	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	弹性销M6*28；弹性销			MAT-000144	1
刀具耗材（候选新增）	4	1	TOOL-000207	尖凿	尖凿 五坑 大号	接口：五坑；规格：大	工具耗材	刀具耗材（候选新增）	刀具耗材（候选新增）	支	25.00	CNY	按支估价，五坑尖凿	无需补齐	大五坑尖凿；五坑尖凿；尖凿			TOOL-000207	1
工具附件（候选新增）	4	1	TOOL-000107	铁锹柄	铁锹柄 1.2米 木柄	材质：木柄；长度：1.2米	工具量具	工具附件（候选新增）	工具附件（候选新增）	支	15.00	CNY	按支估价	无需补齐				TOOL-000107	1
电源/电池	4	1	ELEC-000090	蓄电池	蓄电池 12V 20Ah	电压：12V；容量：20Ah	电气电料	电源/电池	电源/电池	个	120.00	CNY	按12V20Ah铅酸蓄电池市场均价估价；原数据缺容量，按常见20Ah补齐	容量按常见采购规格20Ah补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	12v蓄电池；蓄电池			ELEC-000090	1
管道辅材	4	1	MAT-000043	生料带	生料带 12mm*10m	宽度：12mm；长度：10m；厚度：0.1mm	管材管件阀门	管道辅材	管道辅材	卷	2.00	CNY	按12mm*10m生料带每卷估价	原单位个改为卷；补充厚度0.1mm为常见规格	生料带			MAT-000043	1
雨具	4	1	SAFE-000058	雨衣	雨衣 加厚套装	套装：是；特征：加厚	劳保防护	雨具	雨具	套	30.00	CNY	按套估价，加厚雨衣套装	无需补齐	加厚雨衣套装；雨衣套装			SAFE-000058	1
刷具附件（候选新增）	3	1	TOOL-000281	滚筒柄	滚筒柄 45cm 内螺纹	长度：45cm；接口：内螺纹	工具耗材	刷具附件（候选新增）	刷具附件（候选新增）	把	8.00	CNY	按把估价，滚筒柄	无需补齐	滚筒柄			TOOL-000281	1
办公设备	3	1	ADMIN-000022	多功能打印机	惠普多功能打印机	品牌：惠普；类型：激光多功能一体机	清洁办公后勤	办公设备	办公设备	台	2000.00	CNY	按台计价	类型按常见激光多功能一体机补齐；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	惠普多功能打印机；多功能打印机	惠普		ADMIN-000022	1
围挡护栏	3	1	SAFE-000039	伸缩杆	伸缩杆 红色 2米	颜色：红色；长度：2米；材质：铝合金	安全消防	围挡护栏	围挡护栏	个	25.00	CNY	按个估价	无需补齐	红色伸缩杆；伸缩杆			SAFE-000039	1
气动工具	3	1	TOOL-000067	风镐	风镐 G150	型号：G150	电动气动工具	气动工具	气动工具	台	500.00	CNY	按每台估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	G150风镐；风镐			TOOL-000067	1
电机/驱动件（候选）	3	1	SPARE-000122	电机	电机 5.5kW 380V	功率：5.5kW；电压：380V	设备备件	电机/驱动件（候选）	电机/驱动件（候选）	台	1500.00	CNY	按1台估价	无需补齐	电机5.5KW；电机			SPARE-000122	1
身体防护	3	1	SAFE-000089	防护服	防护服 连体加厚	款式：连体；特征：加厚	劳保防护	身体防护	身体防护	套	60.00	CNY	按套估价，连体加厚防护服	无需补齐	加厚连体裤；连体工作服；防护服			SAFE-000089	1
通风设备	3	1	ELEC-000112	排风扇	排风扇 FAD40-400 方形排气扇	型号：FAD40-400	电气电料	通风设备	通风设备	台	200.00	CNY	按FAD40-400排气扇市场均价200元/台估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	FAD40-400排气扇；排气扇		FAD40-400	ELEC-000112	1
化工原料	2	1	MAT-000146	膨润土	膨润土 抗盐型	类型：抗盐	化工胶粘涂料	化工原料	化工原料	吨	1000.00	CNY	按每吨1000元估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	抗盐膨润土			MAT-000146	1
吊装袋/吊包	2	1	MAT-000180	吊装袋	吊装袋 1吨	额定载荷：1吨；材质：聚丙烯	吊装索具	吊装袋/吊包	吊装袋/吊包	只	85.00	CNY	按只估价	材质按常见吊装袋补齐为聚丙烯	吊包1吨；吊包			MAT-000180	1
安全帽/头部防护	2	1	SAFE-000021	草帽	草帽 58cm	头围：58cm；材质：草编	劳保防护	安全帽/头部防护	安全帽/头部防护	个	15.00	CNY	按1个估价	补齐材质	草帽			SAFE-000021	1
对讲通信	2	1	MAT-000219	对讲机	对讲机 小米 二代	品牌：小米；型号：二代；频率：400-470MHz	弱电安防	对讲通信	对讲通信	部	150.00	CNY	按部估价	频率按常见400-470MHz补齐	小米二代对讲机；对讲机	小米		MAT-000219	1
建筑附属件（候选新增）	2	1	MAT-000068	雨棚	雨棚 4*4米 加厚	尺寸：4*4米；材质：PC；特征：加厚	建筑材料	建筑附属件（候选新增）	建筑附属件（候选新增）	套	400.00	CNY	按加厚4*4米PC雨棚套件估价	材质按常见PC补齐	加厚4*4米雨棚；雨棚			MAT-000068	1
气管	2	1	PIPE-000233	气管	PU气管 16mm	外径：16mm；材质：PU	液压气动	气管	气管	米	4.00	CNY	按常见PU气管每米单价估算	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	16mm气管；气管			PIPE-000233	1
脚手架配件	2	1	CONST-000008	顶托	顶托 30*500厚	规格：30*500；特征：厚	建筑材料	脚手架配件	脚手架配件	个	12.00	CNY	按个估价	无需补齐	30*500厚顶托；顶托			CONST-000008	1
