item_code	item_name	sku_name	required_specs	top_group	sub_group	material_family	unit	old_estimated_rate	reviewed_rate	ratio	pct_diff	confidence	old_price_basis	review_price_basis	review_notes
ELEC-000153	配电箱壳体	配电箱壳体 不锈钢 500*600*300 室外	材质：不锈钢；尺寸：500*600*300；安装环境：室外	电气电料	电气箱柜	电气箱柜	个	280.00	520.00	1.8571	85.71%	medium	按不锈钢配电箱壳体500*600*300市场均价估价	按单个 500*600*300 不锈钢室外配电箱壳体采购价估算	不锈钢牌号和板厚不明
METAL-000126	电柜	电柜 不锈钢内外门 1000*650*450	材质：不锈钢；结构：内外门；尺寸：1000*650*450	电气电料	电气箱柜	电气箱柜	只	500.00	1850.00	3.7000	270.00%	low	Estimated based on typical price for stainless steel cabinet with inner/outer door 1000x650x450.	按只 1000×650×450 不锈钢内外门电柜定制采购价估算	不锈钢牌号、板厚和防护等级不明
FAST-000086	膨胀止水条	膨胀止水条 5mm×30mm	规格：5mm×30mm；材质：橡胶	建筑材料	防水保温材料	防水保温材料	米	5.00	5.50	1.1000	10.00%	medium	按米估价	按每米 5mm×30mm 橡胶膨胀止水条采购价估算	品牌和膨胀倍率未明
MAT-000151	聚氨酯防水材料	聚氨酯防水材料 油性 10kg	体系：油性；包装：10kg/桶	建筑材料	防水保温材料	防水保温材料	桶	180.00	165.00	0.9167	-8.33%	medium	按桶估价，10kg	按油性聚氨酯防水材料 10kg 单桶采购价估算	品牌和执行标准未明
TOOL-000029	砖刀	砖刀 200mm	长度：200mm	工具量具	刀具/刃具	刀具/刃具	个	12.00	12.00	1.0000	0.00%	high	按个估价	按单个 200mm 砖刀瓦工工具采购价估算	无
MAT-000016	吊装带	吊装带 2T*1.5米	额定载荷：2T；长度：1.5米	吊装索具	吊带/吊装带	吊带/吊装带	根	45.00	24.00	0.5333	-46.67%	high	按根估价，常见工程吊装带价格	按单根 2T*1.5米扁平吊装带常见吊装索具采购价估算	无
TOOL-000140	热风机	热风机 2000W	功率：2000W	电动气动工具	电动工具	电动工具	个	100.00	68.00	0.6800	-32.00%	high	按单个估价	按个 2000W 通用热风机电动工具采购价估算	品牌不明，按国产普通款
CHEM-000129	不干胶标签	不干胶标签 30mm*10mm	材质：哑银PET；尺寸：30mm*10mm；每卷张数：5000张	包装覆盖周转	胶带标签	胶带标签	卷	80.00	48.00	0.6000	-40.00%	high	按卷估价，5000张/卷	按一卷哑银 PET 30mm*10mm 5000张不干胶标签采购价估算	无
TOOL-000170	螺丝刀	一字螺丝刀 6*250	头型：一字；规格：6*250mm；材质：铬钒钢	工具量具	螺丝刀/批类	螺丝刀/批类	把	12.00	12.00	1.0000	0.00%	high	按把估价	按 6*250 铬钒钢一字螺丝刀单把采购价估算	无
FAST-000118	螺杆	螺杆 M10*30 8.8级	规格：M10*30；强度等级：8.8；材质：碳钢；表面处理：发黑	紧固件与连接件	螺杆/丝杆	螺杆/丝杆	个	0.30	0.55	1.8333	83.33%	high	按8.8级M10*30碳钢螺杆单个市场价估价，单位=个	按单个 M10*30 8.8级发黑螺杆螺栓采购价估算	无
METAL-000064	螺纹钢	螺纹钢 22mm HRB400 12m	直径：22mm；牌号：HRB400；长度：12m	金属材料	钢筋/线材	钢筋/线材	条	100.00	155.00	1.5500	55.00%	medium	按条计价，每条约12米，参考螺纹钢市场价	按单条 22mm HRB400 12米螺纹钢按理论重量和零星采购价估算	钢材行情波动较大
MAT-000049	止水蝴蝶扣	止水蝴蝶扣 16*600	规格/口径：16mm；长度：600mm	紧固件与连接件	扣件/连接件	扣件/连接件	套	5.00	6.50	1.3000	30.00%	medium	按套估价，16mm*600mm止水蝴蝶扣市场价约5元/套	按套 16×600 止水蝴蝶扣或止水连接件常见采购价估算	具体组成件不明，按成套小五金
TOOL-000294	焊机地线夹	焊机地线夹 500A	额定电流：500A	焊接切割	焊机配件	焊机配件	个	15.00	15.00	1.0000	0.00%	high	按单个估价	按单个 500A 焊机地线夹采购价估算	无
ELEC-000195	电缆防水接头	电缆防水接头 M50*1.5 金属	螺纹规格：M50*1.5；材质：金属	电气电料	电缆附件	电缆附件	个	6.00	22.00	3.6667	266.67%	medium	按金属电缆防水接头M50*1.5市场均价6元/个估价	按 M50*1.5 金属电缆防水接头单个采购价估算	材质按镀镍黄铜或普通金属接头估算
TOOL-000215	梯凳	梯凳 600kg 一体 钢	承重：600kg；结构：一体；材质：钢	工具量具	登高工具（候选新增）	登高工具（候选新增）	个	300.00	420.00	1.4000	40.00%	medium	按个估价	按单个 600kg 一体钢制梯凳工业采购价估算	踏步数量和高度未明
CHEM-000056	油漆笔	油漆笔 黑色	颜色：黑色；笔尖规格：1.0mm	清洁办公后勤	办公文具	办公文具	个	3.00	3.00	1.0000	0.00%	high	按个计价	按单支黑色 1.0mm 油漆笔普通文具耗材采购价估算	无
MAT-000023	旋转吊环	旋转吊环 8吨	载荷：8吨；螺纹规格：M20	吊装索具	吊钩/吊具	吊钩/吊具	个	65.00	320.00	4.9231	392.31%	medium	按个估价	按单个 8吨 M20 旋转吊环吊点采购价估算	品牌和是否带检测证书不明
TOOL-000083	切割片	切割片 400mm 金刚石	直径：400mm；厚度：5mm；孔径：25mm；材质：金刚石	工具耗材	切磨耗材	切磨耗材	片	15.00	180.00	12.0000	1100.00%	medium	按片估价，金刚石切割片	按单片 400mm 金刚石马路切割片采购价估算	品牌和切割材质等级未明
MAT-000065	手持打码机	手持打码机 大字符	功能：大字符；类型：手持；适用：金属/塑料	施工机具设备	小型施工设备	小型施工设备	台	150.00	1850.00	12.3333	1133.33%	low	按台估价	按手持大字符打码机适用金属塑料单台采购价估算	喷印方式、耗材和品牌未明
TOOL-000305	碳刷	碳刷 43#	规格：43#	电动气动工具	工具附件	工具附件	副	3.00	6.00	2.0000	100.00%	high	按每副估价	按一副 43# 电机碳刷工具附件采购价估算	适配机型未明
SAFE-000127	红花油	红花油 20ml	容量：20ml；包装：瓶装	劳保防护	急救用品	急救用品	瓶	10.00	12.00	1.2000	20.00%	medium	按1瓶估价	按单瓶 20ml 红花油常见急救用品采购价估算	品牌不明
ELEC-000108	RJ45水晶头	RJ45水晶头 非屏蔽 Cat5e	屏蔽类型：非屏蔽；Cat等级：Cat5e	弱电安防	网络通信	网络通信	个	0.50	0.35	0.7000	-30.00%	high	按个估价	按单个非屏蔽 Cat5e RJ45 水晶头批量采购价估算	无
MAT-000114	手拉葫芦	手拉葫芦 2T 6米	额定载荷：2T；链条长度：6米；链条直径：8mm	吊装索具	葫芦/起重工具	葫芦/起重工具	台	480.00	620.00	1.2917	29.17%	medium	按台估价	按一台三角 2T 6米手拉葫芦采购价估算	具体系列和链条等级未明
SAFE-000031	防坠安全网	防坠安全网 1.8m×6m	尺寸：1.8m×6m；材质：锦纶；网目：5cm×5cm；类型：防坠安全网	安全消防	安全网/防护网	安全网/防护网	张	80.00	120.00	1.5000	50.00%	medium	按张估价，尺寸1.8m×6m	按 1.8m×6m 锦纶防坠安全网定做单张采购价估算	绳径和承载标准未明
PIPE-000401	油管护套	钢制油管护套 M42*4	螺纹：M42*4；材质：钢	液压气动	油管护套/液压防护件（候选）	油管护套/液压防护件（候选）	只	18.00	58.00	3.2222	222.22%	low	按常见钢制油管护套单价估算	按单只 M42*4 钢制油管护套液压防护件采购价估算	是否定制加工及长度未明
MAT-000083	气源处理双联件	气源处理双联件 G1/2	型号系列：AFC；接口口径：G1/2	液压气动	液压气动阀	液压气动阀	个	200.00	85.00	0.4250	-57.50%	medium	按个估价，含过滤器、减压阀、油雾器	按单个 G1/2 AFC 气源处理双联件普通气动元件采购价估算	品牌和过滤精度不明
MAT-000211	链条	链条调节器 15T	额定载荷：15T；适配链条直径：10mm	吊装索具	牵引捆绑绳链（候选）	牵引捆绑绳链（候选）	个	45.00	260.00	5.7778	477.78%	low	按个估价	按单个 15T 起重链条调节器适配 10mm 链条采购价估算	结构和认证等级不明
MAT-000163	监控套装	监控套装 太阳能4G三件套	供电：太阳能；通信：4G；件数：三件套（含主机、摄像头、支架）	弱电安防	监控安防	监控安防	套	800.00	1180.00	1.4750	47.50%	low	按套估价	按一套太阳能 4G 监控三件套采购价估算	摄像头清晰度、流量卡和电池容量未明
TOOL-000228	胶枪	胶枪 通用 世达	规格：通用；适用：玻璃胶/硅胶	工具量具	胶枪/施胶工具（候选新增）	胶枪/施胶工具（候选新增）	把	30.00	88.00	2.9333	193.33%	high	按把估价	按世达通用胶枪单把采购价估算	无
SAFE-000024	劳保鞋	劳保鞋 高帮	帮高：高帮；尺码：42；防护等级：防砸防刺穿	劳保防护	足部防护	足部防护	双	80.00	220.00	2.7500	175.00%	medium	按双估价，高帮防砸防刺穿劳保鞋	按一双高帮防砸防刺穿劳保鞋采购价估算	别名含进口但品牌不明，按中档防护鞋
SAFE-000013	口罩	一次性口罩 三层 50只/盒	材质：无纺布；层数：三层；包装数量：50只/盒	劳保防护	呼吸防护	呼吸防护	盒	25.00	12.00	0.4800	-52.00%	high	按1盒50只估价	按单盒三层一次性口罩 50只普通劳保采购价估算	无
CHEM-000057	橡胶垫块	橡胶垫块 260*330*5mm	尺寸：260*330*5mm；材质：橡胶	定制加工件	定制橡胶件（候选）	定制橡胶件（候选）	块	10.00	15.00	1.5000	50.00%	medium	按每块橡胶垫块估价	按块 260×330×5mm 橡胶垫块裁切加工价估算	橡胶材质硬度不明
CHEM-000087	胶垫	胶垫 63	规格/口径：63；类型：胶垫	设备备件	密封垫片	密封垫片	个	2.50	3.50	1.4000	40.00%	high	按个估价，单价对应单位=个	按单个 63 快速接头胶垫密封件采购价估算	无
PIPE-000166	法兰	碳钢法兰 DN273 16kg	公称直径：DN273；压力等级：16kg；材质：碳钢	管材管件阀门	法兰	法兰	个	85.00	260.00	3.0588	205.88%	medium	DN273碳钢法兰常见价	按 DN273 16kg 碳钢法兰单片工程采购价估算	按普通平焊法兰估算，标准和厚度未明
SPARE-000135	黄油泵	黄油泵 6L 3出口 带时控器	容量：6L；出口数：3出口；驱动：电动；配置：带时控器；电压：220V	施工机具设备	泵油润滑设备	泵油润滑设备	台	1200.00	1280.00	1.0667	6.67%	medium	按台估价	按单台 6L 3出口 220V 带时控电动黄油泵采购价估算	品牌和压力参数未明
SAFE-000035	灭火器	灭火器 4KG 干粉	容量：4kg；灭火剂类型：干粉；压力：1.2MPa	安全消防	消防器材	消防器材	个	40.00	65.00	1.6250	62.50%	high	按个估价	按单个 4KG 干粉灭火器常见消防器材采购价估算	无
TOOL-000126	石笔	石笔 单支	包装：单支	工具耗材	砂纸/磨料	砂纸/磨料	个	0.50	0.30	0.6000	-40.00%	high	按单支估价	按单支石笔常见焊接划线耗材采购价估算	无
MAT-000244	花篮螺丝	花篮螺丝 M14 镀锌	螺纹规格：M14；材质：碳钢；表面处理：镀锌	吊装索具	花篮螺丝/紧线器（候选）	花篮螺丝/紧线器（候选）	只	5.00	12.00	2.4000	140.00%	high	按只估价	按单只 M14 镀锌花篮螺丝采购价估算	无
MAT-CEM-000009	水泥钉	水泥钉 25mm 盒装	长度：25mm；直径：1.0mm；包装数量：100颗/盒	紧固件与连接件	钉类	钉类	盒	5.00	5.00	1.0000	0.00%	high	按每盒100颗估价，单价对应单位=盒	按 25mm 水泥钉 100颗/盒常见采购价估算	无
CONST-000015	铁皮	镀锌铁皮 1.2mm 宽1m	厚度：1.2mm；表面：镀锌；宽度：1m	金属材料	钢板/板材	钢板/板材	米	15.00	58.00	3.8667	286.67%	high	按米计价，每米宽度1m，参考镀锌铁皮市场价	按每米宽1m厚1.2mm镀锌铁皮采购价估算	按理论重量和普通镀锌板折算
MAT-000144	弹性销	弹性销 M6*28 弹簧钢	直径：M6；长度：28；材质：弹簧钢	紧固件与连接件	销/卡簧	销/卡簧	只	0.30	0.40	1.3333	33.33%	high	按只估价，单价对应单位=只	按单只 M6*28 弹簧钢弹性销常见紧固件采购价估算	无
TOOL-000207	尖凿	尖凿 五坑 大号	接口：五坑；规格：大	工具耗材	刀具耗材（候选新增）	刀具耗材（候选新增）	支	25.00	25.00	1.0000	0.00%	medium	按支估价，五坑尖凿	按支大号五坑尖凿电锤凿头采购价估算	品牌和长度不明
TOOL-000107	铁锹柄	铁锹柄 1.2米 木柄	材质：木柄；长度：1.2米	工具量具	工具附件（候选新增）	工具附件（候选新增）	支	15.00	10.00	0.6667	-33.33%	high	按支估价	按单支 1.2米木质铁锹柄采购价估算	无
ELEC-000090	蓄电池	蓄电池 12V 20Ah	电压：12V；容量：20Ah	电气电料	电源/电池	电源/电池	个	120.00	135.00	1.1250	12.50%	medium	按12V20Ah铅酸蓄电池市场均价估价；原数据缺容量，按常见20Ah补齐	按 12V 20Ah 蓄电池普通铅酸电池采购价估算	电池类型和品牌未明
MAT-000043	生料带	生料带 12mm*10m	宽度：12mm；长度：10m；厚度：0.1mm	管材管件阀门	管道辅材	管道辅材	卷	2.00	1.20	0.6000	-40.00%	high	按12mm*10m生料带每卷估价	按单卷 12mm*10m 生料带常见采购价估算	无
SAFE-000058	雨衣	雨衣 加厚套装	套装：是；特征：加厚	劳保防护	雨具	雨具	套	30.00	55.00	1.8333	83.33%	high	按套估价，加厚雨衣套装	按单套加厚雨衣套装常见劳保采购价估算	无
TOOL-000281	滚筒柄	滚筒柄 45cm 内螺纹	长度：45cm；接口：内螺纹	工具耗材	刷具附件（候选新增）	刷具附件（候选新增）	把	8.00	10.00	1.2500	25.00%	high	按把估价，滚筒柄	按把 45cm 内螺纹滚筒柄常见刷具附件采购价估算	无
ADMIN-000022	多功能打印机	惠普多功能打印机	品牌：惠普；类型：激光多功能一体机	清洁办公后勤	办公设备	办公设备	台	2000.00	1800.00	0.9000	-10.00%	medium	按台计价	按一台惠普激光多功能一体机办公采购价估算	具体型号未明，按入门办公激光一体机
SAFE-000039	伸缩杆	伸缩杆 红色 2米	颜色：红色；长度：2米；材质：铝合金	安全消防	围挡护栏	围挡护栏	个	25.00	28.00	1.1200	12.00%	medium	按个估价	按 2米红色铝合金伸缩杆围挡配件采购价估算	连接头形式未明
TOOL-000067	风镐	风镐 G150	型号：G150	电动气动工具	气动工具	气动工具	台	500.00	650.00	1.3000	30.00%	medium	按每台估价	按单台 G150 气动风镐采购价估算	品牌和是否含钎杆未明
SPARE-000122	电机	电机 5.5kW 380V	功率：5.5kW；电压：380V	设备备件	电机/驱动件（候选）	电机/驱动件（候选）	台	1500.00	950.00	0.6333	-36.67%	medium	按1台估价	按单台 5.5kW 380V 国产普通三相电机采购价估算	能效等级和安装形式不明
SAFE-000089	防护服	防护服 连体加厚	款式：连体；特征：加厚	劳保防护	身体防护	身体防护	套	60.00	55.00	0.9167	-8.33%	medium	按套估价，连体加厚防护服	按套连体加厚防护服或工作服常见劳保采购价估算	材质和一次性或可重复使用不明
ELEC-000112	排风扇	排风扇 FAD40-400 方形排气扇	型号：FAD40-400	电气电料	通风设备	通风设备	台	200.00	260.00	1.3000	30.00%	medium	按FAD40-400排气扇市场均价200元/台估价	按一台 FAD40-400 方形排气扇采购价估算	品牌未明，按国产普通 400mm 排风扇
MAT-000146	膨润土	膨润土 抗盐型	类型：抗盐	化工胶粘涂料	化工原料	化工原料	吨	1000.00	1350.00	1.3500	35.00%	low	按每吨1000元估价	按抗盐型膨润土吨包工程化工原料采购价估算	指标、包装和运输距离影响较大
MAT-000180	吊装袋	吊装袋 1吨	额定载荷：1吨；材质：聚丙烯	吊装索具	吊装袋/吊包	吊装袋/吊包	只	85.00	32.00	0.3765	-62.35%	high	按只估价	按单只 1吨聚丙烯吊装袋吨袋采购价估算	规格尺寸未明，按常规吨袋
SAFE-000021	草帽	草帽 58cm	头围：58cm；材质：草编	劳保防护	安全帽/头部防护	安全帽/头部防护	个	15.00	12.00	0.8000	-20.00%	high	按1个估价	按单个 58cm 草帽普通劳保采购价估算	无
MAT-000219	对讲机	对讲机 小米 二代	品牌：小米；型号：二代；频率：400-470MHz	弱电安防	对讲通信	对讲通信	部	150.00	249.00	1.6600	66.00%	high	按部估价	按部小米二代 400-470MHz 对讲机常见采购价估算	渠道库存可能影响价格
MAT-000068	雨棚	雨棚 4*4米 加厚	尺寸：4*4米；材质：PC；特征：加厚	建筑材料	建筑附属件（候选新增）	建筑附属件（候选新增）	套	400.00	2200.00	5.5000	450.00%	low	按加厚4*4米PC雨棚套件估价	按一套 4*4米加厚 PC 雨棚材料采购价估算	结构形式、支架和安装是否包含未明
PIPE-000233	气管	PU气管 16mm	外径：16mm；材质：PU	液压气动	气管	气管	米	4.00	5.50	1.3750	37.50%	high	按常见PU气管每米单价估算	按外径16mm PU气管每米采购价估算	无
CONST-000008	顶托	顶托 30*500厚	规格：30*500；特征：厚	建筑材料	脚手架配件	脚手架配件	个	12.00	15.00	1.2500	25.00%	high	按个估价	按单个 30*500 厚型脚手架顶托采购价估算	表面处理未明
PIPE-000271	软连接	法兰软连接 65*50	两端口径：65mm*50mm；连接方式：法兰	管材管件阀门	软连接	软连接	个	35.00	130.00	3.7143	271.43%	medium	按65*50法兰软连接每个估价	按单个 65*50 法兰式橡胶软连接采购价估算	压力等级和法兰标准不明
MAT-000159	井盖	污水井盖 580	用途：污水；规格：580	建筑材料	井盖/道路附属件	井盖/道路附属件	个	200.00	160.00	0.8000	-20.00%	low	按常见污水井盖580单价估价	按个 580 规格污水井盖常见建材采购价估算	材质、承重等级和井盖类型不明
MAT-000204	货架	货架 2m*2m*0.6m	特征：加厚；尺寸：2m*2m*0.6m	清洁办公后勤	仓储用品	仓储用品	套	200.00	680.00	3.4000	240.00%	medium	按套计价，加厚货架2m*2m*0.6m	按一套 2m*2m*0.6m 加厚仓储货架采购价估算	层数和承重未明，按常见中型货架
CONST-000007	土工布	土工布 200g/m² 宽4m	材质：涤纶；克重：200g/m²；宽度：4m	建筑材料	土工材料	土工材料	平方米	2.00	2.30	1.1500	15.00%	high	按每平方米单价估价，宽4m	按 200g/m² 宽4m 涤纶土工布每平方米采购价估算	无
SAFE-000063	防滑橡胶垫	防滑橡胶垫 5mm	厚度：5mm；材质：橡胶；宽度：1m	安全消防	地面防护	地面防护	平方米	30.00	55.00	1.8333	83.33%	medium	按平方米估价，宽度按1m计	按每平方米 5mm 厚 1m宽防滑橡胶垫采购价估算	橡胶材质和花纹未明
TOOL-000271	宝塔钻头开孔器	宝塔钻头开孔器 4-52mm	规格范围：4-52mm	工具耗材	开孔器	开孔器	套	35.00	78.00	2.2286	122.86%	medium	按套估价	按单套 4-52mm 宝塔钻头开孔器常见工具采购价估算	套件组成和材质不明
SPARE-000129	导流罩	导流罩 QJB-4/6 不锈钢	适配型号：QJB-4/6；材质：不锈钢	设备备件	搅拌机配件（候选）	搅拌机配件（候选）	只	300.00	950.00	3.1667	216.67%	low	按只估价，单价对应单位=只	按只 QJB-4/6 不锈钢导流罩设备配件定制采购价估算	适配尺寸、板厚和原厂属性不明
MAT-000190	吊车垫块	吊车垫块 500×500×60mm	材质：尼龙；尺寸：500×500×60mm；承载：大吨位	施工机具设备	支垫件/垫块（候选）	支垫件/垫块（候选）	块	100.00	780.00	7.8000	680.00%	medium	按块估价	按单块 500×500×60mm 尼龙吊车垫块采购价估算	尼龙等级和承载认证未明
TOOL-000094	表笔	表笔 摇表用	适用设备：摇表；类型：测试表笔；插头类型：香蕉头	工具量具	检测仪器配件（候选新增）	检测仪器配件（候选新增）	个	5.00	35.00	7.0000	600.00%	medium	按摇表用表笔市场价估价，单价对应单位=个	按摇表用香蕉头测试表笔一副采购价估算	表笔规格和耐压等级未明
MAT-000174	耦合剂	耦合剂 100mL	容量：100mL；类型：超声耦合剂	工具量具	检测耗材	检测耗材	支	15.00	8.00	0.5333	-46.67%	high	按超声耦合剂市场价估价，单价对应单位=支	按单支 100mL 超声耦合剂检测耗材采购价估算	无
CHEM-000050	橡胶板	橡胶板 2cm 普通橡胶	厚度：2cm；材质：普通橡胶	化工胶粘涂料	橡胶材料	橡胶材料	千克	10.00	10.50	1.0500	5.00%	medium	按每千克10元估价	按每千克 2cm 普通橡胶板材料采购价估算	胶料品质和硬度不明
MAT-000129	PAC污水处理剂	PAC 28% 污水处理剂	类型：PAC；含量：28%	化工胶粘涂料	水处理剂	水处理剂	吨	2000.00	1650.00	0.8250	-17.50%	medium	按每吨2000元估价	按每吨 28% PAC 污水处理剂工业级散批采购价估算	地区运费、包装和含量检测会影响单价
METAL-000159	保温水箱	不锈钢保温水箱 5T	材质：不锈钢；容量：5T；形状：圆形；保温层：聚氨酯	施工机具设备	水箱容器（候选）	水箱容器（候选）	个	2500.00	12000.00	4.8000	380.00%	low	按个估价	按单个 5T 圆形不锈钢聚氨酯保温水箱采购价估算	不锈钢牌号、板厚和运输安装未明
TOOL-000155	液压扳手套装	液压扳手套装 恩耐克 2000N.m	品牌：恩耐克；扭矩范围：2000N.m；驱动轴：3/4英寸	工具量具	液压工具	液压工具	套	5000.00	28500.00	5.7000	470.00%	low	按套估价	按恩耐克 2000N.m 3/4英寸液压扳手套装采购价估算	是否含泵站、油管和套筒未明，品牌溢价较大
WELD-000026	电焊机	电焊机 200A 含焊线	额定电流：200A；配置：含焊线	焊接切割	焊接设备/焊机（候选）	焊接设备/焊机（候选）	套	300.00	520.00	1.7333	73.33%	medium	按常见工程采购价估算，单价对应单位=套	按一套 200A 含焊线逆变电焊机采购价估算	品牌和焊线长度未明
SPARE-000096	设备垫块	设备垫块 86×65 合成纤维	尺寸：86×65mm；材质：合成纤维	设备备件	设备垫块/缓冲件（候选）	设备垫块/缓冲件（候选）	个	5.00	15.00	3.0000	200.00%	low	按1个估价	按单个 86*65mm 合成纤维设备垫块小批量备件价估算	厚度和承载要求不明
TOOL-000181	混凝土试模	混凝土试模 150*150*150	尺寸：150*150*150mm；材质：铸铁	工具量具	试验器具（候选新增）	试验器具（候选新增）	个	80.00	65.00	0.8125	-18.75%	high	按个估价	按个 150×150×150mm 铸铁混凝土试模采购价估算	无
PIPE-000186	Y型过滤器	Y型法兰过滤器 DN80	公称直径：DN80；连接：法兰	管材管件阀门	过滤器/水处理附件	过滤器/水处理附件	个	80.00	320.00	4.0000	300.00%	medium	按DN80Y型法兰过滤器每个估价	按单个 DN80 法兰 Y型过滤器采购价估算	材质和压力等级未明，按普通工程阀件
MAT-000109	窗户	窗户 定制 铝合金 推拉	材质：铝合金；尺寸：定制；开启方式：推拉；定制：是	建筑材料	门窗构件（候选新增）	门窗构件（候选新增）	个	500.00	780.00	1.5600	56.00%	low	按个估价，定制型	按定制铝合金推拉窗单个常见门窗采购价估算	尺寸未给，按普通小窗估算
MAT-000162	防潮剂	防潮剂 1KG/包 工业	包装：1KG；用途：工业	化工胶粘涂料	防潮材料	防潮材料	包	10.00	9.00	0.9000	-10.00%	medium	按包计价，每包1KG，10元	按单包 1kg 工业防潮剂采购价估算	干燥剂成分未明
SPARE-000100	鼓风机	鼓风机 2.2kW	功率：2.2kW；电压：380V；风量：2000m³/h；风压：1500Pa	施工机具设备	风机设备（候选）	风机设备（候选）	个	800.00	1680.00	2.1000	110.00%	medium	按个估价	按单台 2.2kW 380V 约2000m3/h 1500Pa 鼓风机采购价估算	风机形式和品牌不明
