type_id	attribute_key	display_name	requirement	value_type	unit	enum_values	affects_sku_identity	display_order	description
MT-617B3FC8E4B5	material	材质	optional	text			true	2	如不锈钢
MT-61B9E5E11D72	spec	规格	required	text			true	1	如通用
MT-61B9E5E11D72	clip_type	类型	optional	text			true	2	
MT-61D3467E01CF	material	材质	required	text			true	1	如不锈钢
MT-61D3467E01CF	size	口径	required	text			true	2	如4寸（DN100）
MT-61D3467E01CF	pressure_grade	压力等级	optional	text			true	3	如1.0MPa、1.6MPa
MT-61D3467E01CF	connection_type	连接方式	optional	text			true	4	如胶接
MT-62AB043F587F	model	型号	required	text			true	1	如无则留空
MT-62AB043F587F	cable_length_m	线长	required	number	m		true	2	如3m、6m。
MT-62D7CBA985DA	dimensions	尺寸	optional	text			true	1	如1.2米*0.6米
MT-62D7CBA985DA	style	样式	optional	enum		手持；桶式；卧式；立式	true	2	吸尘器的结构形式。
MT-62D7CBA985DA	material	材质	optional	text			true	3	如不锈钢
MT-632AC2166D3A	interface_size	接口	required	text			true	1	如G1/2
MT-632AC2166D3A	temperature_control	冷热控制	optional	enum		单冷；双控	true	2	单冷或冷热双控
MT-632AC2166D3A	actuation_type	类型	optional	enum		手动；按压；感应；延时自动关闭	true	3	启闭方式/延时关闭等类型
MT-632AC2166D3A	mounting_hole_count	安装孔数	optional	enum		单孔；双孔；三孔	true	4	台面安装孔数量
MT-632AC2166D3A	application	用途	optional	text			true	5	给水、排水、线缆保护等；同规格不同用途应区分为不同SKU
MT-632AC2166D3A	shape	形状	optional	text			true	6	如方凳、圆凳
MT-632AC2166D3A	material	材质	optional	text			true	7	如不锈钢
MT-636631006F38	rated_load	额定载荷	optional	text	T		true	1	如15T。
MT-636631006F38	tool_type	类型	optional	text			true	2	如双钩紧线器。
MT-63EC0EF307BC	brand	品牌	optional	text			true	1	如海飞丝
MT-63EC0EF307BC	color	颜色	optional	text			true	2	如透明
MT-63EC0EF307BC	usage	用途	optional	text			true	3	如扣压。
MT-63EC0EF307BC	feature	特征	optional	text			true	4	如厚
MT-63EC0EF307BC	package_capacity	包装容量	optional	text			true	5	如20kg/桶。
MT-6439BA44CB61	material	材质	optional	text			true	1	如不锈钢
MT-6439BA44CB61	dimensions	尺寸	optional	text			true	2	如1.2米*0.6米
MT-6439BA44CB61	content_type	标识内容类型	optional	text			true	3	如货号、数字、标志。
MT-646840C3AFFB	material	材质	required	text			true	1	如不锈钢
MT-646840C3AFFB	structure	结构	required	text			true	2	其他结构特征
MT-646840C3AFFB	dimension	规格/尺寸	required	text			true	3	如34*75cm。
MT-65B2E2E7AFA2	power	匹数	required	text			true	1	如3匹、大1.5匹、1.5匹
MT-65B2E2E7AFA2	material	材质	optional	text			true	2	如不锈钢
MT-65B2E2E7AFA2	voltage	电压	required	text			true	3	
MT-65CBEE602D09	diameter	直径	required	text			true	1	如1.5米
MT-65CBEE602D09	length	长度	required	number	m		true	2	如1
MT-65CBEE602D09	material	材质	required	text			true	3	如不锈钢
MT-65CBEE602D09	brand	品牌	optional	text			true	4	如海飞丝
MT-65DE63FDC3EB	length	长度	required	number	m		true	1	如1
MT-65DE63FDC3EB	rated_current	额定电流	required	number	A		true	2	如100A
MT-65DE63FDC3EB	material	材质	optional	text			true	3	如不锈钢
MT-663D0AD47CE1	material_type	材质	required	text			true	1	如铸铁
MT-663D0AD47CE1	width	宽度	required	number	mm		true	2	如50
MT-664197807A55	specification	规格	required	text			true	1	如65*20*1
MT-664197807A55	material	材质	required	text			true	2	如不锈钢
MT-664197807A55	surface_treatment	表面处理	optional	text			true	3	镀锌等
MT-67759ACDB2EB	material	材质	optional	text			true	1	如不锈钢
MT-67759ACDB2EB	dimensions	尺寸	optional	text			true	2	如1.2米*0.6米
MT-67759ACDB2EB	type	类型	optional	text			true	3	如变频
MT-67888F35BD96	brand	品牌	optional	text			true	1	如海飞丝
MT-67888F35BD96	package_capacity	包装容量	optional	text			true	2	如20kg/桶。
MT-67BA543B480B	structure	结构	optional	text			true	1	其他结构特征
MT-67BA543B480B	power	匹数	required	text			true	2	如3匹、大1.5匹、1.5匹
MT-67BA543B480B	light_source	光源	optional	text			true	3	如LED
MT-67D913D032F1	material	材质	optional	text			true	1	如不锈钢
MT-67D913D032F1	voltage	电压	required	text			true	2	
MT-67D913D032F1	power	匹数	required	text			true	3	如3匹、大1.5匹、1.5匹
MT-67F82BF77FB0	voltage	电压	required	text			true	1	
MT-67F82BF77FB0	size_mm	规格（mm）	required	number	mm		true	2	如36mm、46mm、55mm。
MT-68D70D679F4F	rated_current_a	额定电流	required	number	A		true	1	如100A。
MT-69E7B9B860AF	material	材质	optional	text			true	1	如不锈钢
MT-69E7B9B860AF	process	工艺	optional	text			true	2	如焊接
MT-69E7B9B860AF	character_range	字符范围	optional	text			true	3	如01-50。
MT-69E7B9B860AF	characters	字符	optional	text			true	4	如定制。
MT-6AC66FBA9A6C	characters	字符	optional	text			true	1	如定制。
MT-6AC66FBA9A6C	material	材质	optional	text			true	2	如不锈钢
MT-6AC66FBA9A6C	font_height	字高	optional	number	mm		true	3	如100mm。
MT-6AC66FBA9A6C	template_type	类型	optional	text			true	4	如镂空喷涂模板。
MT-6BB67091F91F	material	材质	optional	text			true	1	如不锈钢
MT-6BB67091F91F	dimensions	尺寸	optional	text			true	2	如1.2米*0.6米
MT-6BB67091F91F	processing	加工	optional	text			true	3	如扣压；不据此推断成环。
MT-6BEA4F7B08F9	material	材质	optional	text			true	1	如不锈钢
MT-6BEA4F7B08F9	applicable_diameter_range	适用钢丝绳直径	optional	text	mm		true	2	如6-12mm。
MT-6BEA4F7B08F9	usage	用途	optional	text			true	3	如扣压。
MT-6BF7BFA0E0B8	dimensions	尺寸	optional	text			true	1	如1.2米*0.6米
MT-6BF7BFA0E0B8	material	材质	optional	text			true	2	如不锈钢
MT-6BF7BFA0E0B8	feature	特征	optional	text			true	3	如厚
MT-6C33E0A79B78	power	匹数	required	text			true	1	如3匹、大1.5匹、1.5匹
MT-6C33E0A79B78	interface	接口	required	text			true	2	如外丝转内丝
MT-6C87FDD9B380	length	长度	required	number	m		true	1	如1
MT-6C87FDD9B380	material	材质	optional	text			true	2	如不锈钢
MT-6C87FDD9B380	thread_size	口径	optional	text			true	3	
MT-6CE0EFC00956	poles	极数	required	text			true	1	如2P、3P、4P。
MT-6CE0EFC00956	rated_current_a	额定电流	required	number	A		true	2	如100A。
MT-6CE0EFC00956	rated_voltage_v	额定电压	optional	number	V		true	3	如250V。
MT-6D2BFB2BBF33	material	材质	required	text			true	1	如不锈钢
MT-6D2BFB2BBF33	structure	结构	optional	text			true	2	其他结构特征
MT-6D2BFB2BBF33	size	口径	optional	text			true	3	如4寸（DN100）
MT-6D9419806083	specification	规格	optional	text			true	1	如65*20*1
MT-6D9419806083	nominal_size	公称通径	optional	text			true	2	如DN50、DN80
MT-6D9419806083	pressure	压力	optional	text			true	3	如高压
MT-6D9419806083	connection	连接	optional	text			true	4	如内外牙
MT-6D9419806083	structure	结构	optional	text			true	5	其他结构特征
MT-6D9419806083	feature	特征	optional	text			true	6	如厚
MT-6D9419806083	applicable_equipment	适用设备	optional	text			true	7	适用设备或工况
MT-6D9419806083	material	材质	optional	text			true	8	如不锈钢
MT-6DCF22B62A16	model	型号	optional	text			true	1	如无则留空
MT-6DCF22B62A16	voltage	电压	optional	text			true	2	
MT-6DCF22B62A16	interface	接口	optional	text			true	3	如外丝转内丝
MT-6DF6729A82C8	material	材质	required	text			true	1	如不锈钢
MT-6DF6729A82C8	size	口径	required	text			true	2	如4寸（DN100）
MT-6DF6729A82C8	surface_treatment	表面处理	optional	text			true	3	镀锌等
MT-6E6D6F625138	applicable_object	适配对象	optional	text			true	1	适配对象，如劳动车
MT-6E6D6F625138	packaging	包装	optional	text			true	2	如大包
MT-6EA7B03C5756	length	长度	required	number	m		true	1	如1
MT-6FFBB6BCE331	material	材质	required	text			true	1	如不锈钢
MT-6FFBB6BCE331	nominal_size	公称通径	required	text			true	2	如DN50、DN80
MT-6FFBB6BCE331	interface	接口	optional	text			true	3	如外丝转内丝
MT-6FFBB6BCE331	length	长度	optional	number	m		true	4	如1
MT-6FFBB6BCE331	wall_thickness	壁厚	optional	number	mm		true	5	壁厚，如3.5mm
MT-6FFBB6BCE331	processing_content	加工内容	optional	text			true	6	如定尺、带牙
MT-6FFBB6BCE331	purpose	用途	optional	text			true	7	如防火涂层检测
MT-70CAF787785B	diameter	直径	required	text			true	1	如1.5米
MT-7135B337CE61	blade_size	尺寸	optional	text			true	1	
MT-7135B337CE61	material	材质	optional	text			true	2	如不锈钢
MT-71507D1D4A80	material	材质	required	text			true	1	如不锈钢
MT-71507D1D4A80	size	口径	required	text			true	2	如4寸（DN100）
MT-7262E4DF8F8B	material	材质	required	text			true	1	如不锈钢
MT-7262E4DF8F8B	spec	规格	required	text			true	2	如通用
MT-72DE55895C88	width	宽度	required	number	mm		true	1	如50
MT-72DE55895C88	length	长度	required	number	m		true	2	如1
MT-72DE55895C88	material	材质	optional	text			true	3	如不锈钢
MT-730ABDA2E578	brand	品牌	optional	text			true	1	如海飞丝
MT-730ABDA2E578	color	颜色	optional	text			true	2	如透明
MT-730ABDA2E578	package_capacity	包装容量	optional	text			true	3	如20kg/桶。
MT-736D35DF9032	size	口径	required	text			true	1	如4寸（DN100）
MT-736D35DF9032	strength_grade	强度等级	optional	text			true	2	8.8、12.9等
MT-73BAC5D3B018	interface	接口	required	text			true	1	如外丝转内丝
MT-73BAC5D3B018	length	长度	required	number	m		true	2	如1
MT-73EF510574D5	rated_load	额定载荷	optional	text	T		true	1	如15T。
MT-7400E07ACF55	buoyancy_level	浮力等级	optional	text			true	1	
MT-7400E07ACF55	size	口径	optional	text			true	2	如4寸（DN100）
MT-740837097BDE	nominal_size	公称通径	required	text			true	1	如DN50、DN80
MT-740837097BDE	feature	特征	optional	text			true	2	如厚
MT-740837097BDE	material	材质	optional	text			true	3	如不锈钢
MT-7428CECCA622	model	型号	required	text			true	1	如无则留空
MT-7428CECCA622	material	材质	optional	text			true	2	如不锈钢
MT-7428CECCA622	compatible_welder	适用焊机	optional	text			true	3	如二保焊机。
MT-744EFD05B826	mount_type	安装方式	optional	text			true	1	如挂壁
MT-744EFD05B826	control_type	控制方式	optional	text			true	2	如遥控
MT-74E5601A05D1	dimensions	尺寸	optional	text			true	1	如1.2米*0.6米
MT-74E5601A05D1	material	材质	optional	text			true	2	如不锈钢
MT-753F74324758	specification	规格	required	text			true	1	如65*20*1
MT-753F74324758	material	材质	required	text			true	2	如不锈钢
MT-753F74324758	surface_treatment	表面处理	optional	text			true	3	镀锌等
MT-758E758E96FA	size	口径	required	text			true	1	如4寸（DN100）
MT-758E758E96FA	material	材质	optional	text			true	2	如不锈钢
MT-75C7EB27E458	compatible_chuck_size	适配夹头规格	required	text			true	1	如1.5-13mm。
MT-75FB55415168	angle	角度	required	text			true	1	如90°
MT-75FB55415168	interface	接口	required	text			true	2	如外丝转内丝
MT-76B7F855ABDD	power_supply	供电	optional	text			true	1	如太阳能、市电
MT-76B7F855ABDD	communication	通信方式	optional	text			true	2	如4G、WiFi、有线
MT-76B7F855ABDD	component_count	件数/组成	optional	text			true	3	如三件套（含主机、摄像头、支架）
MT-76D7E07CE67E	applicable_equipment	适用设备	optional	text			true	1	适用设备或工况
MT-76D7E07CE67E	model	型号	optional	text			true	2	如无则留空
MT-76D7E07CE67E	brand	品牌	optional	text			true	3	如海飞丝
MT-76D7E07CE67E	original	原装	optional	enum		是；否	true	4	是否为原装件
MT-76EB3DF1493B	material	材质	required	text			true	1	如不锈钢
MT-76EB3DF1493B	size	口径	required	text			true	2	如4寸（DN100）
MT-77D73CEF4ECF	color	颜色	required	text			true	1	如透明
MT-77D73CEF4ECF	capacity	容量	optional	text			true	2	如1.7L
MT-77F38575DBC0	model	型号	required	text			true	1	如无则留空
MT-77F38575DBC0	specification	规格	required	text			true	2	如65*20*1
MT-77F6BE61F2F9	applicable_model	适配型号	required	text			true	1	适配泥浆泵型号，如BW-250
MT-77F6BE61F2F9	material	材质	optional	text			true	2	如不锈钢
MT-786E1F5DE6F1	capacity	容量	optional	text			true	1	如1.7L
MT-786E1F5DE6F1	material	材质	optional	text			true	2	如不锈钢
MT-78AB084102B5	dimension	规格/尺寸	required	text			true	1	如34*75cm。
MT-78AB084102B5	material	材质	required	text			true	2	如不锈钢
MT-794232B0188E	material	材质	optional	text			true	1	如不锈钢
MT-794232B0188E	capacity	容量	optional	text			true	2	如1.7L
MT-794232B0188E	has_lid	是否带盖	optional	enum		是；否	true	3	
MT-798D6CADF8E3	specification	规格	optional	text			true	1	如65*20*1
MT-798D6CADF8E3	rated_current	额定电流	required	number	A		true	2	如100A
MT-798D6CADF8E3	number_of_ways	回路数	optional	number	位		true	3	端子排包含的接线位数
MT-79A4EC7E0BC9	rated_load	额定载荷	required	text	T		true	1	如15T。
MT-7A0EC42749B9	length	长度	optional	number	m		true	1	如1
MT-7A0EC42749B9	function	功能	optional	text			true	2	如冷暖
MT-7A0EC42749B9	shape	形状	optional	text			true	3	如方凳、圆凳
MT-7A0EC42749B9	light_source	光源	optional	text			true	4	如LED
MT-7A225E74D037	package_capacity	包装容量	optional	text			true	1	如20kg/桶。
MT-7A84B38CEDD9	grass_height	草高	required	text			true	1	如3.0
MT-7A84B38CEDD9	density	密度	optional	text			true	2	如常用密度
MT-7A84B38CEDD9	color	颜色	optional	text			true	3	如透明
MT-7A84B38CEDD9	feature	特征	optional	text			true	4	如厚
MT-7A84B38CEDD9	backing	背胶	optional	boolean			true	5	是否带背胶
MT-7AAB9B7E4983	width	宽度	optional	number	mm		true	1	如50
MT-7AAB9B7E4983	length	长度	optional	number	m		true	2	如1
MT-7AAB9B7E4983	color	颜色	optional	text			true	3	如透明
MT-7AAB9B7E4983	material	材质	optional	text			true	4	如不锈钢
MT-7AAB9B7E4983	brand	品牌	optional	text			true	5	如海飞丝
MT-7B5749411F6B	model	型号	optional	text			true	1	如无则留空
MT-7B5749411F6B	packaging	包装	optional	text			true	2	如大包
MT-7B5749411F6B	brand	品牌	optional	text			true	3	如海飞丝
MT-7B6E8B21E377	capacity	容量	required	text			true	1	如1.7L
MT-7B6E8B21E377	brand	品牌	optional	text			true	2	如海飞丝
MT-7BAFDC89B00A	medium	介质	required	text			true	1	如油
MT-7BAFDC89B00A	interface	接口	required	text			true	2	如外丝转内丝
MT-7C8DBEF4C3A9	rated_load	额定载荷	required	text	T		true	1	如15T。
MT-7C8DBEF4C3A9	standard	标准	optional	enum		国标；美式	true	2	国标或美式。
MT-7CC28F9690C4	specification	规格	required	text			true	1	如65*20*1
MT-7CC28F9690C4	material	材质	required	text			true	2	如不锈钢
MT-7CC28F9690C4	surface_treatment	表面处理	optional	text			true	3	镀锌等
MT-7CC4128E26E2	model	型号	optional	text			true	1	如无则留空
MT-7CC4128E26E2	capacity	容量	required	text			true	2	如1.7L
MT-7CF2F4264F59	material	材质	required	text			true	1	如不锈钢
MT-7CF2F4264F59	size	口径	required	text			true	2	如4寸（DN100）
MT-7D0D5817EC9E	spec	规格	required	text			true	1	如通用
MT-7D0D5817EC9E	material	材质	required	text			true	2	如不锈钢
MT-7D0D5817EC9E	surface_treatment	表面处理	optional	text			true	3	镀锌等
MT-7D0D5817EC9E	length	长度	optional	number	m		true	4	如1
MT-7D2FB42EE464	specification	规格	required	text			true	1	如65*20*1
MT-7D2FB42EE464	shielded	屏蔽	optional	enum		是；否	true	2	是否屏蔽
MT-7D2FB42EE464	model	型号	optional	text			true	3	如无则留空
MT-7DC217FA22EE	material	材质	required	text			true	1	如不锈钢
MT-7DC217FA22EE	size	口径	required	text			true	2	如4寸（DN100）
MT-7DC217FA22EE	angle	角度	optional	text			true	3	如90°
MT-7E3ED09831EA	power	匹数	required	text			true	1	如3匹、大1.5匹、1.5匹
MT-7E3ED09831EA	type	类型	optional	text			true	2	如变频
MT-7E3ED09831EA	function	功能	optional	text			true	3	如冷暖
MT-7E3ED09831EA	energy_efficiency	能效等级	optional	text			true	4	如1级
MT-7E5B43E6368C	thread_spec	螺纹规格	required	text			true	1	如M32*2
MT-7E5B43E6368C	tube_size	适用气管外径	required	text			true	2	如8mm
MT-7E5B43E6368C	material	材质	optional	text			true	3	如不锈钢
MT-7EE0F8C042F1	medium	介质	required	text			true	1	如油
MT-7EE0F8C042F1	range	量程	required	text			true	2	如1000A、2000A
MT-7EE0F8C042F1	accuracy	精度	optional	text			true	3	如±2.5%、±3%
MT-7F1C66A0A4C6	thickness	厚度	required	text			true	1	如3mm
MT-7F1C66A0A4C6	width	宽度	required	number	mm		true	2	如50
MT-7F1C66A0A4C6	surface_treatment	表面处理	required	text			true	3	镀锌等
MT-7FC51D35E452	specification	规格	optional	text			true	1	如65*20*1
MT-7FC51D35E452	material	材质	required	text			true	2	如不锈钢
MT-7FC51D35E452	with_identification_plate	带标识牌	optional	boolean			true	3	是否包含标识牌
MT-7FE169319A1F	size	口径	required	text			true	1	如4寸（DN100）
MT-7FE169319A1F	feature	特征	optional	text			true	2	如厚
MT-7FE3B28ED599	length_range	长度范围	required	text	m		true	1	如1.2-2.4m。
MT-7FE3B28ED599	interface_size	接口	required	text			true	2	如G1/2
MT-8042D2CB901C	type	类型	optional	text			true	1	如变频
MT-808AE839E55B	brand	品牌	optional	text			true	1	如海飞丝
MT-808AE839E55B	material	材质	optional	text			true	2	如不锈钢
MT-808AE839E55B	specification	规格	optional	text			true	3	如65*20*1
MT-80E4695971B8	hole_configuration	孔位	required	text			true	1	如5孔。
MT-80E4695971B8	cable_length_m	线长	required	number	m		true	2	如3m、6m。
MT-80E4695971B8	rated_current_a	额定电流	required	number	A		true	3	如100A。
MT-80E4695971B8	rated_voltage_v	额定电压	required	number	V		true	4	如250V。
MT-80E4695971B8	structure	结构	optional	text			true	5	其他结构特征
MT-80E4695971B8	brand	品牌	optional	text			true	6	如海飞丝
MT-80FD0107910D	poles	极数	required	text			true	1	如2P、3P、4P。
MT-80FD0107910D	rated_current_a	额定电流	required	number	A		true	2	如100A。
MT-80FD0107910D	overcurrent_protection	是否带过载保护	optional	boolean			true	3	无法确定时留空。
MT-80FD0107910D	rated_voltage_v	额定电压	optional	number	V		true	4	如250V。
MT-8153F2516072	interface	接口	required	text			true	1	如外丝转内丝
MT-8153F2516072	size	口径	optional	text			true	2	如4寸（DN100）
MT-8155D2AB2365	compatible_system	配套体系	required	text			true	1	如地坪漆。
MT-8155D2AB2365	coated_layer	配套层次	required	enum		面漆；底漆	true	2	固化剂对应的漆层。
MT-8155D2AB2365	package_capacity	包装容量	optional	text			true	3	如20kg/桶。
MT-81592C2960DC	purpose	用途	optional	text			true	1	如防火涂层检测
MT-81592C2960DC	lens_type	镜片类型	optional	text			true	2	
MT-81592C2960DC	color	颜色	optional	text			true	3	如透明
MT-81592C2960DC	frame_color	镜框颜色	optional	text			true	4	
MT-816453091572	material	材质	optional	text			true	1	如不锈钢
MT-816453091572	layer_count	层数	optional	text			true	2	如2层
MT-816453091572	thickened	加厚	optional	enum		是；否	true	3	
MT-816453091572	length	长度	optional	number	m		true	4	如1
MT-816453091572	color	颜色	optional	text			true	5	如透明
MT-816453091572	process	工艺	optional	text			true	6	如焊接
MT-816453091572	thickness	厚度	optional	text			true	7	如3mm
MT-81A9FB6F50A4	material	材质	required	text			true	1	如不锈钢
MT-81A9FB6F50A4	size	口径	required	text			true	2	如4寸（DN100）
MT-81A9FB6F50A4	angle	角度	optional	text			true	3	如90°
MT-81A9FB6F50A4	connection	连接	optional	text			true	4	如内外牙
MT-81B7BBE8C359	blade_type	刀片类型	required	enum		通用；美工	true	1	区分通用刀片与美工刀片等不同刀片结构
MT-81B7BBE8C359	blade_width	刀片宽度	optional	number	mm		true	2	适配刀片宽度，如18mm
MT-81B7BBE8C359	package_count	每盒片数	optional	number	片		true	3	刀片包装数量
MT-81F7E4DEE596	material	材质	required	text			true	1	如不锈钢
MT-81F7E4DEE596	width	宽度	required	number	mm		true	2	如50
MT-81F7E4DEE596	environmental_grade	环保等级	optional	text			true	3	如E0
MT-82057F0CD79F	diameter	直径	required	text			true	1	如1.5米
MT-82057F0CD79F	length	长度	required	number	m		true	2	如1
MT-82057F0CD79F	material	材质	optional	text			true	3	如不锈钢
MT-822ADF0FDB0C	length	长度	optional	number	m		true	1	如1
MT-822ADF0FDB0C	feature	特征	optional	text			true	2	如厚
MT-822ADF0FDB0C	material	材质	optional	text			true	3	如不锈钢
MT-8250372BC1E7	spec	规格	required	text			true	1	如通用
MT-8250372BC1E7	material	材质	optional	text			true	2	如不锈钢
MT-8250372BC1E7	surface_treatment	表面处理	optional	text			true	3	镀锌等
MT-8250372BC1E7	strength_grade	强度等级	optional	text			true	4	8.8、12.9等
MT-829314545111	outer_diameter	外径	required	text	mm		true	1	外径尺寸
MT-829314545111	thickness	厚度	required	text			true	2	如3mm
MT-829314545111	bore_diameter	孔径	required	number	mm		true	3	安装孔径
MT-829314545111	abrasive_material	磨料材质	optional	text			true	4	如树脂
MT-829314545111	grit	粒度	optional	text			true	5	如80#、240#、600#
MT-832B4993ED38	power	匹数	required	text			true	1	如3匹、大1.5匹、1.5匹
MT-832B4993ED38	voltage	电压	required	text			true	2	
MT-832B4993ED38	outlet_size	口径	optional	text			true	3	
MT-832B4993ED38	head	扬程	optional	text			true	4	
MT-83BB20A2CD56	connectivity	连接方式	required	text			true	1	如无线
MT-83BB20A2CD56	brand	品牌	optional	text			true	2	如海飞丝
MT-8428B9041B3D	material_type	材质	required	text			true	1	如铸铁
MT-8428B9041B3D	custom_type	定制类型	optional	text			true	2	如非标定制
MT-8476FBB13E91	style	样式	optional	enum		手持；桶式；卧式；立式	true	1	吸尘器的结构形式。
MT-8476FBB13E91	rated_power	额定功率	optional	number	W		true	2	吸尘器电机额定功率。
MT-84A4434EC10F	diameter_mm	直径（mm）	required	number	mm		true	1	钢丝绳直径。
MT-84A4434EC10F	length_m	长度（米）	required	number	m		true	2	如1.2米。
MT-84A4434EC10F	structure	结构	optional	text			true	3	其他结构特征
MT-84D06B4AFFCA	capacity	容量	required	text			true	1	如1.7L
MT-84D06B4AFFCA	agent_type	灭火剂类型	required	text			true	2	如干粉。
MT-84D06B4AFFCA	pressure	压力	optional	text			true	3	如高压
MT-852BD11EF6B0	diameter	直径	required	text			true	1	如1.5米
MT-852BD11EF6B0	structure	结构	optional	text			true	2	其他结构特征
MT-852BD11EF6B0	material	材质	optional	text			true	3	如不锈钢
MT-852FF9EFC7D2	capacity	容量	required	text			true	1	如1.7L
MT-855CF8E1ECC2	nominal_size	公称通径	required	text			true	1	如DN50、DN80
MT-855CF8E1ECC2	connection	连接	optional	text			true	2	如内外牙
MT-855CF8E1ECC2	feature	特征	optional	text			true	3	如厚
MT-855CF8E1ECC2	material	材质	optional	text			true	4	如不锈钢
MT-858E69C7E273	material	材质	required	text			true	1	如不锈钢
MT-858E69C7E273	size	口径	required	text			true	2	如4寸（DN100）
MT-85AD3D29D726	rated_voltage	额定电压	required	text			true	1	额定电压范围，如100-500V
MT-85AD3D29D726	capacity	容量	required	text			true	2	如1.7L
MT-85BF492B5259	inner_diameter	内径	required	text	mm		true	1	内径尺寸
MT-85BF492B5259	cross_section_diameter	线径	required	number	mm		true	2	O型圈截面直径，如5
MT-85BF492B5259	material	材质	required	text			true	3	如不锈钢
MT-868BE6C90D3D	capacity	容量	required	text			true	1	如1.7L
MT-868BE6C90D3D	type	类型	optional	text			true	2	如变频
MT-86A7EBA4236B	specification	规格	required	text			true	1	如65*20*1
MT-86A7EBA4236B	material	材质	required	text			true	2	如不锈钢
MT-86A7EBA4236B	type	类型	optional	text			true	3	如变频
MT-86A7EBA4236B	feature	特征	optional	text			true	4	如厚
MT-87851860CEC6	wire_gauge	适配线径	required	text	mm²		true	1	可接入导线截面
MT-87851860CEC6	material	材质	optional	text			true	2	如不锈钢
MT-879D8DB4CDEB	length	长度	optional	number	m		true	1	如1
MT-879D8DB4CDEB	hook_type	挂钩	optional	text			true	2	
MT-879D8DB4CDEB	load_capacity	承重	optional	text			true	3	
MT-87A62D6491DC	size	口径	required	text			true	1	如4寸（DN100）
MT-87A62D6491DC	strength_grade	强度等级	optional	text			true	2	8.8、12.9等
MT-87A62D6491DC	density_grade	密度等级	optional	text			true	3	
MT-883DA94E8342	model	型号	required	text			true	1	如无则留空
MT-888097D447F8	diameter_mm	直径（mm）	required	number	mm		true	1	钢丝绳直径。
MT-888097D447F8	length_m	长度（米）	required	number	m		true	2	如1.2米。
MT-888097D447F8	surface_treatment	表面处理	optional	text			true	3	镀锌等
MT-888097D447F8	with_screw	带螺丝	optional	boolean			true	4	
MT-889DCAC8BAC2	interface	接口	required	text			true	1	如外丝转内丝
MT-889DCAC8BAC2	applicable_equipment	适用设备	optional	text			true	2	适用设备或工况
MT-88DE797BCE34	size	口径	required	text			true	1	如4寸（DN100）
MT-88DE797BCE34	material	材质	optional	text			true	2	如不锈钢
MT-89200DAE5BFD	specification	规格	required	text			true	1	如65*20*1
MT-89200DAE5BFD	material	材质	required	text			true	2	如不锈钢
MT-89200DAE5BFD	length	长度	required	number	m		true	3	如1
MT-8924C32C14A4	bed_size	床尺寸	required	text			true	1	如1.5米
MT-8924C32C14A4	material	材质	optional	text			true	2	如不锈钢
MT-89329144931B	material	材质	optional	text			true	1	如不锈钢
MT-89329144931B	size	口径	optional	text			true	2	如4寸（DN100）
MT-89329144931B	key_type	钥匙类型	optional	text			true	3	如通开
MT-89329144931B	feature	特征	optional	text			true	4	如厚
MT-894DEF927F1C	applicable_gas	适用气体	required	enum		氧气；乙炔	true	1	
MT-894DEF927F1C	load_capacity	承重	optional	text			true	2	
MT-894DEF927F1C	wheel_type	轮子类型	optional	text			true	3	
MT-896D9DEDACB6	medium	介质	required	text			true	1	如油
MT-896D9DEDACB6	interface	接口	required	text			true	2	如外丝转内丝
MT-8985890D2FAF	size	口径	optional	text			true	1	如4寸（DN100）
MT-8985890D2FAF	feature	特征	optional	text			true	2	如厚
MT-89CD8A3EE1B8	interface_size	接口	required	text			true	1	如G1/2
MT-89CD8A3EE1B8	series_name	型号系列	optional	text			true	2	如AFC
MT-8A32D7C28EC3	model	型号	required	text			true	1	如无则留空
MT-8A32D7C28EC3	capacity	容量	required	text			true	2	如1.7L
MT-8A32D7C28EC3	brand	品牌	optional	text			true	3	如海飞丝
MT-8AA09B4208D2	power	匹数	required	text			true	1	如3匹、大1.5匹、1.5匹
MT-8AB95E4FF3A2	material	材质	optional	text			true	1	如不锈钢
MT-8ADBDA416038	pipe_diameter	管径	required	number	mm		true	1	如8mm。
MT-8ADBDA416038	material	材质	optional	text			true	2	如不锈钢
MT-8C0BEC95DADB	size	口径	required	text			true	1	如4寸（DN100）
MT-8C0BEC95DADB	feature	特征	optional	text			true	2	如厚
MT-8C1B4AD4717F	material	材质	optional	text			true	1	如不锈钢
MT-8C1B4AD4717F	diameter	直径	required	text			true	2	如1.5米
MT-8C73375DC251	size	口径	required	text			true	1	如4寸（DN100）
MT-8C73375DC251	material	材质	optional	text			true	2	如不锈钢
MT-8D89D4B15B35	voltage	电压	required	text			true	1	
MT-8D89D4B15B35	type	类型	optional	text			true	2	如变频
MT-8D95FADCFD52	caliber	口径	required	text			true	1	如DN100
MT-8D95FADCFD52	material	材质	optional	text			true	2	如不锈钢
MT-8D95FADCFD52	connection_method	接口/连接方式	optional	text			true	3	
MT-8D95FADCFD52	pressure_rating	压力等级	optional	text	MPa		true	4	如1.0MPa、1.6MPa
MT-8D95FADCFD52	feature	特征	optional	text			true	5	如厚
MT-8DBBFA396E41	applicable_equipment	适用设备	optional	text			true	1	适用设备或工况
MT-8DBBFA396E41	specification	规格	optional	text			true	2	如65*20*1
