type_id	top_group	material_family	standard_name	definition	includes	excludes	governance_status	revision	source_hash	prompt_version	generator_model	reviewer_model
MT-B678AF8CC659	液压气动	液压接头	变径接头	连接两个不同通径管道的异径接头。	钢制变径接头 25×36、1/2-3/4；不锈钢订做变径接头 450×450。	变径对丝接头；等径接头。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-61D3467E01CF	液压气动	液压接头	堵头	用于封堵液压管口或接口的堵塞件。	高压钢制堵头 1/2英寸、3/4英寸、1英寸、1.5寸、2寸等。	扣头；密封垫片。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-EBF78A50A89B	液压气动	液压接头	对丝接头	两端均为外螺纹的等径直通螺纹接头。	"高压对丝接头 M20*1.5、M36*2、M24*1.5、M30*2、1/2""等。"	变径对丝接头；带内丝的直接接头。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-1BAA5262EAC8	液压气动	液压接头	弯头接头	液压管路中改变方向的弯头连接件。	不锈钢加长弯头 8*6；碳钢内外牙弯头 M52*28H。	气动弯头；三通/直接接头。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-CC2BB9D13DC7	液压气动	液压接头	快速接头	可实现液压管路快速插拔连接/断开的接头。	碳钢液压快速接头 GR6-25S DN25，以及DN30/36/45/52快速接头。	气动快接公头；卡扣接头。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-2889C7F05635	液压气动	液压接头	扣件	用于将管接头或软管卡紧固定的金属扣件。	铝合金加厚扣件 DN50/DN80/DN100。	扣头；接头夹。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-B63247B85664	液压气动	液压接头	扣头	用于软管总成端部的金属扣压头，与扣件配合。	铝合金扣头 M52（八字扣头）。	扣件；堵头。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-C61FA4C2D71A	液压气动	液压接头	接头夹	用于固定接头与软管组合的夹持件，常为铜头铝夹/铝扣组合。	接头夹 DN80铜头铝合金夹；接头夹 DN50铜头铝扣。	扣件；扣头；接头组件。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-E59789CA6AB1	液压气动	液压接头	接头组件	由铜头、铝扣等零件组成的软管接头组装件。	接头组件 DN80 加厚铜头铝扣。	单独接头夹、扣件、扣头。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-E9547A184AAB	液压气动	液压接头	油管接头	用于液压油管端部连接或封端的专用接头。	高压油管接头 DN50。	胶管接头；通用液压接头。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-A1819E1F6BDE	液压气动	液压接头	液压接头	未归入三通/弯头/对丝/转换等专用结构的通用液压接头，包括高压接头、外接头、加长接头等。	不锈钢加长接头 8*6；高压外接头 DN50；高压接头 36/25S、33/25S、36/28S等。	对丝接头、直接接头、油管接头、胶管接头、转换接头等已单列类型。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-F70190706417	液压气动	液压接头	直接接头	直通结构、带内丝或外丝的液压接头，用于管路直接连接。	高压内丝直接接头 M32*2。	对丝接头（双外丝）；转换接头。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-589596B471F0	液压气动	液压接头	胶管接头	用于胶管（橡胶软管）端部连接的专用接头。	胶管接头 DN100。	油管接头；卡套接头。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-9EF252A24B64	液压气动	液压接头	转换接头	实现不同接口形式、螺纹或管径之间转换的接头，含宝塔转换和异径转换。	宝塔转换接头；高压转换接头 36*2/52*2 外丝转内丝；高压异径转换接头 24*1.5/36*2。	变径接头；直接接头。	review_required	1	6d9914e79f453c4844ae1d024e2d296845078728a3cdd5e9ffe67358b79f7c2d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-C6D1159B83ED	液压气动	液压气动阀	气动阀	由气动信号或手动控制的气动回路通断/换向阀。	APL-210V常闭气动阀；DN50常闭气动阀。	电磁阀；气源处理元件。	frozen	1	2d30615521eb7e644d71723fe4f13e590b65f93b8da3bca938ad75d27d058403	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-89CD8A3EE1B8	液压气动	液压气动阀	气源处理双联件	集过滤、减压等功能于一体的气源处理组件（双联件/三联件）。	AFC双联件 G1/2。	气动阀；过滤器单体。	frozen	1	2d30615521eb7e644d71723fe4f13e590b65f93b8da3bca938ad75d27d058403	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-6DCF22B62A16	液压气动	液压气动阀	电磁阀	通过电磁线圈控制气路通断或换向的阀。	通用电磁阀 DC24V G1/4；4M210L-8；进口2622200。	气动阀；手动阀。	frozen	1	2d30615521eb7e644d71723fe4f13e590b65f93b8da3bca938ad75d27d058403	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-B5EB103B46E6	液压气动	胶管总成	胶管总成	两端已装配好接头的胶管组件，按根销售。	36*2-2层、长度不等、两端接头的胶管总成。	未装配接头的裸胶管；单独接头。	frozen	1	5577be61e3fb68099d95b67043f957d13048d6eecbcbfe2068ff91d30f227ca7	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-F30245D44E64	液压气动	高压油管/胶管	高压树脂管	以树脂材料制成的耐压软管，按米采购。	8mm高压树脂管，压力等级10bar。	PU气管；高压油管。	review_required	1	7efaaf34cbed116bd6489e9b4b6d4ea8ed0170ce231af103689db8b65365aa54	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-86A77CB5D848	液压气动	高压油管/胶管	高压油管	用于液压油输送的高压软管。	DN25*4、DN51-4SH、DN32-4SH、DN50、DN80等高压油管。	高压胶管；高压钢丝软管。	review_required	1	7efaaf34cbed116bd6489e9b4b6d4ea8ed0170ce231af103689db8b65365aa54	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-EF85B551F0AA	液压气动	高压油管/胶管	高压胶管	以橡胶为主体材料的高压软管。	内径100mm高压胶管；50-4SH高压胶管。	高压油管；高压钢丝软管。	review_required	1	7efaaf34cbed116bd6489e9b4b6d4ea8ed0170ce231af103689db8b65365aa54	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-51BC2EE91FC8	液压气动	高压油管/胶管	高压钢丝软管	内嵌钢丝增强层的高压软管。	DN50、Φ25高压钢丝软管。	高压胶管；高压油管。	review_required	1	7efaaf34cbed116bd6489e9b4b6d4ea8ed0170ce231af103689db8b65365aa54	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-7FE169319A1F	清洁办公后勤	仓储用品	货架	用于仓储存储的金属组合货架。	加厚货架 2m*2m*0.6m。	工作台、周转箱。	frozen	1	47134e07577a492107d6121317bfb857e749b845ed52d8242922550762ba7b00	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-948429CBDAD9	清洁办公后勤	办公文具	中性笔	使用中性墨水的书写笔。	0.5mm黑色中性笔。	圆珠笔、油漆笔、记号笔。	frozen	1	45963e8e367cba0dceafc1afb63bf2acb1a2843aa96404ee76e7af6fb2151b6a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-BFABE7889E75	清洁办公后勤	办公文具	圆珠笔	使用油性圆珠笔芯的书写笔。	0.5mm圆珠笔。	中性笔、铅笔。	frozen	1	45963e8e367cba0dceafc1afb63bf2acb1a2843aa96404ee76e7af6fb2151b6a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-B22918C71E30	清洁办公后勤	办公文具	油漆笔	使用油漆/颜料墨水做标记的笔。	黑色1.0mm油漆笔。	记号笔、中性笔。	frozen	1	45963e8e367cba0dceafc1afb63bf2acb1a2843aa96404ee76e7af6fb2151b6a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-CA02AD4C115E	清洁办公后勤	办公文具	记号笔	用于在多材质表面做标记的油性笔。	黑色/白色/红色油性记号笔。	油漆笔。	frozen	1	45963e8e367cba0dceafc1afb63bf2acb1a2843aa96404ee76e7af6fb2151b6a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-04DCB71A5950	清洁办公后勤	办公文具	记录本	用于记录的空白或表单本册。	A4 50页记录本。	打印纸。	frozen	1	45963e8e367cba0dceafc1afb63bf2acb1a2843aa96404ee76e7af6fb2151b6a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-E4F385D3AC19	清洁办公后勤	办公文具	铅笔	石墨铅笔。	2B铅笔。	自动铅笔、圆珠笔。	frozen	1	45963e8e367cba0dceafc1afb63bf2acb1a2843aa96404ee76e7af6fb2151b6a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-C5316F0242F6	清洁办公后勤	办公设备	多功能打印机	集打印、复印、扫描等多功能于一体的打印机。	惠普激光多功能一体机。	单功能打印机。	frozen	1	2e3c38ea65ca720e6d9dad784b26456d6cef7e5c42458a97a3b06642e5bc4535	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-4ECDC4BBE3A7	清洁办公后勤	办公设备	除甲醛机	用于去除室内甲醛的空气净化设备。	办公室除甲醛机。	普通空气净化器。	frozen	1	2e3c38ea65ca720e6d9dad784b26456d6cef7e5c42458a97a3b06642e5bc4535	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-83BB20A2CD56	清洁办公后勤	办公设备	鼠标	电脑指针输入设备。	无线鼠标。	键盘。	frozen	1	2e3c38ea65ca720e6d9dad784b26456d6cef7e5c42458a97a3b06642e5bc4535	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-1FA4304673A9	清洁办公后勤	清洁工具	厕所刷	用于清洁卫生间的刷具。	塑料厕所刷。	地毯刷、钢丝球。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-8476FBB13E91	清洁办公后勤	清洁工具	吸尘器	用于吸除灰尘碎屑的电动清洁设备。	手持吸尘器。	除甲醛机、洗地机。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-D26523FE2B24	清洁办公后勤	清洁工具	吸油棉	用于吸附油污的棉/毡状材料。	PP吸油棉、复合吸油棉，规格400*500*5mm。	抹布、白布。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-D0EF7E647AA6	清洁办公后勤	清洁工具	喷壶	用于喷水或清洁剂的壶。	1L/2L塑料喷壶。	压力喷壶/洗瓶。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-9DA3E93806D1	清洁办公后勤	清洁工具	地毯刷	用于清洁地毯的专用刷具。	标准塑料地毯刷，刷头宽度30cm。	厕所刷、扫把。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-3BA251D3B7D0	清洁办公后勤	清洁工具	垃圾夹	用于夹取垃圾的长柄工具。	800mm不锈钢垃圾夹。	火钳。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-40FB771794DF	清洁办公后勤	清洁工具	垃圾桶	用于收纳垃圾的容器。	120L/30L/240L塑料垃圾桶，含带盖带轮配置。	垃圾袋、烟灰桶。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-C50DDC6D6023	清洁办公后勤	清洁工具	扫把	用于清扫地面的扫帚。	竹扫把、塑料扫把、高粱扫把。	扫斗、拖把。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-8AB95E4FF3A2	清洁办公后勤	清洁工具	扫斗	用于收集垃圾的簸箕/扫斗。	塑料扫斗。	扫把。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-819281076CA7	清洁办公后勤	清洁工具	抹布	用于擦拭清洁的布料。	棉质抹布，白色大块等。	棉布、白布原材料。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-310EA2FFDD11	清洁办公后勤	清洁工具	拖把	用于拖地的清洁工具。	棉布拖把、海绵加长拖把。	扫把。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-173348862336	清洁办公后勤	清洁工具	棉布	棉质布料，用于清洁或擦拭。	大块棉布。	白布、抹布。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-E6781F281E7C	清洁办公后勤	清洁工具	烟灰桶	用于收集烟灰烟蒂的桶。	304不锈钢烟灰桶。	垃圾桶。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-D680AD840D61	清洁办公后勤	清洁工具	玻璃刮	用于刮拭玻璃表面的清洁工具。	通用橡胶条玻璃刮。	抹布、海绵刷。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-B9781D1DE700	清洁办公后勤	清洁工具	白布	白色纯棉布，多用于清洁擦拭。	纯棉大白布。	棉布、抹布。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-31255A55B488	清洁办公后勤	清洁工具	钢丝球	用于去除顽固污渍的金属清洁球。	通用不锈钢钢丝球。	百洁布、钢丝刷。	review_required	1	07a3f0f19c93a19f2509f9371a10746f14855df4d2184b4c902f4eb1c50c786d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-05F875FF3F83	清洁办公后勤	清洁用品	垃圾袋	用于装垃圾的塑料袋。	120*140cm、50*60cm、100*120cm；黑色或加厚垃圾袋。	垃圾桶。	frozen	1	f47c40b8ca120bd44991814ee7a69564ed55c83b7748b6f11dd4244cf68c436a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-08B38CAC0777	清洁办公后勤	清洁用品	木屑	木材加工产生的碎屑，用于清洁/吸附。	通用木屑。	锯末颗粒燃料。	frozen	1	f47c40b8ca120bd44991814ee7a69564ed55c83b7748b6f11dd4244cf68c436a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-083F7940BC57	清洁办公后勤	清洁用品	棉签	用于清洁擦拭的棉头小棒。	10cm双头棉签，100支/包。	医用脱脂棉。	frozen	1	f47c40b8ca120bd44991814ee7a69564ed55c83b7748b6f11dd4244cf68c436a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-852FF9EFC7D2	清洁办公后勤	清洁用品	洁厕剂	用于清洁马桶/卫生间的化学清洁剂。	500ml洁厕剂。	洗洁精。	frozen	1	f47c40b8ca120bd44991814ee7a69564ed55c83b7748b6f11dd4244cf68c436a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-533BD564EE08	清洁办公后勤	清洁用品	洗洁精	用于餐具清洗的洗涤剂。	1L/2KG/3KG/4kg洗洁精。	洁厕剂、洗衣粉。	frozen	1	f47c40b8ca120bd44991814ee7a69564ed55c83b7748b6f11dd4244cf68c436a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-29FAEEBC1DB7	清洁办公后勤	生活后勤	冰块	以水冷冻制成的块状降温/保鲜用品，按重量购买。	任何重量的食用或工业降温用冰块。	非块状冰品，如冰袋、干冰。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-461381BDDA89	清洁办公后勤	生活后勤	凳子	无靠背的简易坐具，不限定凳面形状。	塑料凳、加厚凳等普通凳子。	方凳、办公椅、圆凳等有专门名称的坐具。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-D773E186D48C	清洁办公后勤	生活后勤	办公桌	用于办公、学习等桌面作业的桌子。	板式办公桌、实木办公桌等。	方桌、圆桌、会议桌等非办公桌类产品。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-331BE0A5CDA3	清洁办公后勤	生活后勤	办公椅	用于办公场所的坐椅，通常带靠背和扶手等。	网布办公椅、多功能办公椅等。	凳子、方凳等无靠背坐具。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-6D2BFB2BBF33	清洁办公后勤	生活后勤	双层床	上下两层的床，常用于宿舍。	方钢卡扣式双层床等。	单层床、床架/床垫。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-852BD11EF6B0	清洁办公后勤	生活后勤	圆桌	桌面为圆形的桌子。	折叠圆桌、木质圆桌等。	方桌、办公桌。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-8924C32C14A4	清洁办公后勤	生活后勤	床品四件套	包含被套、床单、枕套等四件套床上用品。	全棉四件套、适合1.5米床的四件套等。	单件被套、床单、被芯/枕芯。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-88DE797BCE34	清洁办公后勤	生活后勤	床垫	铺在床上用于睡眠承托的垫子。	海绵床垫、单人床垫等。	床、床褥、床品四件套。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-25F09C4C1D23	清洁办公后勤	生活后勤	拖鞋	室内或浴室用无后跟便鞋。	EVA拖鞋、均码拖鞋等。	布鞋、凉鞋等非拖鞋类鞋。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-4CDDDC2E2942	清洁办公后勤	生活后勤	方凳	凳面为方形的坐凳，通常为塑料或木质。	方形塑料凳、加厚塑料方凳等。	圆形凳、普通凳子、其它形状坐凳。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-FA62CECAC021	清洁办公后勤	生活后勤	方桌	桌面为方形的桌子。	实木方桌、800mm×800mm方桌等。	办公桌、圆桌。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-5F070519C060	清洁办公后勤	生活后勤	枕头	睡眠时垫头的用品。	标准尺寸枕头、通用枕头等。	抱枕、靠垫、枕套。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-316F65A55D99	清洁办公后勤	生活后勤	桶装水抽水器	从桶装水中取水的手动/电动泵。	电动抽水器、含充电器的抽水器套装等。	饮水机、桶装水。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-2DF162AD6294	清洁办公后勤	生活后勤	毛巾	用于擦拭身体或物体的纺织品。	棉毛巾、34*75cm毛巾等。	浴巾、抹布、无纺布。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-DD8C081E0D76	清洁办公后勤	生活后勤	水壶	用于盛装水的容器，非电加热类型。	不锈钢水壶、6.5升水壶等。	电热水壶、热水壶。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-8E18DC152DBE	清洁办公后勤	生活后勤	沐浴露	用于淋浴清洁身体的液体洗护品。	通用型沐浴露、各容量沐浴露。	洗发露、洗手液、香皂。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-E1B335CB6EC8	清洁办公后勤	生活后勤	洗发露	用于清洁头发的液体洗护品。	海飞丝洗发露、各容量洗发露。	护发素、沐浴露。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-D0A9C0182738	清洁办公后勤	生活后勤	漏斗	用于将液体或粉料导入小口容器的锥形工具。	316不锈钢漏斗、18cm口径漏斗等。	滤网、量杯。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-DB58B3B7C317	清洁办公后勤	生活后勤	漱口杯	用于漱口或盛刷牙水的杯子。	塑料漱口杯等。	水杯、茶杯、牙具盒。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-C9F382EAF75F	清洁办公后勤	生活后勤	热水壶	用于盛装热水的保温/非电热壶。	不锈钢热水壶、2L热水壶等。	电热水壶、普通水壶。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-56C0F98F8191	清洁办公后勤	生活后勤	牙刷	用于清洁牙齿的刷具。	通用牙刷。	电动牙刷、牙膏、牙线。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-335A01CAF8EC	清洁办公后勤	生活后勤	牙膏	配合牙刷清洁牙齿的膏状洗护品。	通用牙膏。	牙刷、漱口水、牙粉。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-ACECB926948D	清洁办公后勤	生活后勤	电热水壶	用电加热方式烧水的壶。	1.7L电热水壶、苏泊尔电热水壶等。	非电热水壶、热水壶。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-35CD0A39FE33	清洁办公后勤	生活后勤	电视支架	用于安装固定电视的支架。	70寸电视支架、通用电视支架等。	显示器支架、投影仪支架。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-2E6EAF0D3CB8	清洁办公后勤	生活后勤	空气净化器	用于净化室内空气的电器设备。	通用空气净化器、小米空气净化机等。	空调、新风系统、加湿器。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-7E3ED09831EA	清洁办公后勤	生活后勤	空调	用于调节室内空气温度的电器设备。	变频空调、冷暖空调、不同能效等级空调等。	风扇、空气净化器、中央空调室外机。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-1C87F5281145	清洁办公后勤	生活后勤	蒸饭柜	用于蒸饭/蒸制食品的柜式设备。	8层荣事达智能蒸饭柜等。	电饭锅、蒸笼。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-5C4C39907424	清洁办公后勤	生活后勤	被子	用于睡眠保暖的絮状覆盖物。	棉被、蚕丝被、单人被等。	被套、床单、毛毯、褥子。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-4BD18858B956	清洁办公后勤	生活后勤	遮阳伞	用于遮阳的大伞。	2.2m大遮阳伞等。	雨伞、沙滩伞、帐篷。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-744EFD05B826	清洁办公后勤	生活后勤	风扇	通过叶片转动送风的电器。	挂壁风扇、遥控风扇等。	空调、排气扇、暖风机。	review_required	1	4dbba65822616a8b36485accc63fafff5cbac865242e968d1f493e0a50fac96e	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
