issue_id	batch_id	top_group	material_family	current_name	item_code	issue_type	severity	detail	status
MGI-FA4DFD0D717A34	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000097	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-FBB3F083D198E1	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通		type_review_not_approved	high	与管箍类型边界重叠：直接/直通包含金属内/外丝直接，管箍定义为金属螺纹同径管连接件；需明确互斥规则。	open
MGI-9737ED62F1CAB3	MGR-C5A4172627A0	管材管件阀门	直接/接头	管箍	PIPE-000409	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-C5BF80EDEA75D1	MGR-C5A4172627A0	管材管件阀门	直接/接头	管箍		type_review_not_approved	high	管箍与直接/直通中的内丝直接重叠，需明确为金属短套管式同径连接件并排除直接/直通，或补充判别依据。	open
MGI-CA0A81EA399FD9	MGR-C5A4172627A0	管材管件阀门	直接/接头	管箍		decision_review_not_approved	high	保留单独类型可接受，但需修正定义以与直接/直通明确区分。	open
MGI-12BA773D460043	MGR-C5A4172627A0	管材管件阀门	直接/接头	补心	PIPE-000020	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-D43977B7E3A8BB	MGR-C5A4172627A0	管材管件阀门	直接/接头	补心	PIPE-000298	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-B18086DA7D054C	MGR-C5A4172627A0	管材管件阀门	直接/接头	软接头	PIPE-000288	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-1AE6CF6DB80B1F	MGR-02E110E8A08D	管材管件阀门	管材			family_review_not_approved	high	金属软管定义含无证据支持的接口/波纹体描述，注浆管与直管边界重叠；其余类型和拆分方向基本合理，需修订后通过。	open
MGI-5A3E876D77BE27	MGR-02E110E8A08D	管材管件阀门	管材	水带	PIPE-000219	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-AAC31F4DEA31F6	MGR-02E110E8A08D	管材管件阀门	管材	水带	PIPE-000475	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-DDBD1F272F13E0	MGR-02E110E8A08D	管材管件阀门	管材	水带	PIPE-000304	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-ACC8082F2E5FA3	MGR-02E110E8A08D	管材管件阀门	管材	波纹管	PIPE-000162	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-34AB31F33378D0	MGR-02E110E8A08D	管材管件阀门	管材	注浆管	PIPE-000370	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-4C9AD3E383B014	MGR-02E110E8A08D	管材管件阀门	管材	注浆管	PIPE-000085	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-8C5BCEA1B7B829	MGR-02E110E8A08D	管材管件阀门	管材	注浆管		decision_review_not_approved	high	直接保留注浆管为独立类型证据不足，其与直管的边界和用途依赖需修订。	open
MGI-90CCA8AF79AD2E	MGR-02E110E8A08D	管材管件阀门	管材	注浆管		type_review_not_approved	high	注浆管属于用途型名称，且与直管在刚性直管、带配件套装场景存在边界重叠；需要明确结构或排除规则。	open
MGI-0B83044C50AED2	MGR-02E110E8A08D	管材管件阀门	管材	直管	PIPE-000029	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-0F1DF41A3CC744	MGR-02E110E8A08D	管材管件阀门	管材	直管	PIPE-000001	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-15263424134B63	MGR-02E110E8A08D	管材管件阀门	管材	直管	PIPE-000308	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-31B75BBCDAD933	MGR-02E110E8A08D	管材管件阀门	管材	直管	PIPE-000212	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-37435EF52D92D5	MGR-02E110E8A08D	管材管件阀门	管材	直管	PIPE-000414	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-4B4CE60497E8FE	MGR-02E110E8A08D	管材管件阀门	管材	直管	PIPE-000068	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-5C32D3B11F549D	MGR-02E110E8A08D	管材管件阀门	管材	直管	PIPE-000091	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-663A42295A4982	MGR-02E110E8A08D	管材管件阀门	管材	直管	PIPE-000118	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-8637716320820C	MGR-02E110E8A08D	管材管件阀门	管材	直管	PIPE-000422	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-90E79FA6530028	MGR-02E110E8A08D	管材管件阀门	管材	直管	PIPE-000465	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-C73422DB4FF099	MGR-02E110E8A08D	管材管件阀门	管材	直管	PIPE-000279	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-FC48C48B9DB7B4	MGR-02E110E8A08D	管材管件阀门	管材	直管	PIPE-000087	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-FD47808AFD7F9D	MGR-02E110E8A08D	管材管件阀门	管材	直管	PIPE-000415	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-044910E3553513	MGR-02E110E8A08D	管材管件阀门	管材	软管	PIPE-000231	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-06B10A612D2C53	MGR-02E110E8A08D	管材管件阀门	管材	软管		detailed_mapping_required	medium	该名称需要查看完整 SKU 证据后再映射。	open
MGI-574C37141408E2	MGR-02E110E8A08D	管材管件阀门	管材	软管	PIPE-000025	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-5780D508C2FEF2	MGR-02E110E8A08D	管材管件阀门	管材	软管	PIPE-000179	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7E039BA9BF5C11	MGR-02E110E8A08D	管材管件阀门	管材	软管	PIPE-000134	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-AB91534FD1FB0E	MGR-02E110E8A08D	管材管件阀门	管材	软管	PIPE-000026	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-B547052DE069F3	MGR-02E110E8A08D	管材管件阀门	管材	软管	PIPE-000038	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-DC5845D9F00287	MGR-02E110E8A08D	管材管件阀门	管材	软管	PIPE-000453	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-DD14C357A18F3C	MGR-02E110E8A08D	管材管件阀门	管材	软管	PIPE-000086	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-72CDE2B233A0CB	MGR-02E110E8A08D	管材管件阀门	管材	金属软管		type_review_not_approved	high	定义中“两端带标准接口”及“金属波纹体”均超出原始证据，接口形式属性亦无证据支持。	open
MGI-4D424219308DE6	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片			family_review_not_approved	high	平垫圈和弹簧垫圈类型清晰，但垫片拆分存在未归属SKU，旧名称覆盖不完整，需修订。	open
MGI-1CAFF7566A5268	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	垫片	FAST-000078	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-1CD74C5270E9A7	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	垫片		decision_review_not_approved	high	拆分后M24加厚、304M6加厚等SKU未明确归属，旧名称未完全覆盖；需补充尺寸信息或给出判定规则。	open
MGI-2FF0B8D4FC6F05	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	垫片	SPARE-000011	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-424F1354D5F7E4	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	垫片	FAST-000030	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-4426FF2093A7E8	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	垫片		detailed_mapping_required	medium	该名称需要查看完整 SKU 证据后再映射。	open
MGI-44CB1C5B3BE4BB	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	垫片	FAST-000066	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-5325D622D4EE79	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	垫片	SPARE-000023	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-5BA5D57CBFEE58	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	垫片	FAST-000070	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-8B3DF1EC47B011	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	垫片	FAST-000049	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-90B56343B520CC	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	垫片	FAST-000057	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-D9DCC6B2E76E2D	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	垫片	FAST-000101	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-FDB3E568DF2ED3	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	垫片	FAST-000077	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-71449D093F99E7	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	平垫圈	FAST-000085	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-9329AE4EEA3DF7	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	平垫圈	FAST-000003	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-DEBAD2E666331C	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	平垫圈	FAST-000006	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-F31B64177B4ACD	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	平垫圈	FAST-000007	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-31CD8111A67D88	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	弹簧垫圈	SPARE-000050	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-B2547B04235660	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	弹簧垫圈	SPARE-000070	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-D566BDD40E009B	MGR-02E110E8A08D	紧固件与连接件	垫圈/垫片	弹簧垫圈	SPARE-000067	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7DA41E69F65E7A	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓			family_review_not_approved	high	外六角螺栓合并涉及无头型证据；管片螺栓缺定制属性；螺丝套件必填属性与原始数据不兼容；需修订后通过。	open
MGI-0AA6CFC4324AF1	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000014-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-1BEC7AC87CB8D1	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	FAST-000051-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-20C5D60F079973	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000018-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-22CA6CF981C179	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000077-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-25D402D002A6B8	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000068-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-29BE04F007B36E	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000082-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-3D9E5971887060	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	FAST-000052-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-4FF950EA4B4DA3	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	FAST-000048-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-571A218BEC75CF	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	FAST-000055-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-5AE38D79B412C6	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000015-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-5D0DF58C7E5221	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000048-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-5D732BA5002A11	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	FAST-000053-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-641F53446D7BB3	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000065-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-6EB0EBE69422C8	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000071-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-8F56A0370EFB22	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000017-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-ACC96167BDCE26	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000020-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-B4C4CDA90D52C7	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000034-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-C049E13E1911A5	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000079-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-D2F9FC0D4945EF	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓		decision_review_not_approved	high	合并到外六角螺栓前需确认六角头型；当前证据仅含强度等级，无头型依据。	open
MGI-E15506961A6FA9	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000019-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-E9DC4CE4B236B9	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	FAST-000043-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-F42408676315CA	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	6.8级螺栓	SPARE-000016-68	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-06AC6B281A63C6	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000071	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-0D14A49A19B748	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	FAST-000048	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-12500182B541BD	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000077	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-146590B040C7FD	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓		decision_review_not_approved	high	合并到外六角螺栓前需确认六角头型；当前证据仅含强度等级，无头型依据。	open
MGI-30A6D0A86AA30A	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000048	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-31C951826F5234	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000014	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-3F531A1D08BC24	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000015	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-55CD7A36B682E8	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000068	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-60FE265A5F85DC	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000020	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-6AE0CF5B1090BD	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000082	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7263CAB814D953	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000065	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-74F9E4C422F2B6	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000016	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-980A7D67C8D0CC	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000079	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-9F3FEF82A8B38C	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000017	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-AEEB955B5A2D71	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	FAST-000043	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-C95A8E53AD22B4	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	FAST-000055	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-DA202A6CE15692	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000019	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-E35A30C3369E65	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000034	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-EA43AC8D62F8A6	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	SPARE-000018	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-EEA00C5A6C863E	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	FAST-000051	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-EF0E8A51170B4E	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	FAST-000052	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-FB8D5FD874E1E0	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	8.8级螺栓	FAST-000053	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-8EB993F804B67C	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	T型螺丝套件	FAST-000069	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-AD392451FC6399	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	T型螺丝套件	FAST-000068	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-9814B25CD713D8	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	U型螺栓	SPARE-000029	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-F938FFDAA2D154	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	不锈钢螺丝	METAL-000070	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-4128298B2F3103	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	不锈钢螺丝套件	FAST-000098	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-0963C1BD8843FF	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	内六角螺丝	SPARE-000031	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-531A2E38F13FB5	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	内六角螺丝	FAST-000044	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7F57126F339945	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	内六角螺丝	SPARE-000032	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-86F952797F8780	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	内六角螺丝	FAST-000027	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-8A9679A8A76F6C	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	内六角螺丝	FAST-000034	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-B0286BB7A8BECE	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	内六角螺丝	FAST-000025	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-EB48A802A981B6	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	内六角螺丝	FAST-000075	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7E687B8D94E9A6	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	内六角螺丝套件	FAST-000097	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-9D45338ED1E2EA	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	内六角螺丝套件	FAST-000096	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-B9224082C5CBA5	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	内六角螺丝套件	FAST-000105	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-DAC31B5EB4F6B0	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	内六角螺丝套件	FAST-000095	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-B007CB35867D7E	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	十字螺丝	FAST-000115	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-236C0C1EC566FA	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	圆头螺丝套件	FAST-000122	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-61DF18B0E3C8AE	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	外六角螺栓	FAST-000058	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
