item_code	source_item_codes	merged_count	item_name	sku_name	required_specs	item_group	top_group	sub_group	material_family	unit	estimated_rate	currency	price_basis	default_fill_basis	aliases	brand	model	original_item_name	original_sku_name	original_required_specs	original_unit	updated_at
MAT-CEM-000004	MAT-CEM-000004	1	普通硅酸盐水泥	普通硅酸盐水泥 42.5	强度等级：42.5；包装规格：50kg/包	建筑材料/水泥砂石	建筑材料	水泥砂石	水泥砂石	包	28.00	CNY	按42.5普通硅酸盐水泥50kg/包单价估价；按物料族“水泥砂石”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	包装规格按常见50kg/包补齐	PO42.5水泥；普通硅酸盐水泥			普通硅酸盐水泥	普通硅酸盐水泥 42.5	强度等级：42.5；包装规格：50kg/包	包	2026-07-08
MAT-CEM-000005	MAT-CEM-000005	1	沙子	沙子 中砂	砂类型：中砂	建筑材料/水泥砂石	建筑材料	水泥砂石	水泥砂石	包	14.00	CNY	按中砂大包单价估价（约10元/包）；按物料族“水泥砂石”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	无需补齐	中沙；中砂			沙子	沙子 中砂	砂类型：中砂	包	2026-07-08
MAT-CEM-000006	MAT-CEM-000006	1	双快水泥	双快水泥 32.5 50kg	强度等级：32.5；包装：50kg/包	建筑材料/水泥砂石	建筑材料	水泥砂石	水泥砂石	包	21.00	CNY	按32.5双快水泥50kg/包单价估价；按物料族“水泥砂石”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	无需补齐				双快水泥	双快水泥 32.5 50kg	强度等级：32.5；包装：50kg/包	包	2026-07-08
MAT-CEM-000007	MAT-CEM-000007	1	快硬水泥	快硬水泥 42.5 50kg	强度等级：42.5；包装重量：50kg	建筑材料/水泥砂石	建筑材料	水泥砂石	水泥砂石	袋	25.20	CNY	按42.5快硬水泥50kg/袋单价估价；按物料族“水泥砂石”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	无需补齐	快速水泥			快硬水泥	快硬水泥 42.5 50kg	强度等级：42.5；包装重量：50kg	袋	2026-07-08
MAT-CEM-000008	MAT-CEM-000008	1	水泥	水泥 42.5 袋装 50kg	强度等级：42.5；包装：袋装；包装重量：50kg	建筑材料/水泥砂石	建筑材料	水泥砂石	水泥砂石	包	28.00	CNY	按42.5袋装水泥50kg/包单价估价；按物料族“水泥砂石”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	无需补齐	水泥			水泥	水泥 42.5 袋装 50kg	强度等级：42.5；包装：袋装；包装重量：50kg	包	2026-07-08
MAT-CEM-000009	MAT-CEM-000009	1	水泥钉	水泥钉 25mm 盒装	长度：25mm；直径：1.0mm；包装数量：100颗/盒	紧固件与连接件/钉类	紧固件与连接件	钉类	钉类	盒	5.00	CNY	按每盒100颗估价，单价对应单位=盒；按物料族“钉类”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0000；金额按四舍五入保留两位小数。	补充直径1.0mm（常见默认）及包装数量100颗/盒；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	水泥钉			水泥钉	水泥钉 25mm	长度：25mm	盒	2026-07-08
MAT-CEM-000011	MAT-CEM-000011	1	水泥	水泥 PC425 袋装 50kg	强度等级：42.5；水泥类型：复合硅酸盐水泥；包装：袋装；包装重量：50kg	建筑材料/水泥砂石	建筑材料	水泥砂石	水泥砂石	包	25.20	CNY	按PC425复合水泥50kg/包单价估价；按物料族“水泥砂石”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	水泥类型按PC425补齐	PC425水泥；水泥			水泥	水泥 PC425 袋装 50kg	强度等级：42.5；水泥类型：复合硅酸盐水泥；包装：袋装；包装重量：50kg	包	2026-07-08
MAT-CEM-000013	MAT-CEM-000013	1	沙子	沙子 黄砂	砂类型：黄砂	建筑材料/水泥砂石	建筑材料	水泥砂石	水泥砂石	吨	84.00	CNY	按黄砂每吨估价；按物料族“水泥砂石”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	无需补齐	黄砂			沙子	沙子 黄砂	砂类型：黄砂	吨	2026-07-08
MAT-CEM-000014	MAT-CEM-000014	1	普通硅酸盐水泥	普通硅酸盐水泥 42.5 海螺	强度等级：42.5；包装规格：50kg/包；品牌：海螺	建筑材料/水泥砂石	建筑材料	水泥砂石	水泥砂石	包	30.80	CNY	按海螺42.5普通硅酸盐水泥50kg/包单价估价；按物料族“水泥砂石”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	包装规格按常见50kg/包补齐	海螺42.5水泥；普通硅酸盐水泥	海螺		普通硅酸盐水泥	普通硅酸盐水泥 42.5 海螺	强度等级：42.5；包装规格：50kg/包；品牌：海螺	包	2026-07-08
MAT-CEM-000015	MAT-CEM-000015	1	硅酸盐水泥	硅酸盐水泥 42.5 海螺	强度等级：42.5；品牌：海螺	建筑材料/水泥砂石	建筑材料	水泥砂石	水泥砂石	包	30.80	CNY	按海螺42.5硅酸盐水泥50kg/包估价；按物料族“水泥砂石”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	包装规格按常见50kg/包补齐	海螺42.5水泥	海螺		硅酸盐水泥	硅酸盐水泥 42.5	强度等级：42.5	包	2026-07-08
MAT-CEM-000017	MAT-CEM-000017	1	水泥钉	水泥钉 40mm 盒装	长度：40mm；直径：1.2mm；包装数量：100颗/盒	紧固件与连接件/钉类	紧固件与连接件	钉类	钉类	盒	6.00	CNY	按每盒100颗估价，单价对应单位=盒；按物料族“钉类”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0000；金额按四舍五入保留两位小数。	补充直径1.2mm（常见默认）及包装数量100颗/盒；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	水泥钉40mm；水泥钉			水泥钉	水泥钉 40mm	长度：40mm	盒	2026-07-08
MAT-CEM-000018	MAT-CEM-000018	1	水泥	水泥 42.5 散装	强度等级：42.5；包装：散装	建筑材料/水泥砂石	建筑材料	水泥砂石	水泥砂石	吨	420.00	CNY	按42.5散装水泥每吨估价；按物料族“水泥砂石”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	无需补齐	散装42.5水泥；水泥			水泥	水泥 42.5 散装	强度等级：42.5；包装：散装	吨	2026-07-08
METAL-000001	METAL-000001	1	合页	不锈钢合页 4寸	材质：不锈钢；规格/尺寸：4寸	清洁办公后勤/门窗五金	清洁办公后勤	门窗五金	门窗五金	付	13.50	CNY	按付估价；按物料族“门窗五金”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.2500；金额按四舍五入保留两位小数。	无需补齐	4寸不锈钢合页；不锈钢合页			合页	不锈钢合页 4寸	材质：不锈钢；规格/尺寸：4寸	付	2026-07-08
METAL-000002	METAL-000002	1	洗脸盆	不锈钢洗脸盆 2000mm 加厚	材质：不锈钢；长度：2000mm；特征：加厚	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	台	1350.00	CNY	常见2米不锈钢洗脸盆价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	长度补单位mm；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	2米加厚不锈钢洗脸盆；洗脸盆			洗脸盆	不锈钢洗脸盆 2米	材质：不锈钢；长度：2米；特征：加厚	台	2026-07-08
METAL-000003	METAL-000003	1	角钢	镀锌角钢 40*40*5	规格：40*40*5；材质：碳钢；表面处理：镀锌	金属材料/型钢	金属材料	型钢	型钢	米	62.50	CNY	按米计价，镀锌角钢市场价略高于普通；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	材质碳钢为默认，表面处理镀锌来自原数据，无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	4*4*0.5镀锌角铁；镀锌角铁；4*4镀锌角钢；镀锌角钢；镀锌角铁40*40			角钢	镀锌角钢 40*40*5	规格：40*40*5；材质：碳钢；表面处理：镀锌	米	2026-07-08
METAL-000004	METAL-000004	1	洗脸盆	不锈钢洗脸盆 1200*800mm 加厚	材质：不锈钢；尺寸：1200*800mm；特征：加厚	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	套	810.00	CNY	常见不锈钢加厚洗脸盆价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	尺寸补单位mm；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	不锈钢120*80加厚洗脸盆；不锈钢洗脸盆			洗脸盆	不锈钢洗脸盆 120*80	材质：不锈钢；尺寸：120*80；特征：加厚	套	2026-07-08
METAL-000005	METAL-000005	1	角阀	不锈钢角阀 4分	材质：不锈钢；规格：4分；接口：内丝	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	50.10	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	接口按常见内丝补齐	4分不锈钢角阀；不锈钢角阀			角阀	不锈钢角阀 4分	材质：不锈钢；规格：4分；接口：内丝	个	2026-07-08
METAL-000007	METAL-000007	1	角钢	角钢 50*50*6 碳钢	规格：50*50*6；材质：碳钢	金属材料/型钢	金属材料	型钢	型钢	米	75.00	CNY	按米计价，参考碳钢角钢市场价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	材质碳钢为常见默认，无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	50*50*6国标角铁；角铁；角钢；角钢50*50；角铁50*50			角钢	角钢 50*50*6	规格：50*50*6；材质：碳钢	米	2026-07-08
METAL-000008	METAL-000008	1	合页	不锈钢合页 6寸	材质：不锈钢；规格/尺寸：6寸	清洁办公后勤/门窗五金	清洁办公后勤	门窗五金	门窗五金	付	22.50	CNY	按付估价；按物料族“门窗五金”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.2500；金额按四舍五入保留两位小数。	无需补齐	6寸不锈钢合页；不锈钢合页			合页	不锈钢合页 6寸	材质：不锈钢；规格/尺寸：6寸	付	2026-07-08
METAL-000009	METAL-000009	1	合页	不锈钢合页 5寸	材质：不锈钢；规格/尺寸：5寸	清洁办公后勤/门窗五金	清洁办公后勤	门窗五金	门窗五金	付	18.00	CNY	按付估价；按物料族“门窗五金”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.2500；金额按四舍五入保留两位小数。	无需补齐	5寸不锈钢合页；不锈钢合页			合页	不锈钢合页 5寸	材质：不锈钢；规格/尺寸：5寸	付	2026-07-08
METAL-000010	METAL-000010	1	槽钢	槽钢 200B Q235B	规格：200B；材质：Q235B	金属材料/型钢	金属材料	型钢	型钢	米	150.00	CNY	按每米估价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	200B对应20#B，材质补齐	200B槽钢；槽钢			槽钢	槽钢 200B	规格：200B；材质：Q235B	米	2026-07-08
METAL-000011	METAL-000011	1	槽钢	槽钢 160B Q235B	规格：160B；材质：Q235B	金属材料/型钢	金属材料	型钢	型钢	米	125.00	CNY	按每米估价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	160B对应16#B，材质补齐	160B槽钢；槽钢			槽钢	槽钢 160B	规格：160B；材质：Q235B	米	2026-07-08
METAL-000012	METAL-000012	1	球阀	球阀 DN65 不锈钢 加厚	材质：不锈钢；规格/口径：DN65；特征：加厚	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	542.75	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	无需补齐	DN65埃美柯加厚不锈钢球阀；不锈钢球阀	埃美柯		球阀	球阀 DN65 不锈钢 加厚	材质：不锈钢；规格/口径：DN65；特征：加厚	个	2026-07-08
METAL-000013	METAL-000013	1	球阀	球阀 40 不锈钢 加厚	材质：不锈钢；规格/口径：DN40；特征：加厚	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	334.00	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	口径40按DN40补齐	40埃美柯加厚不锈钢球阀；不锈钢球阀	埃美柯		球阀	球阀 40 不锈钢 加厚	材质：不锈钢；规格：40；特征：加厚	个	2026-07-08
METAL-000014	METAL-000014	1	铭牌	铭牌 不锈钢 120*60	材质：不锈钢；尺寸：120*60mm	定制加工件/定制板牌件	定制加工件	定制板牌件	定制板牌件	块	25.00	CNY	按每块不锈钢铭牌估价；按物料族“定制板牌件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2500；金额按四舍五入保留两位小数。	无需补齐	定做不锈钢名牌120*60；不锈钢名牌			铭牌	铭牌 不锈钢 120*60	材质：不锈钢；尺寸：120*60	块	2026-07-08
METAL-000015	METAL-000015	1	铭牌	铭牌 不锈钢 100*80	材质：不锈钢；尺寸：100*80mm	定制加工件/定制板牌件	定制加工件	定制板牌件	定制板牌件	块	22.50	CNY	按每块不锈钢铭牌估价；按物料族“定制板牌件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2500；金额按四舍五入保留两位小数。	无需补齐	定做不锈钢名牌100*80；不锈钢名牌			铭牌	铭牌 不锈钢 100*80	材质：不锈钢；尺寸：100*80	块	2026-07-08
METAL-000016	METAL-000016	1	铭牌	铭牌 不锈钢 30*60	材质：不锈钢；尺寸：30*60mm	定制加工件/定制板牌件	定制加工件	定制板牌件	定制板牌件	块	15.00	CNY	按每块不锈钢铭牌估价；按物料族“定制板牌件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2500；金额按四舍五入保留两位小数。	无需补齐	定做不锈钢名牌30*60；不锈钢名牌			铭牌	铭牌 不锈钢 30*60	材质：不锈钢；尺寸：30*60	块	2026-07-08
METAL-000017	METAL-000017	1	卡扣接头	不锈钢卡扣接头 DN6*6	材质：不锈钢；口径：DN6*6	液压气动/液压接头	液压气动	液压接头	液压接头	个	22.80	CNY	按常见不锈钢卡扣接头单价估算；按物料族“液压接头”抽样复核中位数调整；样本数=7；可靠性=medium；调整系数=2.5333；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	DN6*6不锈钢卡扣接头；不锈钢卡扣接头			卡扣接头	卡扣接头 DN6*6 不锈钢	材质：不锈钢；规格/口径：DN6*6	个	2026-07-08
METAL-000018	METAL-000018	1	卡扣接头	不锈钢卡扣接头 DN6*10	材质：不锈钢；口径：DN6*10	液压气动/液压接头	液压气动	液压接头	液压接头	个	27.87	CNY	按常见不锈钢卡扣接头单价估算；按物料族“液压接头”抽样复核中位数调整；样本数=7；可靠性=medium；调整系数=2.5333；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	DN6*10不锈钢卡扣接头；不锈钢卡扣接头			卡扣接头	卡扣接头 DN6*10 不锈钢	材质：不锈钢；规格/口径：DN6*10	个	2026-07-08
METAL-000019	METAL-000019	1	接头	不锈钢加长接头 8*6	规格：8*6；材质：不锈钢；特征：加长	液压气动/液压接头	液压气动	液压接头	液压接头	个	25.33	CNY	按单个接头估价，单价对应单位=个；按物料族“液压接头”抽样复核中位数调整；样本数=7；可靠性=medium；调整系数=2.5333；金额按四舍五入保留两位小数。	无需补齐	8*6不锈钢加长接头；不锈钢加长接头			接头	接头 8*6 不锈钢加长	规格：8*6；材质：不锈钢；特征：加长	个	2026-07-08
METAL-000020	METAL-000020	1	卡套接头	不锈钢卡套接头 6*8	材质：不锈钢；规格：6*8	液压气动/液压接头	液压气动	液压接头	液压接头	个	20.27	CNY	按常见不锈钢卡套接头单价估算；按物料族“液压接头”抽样复核中位数调整；样本数=7；可靠性=medium；调整系数=2.5333；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	卡6*8不锈钢接头；不锈钢卡套接头			卡套接头	卡套接头 6*8	材质：不锈钢；规格：6*8	个	2026-07-08
METAL-000021	METAL-000021	1	卡套接头	不锈钢卡套接头 6*12	材质：不锈钢；规格：6*12	液压气动/液压接头	液压气动	液压接头	液压接头	个	25.33	CNY	按常见不锈钢卡套接头单价估算；按物料族“液压接头”抽样复核中位数调整；样本数=7；可靠性=medium；调整系数=2.5333；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	卡6*12不锈钢接头；不锈钢卡套接头			卡套接头	卡套接头 6*12	材质：不锈钢；规格：6*12	个	2026-07-08
METAL-000023	METAL-000023	1	钢丝绳	钢丝绳 6mm	直径：6mm；结构：6×37+FC；材质：碳钢	吊装索具/钢丝绳	吊装索具	钢丝绳	钢丝绳	米	3.31	CNY	按米估价；按物料族“钢丝绳”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.2084；金额按四舍五入保留两位小数。	结构和材质按常见补齐	6MM钢丝绳；钢丝绳			钢丝绳	钢丝绳 6mm	直径：6mm	米	2026-07-08
METAL-000024	METAL-000024	1	钢丝绳卡扣	钢丝绳卡扣 6mm	适配钢丝绳直径：6mm；材质：碳钢；表面处理：镀锌	吊装索具/钢丝绳	吊装索具	钢丝绳	钢丝绳	个	1.10	CNY	按个估价；按物料族“钢丝绳”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.2084；金额按四舍五入保留两位小数。	材质和表面处理补齐为碳钢镀锌	6MM钢丝绳扣子；钢丝绳卡扣			钢丝绳卡扣	钢丝绳卡扣 6mm	适配直径：6mm	个	2026-07-08
METAL-000025	METAL-000025	1	钢条	不锈钢钢条 65*20*1 长度1m	规格：65*20*1；材质：不锈钢；长度：1m	金属材料/型钢	金属材料	型钢	型钢	条	37.50	CNY	按条计价，每条约1米长，参考不锈钢条市场价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	长度按标准1米补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	65*20*1不锈钢条；不锈钢条			钢条	钢条 65*20*1 不锈钢	规格：65*20*1；材质：不锈钢	条	2026-07-08
METAL-000026	METAL-000026	1	标识牌	标识牌 不锈钢数字 20cm	材质：不锈钢；尺寸：20cm；标识内容类型：数字	定制加工件/定制板牌件	定制加工件	定制板牌件	定制板牌件	块	31.25	CNY	按每块不锈钢数字牌估价；按物料族“定制板牌件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2500；金额按四舍五入保留两位小数。	无需补齐	定做不锈钢数字牌20cm；不锈钢数字牌			标识牌	标识牌 数字 20cm	材质：不锈钢；尺寸：20cm；标识内容类型：数字	块	2026-07-08
METAL-000027	METAL-000027	1	方钢	方钢 40*80 Q235	材质：Q235；规格：40*80mm	金属材料/型钢	金属材料	型钢	型钢	米	62.50	CNY	按每米估价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	材质按常见Q235补齐	40*80加厚方钢；方钢			方钢	方钢 40*80	材质：Q235；规格/口径：40*80	米	2026-07-08
METAL-000028	METAL-000028	1	标识牌	标识牌 不锈钢标志 20cm	材质：不锈钢；尺寸：20cm；标识内容类型：标志	定制加工件/定制板牌件	定制加工件	定制板牌件	定制板牌件	块	37.50	CNY	按每块不锈钢标志牌估价；按物料族“定制板牌件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2500；金额按四舍五入保留两位小数。	无需补齐	定做不锈钢标志牌；不锈钢标志牌			标识牌	标识牌 标志 20cm	材质：不锈钢；尺寸：20cm；标识内容类型：标志	块	2026-07-08
METAL-000029	METAL-000029	1	铭牌	铭牌 不锈钢 250*180	材质：不锈钢；尺寸：250*180mm	定制加工件/定制板牌件	定制加工件	定制板牌件	定制板牌件	块	56.25	CNY	按每块不锈钢铭牌估价；按物料族“定制板牌件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2500；金额按四舍五入保留两位小数。	无需补齐	定做250*180不锈钢铭牌；不锈钢铭牌			铭牌	铭牌 不锈钢 250*180	材质：不锈钢；尺寸：250*180	块	2026-07-08
METAL-000030	METAL-000030	1	花纹钢板	花纹钢板 3mm 1.26m*6m	厚度：3mm；尺寸：1.26m*6m；材质：Q235B	金属材料/钢板/板材	金属材料	钢板/板材	钢板/板材	张	1546.68	CNY	按张计价，参考花纹钢板市场价；按物料族“钢板/板材”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=3.8667；金额按四舍五入保留两位小数。	材质Q235B为常见默认，无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	3MM花纹钢板；花纹钢板；3.0花纹钢板			花纹钢板	花纹钢板 3mm 1.26m*6m	厚度：3mm；尺寸：1.26m*6m；材质：Q235B	张	2026-07-08
METAL-000031	METAL-000031	1	槽钢	槽钢 100# Q235B	规格：100#；材质：Q235B	金属材料/型钢	金属材料	型钢	型钢	米	87.50	CNY	按每米估价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	100#对应10#，按10#估价，材质补齐	100#槽钢；槽钢			槽钢	槽钢 100#	规格：100#；材质：Q235B	米	2026-07-08
METAL-000032	METAL-000032	1	槽钢	槽钢 80 Q235B	规格：80；材质：Q235B	金属材料/型钢	金属材料	型钢	型钢	米	62.50	CNY	按每米估价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	80对应8#，材质补齐	80槽钢；槽钢			槽钢	槽钢 80	规格：80；材质：Q235B	米	2026-07-08
METAL-000033	METAL-000033	1	方钢	方钢 30*30*3 Q235	材质：Q235；规格：30*30*3mm	金属材料/型钢	金属材料	型钢	型钢	米	37.50	CNY	按每米估价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	材质按常见Q235补齐	30*30*3方钢；方钢			方钢	方钢 30*30*3	材质：Q235；规格/口径：30*30*3	米	2026-07-08
METAL-000034	METAL-000034	1	钢丝网	不锈钢钢丝网 1m宽 卷材	材质：不锈钢；宽度：1m	金属材料/钢筋/线材	金属材料	钢筋/线材	钢筋/线材	米	31.00	CNY	按米计价，每米宽度1m，参考不锈钢丝网市场价；按物料族“钢筋/线材”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.5500；金额按四舍五入保留两位小数。	宽度来自原数据，无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	不锈钢铁丝网；不锈钢丝网			钢丝网	不锈钢钢丝网 1m	材质：不锈钢；宽度：1m	米	2026-07-08
METAL-000035	METAL-000035	1	方钢	方钢 25*25 Q235	材质：Q235；规格：25*25mm	金属材料/型钢	金属材料	型钢	型钢	米	25.00	CNY	按每米估价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	材质按常见Q235补齐	25*25方钢；方钢			方钢	方钢 25*25	材质：Q235；规格/口径：25*25	米	2026-07-08
METAL-000036	METAL-000036	1	钢丝绳	钢丝绳 16mm	直径：16mm；结构：6×37+FC；材质：碳钢	吊装索具/钢丝绳	吊装索具	钢丝绳	钢丝绳	米	14.35	CNY	按米估价；按物料族“钢丝绳”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.2084；金额按四舍五入保留两位小数。	结构和材质按常见补齐	16厘钢丝绳；钢丝绳			钢丝绳	钢丝绳 16mm	直径：16mm	米	2026-07-08
METAL-000037	METAL-000037	1	钢丝绳卡扣	钢丝绳卡扣 10mm	适配钢丝绳直径：10mm；材质：碳钢；表面处理：镀锌	吊装索具/钢丝绳	吊装索具	钢丝绳	钢丝绳	个	1.77	CNY	按个估价；按物料族“钢丝绳”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.2084；金额按四舍五入保留两位小数。	材质和表面处理补齐为碳钢镀锌	M10钢丝绳夹头；钢丝绳夹头；10厘卡扣；钢丝绳卡扣；钢丝绳夹			钢丝绳卡扣	钢丝绳卡扣 10mm	适配直径：10mm	个	2026-07-08
METAL-000038	METAL-000038	1	钢筋加工件	钢筋加工件 Φ12×1.60m	钢筋规格：Φ12；长度：1.60m	定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	根	16.64	CNY	按根估价，钢筋加工件；按物料族“定制结构件”抽样复核中位数调整；样本数=3；可靠性=low；调整系数=2.0800；金额按四舍五入保留两位小数。	无需补齐	加工12钢筋1.6米；钢筋加工件			钢筋加工件	钢筋加工件 Φ12*1.60m	钢筋规格：Φ12；长度：1.60m	根	2026-07-08
METAL-000039	METAL-000039	1	钢筋加工件	钢筋加工件 Φ12×11.93m	钢筋规格：Φ12；长度：11.93m	定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	根	62.40	CNY	按根估价，钢筋加工件；按物料族“定制结构件”抽样复核中位数调整；样本数=3；可靠性=low；调整系数=2.0800；金额按四舍五入保留两位小数。	无需补齐	加工12钢筋11.93米；钢筋加工件			钢筋加工件	钢筋加工件 Φ12*11.93m	钢筋规格：Φ12；长度：11.93m	根	2026-07-08
METAL-000040	METAL-000040	1	钢筋加工件	钢筋加工件 Φ12×12.94m	钢筋规格：Φ12；长度：12.94m	定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	根	66.56	CNY	按根估价，钢筋加工件；按物料族“定制结构件”抽样复核中位数调整；样本数=3；可靠性=low；调整系数=2.0800；金额按四舍五入保留两位小数。	无需补齐	加工12钢筋12.94米；钢筋加工件			钢筋加工件	钢筋加工件 Φ12*12.94m	钢筋规格：Φ12；长度：12.94m	根	2026-07-08
METAL-000041	METAL-000041	1	钢筋箍	钢筋方形箍 Φ12 边长300mm	钢筋规格：Φ12；形状：方形箍；边长：300mm	定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	个	6.24	CNY	按个估价，常规箍筋加工件；按物料族“定制结构件”抽样复核中位数调整；样本数=3；可靠性=low；调整系数=2.0800；金额按四舍五入保留两位小数。	边长按常见300mm补齐；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	加工12钢筋方形箍；钢筋方形箍			钢筋箍	钢筋方形箍 12	钢筋规格：12；形状：方形箍	个	2026-07-08
